 a		phi		phidot		fde		w	1+z	fmatter	frad
    0.496523E-06    0.226653E+00   -0.963814E-21    0.488884E-21   -0.100000E+01    0.201401E+07    0.168834E-02    0.998312E+00
    0.498126E-06    0.226653E+00   -0.973181E-21    0.495227E-21   -0.100000E+01    0.200752E+07    0.169378E-02    0.998306E+00
    0.499735E-06    0.226653E+00   -0.982639E-21    0.501653E-21   -0.100000E+01    0.200106E+07    0.169925E-02    0.998301E+00
    0.501349E-06    0.226653E+00   -0.992189E-21    0.508162E-21   -0.100000E+01    0.199462E+07    0.170472E-02    0.998295E+00
    0.502968E-06    0.226653E+00   -0.100183E-20    0.514755E-21   -0.100000E+01    0.198820E+07    0.171022E-02    0.998290E+00
    0.504592E-06    0.226653E+00   -0.101157E-20    0.521434E-21   -0.100000E+01    0.198180E+07    0.171573E-02    0.998284E+00
    0.506222E-06    0.226653E+00   -0.102140E-20    0.528200E-21   -0.100000E+01    0.197542E+07    0.172126E-02    0.998279E+00
    0.507857E-06    0.226653E+00   -0.103132E-20    0.535053E-21   -0.100000E+01    0.196906E+07    0.172681E-02    0.998273E+00
    0.509497E-06    0.226653E+00   -0.104135E-20    0.541995E-21   -0.100000E+01    0.196272E+07    0.173238E-02    0.998268E+00
    0.511142E-06    0.226653E+00   -0.105147E-20    0.549028E-21   -0.100000E+01    0.195640E+07    0.173797E-02    0.998262E+00
    0.512793E-06    0.226653E+00   -0.106169E-20    0.556151E-21   -0.100000E+01    0.195011E+07    0.174357E-02    0.998256E+00
    0.514449E-06    0.226653E+00   -0.107200E-20    0.563367E-21   -0.100000E+01    0.194383E+07    0.174919E-02    0.998251E+00
    0.516110E-06    0.226653E+00   -0.108242E-20    0.570677E-21   -0.100000E+01    0.193757E+07    0.175483E-02    0.998245E+00
    0.517777E-06    0.226653E+00   -0.109294E-20    0.578081E-21   -0.100000E+01    0.193133E+07    0.176049E-02    0.998240E+00
    0.519449E-06    0.226653E+00   -0.110356E-20    0.585582E-21   -0.100000E+01    0.192512E+07    0.176616E-02    0.998234E+00
    0.521127E-06    0.226653E+00   -0.111429E-20    0.593180E-21   -0.100000E+01    0.191892E+07    0.177185E-02    0.998228E+00
    0.522810E-06    0.226653E+00   -0.112512E-20    0.600876E-21   -0.100000E+01    0.191274E+07    0.177757E-02    0.998222E+00
    0.524498E-06    0.226653E+00   -0.113605E-20    0.608672E-21   -0.100000E+01    0.190658E+07    0.178330E-02    0.998217E+00
    0.526192E-06    0.226653E+00   -0.114709E-20    0.616570E-21   -0.100000E+01    0.190045E+07    0.178905E-02    0.998211E+00
    0.527891E-06    0.226653E+00   -0.115824E-20    0.624569E-21   -0.100000E+01    0.189433E+07    0.179481E-02    0.998205E+00
    0.529596E-06    0.226653E+00   -0.116949E-20    0.632673E-21   -0.100000E+01    0.188823E+07    0.180060E-02    0.998199E+00
    0.531306E-06    0.226653E+00   -0.118086E-20    0.640882E-21   -0.100000E+01    0.188215E+07    0.180640E-02    0.998194E+00
    0.533022E-06    0.226653E+00   -0.119234E-20    0.649197E-21   -0.100000E+01    0.187609E+07    0.181223E-02    0.998188E+00
    0.534744E-06    0.226653E+00   -0.120392E-20    0.657620E-21   -0.100000E+01    0.187005E+07    0.181807E-02    0.998182E+00
    0.536471E-06    0.226653E+00   -0.121562E-20    0.666152E-21   -0.100000E+01    0.186404E+07    0.182393E-02    0.998176E+00
    0.538203E-06    0.226653E+00   -0.122744E-20    0.674796E-21   -0.100000E+01    0.185803E+07    0.182981E-02    0.998170E+00
    0.539941E-06    0.226653E+00   -0.123936E-20    0.683551E-21   -0.100000E+01    0.185205E+07    0.183571E-02    0.998164E+00
    0.541685E-06    0.226653E+00   -0.125141E-20    0.692420E-21   -0.100000E+01    0.184609E+07    0.184162E-02    0.998158E+00
    0.543434E-06    0.226653E+00   -0.126357E-20    0.701403E-21   -0.100000E+01    0.184015E+07    0.184756E-02    0.998152E+00
    0.545189E-06    0.226653E+00   -0.127585E-20    0.710504E-21   -0.100000E+01    0.183423E+07    0.185352E-02    0.998146E+00
    0.546950E-06    0.226653E+00   -0.128825E-20    0.719722E-21   -0.100000E+01    0.182832E+07    0.185949E-02    0.998141E+00
    0.548716E-06    0.226653E+00   -0.130077E-20    0.729060E-21   -0.100000E+01    0.182244E+07    0.186549E-02    0.998135E+00
    0.550488E-06    0.226653E+00   -0.131341E-20    0.738519E-21   -0.100000E+01    0.181657E+07    0.187150E-02    0.998129E+00
    0.552266E-06    0.226653E+00   -0.132617E-20    0.748101E-21   -0.100000E+01    0.181072E+07    0.187753E-02    0.998122E+00
    0.554050E-06    0.226653E+00   -0.133906E-20    0.757808E-21   -0.100000E+01    0.180489E+07    0.188358E-02    0.998116E+00
    0.555839E-06    0.226653E+00   -0.135207E-20    0.767640E-21   -0.100000E+01    0.179908E+07    0.188965E-02    0.998110E+00
    0.557634E-06    0.226653E+00   -0.136521E-20    0.777599E-21   -0.100000E+01    0.179329E+07    0.189575E-02    0.998104E+00
    0.559435E-06    0.226653E+00   -0.137848E-20    0.787688E-21   -0.100000E+01    0.178752E+07    0.190186E-02    0.998098E+00
    0.561242E-06    0.226653E+00   -0.139187E-20    0.797908E-21   -0.100000E+01    0.178176E+07    0.190799E-02    0.998092E+00
    0.563054E-06    0.226653E+00   -0.140540E-20    0.808260E-21   -0.100000E+01    0.177603E+07    0.191414E-02    0.998086E+00
    0.564872E-06    0.226653E+00   -0.141905E-20    0.818747E-21   -0.100000E+01    0.177031E+07    0.192031E-02    0.998080E+00
    0.566697E-06    0.226653E+00   -0.143284E-20    0.829370E-21   -0.100000E+01    0.176461E+07    0.192650E-02    0.998074E+00
    0.568527E-06    0.226653E+00   -0.144677E-20    0.840130E-21   -0.100000E+01    0.175893E+07    0.193271E-02    0.998067E+00
    0.570363E-06    0.226653E+00   -0.146083E-20    0.851030E-21   -0.100000E+01    0.175327E+07    0.193894E-02    0.998061E+00
    0.572205E-06    0.226653E+00   -0.147502E-20    0.862072E-21   -0.100000E+01    0.174763E+07    0.194518E-02    0.998055E+00
    0.574053E-06    0.226653E+00   -0.148936E-20    0.873256E-21   -0.100000E+01    0.174200E+07    0.195145E-02    0.998049E+00
    0.575907E-06    0.226653E+00   -0.150383E-20    0.884586E-21   -0.100000E+01    0.173639E+07    0.195774E-02    0.998042E+00
    0.577766E-06    0.226653E+00   -0.151844E-20    0.896063E-21   -0.100000E+01    0.173080E+07    0.196405E-02    0.998036E+00
    0.579632E-06    0.226653E+00   -0.153320E-20    0.907688E-21   -0.100000E+01    0.172523E+07    0.197038E-02    0.998030E+00
    0.581504E-06    0.226653E+00   -0.154810E-20    0.919465E-21   -0.100000E+01    0.171968E+07    0.197674E-02    0.998023E+00
    0.583382E-06    0.226653E+00   -0.156314E-20    0.931394E-21   -0.100000E+01    0.171414E+07    0.198311E-02    0.998017E+00
    0.585266E-06    0.226653E+00   -0.157833E-20    0.943478E-21   -0.100000E+01    0.170862E+07    0.198950E-02    0.998011E+00
    0.587156E-06    0.226653E+00   -0.159367E-20    0.955719E-21   -0.100000E+01    0.170312E+07    0.199591E-02    0.998004E+00
    0.589053E-06    0.226653E+00   -0.160915E-20    0.968118E-21   -0.100000E+01    0.169764E+07    0.200234E-02    0.997998E+00
    0.590955E-06    0.226653E+00   -0.162479E-20    0.980679E-21   -0.100000E+01    0.169218E+07    0.200880E-02    0.997991E+00
    0.592863E-06    0.226653E+00   -0.164058E-20    0.993402E-21   -0.100000E+01    0.168673E+07    0.201527E-02    0.997985E+00
    0.594778E-06    0.226653E+00   -0.165652E-20    0.100629E-20   -0.100000E+01    0.168130E+07    0.202177E-02    0.997978E+00
    0.596699E-06    0.226653E+00   -0.167262E-20    0.101935E-20   -0.100000E+01    0.167589E+07    0.202828E-02    0.997972E+00
    0.598626E-06    0.226653E+00   -0.168887E-20    0.103257E-20   -0.100000E+01    0.167049E+07    0.203482E-02    0.997965E+00
    0.600559E-06    0.226653E+00   -0.170528E-20    0.104597E-20   -0.100000E+01    0.166512E+07    0.204138E-02    0.997959E+00
    0.602499E-06    0.226653E+00   -0.172185E-20    0.105954E-20   -0.100000E+01    0.165976E+07    0.204796E-02    0.997952E+00
    0.604444E-06    0.226653E+00   -0.173859E-20    0.107328E-20   -0.100000E+01    0.165441E+07    0.205456E-02    0.997945E+00
    0.606396E-06    0.226653E+00   -0.175548E-20    0.108721E-20   -0.100000E+01    0.164909E+07    0.206118E-02    0.997939E+00
    0.608355E-06    0.226653E+00   -0.177254E-20    0.110131E-20   -0.100000E+01    0.164378E+07    0.206782E-02    0.997932E+00
    0.610319E-06    0.226653E+00   -0.178976E-20    0.111560E-20   -0.100000E+01    0.163849E+07    0.207448E-02    0.997926E+00
    0.612290E-06    0.226653E+00   -0.180715E-20    0.113008E-20   -0.100000E+01    0.163321E+07    0.208117E-02    0.997919E+00
    0.614268E-06    0.226653E+00   -0.182471E-20    0.114474E-20   -0.100000E+01    0.162795E+07    0.208788E-02    0.997912E+00
    0.616251E-06    0.226653E+00   -0.184245E-20    0.115959E-20   -0.100000E+01    0.162271E+07    0.209461E-02    0.997905E+00
    0.618242E-06    0.226653E+00   -0.186035E-20    0.117463E-20   -0.100000E+01    0.161749E+07    0.210136E-02    0.997899E+00
    0.620238E-06    0.226653E+00   -0.187843E-20    0.118987E-20   -0.100000E+01    0.161228E+07    0.210813E-02    0.997892E+00
    0.622241E-06    0.226653E+00   -0.189668E-20    0.120531E-20   -0.100000E+01    0.160709E+07    0.211492E-02    0.997885E+00
    0.624251E-06    0.226653E+00   -0.191511E-20    0.122095E-20   -0.100000E+01    0.160192E+07    0.212174E-02    0.997878E+00
    0.626267E-06    0.226653E+00   -0.193372E-20    0.123679E-20   -0.100000E+01    0.159676E+07    0.212857E-02    0.997871E+00
    0.628289E-06    0.226653E+00   -0.195251E-20    0.125283E-20   -0.100000E+01    0.159162E+07    0.213543E-02    0.997865E+00
    0.630318E-06    0.226653E+00   -0.197148E-20    0.126909E-20   -0.100000E+01    0.158650E+07    0.214232E-02    0.997858E+00
    0.632354E-06    0.226653E+00   -0.199064E-20    0.128555E-20   -0.100000E+01    0.158139E+07    0.214922E-02    0.997851E+00
    0.634396E-06    0.226653E+00   -0.200998E-20    0.130223E-20   -0.100000E+01    0.157630E+07    0.215615E-02    0.997844E+00
    0.636445E-06    0.226653E+00   -0.202951E-20    0.131912E-20   -0.100000E+01    0.157123E+07    0.216309E-02    0.997837E+00
    0.638500E-06    0.226653E+00   -0.204923E-20    0.133624E-20   -0.100000E+01    0.156617E+07    0.217006E-02    0.997830E+00
    0.640562E-06    0.226653E+00   -0.206915E-20    0.135357E-20   -0.100000E+01    0.156113E+07    0.217706E-02    0.997823E+00
    0.642631E-06    0.226653E+00   -0.208925E-20    0.137113E-20   -0.100000E+01    0.155610E+07    0.218407E-02    0.997816E+00
    0.644706E-06    0.226653E+00   -0.210955E-20    0.138892E-20   -0.100000E+01    0.155109E+07    0.219111E-02    0.997809E+00
    0.646788E-06    0.226653E+00   -0.213005E-20    0.140694E-20   -0.100000E+01    0.154610E+07    0.219817E-02    0.997802E+00
    0.648877E-06    0.226653E+00   -0.215075E-20    0.142519E-20   -0.100000E+01    0.154112E+07    0.220525E-02    0.997795E+00
    0.650973E-06    0.226653E+00   -0.217165E-20    0.144368E-20   -0.100000E+01    0.153616E+07    0.221236E-02    0.997788E+00
    0.653075E-06    0.226653E+00   -0.219275E-20    0.146241E-20   -0.100000E+01    0.153122E+07    0.221949E-02    0.997781E+00
    0.655184E-06    0.226653E+00   -0.221406E-20    0.148138E-20   -0.100000E+01    0.152629E+07    0.222664E-02    0.997773E+00
    0.657300E-06    0.226653E+00   -0.223557E-20    0.150060E-20   -0.100000E+01    0.152138E+07    0.223382E-02    0.997766E+00
    0.659423E-06    0.226653E+00   -0.225729E-20    0.152007E-20   -0.100000E+01    0.151648E+07    0.224101E-02    0.997759E+00
    0.661552E-06    0.226653E+00   -0.227923E-20    0.153979E-20   -0.100000E+01    0.151160E+07    0.224823E-02    0.997752E+00
    0.663689E-06    0.226653E+00   -0.230137E-20    0.155977E-20   -0.100000E+01    0.150673E+07    0.225548E-02    0.997745E+00
    0.665832E-06    0.226653E+00   -0.232373E-20    0.158000E-20   -0.100000E+01    0.150188E+07    0.226275E-02    0.997737E+00
    0.667982E-06    0.226653E+00   -0.234631E-20    0.160050E-20   -0.100000E+01    0.149705E+07    0.227004E-02    0.997730E+00
    0.670140E-06    0.226653E+00   -0.236911E-20    0.162126E-20   -0.100000E+01    0.149223E+07    0.227735E-02    0.997723E+00
    0.672304E-06    0.226653E+00   -0.239213E-20    0.164230E-20   -0.100000E+01    0.148742E+07    0.228469E-02    0.997715E+00
    0.674475E-06    0.226653E+00   -0.241538E-20    0.166360E-20   -0.100000E+01    0.148263E+07    0.229205E-02    0.997708E+00
    0.676653E-06    0.226653E+00   -0.243885E-20    0.168518E-20   -0.100000E+01    0.147786E+07    0.229944E-02    0.997701E+00
    0.678838E-06    0.226653E+00   -0.246254E-20    0.170705E-20   -0.100000E+01    0.147310E+07    0.230684E-02    0.997693E+00
    0.681031E-06    0.226653E+00   -0.248647E-20    0.172919E-20   -0.100000E+01    0.146836E+07    0.231428E-02    0.997686E+00
    0.683230E-06    0.226653E+00   -0.251063E-20    0.175162E-20   -0.100000E+01    0.146364E+07    0.232173E-02    0.997678E+00
    0.685436E-06    0.226653E+00   -0.253503E-20    0.177435E-20   -0.100000E+01    0.145892E+07    0.232921E-02    0.997671E+00
    0.687650E-06    0.226653E+00   -0.255966E-20    0.179737E-20   -0.100000E+01    0.145423E+07    0.233672E-02    0.997663E+00
    0.689871E-06    0.226653E+00   -0.258453E-20    0.182068E-20   -0.100000E+01    0.144955E+07    0.234425E-02    0.997656E+00
    0.692099E-06    0.226653E+00   -0.260964E-20    0.184430E-20   -0.100000E+01    0.144488E+07    0.235180E-02    0.997648E+00
    0.694334E-06    0.226653E+00   -0.263500E-20    0.186823E-20   -0.100000E+01    0.144023E+07    0.235938E-02    0.997641E+00
    0.696576E-06    0.226653E+00   -0.266060E-20    0.189247E-20   -0.100000E+01    0.143559E+07    0.236698E-02    0.997633E+00
    0.698826E-06    0.226653E+00   -0.268645E-20    0.191702E-20   -0.100000E+01    0.143097E+07    0.237460E-02    0.997625E+00
    0.701083E-06    0.226653E+00   -0.271256E-20    0.194189E-20   -0.100000E+01    0.142637E+07    0.238226E-02    0.997618E+00
    0.703347E-06    0.226653E+00   -0.273891E-20    0.196708E-20   -0.100000E+01    0.142177E+07    0.238993E-02    0.997610E+00
    0.705618E-06    0.226653E+00   -0.276553E-20    0.199260E-20   -0.100000E+01    0.141720E+07    0.239763E-02    0.997602E+00
    0.707897E-06    0.226653E+00   -0.279240E-20    0.201845E-20   -0.100000E+01    0.141264E+07    0.240535E-02    0.997595E+00
    0.710183E-06    0.226653E+00   -0.281953E-20    0.204463E-20   -0.100000E+01    0.140809E+07    0.241310E-02    0.997587E+00
    0.712477E-06    0.226653E+00   -0.284693E-20    0.207115E-20   -0.100000E+01    0.140356E+07    0.242088E-02    0.997579E+00
    0.714777E-06    0.226653E+00   -0.287459E-20    0.209802E-20   -0.100000E+01    0.139904E+07    0.242868E-02    0.997571E+00
    0.717086E-06    0.226653E+00   -0.290252E-20    0.212524E-20   -0.100000E+01    0.139453E+07    0.243650E-02    0.997563E+00
    0.719402E-06    0.226653E+00   -0.293072E-20    0.215281E-20   -0.100000E+01    0.139004E+07    0.244435E-02    0.997556E+00
    0.721725E-06    0.226653E+00   -0.295920E-20    0.218074E-20   -0.100000E+01    0.138557E+07    0.245223E-02    0.997548E+00
    0.724056E-06    0.226653E+00   -0.298795E-20    0.220903E-20   -0.100000E+01    0.138111E+07    0.246012E-02    0.997540E+00
    0.726394E-06    0.226653E+00   -0.301698E-20    0.223768E-20   -0.100000E+01    0.137666E+07    0.246805E-02    0.997532E+00
    0.728740E-06    0.226653E+00   -0.304630E-20    0.226671E-20   -0.100000E+01    0.137223E+07    0.247600E-02    0.997524E+00
    0.731093E-06    0.226653E+00   -0.307590E-20    0.229612E-20   -0.100000E+01    0.136781E+07    0.248398E-02    0.997516E+00
    0.733454E-06    0.226653E+00   -0.310578E-20    0.232590E-20   -0.100000E+01    0.136341E+07    0.249198E-02    0.997508E+00
    0.735823E-06    0.226653E+00   -0.313596E-20    0.235608E-20   -0.100000E+01    0.135902E+07    0.250001E-02    0.997500E+00
    0.738199E-06    0.226653E+00   -0.316643E-20    0.238664E-20   -0.100000E+01    0.135465E+07    0.250806E-02    0.997492E+00
    0.740583E-06    0.226653E+00   -0.319720E-20    0.241760E-20   -0.100000E+01    0.135029E+07    0.251614E-02    0.997484E+00
    0.742975E-06    0.226653E+00   -0.322826E-20    0.244896E-20   -0.100000E+01    0.134594E+07    0.252424E-02    0.997476E+00
    0.745374E-06    0.226653E+00   -0.325963E-20    0.248073E-20   -0.100000E+01    0.134161E+07    0.253238E-02    0.997468E+00
    0.747782E-06    0.226653E+00   -0.329130E-20    0.251291E-20   -0.100000E+01    0.133729E+07    0.254053E-02    0.997459E+00
    0.750197E-06    0.226653E+00   -0.332328E-20    0.254551E-20   -0.100000E+01    0.133298E+07    0.254872E-02    0.997451E+00
    0.752619E-06    0.226653E+00   -0.335557E-20    0.257853E-20   -0.100000E+01    0.132869E+07    0.255693E-02    0.997443E+00
    0.755050E-06    0.226653E+00   -0.338817E-20    0.261198E-20   -0.100000E+01    0.132442E+07    0.256516E-02    0.997435E+00
    0.757488E-06    0.226653E+00   -0.342109E-20    0.264586E-20   -0.100000E+01    0.132015E+07    0.257343E-02    0.997427E+00
    0.759934E-06    0.226653E+00   -0.345433E-20    0.268019E-20   -0.100000E+01    0.131590E+07    0.258172E-02    0.997418E+00
    0.762389E-06    0.226653E+00   -0.348789E-20    0.271495E-20   -0.100000E+01    0.131167E+07    0.259003E-02    0.997410E+00
    0.764851E-06    0.226653E+00   -0.352178E-20    0.275017E-20   -0.100000E+01    0.130744E+07    0.259837E-02    0.997402E+00
    0.767321E-06    0.226653E+00   -0.355600E-20    0.278585E-20   -0.100000E+01    0.130324E+07    0.260674E-02    0.997393E+00
    0.769799E-06    0.226653E+00   -0.359055E-20    0.282199E-20   -0.100000E+01    0.129904E+07    0.261514E-02    0.997385E+00
    0.772285E-06    0.226653E+00   -0.362544E-20    0.285859E-20   -0.100000E+01    0.129486E+07    0.262356E-02    0.997376E+00
    0.774779E-06    0.226653E+00   -0.366066E-20    0.289567E-20   -0.100000E+01    0.129069E+07    0.263201E-02    0.997368E+00
    0.777281E-06    0.226653E+00   -0.369623E-20    0.293324E-20   -0.100000E+01    0.128654E+07    0.264049E-02    0.997360E+00
    0.779791E-06    0.226653E+00   -0.373215E-20    0.297129E-20   -0.100000E+01    0.128239E+07    0.264900E-02    0.997351E+00
    0.782310E-06    0.226653E+00   -0.376841E-20    0.300983E-20   -0.100000E+01    0.127827E+07    0.265753E-02    0.997342E+00
    0.784836E-06    0.226653E+00   -0.380502E-20    0.304887E-20   -0.100000E+01    0.127415E+07    0.266609E-02    0.997334E+00
    0.787371E-06    0.226653E+00   -0.384199E-20    0.308842E-20   -0.100000E+01    0.127005E+07    0.267468E-02    0.997325E+00
    0.789913E-06    0.226653E+00   -0.387932E-20    0.312848E-20   -0.100000E+01    0.126596E+07    0.268329E-02    0.997317E+00
    0.792464E-06    0.226653E+00   -0.391701E-20    0.316907E-20   -0.100000E+01    0.126189E+07    0.269193E-02    0.997308E+00
    0.795024E-06    0.226653E+00   -0.395507E-20    0.321018E-20   -0.100000E+01    0.125782E+07    0.270060E-02    0.997299E+00
    0.797591E-06    0.226653E+00   -0.399350E-20    0.325182E-20   -0.100000E+01    0.125378E+07    0.270930E-02    0.997291E+00
    0.800167E-06    0.226653E+00   -0.403230E-20    0.329400E-20   -0.100000E+01    0.124974E+07    0.271803E-02    0.997282E+00
    0.802751E-06    0.226653E+00   -0.407148E-20    0.333673E-20   -0.100000E+01    0.124572E+07    0.272678E-02    0.997273E+00
    0.805344E-06    0.226653E+00   -0.411103E-20    0.338001E-20   -0.100000E+01    0.124171E+07    0.273556E-02    0.997264E+00
    0.807944E-06    0.226653E+00   -0.415098E-20    0.342385E-20   -0.100000E+01    0.123771E+07    0.274437E-02    0.997256E+00
    0.810554E-06    0.226653E+00   -0.419131E-20    0.346827E-20   -0.100000E+01    0.123372E+07    0.275321E-02    0.997247E+00
    0.813171E-06    0.226653E+00   -0.423203E-20    0.351326E-20   -0.100000E+01    0.122975E+07    0.276208E-02    0.997238E+00
    0.815797E-06    0.226653E+00   -0.427315E-20    0.355883E-20   -0.100000E+01    0.122579E+07    0.277097E-02    0.997229E+00
    0.818432E-06    0.226653E+00   -0.431467E-20    0.360499E-20   -0.100000E+01    0.122185E+07    0.277990E-02    0.997220E+00
    0.821075E-06    0.226653E+00   -0.435659E-20    0.365175E-20   -0.100000E+01    0.121792E+07    0.278885E-02    0.997211E+00
    0.823727E-06    0.226653E+00   -0.439892E-20    0.369912E-20   -0.100000E+01    0.121399E+07    0.279783E-02    0.997202E+00
    0.826387E-06    0.226653E+00   -0.444165E-20    0.374711E-20   -0.100000E+01    0.121009E+07    0.280684E-02    0.997193E+00
    0.829056E-06    0.226653E+00   -0.448481E-20    0.379571E-20   -0.100000E+01    0.120619E+07    0.281588E-02    0.997184E+00
    0.831733E-06    0.226653E+00   -0.452838E-20    0.384495E-20   -0.100000E+01    0.120231E+07    0.282495E-02    0.997175E+00
    0.834419E-06    0.226653E+00   -0.457238E-20    0.389482E-20   -0.100000E+01    0.119844E+07    0.283404E-02    0.997166E+00
    0.837114E-06    0.226653E+00   -0.461680E-20    0.394534E-20   -0.100000E+01    0.119458E+07    0.284317E-02    0.997157E+00
    0.839817E-06    0.226653E+00   -0.466166E-20    0.399652E-20   -0.100000E+01    0.119074E+07    0.285233E-02    0.997148E+00
    0.842530E-06    0.226653E+00   -0.470695E-20    0.404836E-20   -0.100000E+01    0.118690E+07    0.286151E-02    0.997138E+00
    0.845250E-06    0.226653E+00   -0.475268E-20    0.410087E-20   -0.100000E+01    0.118308E+07    0.287073E-02    0.997129E+00
    0.847980E-06    0.226653E+00   -0.479886E-20    0.415406E-20   -0.100000E+01    0.117927E+07    0.287997E-02    0.997120E+00
    0.850719E-06    0.226653E+00   -0.484548E-20    0.420795E-20   -0.100000E+01    0.117548E+07    0.288924E-02    0.997111E+00
    0.853466E-06    0.226653E+00   -0.489256E-20    0.426253E-20   -0.100000E+01    0.117169E+07    0.289855E-02    0.997101E+00
    0.856222E-06    0.226653E+00   -0.494010E-20    0.431782E-20   -0.100000E+01    0.116792E+07    0.290788E-02    0.997092E+00
    0.858987E-06    0.226653E+00   -0.498809E-20    0.437382E-20   -0.100000E+01    0.116416E+07    0.291725E-02    0.997083E+00
    0.861761E-06    0.226653E+00   -0.503656E-20    0.443056E-20   -0.100000E+01    0.116041E+07    0.292664E-02    0.997073E+00
    0.864545E-06    0.226653E+00   -0.508549E-20    0.448803E-20   -0.100000E+01    0.115668E+07    0.293606E-02    0.997064E+00
    0.867337E-06    0.226653E+00   -0.513490E-20    0.454624E-20   -0.100000E+01    0.115296E+07    0.294552E-02    0.997054E+00
    0.870138E-06    0.226653E+00   -0.518479E-20    0.460521E-20   -0.100000E+01    0.114924E+07    0.295500E-02    0.997045E+00
    0.872948E-06    0.226653E+00   -0.523516E-20    0.466494E-20   -0.100000E+01    0.114554E+07    0.296452E-02    0.997035E+00
    0.875767E-06    0.226653E+00   -0.528602E-20    0.472545E-20   -0.100000E+01    0.114186E+07    0.297406E-02    0.997026E+00
    0.878595E-06    0.226653E+00   -0.533738E-20    0.478674E-20   -0.100000E+01    0.113818E+07    0.298364E-02    0.997016E+00
    0.881432E-06    0.226653E+00   -0.538924E-20    0.484883E-20   -0.100000E+01    0.113452E+07    0.299324E-02    0.997007E+00
    0.884279E-06    0.226653E+00   -0.544160E-20    0.491172E-20   -0.100000E+01    0.113086E+07    0.300288E-02    0.996997E+00
    0.887135E-06    0.226653E+00   -0.549446E-20    0.497543E-20   -0.100000E+01    0.112722E+07    0.301255E-02    0.996987E+00
    0.890000E-06    0.226653E+00   -0.554785E-20    0.503997E-20   -0.100000E+01    0.112360E+07    0.302225E-02    0.996978E+00
    0.892874E-06    0.226653E+00   -0.560175E-20    0.510534E-20   -0.100000E+01    0.111998E+07    0.303198E-02    0.996968E+00
    0.895757E-06    0.226653E+00   -0.565617E-20    0.517156E-20   -0.100000E+01    0.111637E+07    0.304174E-02    0.996958E+00
    0.898650E-06    0.226653E+00   -0.571112E-20    0.523864E-20   -0.100000E+01    0.111278E+07    0.305154E-02    0.996948E+00
    0.901552E-06    0.226653E+00   -0.576661E-20    0.530659E-20   -0.100000E+01    0.110920E+07    0.306136E-02    0.996939E+00
    0.904464E-06    0.226653E+00   -0.582263E-20    0.537542E-20   -0.100000E+01    0.110563E+07    0.307122E-02    0.996929E+00
    0.907385E-06    0.226653E+00   -0.587920E-20    0.544514E-20   -0.100000E+01    0.110207E+07    0.308110E-02    0.996919E+00
    0.910315E-06    0.226653E+00   -0.593632E-20    0.551576E-20   -0.100000E+01    0.109852E+07    0.309102E-02    0.996909E+00
    0.913255E-06    0.226653E+00   -0.599400E-20    0.558731E-20   -0.100000E+01    0.109498E+07    0.310097E-02    0.996899E+00
    0.916204E-06    0.226653E+00   -0.605223E-20    0.565978E-20   -0.100000E+01    0.109146E+07    0.311096E-02    0.996889E+00
    0.919163E-06    0.226653E+00   -0.611103E-20    0.573319E-20   -0.100000E+01    0.108795E+07    0.312097E-02    0.996879E+00
    0.922132E-06    0.226653E+00   -0.617040E-20    0.580755E-20   -0.100000E+01    0.108444E+07    0.313102E-02    0.996869E+00
    0.925110E-06    0.226653E+00   -0.623035E-20    0.588287E-20   -0.100000E+01    0.108095E+07    0.314110E-02    0.996859E+00
    0.928097E-06    0.226653E+00   -0.629088E-20    0.595918E-20   -0.100000E+01    0.107747E+07    0.315121E-02    0.996849E+00
    0.931095E-06    0.226653E+00   -0.635200E-20    0.603647E-20   -0.100000E+01    0.107400E+07    0.316136E-02    0.996839E+00
    0.934102E-06    0.226653E+00   -0.641371E-20    0.611476E-20   -0.100000E+01    0.107055E+07    0.317153E-02    0.996828E+00
    0.937118E-06    0.226653E+00   -0.647602E-20    0.619407E-20   -0.100000E+01    0.106710E+07    0.318174E-02    0.996818E+00
    0.940145E-06    0.226653E+00   -0.653894E-20    0.627441E-20   -0.100000E+01    0.106367E+07    0.319199E-02    0.996808E+00
    0.943181E-06    0.226653E+00   -0.660247E-20    0.635579E-20   -0.100000E+01    0.106024E+07    0.320226E-02    0.996798E+00
    0.946227E-06    0.226653E+00   -0.666661E-20    0.643823E-20   -0.100000E+01    0.105683E+07    0.321257E-02    0.996787E+00
    0.949283E-06    0.226653E+00   -0.673138E-20    0.652173E-20   -0.100000E+01    0.105343E+07    0.322291E-02    0.996777E+00
    0.952348E-06    0.226653E+00   -0.679677E-20    0.660632E-20   -0.100000E+01    0.105004E+07    0.323329E-02    0.996767E+00
    0.955424E-06    0.226653E+00   -0.686281E-20    0.669200E-20   -0.100000E+01    0.104666E+07    0.324369E-02    0.996756E+00
    0.958509E-06    0.226653E+00   -0.692948E-20    0.677880E-20   -0.100000E+01    0.104329E+07    0.325414E-02    0.996746E+00
    0.961605E-06    0.226653E+00   -0.699680E-20    0.686672E-20   -0.100000E+01    0.103993E+07    0.326461E-02    0.996735E+00
    0.964710E-06    0.226653E+00   -0.706478E-20    0.695578E-20   -0.100000E+01    0.103658E+07    0.327512E-02    0.996725E+00
    0.967826E-06    0.226653E+00   -0.713341E-20    0.704599E-20   -0.100000E+01    0.103324E+07    0.328566E-02    0.996714E+00
