#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   510   0.252295E+04  -0.494737E+02   0.347028E-05  -0.494737E+02   0.715686E+01   0.681966E-06   0.347028E-05   0.681966E-06   0.187042E-07
   511   0.252899E+04  -0.483172E+02   0.344038E-05  -0.483172E+02   0.708354E+01   0.663621E-06   0.344038E-05   0.663621E-06   0.186512E-07
   512   0.253483E+04  -0.471453E+02   0.341206E-05  -0.471453E+02   0.701457E+01   0.645410E-06   0.341206E-05   0.645410E-06   0.185985E-07
   513   0.254046E+04  -0.459588E+02   0.338531E-05  -0.459588E+02   0.695002E+01   0.627329E-06   0.338531E-05   0.627329E-06   0.185460E-07
   514   0.254586E+04  -0.447584E+02   0.336011E-05  -0.447584E+02   0.688994E+01   0.609375E-06   0.336011E-05   0.609375E-06   0.184937E-07
   515   0.255106E+04  -0.435447E+02   0.333644E-05  -0.435447E+02   0.683440E+01   0.591546E-06   0.333644E-05   0.591546E-06   0.184416E-07
   516   0.255603E+04  -0.423186E+02   0.331429E-05  -0.423186E+02   0.678345E+01   0.573838E-06   0.331429E-05   0.573838E-06   0.183898E-07
   517   0.256079E+04  -0.410807E+02   0.329363E-05  -0.410807E+02   0.673715E+01   0.556248E-06   0.329363E-05   0.556248E-06   0.183381E-07
   518   0.256531E+04  -0.398317E+02   0.327445E-05  -0.398317E+02   0.669556E+01   0.538773E-06   0.327445E-05   0.538773E-06   0.182867E-07
   519   0.256961E+04  -0.385726E+02   0.325674E-05  -0.385726E+02   0.665872E+01   0.521410E-06   0.325674E-05   0.521410E-06   0.182354E-07
   520   0.257367E+04  -0.373038E+02   0.324047E-05  -0.373038E+02   0.662669E+01   0.504155E-06   0.324047E-05   0.504155E-06   0.181844E-07
   521   0.257751E+04  -0.360262E+02   0.322562E-05  -0.360262E+02   0.659952E+01   0.487005E-06   0.322562E-05   0.487005E-06   0.181336E-07
   522   0.258110E+04  -0.347406E+02   0.321219E-05  -0.347406E+02   0.657727E+01   0.469957E-06   0.321219E-05   0.469957E-06   0.180830E-07
   523   0.258445E+04  -0.334475E+02   0.320014E-05  -0.334475E+02   0.655997E+01   0.453009E-06   0.320014E-05   0.453009E-06   0.180326E-07
   524   0.258757E+04  -0.321480E+02   0.318947E-05  -0.321480E+02   0.654765E+01   0.436156E-06   0.318947E-05   0.436156E-06   0.179824E-07
   525   0.259044E+04  -0.308425E+02   0.318015E-05  -0.308425E+02   0.654035E+01   0.419396E-06   0.318015E-05   0.419396E-06   0.179324E-07
   526   0.259309E+04  -0.295320E+02   0.317217E-05  -0.295320E+02   0.653811E+01   0.402726E-06   0.317217E-05   0.402726E-06   0.178826E-07
   527   0.259549E+04  -0.282170E+02   0.316551E-05  -0.282170E+02   0.654095E+01   0.386142E-06   0.316551E-05   0.386142E-06   0.178330E-07
   528   0.259766E+04  -0.268985E+02   0.316015E-05  -0.268985E+02   0.654892E+01   0.369641E-06   0.316015E-05   0.369641E-06   0.177837E-07
   529   0.259959E+04  -0.255770E+02   0.315608E-05  -0.255770E+02   0.656204E+01   0.353221E-06   0.315608E-05   0.353221E-06   0.177345E-07
   530   0.260129E+04  -0.242535E+02   0.315327E-05  -0.242535E+02   0.658033E+01   0.336877E-06   0.315327E-05   0.336877E-06   0.176855E-07
   531   0.260275E+04  -0.229286E+02   0.315171E-05  -0.229286E+02   0.660382E+01   0.320607E-06   0.315171E-05   0.320607E-06   0.176367E-07
   532   0.260397E+04  -0.216034E+02   0.315138E-05  -0.216034E+02   0.663253E+01   0.304408E-06   0.315138E-05   0.304408E-06   0.175882E-07
   533   0.260496E+04  -0.202784E+02   0.315227E-05  -0.202784E+02   0.666648E+01   0.288276E-06   0.315227E-05   0.288276E-06   0.175398E-07
   534   0.260570E+04  -0.189546E+02   0.315435E-05  -0.189546E+02   0.670569E+01   0.272209E-06   0.315435E-05   0.272209E-06   0.174916E-07
   535   0.260621E+04  -0.176327E+02   0.315761E-05  -0.176327E+02   0.675018E+01   0.256203E-06   0.315761E-05   0.256203E-06   0.174436E-07
   536   0.260648E+04  -0.163135E+02   0.316203E-05  -0.163135E+02   0.679998E+01   0.240255E-06   0.316203E-05   0.240255E-06   0.173958E-07
   537   0.260651E+04  -0.149978E+02   0.316759E-05  -0.149978E+02   0.685507E+01   0.224361E-06   0.316759E-05   0.224361E-06   0.173483E-07
   538   0.260631E+04  -0.136864E+02   0.317428E-05  -0.136864E+02   0.691549E+01   0.208520E-06   0.317428E-05   0.208520E-06   0.173009E-07
   539   0.260588E+04  -0.123799E+02   0.318207E-05  -0.123799E+02   0.698122E+01   0.192727E-06   0.318207E-05   0.192727E-06   0.172537E-07
   540   0.260520E+04  -0.110793E+02   0.319095E-05  -0.110793E+02   0.705226E+01   0.176979E-06   0.319095E-05   0.176979E-06   0.172066E-07
   541   0.260430E+04  -0.978504E+01   0.320091E-05  -0.978504E+01   0.712864E+01   0.161274E-06   0.320091E-05   0.161274E-06   0.171598E-07
   542   0.260317E+04  -0.849810E+01   0.321191E-05  -0.849810E+01   0.721035E+01   0.145608E-06   0.321191E-05   0.145608E-06   0.171132E-07
   543   0.260180E+04  -0.721914E+01   0.322396E-05  -0.721914E+01   0.729738E+01   0.129978E-06   0.322396E-05   0.129978E-06   0.170667E-07
   544   0.260021E+04  -0.594890E+01   0.323702E-05  -0.594890E+01   0.738974E+01   0.114380E-06   0.323702E-05   0.114380E-06   0.170205E-07
   545   0.259840E+04  -0.468805E+01   0.325108E-05  -0.468805E+01   0.748739E+01   0.988125E-07   0.325108E-05   0.988125E-07   0.169744E-07
   546   0.259636E+04  -0.343729E+01   0.326613E-05  -0.343729E+01   0.759035E+01   0.832712E-07   0.326613E-05   0.832712E-07   0.169285E-07
   547   0.259409E+04  -0.219733E+01   0.328214E-05  -0.219733E+01   0.769858E+01   0.677532E-07   0.328214E-05   0.677532E-07   0.168829E-07
   548   0.259160E+04  -0.968836E+00   0.329909E-05  -0.968836E+00   0.781202E+01   0.522555E-07   0.329909E-05   0.522555E-07   0.168373E-07
   549   0.258889E+04   0.247467E+00   0.331698E-05   0.247467E+00   0.793080E+01   0.367747E-07   0.331698E-05   0.367747E-07   0.167920E-07
   550   0.258595E+04   0.145090E+01   0.333578E-05   0.145090E+01   0.805471E+01   0.213079E-07   0.333578E-05   0.213079E-07   0.167469E-07
   551   0.258281E+04   0.264073E+01   0.335548E-05   0.264073E+01   0.818389E+01   0.585266E-08   0.335548E-05   0.585266E-08   0.167019E-07
   552   0.257944E+04   0.381626E+01   0.337605E-05   0.381626E+01   0.831820E+01  -0.958965E-08   0.337605E-05  -0.958965E-08   0.166571E-07
   553   0.257587E+04   0.497675E+01   0.339750E-05   0.497675E+01   0.845763E+01  -0.250168E-07   0.339750E-05  -0.250168E-07   0.166125E-07
   554   0.257209E+04   0.612150E+01   0.341982E-05   0.612150E+01   0.860219E+01  -0.404266E-07   0.341982E-05  -0.404266E-07   0.165681E-07
   555   0.256811E+04   0.724980E+01   0.344299E-05   0.724980E+01   0.875180E+01  -0.558169E-07   0.344299E-05  -0.558169E-07   0.165239E-07
   556   0.256392E+04   0.836090E+01   0.346699E-05   0.836090E+01   0.890646E+01  -0.711854E-07   0.346699E-05  -0.711854E-07   0.164798E-07
   557   0.255954E+04   0.945418E+01   0.349183E-05   0.945418E+01   0.906610E+01  -0.865299E-07   0.349183E-05  -0.865299E-07   0.164359E-07
   558   0.255496E+04   0.105289E+02   0.351750E-05   0.105289E+02   0.923072E+01  -0.101848E-06   0.351750E-05  -0.101848E-06   0.163922E-07
   559   0.255019E+04   0.115845E+02   0.354397E-05   0.115845E+02   0.940024E+01  -0.117138E-06   0.354397E-05  -0.117138E-06   0.163487E-07
   560   0.254523E+04   0.126203E+02   0.357124E-05   0.126203E+02   0.957466E+01  -0.132397E-06   0.357124E-05  -0.132397E-06   0.163054E-07
   561   0.254009E+04   0.136357E+02   0.359930E-05   0.136357E+02   0.975384E+01  -0.147624E-06   0.359930E-05  -0.147624E-06   0.162622E-07
   562   0.253475E+04   0.146302E+02   0.362814E-05   0.146302E+02   0.993785E+01  -0.162815E-06   0.362814E-05  -0.162815E-06   0.162192E-07
   563   0.252924E+04   0.156030E+02   0.365775E-05   0.156030E+02   0.101265E+02  -0.177970E-06   0.365775E-05  -0.177970E-06   0.161764E-07
   564   0.252356E+04   0.165536E+02   0.368812E-05   0.165536E+02   0.103199E+02  -0.193085E-06   0.368812E-05  -0.193085E-06   0.161337E-07
   565   0.251769E+04   0.174814E+02   0.371923E-05   0.174814E+02   0.105179E+02  -0.208158E-06   0.371923E-05  -0.208158E-06   0.160912E-07
   566   0.251165E+04   0.183860E+02   0.375109E-05   0.183860E+02   0.107204E+02  -0.223187E-06   0.375109E-05  -0.223187E-06   0.160489E-07
   567   0.250544E+04   0.192667E+02   0.378367E-05   0.192667E+02   0.109274E+02  -0.238170E-06   0.378367E-05  -0.238170E-06   0.160067E-07
   568   0.249907E+04   0.201230E+02   0.381697E-05   0.201230E+02   0.111388E+02  -0.253105E-06   0.381697E-05  -0.253105E-06   0.159648E-07
   569   0.249253E+04   0.209544E+02   0.385097E-05   0.209544E+02   0.113546E+02  -0.267990E-06   0.385097E-05  -0.267990E-06   0.159230E-07
   570   0.248583E+04   0.217604E+02   0.388567E-05   0.217604E+02   0.115746E+02  -0.282822E-06   0.388567E-05  -0.282822E-06   0.158813E-07
   571   0.247897E+04   0.225404E+02   0.392105E-05   0.225404E+02   0.117989E+02  -0.297598E-06   0.392105E-05  -0.297598E-06   0.158398E-07
   572   0.247197E+04   0.232941E+02   0.395711E-05   0.232941E+02   0.120273E+02  -0.312318E-06   0.395711E-05  -0.312318E-06   0.157985E-07
   573   0.246481E+04   0.240209E+02   0.399384E-05   0.240209E+02   0.122597E+02  -0.326979E-06   0.399384E-05  -0.326979E-06   0.157574E-07
   574   0.245751E+04   0.247205E+02   0.403122E-05   0.247205E+02   0.124961E+02  -0.341578E-06   0.403122E-05  -0.341578E-06   0.157164E-07
   575   0.245008E+04   0.253926E+02   0.406924E-05   0.253926E+02   0.127365E+02  -0.356113E-06   0.406924E-05  -0.356113E-06   0.156756E-07
   576   0.244251E+04   0.260366E+02   0.410789E-05   0.260366E+02   0.129806E+02  -0.370582E-06   0.410789E-05  -0.370582E-06   0.156350E-07
   577   0.243482E+04   0.266522E+02   0.414717E-05   0.266522E+02   0.132285E+02  -0.384983E-06   0.414717E-05  -0.384983E-06   0.155945E-07
   578   0.242701E+04   0.272389E+02   0.418706E-05   0.272389E+02   0.134800E+02  -0.399314E-06   0.418706E-05  -0.399314E-06   0.155541E-07
   579   0.241907E+04   0.277965E+02   0.422755E-05   0.277965E+02   0.137352E+02  -0.413572E-06   0.422755E-05  -0.413572E-06   0.155140E-07
   580   0.241103E+04   0.283245E+02   0.426864E-05   0.283245E+02   0.139938E+02  -0.427755E-06   0.426864E-05  -0.427755E-06   0.154740E-07
   581   0.240288E+04   0.288224E+02   0.431030E-05   0.288224E+02   0.142558E+02  -0.441862E-06   0.431030E-05  -0.441862E-06   0.154341E-07
   582   0.239462E+04   0.292901E+02   0.435253E-05   0.292901E+02   0.145211E+02  -0.455889E-06   0.435253E-05  -0.455889E-06   0.153945E-07
   583   0.238627E+04   0.297270E+02   0.439533E-05   0.297270E+02   0.147895E+02  -0.469835E-06   0.439533E-05  -0.469835E-06   0.153549E-07
   584   0.237782E+04   0.301328E+02   0.443867E-05   0.301328E+02   0.150612E+02  -0.483697E-06   0.443867E-05  -0.483697E-06   0.153156E-07
   585   0.236929E+04   0.305072E+02   0.448256E-05   0.305072E+02   0.153357E+02  -0.497473E-06   0.448256E-05  -0.497473E-06   0.152763E-07
   586   0.236066E+04   0.308498E+02   0.452697E-05   0.308498E+02   0.156132E+02  -0.511161E-06   0.452697E-05  -0.511161E-06   0.152373E-07
   587   0.235195E+04   0.311604E+02   0.457190E-05   0.311604E+02   0.158936E+02  -0.524760E-06   0.457190E-05  -0.524760E-06   0.151984E-07
   588   0.234318E+04   0.314388E+02   0.461734E-05   0.314388E+02   0.161766E+02  -0.538265E-06   0.461734E-05  -0.538265E-06   0.151596E-07
   589   0.233433E+04   0.316848E+02   0.466328E-05   0.316848E+02   0.164622E+02  -0.551676E-06   0.466328E-05  -0.551676E-06   0.151210E-07
   590   0.232541E+04   0.318980E+02   0.470970E-05   0.318980E+02   0.167504E+02  -0.564990E-06   0.470970E-05  -0.564990E-06   0.150826E-07
   591   0.231644E+04   0.320783E+02   0.475660E-05   0.320783E+02   0.170409E+02  -0.578205E-06   0.475660E-05  -0.578205E-06   0.150443E-07
   592   0.230741E+04   0.322253E+02   0.480397E-05   0.322253E+02   0.173337E+02  -0.591319E-06   0.480397E-05  -0.591319E-06   0.150062E-07
   593   0.229832E+04   0.323390E+02   0.485179E-05   0.323390E+02   0.176287E+02  -0.604329E-06   0.485179E-05  -0.604329E-06   0.149682E-07
   594   0.228919E+04   0.324191E+02   0.490005E-05   0.324191E+02   0.179257E+02  -0.617233E-06   0.490005E-05  -0.617233E-06   0.149303E-07
   595   0.228001E+04   0.324656E+02   0.494876E-05   0.324656E+02   0.182247E+02  -0.630030E-06   0.494876E-05  -0.630030E-06   0.148926E-07
   596   0.227080E+04   0.324784E+02   0.499788E-05   0.324784E+02   0.185255E+02  -0.642716E-06   0.499788E-05  -0.642716E-06   0.148551E-07
   597   0.226155E+04   0.324571E+02   0.504742E-05   0.324571E+02   0.188281E+02  -0.655290E-06   0.504742E-05  -0.655290E-06   0.148177E-07
   598   0.225228E+04   0.324018E+02   0.509737E-05   0.324018E+02   0.191322E+02  -0.667750E-06   0.509737E-05  -0.667750E-06   0.147804E-07
   599   0.224298E+04   0.323122E+02   0.514770E-05   0.323122E+02   0.194379E+02  -0.680093E-06   0.514770E-05  -0.680093E-06   0.147433E-07
   600   0.223366E+04   0.321885E+02   0.519842E-05   0.321885E+02   0.197449E+02  -0.692317E-06   0.519842E-05  -0.692317E-06   0.147064E-07
   601   0.222433E+04   0.320304E+02   0.524951E-05   0.320304E+02   0.200531E+02  -0.704420E-06   0.524951E-05  -0.704420E-06   0.146696E-07
   602   0.221498E+04   0.318383E+02   0.530097E-05   0.318383E+02   0.203625E+02  -0.716401E-06   0.530097E-05  -0.716401E-06   0.146329E-07
   603   0.220563E+04   0.316118E+02   0.535277E-05   0.316118E+02   0.206729E+02  -0.728259E-06   0.535277E-05  -0.728259E-06   0.145964E-07
   604   0.219628E+04   0.313510E+02   0.540492E-05   0.313510E+02   0.209842E+02  -0.739995E-06   0.540492E-05  -0.739995E-06   0.145600E-07
   605   0.218693E+04   0.310561E+02   0.545739E-05   0.310561E+02   0.212963E+02  -0.751607E-06   0.545739E-05  -0.751607E-06   0.145237E-07
   606   0.217759E+04   0.307269E+02   0.551019E-05   0.307269E+02   0.216090E+02  -0.763094E-06   0.551019E-05  -0.763094E-06   0.144876E-07
   607   0.216827E+04   0.303636E+02   0.556329E-05   0.303636E+02   0.219223E+02  -0.774456E-06   0.556329E-05  -0.774456E-06   0.144517E-07
   608   0.215896E+04   0.299661E+02   0.561669E-05   0.299661E+02   0.222360E+02  -0.785693E-06   0.561669E-05  -0.785693E-06   0.144159E-07
   609   0.214968E+04   0.295347E+02   0.567038E-05   0.295347E+02   0.225500E+02  -0.796803E-06   0.567038E-05  -0.796803E-06   0.143802E-07
   610   0.214042E+04   0.290693E+02   0.572434E-05   0.290693E+02   0.228641E+02  -0.807786E-06   0.572434E-05  -0.807786E-06   0.143446E-07
   611   0.213121E+04   0.285701E+02   0.577858E-05   0.285701E+02   0.231781E+02  -0.818642E-06   0.577858E-05  -0.818642E-06   0.143092E-07
   612   0.212202E+04   0.280371E+02   0.583306E-05   0.280371E+02   0.234921E+02  -0.829370E-06   0.583306E-05  -0.829370E-06   0.142740E-07
   613   0.211287E+04   0.274704E+02   0.588780E-05   0.274704E+02   0.238059E+02  -0.839968E-06   0.588780E-05  -0.839968E-06   0.142388E-07
   614   0.210378E+04   0.268704E+02   0.594277E-05   0.268704E+02   0.241193E+02  -0.850437E-06   0.594277E-05  -0.850437E-06   0.142038E-07
   615   0.209472E+04   0.262371E+02   0.599796E-05   0.262371E+02   0.244321E+02  -0.860775E-06   0.599796E-05  -0.860775E-06   0.141690E-07
   616   0.208574E+04   0.255710E+02   0.605336E-05   0.255710E+02   0.247444E+02  -0.870983E-06   0.605336E-05  -0.870983E-06   0.141342E-07
   617   0.207681E+04   0.248722E+02   0.610897E-05   0.248722E+02   0.250560E+02  -0.881059E-06   0.610897E-05  -0.881059E-06   0.140997E-07
   618   0.206795E+04   0.241411E+02   0.616477E-05   0.241411E+02   0.253668E+02  -0.891003E-06   0.616477E-05  -0.891003E-06   0.140652E-07
   619   0.205916E+04   0.233779E+02   0.622076E-05   0.233779E+02   0.256766E+02  -0.900815E-06   0.622076E-05  -0.900815E-06   0.140309E-07
   620   0.205044E+04   0.225829E+02   0.627691E-05   0.225829E+02   0.259855E+02  -0.910493E-06   0.627691E-05  -0.910493E-06   0.139967E-07
   621   0.204181E+04   0.217564E+02   0.633322E-05   0.217564E+02   0.262932E+02  -0.920036E-06   0.633322E-05  -0.920036E-06   0.139626E-07
   622   0.203326E+04   0.208987E+02   0.638969E-05   0.208987E+02   0.265996E+02  -0.929445E-06   0.638969E-05  -0.929445E-06   0.139287E-07
   623   0.202480E+04   0.200100E+02   0.644629E-05   0.200100E+02   0.269045E+02  -0.938719E-06   0.644629E-05  -0.938719E-06   0.138949E-07
   624   0.201643E+04   0.190907E+02   0.650303E-05   0.190907E+02   0.272080E+02  -0.947856E-06   0.650303E-05  -0.947856E-06   0.138612E-07
   625   0.200815E+04   0.181410E+02   0.655988E-05   0.181410E+02   0.275098E+02  -0.956857E-06   0.655988E-05  -0.956857E-06   0.138277E-07
   626   0.199998E+04   0.171613E+02   0.661684E-05   0.171613E+02   0.278097E+02  -0.965720E-06   0.661684E-05  -0.965720E-06   0.137943E-07
   627   0.199191E+04   0.161518E+02   0.667389E-05   0.161518E+02   0.281077E+02  -0.974446E-06   0.667389E-05  -0.974446E-06   0.137610E-07
   628   0.198396E+04   0.151129E+02   0.673104E-05   0.151129E+02   0.284036E+02  -0.983033E-06   0.673104E-05  -0.983033E-06   0.137279E-07
   629   0.197611E+04   0.140451E+02   0.678826E-05   0.140451E+02   0.286974E+02  -0.991480E-06   0.678826E-05  -0.991480E-06   0.136948E-07
   630   0.196838E+04   0.129488E+02   0.684554E-05   0.129488E+02   0.289889E+02  -0.999788E-06   0.684554E-05  -0.999788E-06   0.136619E-07
   631   0.196076E+04   0.118244E+02   0.690288E-05   0.118244E+02   0.292780E+02  -0.100796E-05   0.690288E-05  -0.100796E-05   0.136292E-07
   632   0.195327E+04   0.106723E+02   0.696026E-05   0.106723E+02   0.295645E+02  -0.101598E-05   0.696026E-05  -0.101598E-05   0.135965E-07
   633   0.194591E+04   0.949283E+01   0.701768E-05   0.949283E+01   0.298484E+02  -0.102387E-05   0.701768E-05  -0.102387E-05   0.135640E-07
   634   0.193868E+04   0.828658E+01   0.707512E-05   0.828658E+01   0.301295E+02  -0.103161E-05   0.707512E-05  -0.103161E-05   0.135316E-07
   635   0.193158E+04   0.705401E+01   0.713258E-05   0.705401E+01   0.304077E+02  -0.103920E-05   0.713258E-05  -0.103920E-05   0.134993E-07
   636   0.192462E+04   0.579558E+01   0.719003E-05   0.579558E+01   0.306829E+02  -0.104666E-05   0.719003E-05  -0.104666E-05   0.134672E-07
   637   0.191780E+04   0.451180E+01   0.724748E-05   0.451180E+01   0.309551E+02  -0.105397E-05   0.724748E-05  -0.105397E-05   0.134352E-07
   638   0.191112E+04   0.320320E+01   0.730491E-05   0.320320E+01   0.312240E+02  -0.106113E-05   0.730491E-05  -0.106113E-05   0.134032E-07
   639   0.190460E+04   0.187025E+01   0.736230E-05   0.187025E+01   0.314896E+02  -0.106815E-05   0.736230E-05  -0.106815E-05   0.133715E-07
   640   0.189822E+04   0.513466E+00   0.741966E-05   0.513466E+00   0.317518E+02  -0.107503E-05   0.741966E-05  -0.107503E-05   0.133398E-07
   641   0.189199E+04  -0.866629E+00   0.747697E-05  -0.866629E+00   0.320104E+02  -0.108175E-05   0.747697E-05  -0.108175E-05   0.133082E-07
   642   0.188592E+04  -0.226946E+01   0.753421E-05  -0.226946E+01   0.322653E+02  -0.108833E-05   0.753421E-05  -0.108833E-05   0.132768E-07
   643   0.188001E+04  -0.369443E+01   0.759139E-05  -0.369443E+01   0.325165E+02  -0.109476E-05   0.759139E-05  -0.109476E-05   0.132455E-07
