#    L    TT             EE             BB             TE             PP             TP             EP          
   546   0.259163E+04   0.777660E+01   0.000000E+00  -0.133237E+01   0.164161E-07   0.367362E-05   0.550531E-07
   547   0.258898E+04   0.789404E+01   0.000000E+00  -0.108769E+00   0.163702E-07   0.368994E-05   0.395427E-07
   548   0.258611E+04   0.801668E+01   0.000000E+00   0.110198E+01   0.163245E-07   0.370722E-05   0.240552E-07
   549   0.258302E+04   0.814466E+01   0.000000E+00   0.229914E+01   0.162790E-07   0.372544E-05   0.858734E-08
   550   0.257971E+04   0.827776E+01   0.000000E+00   0.348202E+01   0.162336E-07   0.374458E-05  -0.686395E-08
   551   0.257620E+04   0.841611E+01   0.000000E+00   0.464990E+01   0.161885E-07   0.376463E-05  -0.223009E-07
   552   0.257246E+04   0.855958E+01   0.000000E+00   0.580207E+01   0.161435E-07   0.378557E-05  -0.377223E-07
   553   0.256852E+04   0.870816E+01   0.000000E+00   0.693784E+01   0.160987E-07   0.380740E-05  -0.531257E-07
   554   0.256439E+04   0.886183E+01   0.000000E+00   0.805652E+01   0.160541E-07   0.383011E-05  -0.685090E-07
   555   0.256005E+04   0.902052E+01   0.000000E+00   0.915741E+01   0.160096E-07   0.385368E-05  -0.838700E-07
   556   0.255551E+04   0.918423E+01   0.000000E+00   0.102398E+02   0.159653E-07   0.387809E-05  -0.992063E-07
   557   0.255078E+04   0.935288E+01   0.000000E+00   0.113031E+02   0.159212E-07   0.390335E-05  -0.114516E-06
   558   0.254586E+04   0.952646E+01   0.000000E+00   0.123466E+02   0.158773E-07   0.392944E-05  -0.129796E-06
   559   0.254075E+04   0.970490E+01   0.000000E+00   0.133697E+02   0.158336E-07   0.395634E-05  -0.145045E-06
   560   0.253545E+04   0.988818E+01   0.000000E+00   0.143718E+02   0.157900E-07   0.398405E-05  -0.160261E-06
   561   0.252997E+04   0.100762E+02   0.000000E+00   0.153523E+02   0.157466E-07   0.401255E-05  -0.175441E-06
   562   0.252431E+04   0.102689E+02   0.000000E+00   0.163107E+02   0.157034E-07   0.404184E-05  -0.190582E-06
   563   0.251848E+04   0.104663E+02   0.000000E+00   0.172463E+02   0.156603E-07   0.407190E-05  -0.205684E-06
   564   0.251247E+04   0.106682E+02   0.000000E+00   0.181586E+02   0.156174E-07   0.410271E-05  -0.220743E-06
   565   0.250629E+04   0.108747E+02   0.000000E+00   0.190470E+02   0.155747E-07   0.413428E-05  -0.235757E-06
   566   0.249994E+04   0.110858E+02   0.000000E+00   0.199111E+02   0.155322E-07   0.416659E-05  -0.250724E-06
   567   0.249344E+04   0.113011E+02   0.000000E+00   0.207502E+02   0.154898E-07   0.419962E-05  -0.265642E-06
   568   0.248677E+04   0.115208E+02   0.000000E+00   0.215639E+02   0.154476E-07   0.423337E-05  -0.280508E-06
   569   0.247994E+04   0.117448E+02   0.000000E+00   0.223517E+02   0.154056E-07   0.426782E-05  -0.295321E-06
   570   0.247295E+04   0.119729E+02   0.000000E+00   0.231130E+02   0.153637E-07   0.430297E-05  -0.310078E-06
   571   0.246582E+04   0.122051E+02   0.000000E+00   0.238474E+02   0.153220E-07   0.433879E-05  -0.324777E-06
   572   0.245854E+04   0.124414E+02   0.000000E+00   0.245546E+02   0.152804E-07   0.437529E-05  -0.339415E-06
   573   0.245111E+04   0.126816E+02   0.000000E+00   0.252340E+02   0.152391E-07   0.441245E-05  -0.353991E-06
   574   0.244355E+04   0.129257E+02   0.000000E+00   0.258852E+02   0.151979E-07   0.445025E-05  -0.368502E-06
   575   0.243587E+04   0.131735E+02   0.000000E+00   0.265080E+02   0.151568E-07   0.448869E-05  -0.382945E-06
   576   0.242805E+04   0.134251E+02   0.000000E+00   0.271020E+02   0.151159E-07   0.452776E-05  -0.397320E-06
   577   0.242012E+04   0.136803E+02   0.000000E+00   0.276666E+02   0.150752E-07   0.456743E-05  -0.411622E-06
   578   0.241207E+04   0.139389E+02   0.000000E+00   0.282016E+02   0.150346E-07   0.460772E-05  -0.425851E-06
   579   0.240391E+04   0.142011E+02   0.000000E+00   0.287066E+02   0.149942E-07   0.464859E-05  -0.440004E-06
   580   0.239564E+04   0.144665E+02   0.000000E+00   0.291813E+02   0.149540E-07   0.469004E-05  -0.454078E-06
   581   0.238728E+04   0.147353E+02   0.000000E+00   0.296253E+02   0.149139E-07   0.473206E-05  -0.468072E-06
   582   0.237882E+04   0.150071E+02   0.000000E+00   0.300381E+02   0.148740E-07   0.477464E-05  -0.481983E-06
   583   0.237027E+04   0.152820E+02   0.000000E+00   0.304196E+02   0.148342E-07   0.481777E-05  -0.495810E-06
   584   0.236163E+04   0.155599E+02   0.000000E+00   0.307693E+02   0.147946E-07   0.486143E-05  -0.509549E-06
   585   0.235291E+04   0.158405E+02   0.000000E+00   0.310869E+02   0.147551E-07   0.490561E-05  -0.523198E-06
   586   0.234411E+04   0.161239E+02   0.000000E+00   0.313720E+02   0.147158E-07   0.495030E-05  -0.536756E-06
   587   0.233524E+04   0.164100E+02   0.000000E+00   0.316247E+02   0.146767E-07   0.499550E-05  -0.550219E-06
   588   0.232631E+04   0.166986E+02   0.000000E+00   0.318445E+02   0.146377E-07   0.504119E-05  -0.563587E-06
   589   0.231731E+04   0.169896E+02   0.000000E+00   0.320312E+02   0.145988E-07   0.508735E-05  -0.576856E-06
   590   0.230825E+04   0.172829E+02   0.000000E+00   0.321847E+02   0.145601E-07   0.513398E-05  -0.590024E-06
   591   0.229915E+04   0.175784E+02   0.000000E+00   0.323047E+02   0.145216E-07   0.518107E-05  -0.603090E-06
   592   0.228999E+04   0.178760E+02   0.000000E+00   0.323910E+02   0.144832E-07   0.522860E-05  -0.616050E-06
   593   0.228079E+04   0.181756E+02   0.000000E+00   0.324434E+02   0.144449E-07   0.527656E-05  -0.628903E-06
   594   0.227155E+04   0.184771E+02   0.000000E+00   0.324619E+02   0.144068E-07   0.532495E-05  -0.641646E-06
   595   0.226228E+04   0.187802E+02   0.000000E+00   0.324464E+02   0.143689E-07   0.537375E-05  -0.654278E-06
   596   0.225298E+04   0.190850E+02   0.000000E+00   0.323966E+02   0.143311E-07   0.542294E-05  -0.666795E-06
   597   0.224366E+04   0.193913E+02   0.000000E+00   0.323124E+02   0.142934E-07   0.547252E-05  -0.679196E-06
   598   0.223431E+04   0.196990E+02   0.000000E+00   0.321938E+02   0.142559E-07   0.552249E-05  -0.691478E-06
   599   0.222495E+04   0.200079E+02   0.000000E+00   0.320407E+02   0.142185E-07   0.557281E-05  -0.703640E-06
   600   0.221558E+04   0.203180E+02   0.000000E+00   0.318530E+02   0.141813E-07   0.562349E-05  -0.715679E-06
   601   0.220622E+04   0.206291E+02   0.000000E+00   0.316307E+02   0.141442E-07   0.567452E-05  -0.727592E-06
   602   0.219684E+04   0.209411E+02   0.000000E+00   0.313741E+02   0.141073E-07   0.572587E-05  -0.739380E-06
   603   0.218748E+04   0.212539E+02   0.000000E+00   0.310829E+02   0.140705E-07   0.577755E-05  -0.751041E-06
   604   0.217812E+04   0.215673E+02   0.000000E+00   0.307572E+02   0.140339E-07   0.582953E-05  -0.762576E-06
   605   0.216877E+04   0.218812E+02   0.000000E+00   0.303972E+02   0.139973E-07   0.588182E-05  -0.773983E-06
   606   0.215944E+04   0.221956E+02   0.000000E+00   0.300029E+02   0.139610E-07   0.593439E-05  -0.785262E-06
   607   0.215013E+04   0.225103E+02   0.000000E+00   0.295742E+02   0.139247E-07   0.598724E-05  -0.796412E-06
   608   0.214086E+04   0.228252E+02   0.000000E+00   0.291114E+02   0.138887E-07   0.604035E-05  -0.807433E-06
   609   0.213162E+04   0.231401E+02   0.000000E+00   0.286146E+02   0.138527E-07   0.609372E-05  -0.818325E-06
   610   0.212241E+04   0.234549E+02   0.000000E+00   0.280838E+02   0.138169E-07   0.614733E-05  -0.829086E-06
   611   0.211325E+04   0.237695E+02   0.000000E+00   0.275192E+02   0.137812E-07   0.620117E-05  -0.839717E-06
   612   0.210413E+04   0.240837E+02   0.000000E+00   0.269209E+02   0.137457E-07   0.625524E-05  -0.850216E-06
   613   0.209505E+04   0.243974E+02   0.000000E+00   0.262891E+02   0.137102E-07   0.630951E-05  -0.860583E-06
   614   0.208605E+04   0.247106E+02   0.000000E+00   0.256240E+02   0.136750E-07   0.636398E-05  -0.870818E-06
   615   0.207709E+04   0.250229E+02   0.000000E+00   0.249258E+02   0.136398E-07   0.641865E-05  -0.880920E-06
   616   0.206820E+04   0.253345E+02   0.000000E+00   0.241950E+02   0.136048E-07   0.647348E-05  -0.890889E-06
   617   0.205939E+04   0.256452E+02   0.000000E+00   0.234318E+02   0.135700E-07   0.652849E-05  -0.900723E-06
   618   0.205065E+04   0.259548E+02   0.000000E+00   0.226365E+02   0.135352E-07   0.658365E-05  -0.910423E-06
   619   0.204198E+04   0.262632E+02   0.000000E+00   0.218094E+02   0.135006E-07   0.663895E-05  -0.919987E-06
   620   0.203340E+04   0.265704E+02   0.000000E+00   0.209509E+02   0.134661E-07   0.669438E-05  -0.929416E-06
   621   0.202492E+04   0.268763E+02   0.000000E+00   0.200611E+02   0.134318E-07   0.674994E-05  -0.938709E-06
   622   0.201652E+04   0.271805E+02   0.000000E+00   0.191406E+02   0.133976E-07   0.680561E-05  -0.947865E-06
   623   0.200822E+04   0.274831E+02   0.000000E+00   0.181896E+02   0.133635E-07   0.686138E-05  -0.956884E-06
   624   0.200002E+04   0.277840E+02   0.000000E+00   0.172084E+02   0.133295E-07   0.691723E-05  -0.965764E-06
   625   0.199192E+04   0.280830E+02   0.000000E+00   0.161973E+02   0.132957E-07   0.697316E-05  -0.974506E-06
   626   0.198394E+04   0.283798E+02   0.000000E+00   0.151568E+02   0.132620E-07   0.702916E-05  -0.983109E-06
   627   0.197606E+04   0.286746E+02   0.000000E+00   0.140870E+02   0.132284E-07   0.708521E-05  -0.991573E-06
   628   0.196830E+04   0.289670E+02   0.000000E+00   0.129884E+02   0.131950E-07   0.714131E-05  -0.999897E-06
   629   0.196066E+04   0.292570E+02   0.000000E+00   0.118616E+02   0.131617E-07   0.719744E-05  -0.100808E-05
   630   0.195315E+04   0.295445E+02   0.000000E+00   0.107069E+02   0.131285E-07   0.725359E-05  -0.101612E-05
   631   0.194576E+04   0.298293E+02   0.000000E+00   0.952469E+01   0.130954E-07   0.730976E-05  -0.102402E-05
   632   0.193849E+04   0.301115E+02   0.000000E+00   0.831562E+01   0.130625E-07   0.736592E-05  -0.103178E-05
   633   0.193137E+04   0.303907E+02   0.000000E+00   0.707998E+01   0.130296E-07   0.742207E-05  -0.103939E-05
   634   0.192438E+04   0.306668E+02   0.000000E+00   0.581832E+01   0.129969E-07   0.747820E-05  -0.104686E-05
   635   0.191754E+04   0.309399E+02   0.000000E+00   0.453117E+01   0.129644E-07   0.753430E-05  -0.105419E-05
   636   0.191084E+04   0.312097E+02   0.000000E+00   0.321902E+01   0.129319E-07   0.759035E-05  -0.106138E-05
   637   0.190429E+04   0.314763E+02   0.000000E+00   0.188243E+01   0.128996E-07   0.764635E-05  -0.106841E-05
   638   0.189788E+04   0.317393E+02   0.000000E+00   0.521929E+00   0.128674E-07   0.770228E-05  -0.107531E-05
   639   0.189163E+04   0.319988E+02   0.000000E+00  -0.861948E+00   0.128353E-07   0.775813E-05  -0.108205E-05
   640   0.188554E+04   0.322547E+02   0.000000E+00  -0.226866E+01   0.128033E-07   0.781389E-05  -0.108865E-05
   641   0.187961E+04   0.325067E+02   0.000000E+00  -0.369766E+01   0.127715E-07   0.786955E-05  -0.109510E-05
   642   0.187384E+04   0.327549E+02   0.000000E+00  -0.514833E+01   0.127397E-07   0.792511E-05  -0.110141E-05
   643   0.186824E+04   0.329991E+02   0.000000E+00  -0.662005E+01   0.127081E-07   0.798054E-05  -0.110756E-05
   644   0.186279E+04   0.332392E+02   0.000000E+00  -0.811218E+01   0.126766E-07   0.803584E-05  -0.111357E-05
   645   0.185753E+04   0.334750E+02   0.000000E+00  -0.962410E+01   0.126452E-07   0.809099E-05  -0.111943E-05
   646   0.185244E+04   0.337065E+02   0.000000E+00  -0.111552E+02   0.126139E-07   0.814599E-05  -0.112514E-05
   647   0.184752E+04   0.339335E+02   0.000000E+00  -0.127048E+02   0.125828E-07   0.820082E-05  -0.113069E-05
   648   0.184277E+04   0.341559E+02   0.000000E+00  -0.142723E+02   0.125518E-07   0.825548E-05  -0.113610E-05
   649   0.183821E+04   0.343737E+02   0.000000E+00  -0.158570E+02   0.125208E-07   0.830994E-05  -0.114136E-05
   650   0.183383E+04   0.345867E+02   0.000000E+00  -0.174583E+02   0.124900E-07   0.836421E-05  -0.114646E-05
   651   0.182963E+04   0.347949E+02   0.000000E+00  -0.190753E+02   0.124593E-07   0.841827E-05  -0.115141E-05
   652   0.182562E+04   0.349984E+02   0.000000E+00  -0.207075E+02   0.124287E-07   0.847211E-05  -0.115621E-05
   653   0.182179E+04   0.351969E+02   0.000000E+00  -0.223542E+02   0.123983E-07   0.852573E-05  -0.116085E-05
   654   0.181816E+04   0.353905E+02   0.000000E+00  -0.240148E+02   0.123679E-07   0.857913E-05  -0.116534E-05
   655   0.181472E+04   0.355789E+02   0.000000E+00  -0.256885E+02   0.123376E-07   0.863229E-05  -0.116969E-05
   656   0.181147E+04   0.357624E+02   0.000000E+00  -0.273746E+02   0.123075E-07   0.868520E-05  -0.117388E-05
   657   0.180841E+04   0.359406E+02   0.000000E+00  -0.290725E+02   0.122775E-07   0.873788E-05  -0.117792E-05
   658   0.180556E+04   0.361136E+02   0.000000E+00  -0.307813E+02   0.122475E-07   0.879030E-05  -0.118181E-05
   659   0.180289E+04   0.362812E+02   0.000000E+00  -0.325005E+02   0.122177E-07   0.884247E-05  -0.118555E-05
   660   0.180043E+04   0.364435E+02   0.000000E+00  -0.342292E+02   0.121880E-07   0.889437E-05  -0.118914E-05
   661   0.179816E+04   0.366002E+02   0.000000E+00  -0.359667E+02   0.121584E-07   0.894600E-05  -0.119259E-05
   662   0.179610E+04   0.367513E+02   0.000000E+00  -0.377124E+02   0.121289E-07   0.899736E-05  -0.119588E-05
   663   0.179423E+04   0.368969E+02   0.000000E+00  -0.394654E+02   0.120995E-07   0.904844E-05  -0.119903E-05
   664   0.179257E+04   0.370367E+02   0.000000E+00  -0.412250E+02   0.120702E-07   0.909923E-05  -0.120202E-05
   665   0.179110E+04   0.371708E+02   0.000000E+00  -0.429904E+02   0.120411E-07   0.914973E-05  -0.120487E-05
   666   0.178984E+04   0.372991E+02   0.000000E+00  -0.447610E+02   0.120120E-07   0.919993E-05  -0.120758E-05
   667   0.178877E+04   0.374216E+02   0.000000E+00  -0.465359E+02   0.119830E-07   0.924983E-05  -0.121013E-05
   668   0.178792E+04   0.375382E+02   0.000000E+00  -0.483144E+02   0.119542E-07   0.929942E-05  -0.121254E-05
   669   0.178726E+04   0.376488E+02   0.000000E+00  -0.500958E+02   0.119254E-07   0.934869E-05  -0.121480E-05
   670   0.178681E+04   0.377534E+02   0.000000E+00  -0.518793E+02   0.118968E-07   0.939764E-05  -0.121692E-05
   671   0.178657E+04   0.378521E+02   0.000000E+00  -0.536640E+02   0.118682E-07   0.944626E-05  -0.121889E-05
   672   0.178652E+04   0.379446E+02   0.000000E+00  -0.554495E+02   0.118398E-07   0.949455E-05  -0.122072E-05
   673   0.178668E+04   0.380311E+02   0.000000E+00  -0.572346E+02   0.118114E-07   0.954250E-05  -0.122240E-05
   674   0.178703E+04   0.381115E+02   0.000000E+00  -0.590189E+02   0.117832E-07   0.959011E-05  -0.122394E-05
   675   0.178760E+04   0.381857E+02   0.000000E+00  -0.608014E+02   0.117550E-07   0.963737E-05  -0.122533E-05
   676   0.178836E+04   0.382537E+02   0.000000E+00  -0.625815E+02   0.117270E-07   0.968426E-05  -0.122658E-05
   677   0.178933E+04   0.383155E+02   0.000000E+00  -0.643583E+02   0.116990E-07   0.973080E-05  -0.122769E-05
   678   0.179049E+04   0.383711E+02   0.000000E+00  -0.661310E+02   0.116712E-07   0.977697E-05  -0.122865E-05
   679   0.179186E+04   0.384202E+02   0.000000E+00  -0.678988E+02   0.116434E-07   0.982276E-05  -0.122947E-05
   680   0.179343E+04   0.384631E+02   0.000000E+00  -0.696610E+02   0.116158E-07   0.986818E-05  -0.123015E-05
   681   0.179518E+04   0.384996E+02   0.000000E+00  -0.714165E+02   0.115882E-07   0.991321E-05  -0.123068E-05
   682   0.179714E+04   0.385296E+02   0.000000E+00  -0.731647E+02   0.115608E-07   0.995784E-05  -0.123108E-05
   683   0.179929E+04   0.385532E+02   0.000000E+00  -0.749047E+02   0.115334E-07   0.100021E-04  -0.123133E-05
   684   0.180164E+04   0.385703E+02   0.000000E+00  -0.766359E+02   0.115061E-07   0.100459E-04  -0.123145E-05
   685   0.180417E+04   0.385811E+02   0.000000E+00  -0.783575E+02   0.114790E-07   0.100893E-04  -0.123142E-05
   686   0.180690E+04   0.385854E+02   0.000000E+00  -0.800685E+02   0.114519E-07   0.101324E-04  -0.123125E-05
   687   0.180981E+04   0.385835E+02   0.000000E+00  -0.817689E+02   0.114249E-07   0.101749E-04  -0.123094E-05
   688   0.181292E+04   0.385751E+02   0.000000E+00  -0.834581E+02   0.113980E-07   0.102171E-04  -0.123050E-05
   689   0.181621E+04   0.385605E+02   0.000000E+00  -0.851344E+02   0.113713E-07   0.102588E-04  -0.122991E-05
   690   0.181969E+04   0.385397E+02   0.000000E+00  -0.867973E+02   0.113446E-07   0.103001E-04  -0.122919E-05
   691   0.182336E+04   0.385126E+02   0.000000E+00  -0.884466E+02   0.113180E-07   0.103410E-04  -0.122832E-05
   692   0.182720E+04   0.384793E+02   0.000000E+00  -0.900816E+02   0.112914E-07   0.103814E-04  -0.122732E-05
   693   0.183123E+04   0.384397E+02   0.000000E+00  -0.917016E+02   0.112650E-07   0.104213E-04  -0.122619E-05
   694   0.183543E+04   0.383939E+02   0.000000E+00  -0.933051E+02   0.112387E-07   0.104608E-04  -0.122491E-05
   695   0.183982E+04   0.383420E+02   0.000000E+00  -0.948920E+02   0.112125E-07   0.104998E-04  -0.122350E-05
   696   0.184436E+04   0.382837E+02   0.000000E+00  -0.964609E+02   0.111863E-07   0.105384E-04  -0.122195E-05
   697   0.184908E+04   0.382194E+02   0.000000E+00  -0.980117E+02   0.111603E-07   0.105764E-04  -0.122027E-05
   698   0.185397E+04   0.381488E+02   0.000000E+00  -0.995431E+02   0.111343E-07   0.106140E-04  -0.121845E-05
   699   0.185902E+04   0.380722E+02   0.000000E+00  -0.101055E+03   0.111084E-07   0.106511E-04  -0.121649E-05
   700   0.186424E+04   0.379894E+02   0.000000E+00  -0.102546E+03   0.110826E-07   0.106877E-04  -0.121440E-05
   701   0.186961E+04   0.379007E+02   0.000000E+00  -0.104017E+03   0.110569E-07   0.107238E-04  -0.121218E-05
   702   0.187514E+04   0.378059E+02   0.000000E+00  -0.105466E+03   0.110313E-07   0.107593E-04  -0.120982E-05
   703   0.188082E+04   0.377052E+02   0.000000E+00  -0.106893E+03   0.110058E-07   0.107944E-04  -0.120733E-05
   704   0.188666E+04   0.375986E+02   0.000000E+00  -0.108296E+03   0.109803E-07   0.108290E-04  -0.120470E-05
   705   0.189263E+04   0.374861E+02   0.000000E+00  -0.109676E+03   0.109550E-07   0.108630E-04  -0.120195E-05
   706   0.189877E+04   0.373679E+02   0.000000E+00  -0.111031E+03   0.109297E-07   0.108965E-04  -0.119907E-05
   707   0.190504E+04   0.372440E+02   0.000000E+00  -0.112362E+03   0.109045E-07   0.109294E-04  -0.119605E-05
   708   0.191144E+04   0.371144E+02   0.000000E+00  -0.113668E+03   0.108794E-07   0.109618E-04  -0.119291E-05
   709   0.191799E+04   0.369793E+02   0.000000E+00  -0.114947E+03   0.108544E-07   0.109937E-04  -0.118965E-05
   710   0.192466E+04   0.368386E+02   0.000000E+00  -0.116201E+03   0.108295E-07   0.110250E-04  -0.118625E-05
   711   0.193146E+04   0.366925E+02   0.000000E+00  -0.117428E+03   0.108046E-07   0.110557E-04  -0.118273E-05
   712   0.193840E+04   0.365409E+02   0.000000E+00  -0.118626E+03   0.107799E-07   0.110859E-04  -0.117909E-05
   713   0.194544E+04   0.363840E+02   0.000000E+00  -0.119797E+03   0.107552E-07   0.111155E-04  -0.117533E-05
   714   0.195261E+04   0.362219E+02   0.000000E+00  -0.120939E+03   0.107306E-07   0.111445E-04  -0.117144E-05
   715   0.195990E+04   0.360545E+02   0.000000E+00  -0.122052E+03   0.107061E-07   0.111729E-04  -0.116743E-05
   716   0.196729E+04   0.358820E+02   0.000000E+00  -0.123135E+03   0.106817E-07   0.112008E-04  -0.116330E-05
   717   0.197478E+04   0.357042E+02   0.000000E+00  -0.124188E+03   0.106573E-07   0.112280E-04  -0.115906E-05
   718   0.198239E+04   0.355215E+02   0.000000E+00  -0.125209E+03   0.106330E-07   0.112547E-04  -0.115469E-05
   719   0.199008E+04   0.353338E+02   0.000000E+00  -0.126199E+03   0.106089E-07   0.112807E-04  -0.115021E-05
   720   0.199788E+04   0.351412E+02   0.000000E+00  -0.127158E+03   0.105848E-07   0.113062E-04  -0.114561E-05
   721   0.200576E+04   0.349440E+02   0.000000E+00  -0.128085E+03   0.105607E-07   0.113310E-04  -0.114090E-05
   722   0.201373E+04   0.347421E+02   0.000000E+00  -0.128979E+03   0.105368E-07   0.113552E-04  -0.113607E-05
   723   0.202179E+04   0.345357E+02   0.000000E+00  -0.129841E+03   0.105129E-07   0.113787E-04  -0.113113E-05
   724   0.202993E+04   0.343250E+02   0.000000E+00  -0.130671E+03   0.104891E-07   0.114016E-04  -0.112608E-05
   725   0.203815E+04   0.341101E+02   0.000000E+00  -0.131466E+03   0.104654E-07   0.114239E-04  -0.112091E-05
   726   0.204645E+04   0.338909E+02   0.000000E+00  -0.132229E+03   0.104418E-07   0.114455E-04  -0.111564E-05
   727   0.205482E+04   0.336677E+02   0.000000E+00  -0.132957E+03   0.104182E-07   0.114665E-04  -0.111025E-05
   728   0.206326E+04   0.334404E+02   0.000000E+00  -0.133651E+03   0.103947E-07   0.114868E-04  -0.110476E-05
   729   0.207176E+04   0.332094E+02   0.000000E+00  -0.134310E+03   0.103713E-07   0.115065E-04  -0.109916E-05
   730   0.208032E+04   0.329744E+02   0.000000E+00  -0.134934E+03   0.103480E-07   0.115255E-04  -0.109345E-05
   731   0.208894E+04   0.327359E+02   0.000000E+00  -0.135524E+03   0.103248E-07   0.115438E-04  -0.108764E-05
   732   0.209760E+04   0.324936E+02   0.000000E+00  -0.136077E+03   0.103016E-07   0.115614E-04  -0.108172E-05
   733   0.210631E+04   0.322480E+02   0.000000E+00  -0.136594E+03   0.102785E-07   0.115783E-04  -0.107570E-05
   734   0.211507E+04   0.319989E+02   0.000000E+00  -0.137074E+03   0.102555E-07   0.115946E-04  -0.106958E-05
   735   0.212385E+04   0.317466E+02   0.000000E+00  -0.137519E+03   0.102325E-07   0.116101E-04  -0.106335E-05
   736   0.213267E+04   0.314912E+02   0.000000E+00  -0.137926E+03   0.102097E-07   0.116249E-04  -0.105703E-05
   737   0.214152E+04   0.312327E+02   0.000000E+00  -0.138297E+03   0.101869E-07   0.116390E-04  -0.105060E-05
   738   0.215040E+04   0.309714E+02   0.000000E+00  -0.138630E+03   0.101641E-07   0.116524E-04  -0.104408E-05
   739   0.215929E+04   0.307072E+02   0.000000E+00  -0.138925E+03   0.101415E-07   0.116651E-04  -0.103746E-05
   740   0.216820E+04   0.304404E+02   0.000000E+00  -0.139183E+03   0.101189E-07   0.116771E-04  -0.103074E-05
   741   0.217711E+04   0.301712E+02   0.000000E+00  -0.139403E+03   0.100964E-07   0.116883E-04  -0.102393E-05
   742   0.218603E+04   0.298996E+02   0.000000E+00  -0.139585E+03   0.100740E-07   0.116988E-04  -0.101702E-05
   743   0.219495E+04   0.296257E+02   0.000000E+00  -0.139730E+03   0.100516E-07   0.117085E-04  -0.101002E-05
   744   0.220386E+04   0.293497E+02   0.000000E+00  -0.139835E+03   0.100293E-07   0.117174E-04  -0.100292E-05
   745   0.221276E+04   0.290718E+02   0.000000E+00  -0.139903E+03   0.100071E-07   0.117257E-04  -0.995735E-06
   746   0.222164E+04   0.287920E+02   0.000000E+00  -0.139933E+03   0.998496E-08   0.117331E-04  -0.988457E-06
   747   0.223051E+04   0.285105E+02   0.000000E+00  -0.139924E+03   0.996288E-08   0.117398E-04  -0.981089E-06
   748   0.223935E+04   0.282274E+02   0.000000E+00  -0.139877E+03   0.994087E-08   0.117457E-04  -0.973632E-06
   749   0.224816E+04   0.279428E+02   0.000000E+00  -0.139791E+03   0.991893E-08   0.117508E-04  -0.966088E-06
   750   0.225695E+04   0.276570E+02   0.000000E+00  -0.139668E+03   0.989706E-08   0.117552E-04  -0.958456E-06
   751   0.226569E+04   0.273699E+02   0.000000E+00  -0.139505E+03   0.987526E-08   0.117587E-04  -0.950738E-06
   752   0.227438E+04   0.270817E+02   0.000000E+00  -0.139304E+03   0.985352E-08   0.117615E-04  -0.942936E-06
   753   0.228303E+04   0.267925E+02   0.000000E+00  -0.139066E+03   0.983186E-08   0.117634E-04  -0.935051E-06
   754   0.229164E+04   0.265024E+02   0.000000E+00  -0.138788E+03   0.981026E-08   0.117646E-04  -0.927085E-06
   755   0.230019E+04   0.262117E+02   0.000000E+00  -0.138473E+03   0.978873E-08   0.117651E-04  -0.919040E-06
   756   0.230867E+04   0.259204E+02   0.000000E+00  -0.138120E+03   0.976727E-08   0.117648E-04  -0.910916E-06
   757   0.231711E+04   0.256287E+02   0.000000E+00  -0.137729E+03   0.974587E-08   0.117637E-04  -0.902717E-06
   758   0.232549E+04   0.253368E+02   0.000000E+00  -0.137301E+03   0.972454E-08   0.117619E-04  -0.894443E-06
   759   0.233380E+04   0.250447E+02   0.000000E+00  -0.136836E+03   0.970328E-08   0.117594E-04  -0.886096E-06
   760   0.234205E+04   0.247527E+02   0.000000E+00  -0.136333E+03   0.968208E-08   0.117561E-04  -0.877679E-06
   761   0.235023E+04   0.244609E+02   0.000000E+00  -0.135794E+03   0.966094E-08   0.117521E-04  -0.869191E-06
   762   0.235832E+04   0.241693E+02   0.000000E+00  -0.135218E+03   0.963988E-08   0.117474E-04  -0.860636E-06
   763   0.236635E+04   0.238781E+02   0.000000E+00  -0.134605E+03   0.961888E-08   0.117420E-04  -0.852015E-06
   764   0.237428E+04   0.235873E+02   0.000000E+00  -0.133955E+03   0.959794E-08   0.117359E-04  -0.843329E-06
   765   0.238212E+04   0.232973E+02   0.000000E+00  -0.133268E+03   0.957707E-08   0.117291E-04  -0.834580E-06
   766   0.238987E+04   0.230080E+02   0.000000E+00  -0.132545E+03   0.955626E-08   0.117216E-04  -0.825770E-06
   767   0.239751E+04   0.227194E+02   0.000000E+00  -0.131785E+03   0.953552E-08   0.117134E-04  -0.816900E-06
   768   0.240505E+04   0.224319E+02   0.000000E+00  -0.130989E+03   0.951484E-08   0.117046E-04  -0.807973E-06
   769   0.241248E+04   0.221457E+02   0.000000E+00  -0.130157E+03   0.949422E-08   0.116951E-04  -0.798989E-06
   770   0.241979E+04   0.218607E+02   0.000000E+00  -0.129290E+03   0.947367E-08   0.116850E-04  -0.789950E-06
   771   0.242699E+04   0.215771E+02   0.000000E+00  -0.128387E+03   0.945318E-08   0.116742E-04  -0.780859E-06
   772   0.243406E+04   0.212951E+02   0.000000E+00  -0.127450E+03   0.943275E-08   0.116627E-04  -0.771716E-06
   773   0.244101E+04   0.210149E+02   0.000000E+00  -0.126479E+03   0.941238E-08   0.116507E-04  -0.762523E-06
   774   0.244782E+04   0.207366E+02   0.000000E+00  -0.125474E+03   0.939208E-08   0.116380E-04  -0.753283E-06
   775   0.245450E+04   0.204602E+02   0.000000E+00  -0.124436E+03   0.937184E-08   0.116247E-04  -0.743996E-06
