#    L    TT             EE             BB             TE             PP             TP             EP          
  1161   0.120938E+04   0.120380E+02   0.000000E+00  -0.152812E+02   0.447430E-08   0.176180E-06   0.219146E-07
  1162   0.120626E+04   0.120973E+02   0.000000E+00  -0.143538E+02   0.446657E-08   0.184577E-06   0.170575E-07
  1163   0.120306E+04   0.121617E+02   0.000000E+00  -0.134366E+02   0.445887E-08   0.193132E-06   0.122183E-07
  1164   0.119978E+04   0.122311E+02   0.000000E+00  -0.125303E+02   0.445117E-08   0.201843E-06   0.739693E-08
  1165   0.119644E+04   0.123053E+02   0.000000E+00  -0.116349E+02   0.444350E-08   0.210706E-06   0.259369E-08
  1166   0.119302E+04   0.123844E+02   0.000000E+00  -0.107509E+02   0.443584E-08   0.219719E-06  -0.219135E-08
  1167   0.118953E+04   0.124682E+02   0.000000E+00  -0.987862E+01   0.442820E-08   0.228879E-06  -0.695806E-08
  1168   0.118596E+04   0.125569E+02   0.000000E+00  -0.901845E+01   0.442058E-08   0.238182E-06  -0.117063E-07
  1169   0.118234E+04   0.126502E+02   0.000000E+00  -0.817067E+01   0.441297E-08   0.247625E-06  -0.164360E-07
  1170   0.117864E+04   0.127481E+02   0.000000E+00  -0.733562E+01   0.440538E-08   0.257207E-06  -0.211470E-07
  1171   0.117488E+04   0.128506E+02   0.000000E+00  -0.651372E+01   0.439781E-08   0.266923E-06  -0.258392E-07
  1172   0.117106E+04   0.129577E+02   0.000000E+00  -0.570517E+01   0.439025E-08   0.276770E-06  -0.305124E-07
  1173   0.116717E+04   0.130691E+02   0.000000E+00  -0.491039E+01   0.438271E-08   0.286746E-06  -0.351665E-07
  1174   0.116323E+04   0.131850E+02   0.000000E+00  -0.412969E+01   0.437518E-08   0.296848E-06  -0.398015E-07
  1175   0.115922E+04   0.133052E+02   0.000000E+00  -0.336331E+01   0.436768E-08   0.307073E-06  -0.444172E-07
  1176   0.115515E+04   0.134295E+02   0.000000E+00  -0.261155E+01   0.436018E-08   0.317417E-06  -0.490134E-07
  1177   0.115103E+04   0.135580E+02   0.000000E+00  -0.187467E+01   0.435271E-08   0.327877E-06  -0.535900E-07
  1178   0.114685E+04   0.136907E+02   0.000000E+00  -0.115299E+01   0.434525E-08   0.338451E-06  -0.581470E-07
  1179   0.114262E+04   0.138274E+02   0.000000E+00  -0.446775E+00   0.433781E-08   0.349136E-06  -0.626841E-07
  1180   0.113834E+04   0.139681E+02   0.000000E+00   0.243693E+00   0.433038E-08   0.359928E-06  -0.672013E-07
  1181   0.113400E+04   0.141125E+02   0.000000E+00   0.918154E+00   0.432298E-08   0.370825E-06  -0.716985E-07
  1182   0.112962E+04   0.142608E+02   0.000000E+00   0.157637E+01   0.431558E-08   0.381824E-06  -0.761754E-07
  1183   0.112519E+04   0.144128E+02   0.000000E+00   0.221808E+01   0.430821E-08   0.392921E-06  -0.806321E-07
  1184   0.112071E+04   0.145684E+02   0.000000E+00   0.284304E+01   0.430084E-08   0.404114E-06  -0.850683E-07
  1185   0.111619E+04   0.147275E+02   0.000000E+00   0.345100E+01   0.429350E-08   0.415399E-06  -0.894840E-07
  1186   0.111162E+04   0.148901E+02   0.000000E+00   0.404172E+01   0.428617E-08   0.426774E-06  -0.938790E-07
  1187   0.110701E+04   0.150561E+02   0.000000E+00   0.461494E+01   0.427886E-08   0.438235E-06  -0.982532E-07
  1188   0.110236E+04   0.152253E+02   0.000000E+00   0.517050E+01   0.427156E-08   0.449780E-06  -0.102606E-06
  1189   0.109767E+04   0.153978E+02   0.000000E+00   0.570820E+01   0.426428E-08   0.461406E-06  -0.106939E-06
  1190   0.109293E+04   0.155733E+02   0.000000E+00   0.622788E+01   0.425701E-08   0.473109E-06  -0.111250E-06
  1191   0.108818E+04   0.157518E+02   0.000000E+00   0.672935E+01   0.424976E-08   0.484887E-06  -0.115540E-06
  1192   0.108338E+04   0.159333E+02   0.000000E+00   0.721244E+01   0.424253E-08   0.496736E-06  -0.119808E-06
  1193   0.107855E+04   0.161176E+02   0.000000E+00   0.767698E+01   0.423531E-08   0.508654E-06  -0.124055E-06
  1194   0.107370E+04   0.163045E+02   0.000000E+00   0.812279E+01   0.422811E-08   0.520638E-06  -0.128280E-06
  1195   0.106882E+04   0.164941E+02   0.000000E+00   0.854974E+01   0.422092E-08   0.532684E-06  -0.132483E-06
  1196   0.106391E+04   0.166862E+02   0.000000E+00   0.895771E+01   0.421375E-08   0.544790E-06  -0.136665E-06
  1197   0.105898E+04   0.168808E+02   0.000000E+00   0.934656E+01   0.420659E-08   0.556952E-06  -0.140824E-06
  1198   0.105402E+04   0.170777E+02   0.000000E+00   0.971619E+01   0.419945E-08   0.569168E-06  -0.144961E-06
  1199   0.104905E+04   0.172768E+02   0.000000E+00   0.100664E+02   0.419233E-08   0.581434E-06  -0.149076E-06
  1200   0.104405E+04   0.174781E+02   0.000000E+00   0.103972E+02   0.418522E-08   0.593749E-06  -0.153169E-06
  1201   0.103904E+04   0.176814E+02   0.000000E+00   0.107083E+02   0.417812E-08   0.606106E-06  -0.157239E-06
  1202   0.103401E+04   0.178866E+02   0.000000E+00   0.109998E+02   0.417104E-08   0.618494E-06  -0.161285E-06
  1203   0.102897E+04   0.180936E+02   0.000000E+00   0.112715E+02   0.416398E-08   0.630901E-06  -0.165307E-06
  1204   0.102392E+04   0.183024E+02   0.000000E+00   0.115236E+02   0.415693E-08   0.643314E-06  -0.169305E-06
  1205   0.101885E+04   0.185128E+02   0.000000E+00   0.117557E+02   0.414990E-08   0.655719E-06  -0.173276E-06
  1206   0.101378E+04   0.187248E+02   0.000000E+00   0.119681E+02   0.414288E-08   0.668104E-06  -0.177220E-06
  1207   0.100870E+04   0.189382E+02   0.000000E+00   0.121606E+02   0.413587E-08   0.680455E-06  -0.181138E-06
  1208   0.100361E+04   0.191530E+02   0.000000E+00   0.123331E+02   0.412889E-08   0.692760E-06  -0.185026E-06
  1209   0.998529E+03   0.193690E+02   0.000000E+00   0.124858E+02   0.412191E-08   0.705005E-06  -0.188886E-06
  1210   0.993436E+03   0.195862E+02   0.000000E+00   0.126184E+02   0.411495E-08   0.717178E-06  -0.192715E-06
  1211   0.988342E+03   0.198045E+02   0.000000E+00   0.127313E+02   0.410801E-08   0.729265E-06  -0.196513E-06
  1212   0.983255E+03   0.200236E+02   0.000000E+00   0.128243E+02   0.410108E-08   0.741254E-06  -0.200280E-06
  1213   0.978166E+03   0.202437E+02   0.000000E+00   0.128974E+02   0.409417E-08   0.753131E-06  -0.204014E-06
  1214   0.973085E+03   0.204646E+02   0.000000E+00   0.129507E+02   0.408727E-08   0.764883E-06  -0.207714E-06
  1215   0.968016E+03   0.206861E+02   0.000000E+00   0.129842E+02   0.408038E-08   0.776498E-06  -0.211380E-06
  1216   0.962947E+03   0.209082E+02   0.000000E+00   0.129980E+02   0.407351E-08   0.787963E-06  -0.215012E-06
  1217   0.957891E+03   0.211308E+02   0.000000E+00   0.129921E+02   0.406666E-08   0.799264E-06  -0.218607E-06
  1218   0.952849E+03   0.213537E+02   0.000000E+00   0.129665E+02   0.405981E-08   0.810388E-06  -0.222165E-06
  1219   0.947821E+03   0.215768E+02   0.000000E+00   0.129212E+02   0.405299E-08   0.821323E-06  -0.225686E-06
  1220   0.942798E+03   0.218001E+02   0.000000E+00   0.128565E+02   0.404618E-08   0.832055E-06  -0.229168E-06
  1221   0.937804E+03   0.220234E+02   0.000000E+00   0.127722E+02   0.403938E-08   0.842572E-06  -0.232610E-06
  1222   0.932816E+03   0.222466E+02   0.000000E+00   0.126685E+02   0.403260E-08   0.852860E-06  -0.236013E-06
  1223   0.927856E+03   0.224697E+02   0.000000E+00   0.125455E+02   0.402583E-08   0.862906E-06  -0.239375E-06
  1224   0.922909E+03   0.226926E+02   0.000000E+00   0.124033E+02   0.401907E-08   0.872697E-06  -0.242694E-06
  1225   0.917991E+03   0.229150E+02   0.000000E+00   0.122422E+02   0.401233E-08   0.882221E-06  -0.245972E-06
  1226   0.913093E+03   0.231371E+02   0.000000E+00   0.120622E+02   0.400561E-08   0.891465E-06  -0.249205E-06
  1227   0.908224E+03   0.233585E+02   0.000000E+00   0.118635E+02   0.399890E-08   0.900415E-06  -0.252394E-06
  1228   0.903382E+03   0.235794E+02   0.000000E+00   0.116464E+02   0.399220E-08   0.909058E-06  -0.255538E-06
  1229   0.898576E+03   0.237995E+02   0.000000E+00   0.114108E+02   0.398552E-08   0.917381E-06  -0.258636E-06
  1230   0.893798E+03   0.240188E+02   0.000000E+00   0.111571E+02   0.397885E-08   0.925372E-06  -0.261687E-06
  1231   0.889047E+03   0.242372E+02   0.000000E+00   0.108852E+02   0.397219E-08   0.933016E-06  -0.264690E-06
  1232   0.884332E+03   0.244546E+02   0.000000E+00   0.105955E+02   0.396555E-08   0.940303E-06  -0.267645E-06
  1233   0.879660E+03   0.246708E+02   0.000000E+00   0.102880E+02   0.395893E-08   0.947217E-06  -0.270550E-06
  1234   0.875015E+03   0.248858E+02   0.000000E+00   0.996308E+01   0.395231E-08   0.953747E-06  -0.273405E-06
  1235   0.870413E+03   0.250994E+02   0.000000E+00   0.962065E+01   0.394572E-08   0.959879E-06  -0.276209E-06
  1236   0.865846E+03   0.253117E+02   0.000000E+00   0.926102E+01   0.393913E-08   0.965601E-06  -0.278961E-06
  1237   0.861322E+03   0.255223E+02   0.000000E+00   0.888437E+01   0.393256E-08   0.970898E-06  -0.281660E-06
  1238   0.856840E+03   0.257314E+02   0.000000E+00   0.849095E+01   0.392600E-08   0.975759E-06  -0.284306E-06
  1239   0.852400E+03   0.259387E+02   0.000000E+00   0.808095E+01   0.391946E-08   0.980170E-06  -0.286897E-06
  1240   0.848003E+03   0.261442E+02   0.000000E+00   0.765461E+01   0.391293E-08   0.984119E-06  -0.289433E-06
  1241   0.843655E+03   0.263478E+02   0.000000E+00   0.721220E+01   0.390642E-08   0.987591E-06  -0.291913E-06
  1242   0.839357E+03   0.265494E+02   0.000000E+00   0.675398E+01   0.389991E-08   0.990575E-06  -0.294335E-06
  1243   0.835102E+03   0.267489E+02   0.000000E+00   0.628011E+01   0.389342E-08   0.993057E-06  -0.296700E-06
  1244   0.830895E+03   0.269463E+02   0.000000E+00   0.579079E+01   0.388695E-08   0.995024E-06  -0.299007E-06
  1245   0.826739E+03   0.271413E+02   0.000000E+00   0.528640E+01   0.388049E-08   0.996464E-06  -0.301253E-06
  1246   0.822639E+03   0.273340E+02   0.000000E+00   0.476715E+01   0.387404E-08   0.997362E-06  -0.303440E-06
  1247   0.818589E+03   0.275242E+02   0.000000E+00   0.423330E+01   0.386761E-08   0.997707E-06  -0.305565E-06
  1248   0.814596E+03   0.277119E+02   0.000000E+00   0.368510E+01   0.386119E-08   0.997485E-06  -0.307628E-06
  1249   0.810652E+03   0.278969E+02   0.000000E+00   0.312281E+01   0.385478E-08   0.996683E-06  -0.309629E-06
  1250   0.806773E+03   0.280792E+02   0.000000E+00   0.254672E+01   0.384838E-08   0.995288E-06  -0.311566E-06
  1251   0.802942E+03   0.282587E+02   0.000000E+00   0.195713E+01   0.384200E-08   0.993294E-06  -0.313438E-06
  1252   0.799169E+03   0.284353E+02   0.000000E+00   0.135438E+01   0.383563E-08   0.990720E-06  -0.315247E-06
  1253   0.795459E+03   0.286089E+02   0.000000E+00   0.738777E+00   0.382928E-08   0.987593E-06  -0.316992E-06
  1254   0.791805E+03   0.287797E+02   0.000000E+00   0.110636E+00   0.382294E-08   0.983937E-06  -0.318676E-06
  1255   0.788215E+03   0.289473E+02   0.000000E+00  -0.529710E+00   0.381661E-08   0.979780E-06  -0.320298E-06
  1256   0.784689E+03   0.291118E+02   0.000000E+00  -0.118195E+01   0.381030E-08   0.975148E-06  -0.321860E-06
  1257   0.781226E+03   0.292731E+02   0.000000E+00  -0.184578E+01   0.380399E-08   0.970066E-06  -0.323362E-06
  1258   0.777826E+03   0.294313E+02   0.000000E+00  -0.252087E+01   0.379771E-08   0.964561E-06  -0.324805E-06
  1259   0.774482E+03   0.295861E+02   0.000000E+00  -0.320690E+01   0.379143E-08   0.958658E-06  -0.326190E-06
  1260   0.771216E+03   0.297376E+02   0.000000E+00  -0.390356E+01   0.378517E-08   0.952384E-06  -0.327517E-06
  1261   0.768005E+03   0.298856E+02   0.000000E+00  -0.461052E+01   0.377892E-08   0.945765E-06  -0.328788E-06
  1262   0.764864E+03   0.300301E+02   0.000000E+00  -0.532749E+01   0.377268E-08   0.938826E-06  -0.330003E-06
  1263   0.761794E+03   0.301711E+02   0.000000E+00  -0.605413E+01   0.376646E-08   0.931595E-06  -0.331163E-06
  1264   0.758786E+03   0.303085E+02   0.000000E+00  -0.679011E+01   0.376025E-08   0.924096E-06  -0.332269E-06
  1265   0.755847E+03   0.304422E+02   0.000000E+00  -0.753510E+01   0.375405E-08   0.916356E-06  -0.333321E-06
  1266   0.752971E+03   0.305722E+02   0.000000E+00  -0.828873E+01   0.374786E-08   0.908402E-06  -0.334321E-06
  1267   0.750172E+03   0.306984E+02   0.000000E+00  -0.905064E+01   0.374169E-08   0.900258E-06  -0.335269E-06
  1268   0.747442E+03   0.308209E+02   0.000000E+00  -0.982048E+01   0.373553E-08   0.891952E-06  -0.336166E-06
  1269   0.744781E+03   0.309394E+02   0.000000E+00  -0.105979E+02   0.372938E-08   0.883509E-06  -0.337013E-06
  1270   0.742190E+03   0.310542E+02   0.000000E+00  -0.113825E+02   0.372324E-08   0.874955E-06  -0.337810E-06
  1271   0.739667E+03   0.311649E+02   0.000000E+00  -0.121739E+02   0.371712E-08   0.866317E-06  -0.338559E-06
  1272   0.737221E+03   0.312716E+02   0.000000E+00  -0.129719E+02   0.371101E-08   0.857620E-06  -0.339260E-06
  1273   0.734843E+03   0.313743E+02   0.000000E+00  -0.137760E+02   0.370492E-08   0.848890E-06  -0.339913E-06
  1274   0.732534E+03   0.314729E+02   0.000000E+00  -0.145858E+02   0.369883E-08   0.840154E-06  -0.340521E-06
  1275   0.730299E+03   0.315675E+02   0.000000E+00  -0.154010E+02   0.369276E-08   0.831438E-06  -0.341083E-06
  1276   0.728137E+03   0.316579E+02   0.000000E+00  -0.162212E+02   0.368670E-08   0.822767E-06  -0.341600E-06
  1277   0.726048E+03   0.317442E+02   0.000000E+00  -0.170461E+02   0.368065E-08   0.814168E-06  -0.342074E-06
  1278   0.724032E+03   0.318263E+02   0.000000E+00  -0.178752E+02   0.367461E-08   0.805667E-06  -0.342504E-06
  1279   0.722088E+03   0.319040E+02   0.000000E+00  -0.187083E+02   0.366859E-08   0.797289E-06  -0.342893E-06
  1280   0.720217E+03   0.319776E+02   0.000000E+00  -0.195449E+02   0.366258E-08   0.789062E-06  -0.343239E-06
  1281   0.718419E+03   0.320467E+02   0.000000E+00  -0.203847E+02   0.365658E-08   0.781010E-06  -0.343545E-06
  1282   0.716693E+03   0.321116E+02   0.000000E+00  -0.212273E+02   0.365059E-08   0.773160E-06  -0.343811E-06
  1283   0.715040E+03   0.321721E+02   0.000000E+00  -0.220723E+02   0.364462E-08   0.765539E-06  -0.344038E-06
  1284   0.713460E+03   0.322281E+02   0.000000E+00  -0.229193E+02   0.363866E-08   0.758171E-06  -0.344227E-06
  1285   0.711953E+03   0.322796E+02   0.000000E+00  -0.237680E+02   0.363271E-08   0.751084E-06  -0.344378E-06
  1286   0.710518E+03   0.323267E+02   0.000000E+00  -0.246180E+02   0.362677E-08   0.744303E-06  -0.344493E-06
  1287   0.709156E+03   0.323694E+02   0.000000E+00  -0.254690E+02   0.362084E-08   0.737854E-06  -0.344571E-06
  1288   0.707866E+03   0.324076E+02   0.000000E+00  -0.263204E+02   0.361493E-08   0.731763E-06  -0.344615E-06
  1289   0.706647E+03   0.324413E+02   0.000000E+00  -0.271719E+02   0.360903E-08   0.726057E-06  -0.344624E-06
  1290   0.705502E+03   0.324705E+02   0.000000E+00  -0.280232E+02   0.360314E-08   0.720762E-06  -0.344599E-06
  1291   0.704429E+03   0.324952E+02   0.000000E+00  -0.288738E+02   0.359726E-08   0.715903E-06  -0.344542E-06
  1292   0.703427E+03   0.325154E+02   0.000000E+00  -0.297235E+02   0.359139E-08   0.711506E-06  -0.344453E-06
  1293   0.702496E+03   0.325313E+02   0.000000E+00  -0.305717E+02   0.358554E-08   0.707598E-06  -0.344333E-06
  1294   0.701638E+03   0.325425E+02   0.000000E+00  -0.314182E+02   0.357969E-08   0.704205E-06  -0.344182E-06
  1295   0.700849E+03   0.325493E+02   0.000000E+00  -0.322625E+02   0.357386E-08   0.701353E-06  -0.344002E-06
  1296   0.700130E+03   0.325515E+02   0.000000E+00  -0.331043E+02   0.356804E-08   0.699067E-06  -0.343793E-06
  1297   0.699482E+03   0.325492E+02   0.000000E+00  -0.339432E+02   0.356223E-08   0.697375E-06  -0.343556E-06
  1298   0.698903E+03   0.325425E+02   0.000000E+00  -0.347789E+02   0.355644E-08   0.696301E-06  -0.343292E-06
  1299   0.698392E+03   0.325311E+02   0.000000E+00  -0.356110E+02   0.355065E-08   0.695872E-06  -0.343001E-06
  1300   0.697950E+03   0.325153E+02   0.000000E+00  -0.364391E+02   0.354488E-08   0.696114E-06  -0.342685E-06
  1301   0.697575E+03   0.324948E+02   0.000000E+00  -0.372630E+02   0.353911E-08   0.697044E-06  -0.342344E-06
  1302   0.697268E+03   0.324700E+02   0.000000E+00  -0.380821E+02   0.353336E-08   0.698639E-06  -0.341978E-06
  1303   0.697028E+03   0.324407E+02   0.000000E+00  -0.388963E+02   0.352762E-08   0.700870E-06  -0.341587E-06
  1304   0.696853E+03   0.324069E+02   0.000000E+00  -0.397051E+02   0.352190E-08   0.703704E-06  -0.341170E-06
  1305   0.696745E+03   0.323687E+02   0.000000E+00  -0.405084E+02   0.351618E-08   0.707111E-06  -0.340727E-06
  1306   0.696701E+03   0.323261E+02   0.000000E+00  -0.413056E+02   0.351047E-08   0.711059E-06  -0.340259E-06
  1307   0.696721E+03   0.322791E+02   0.000000E+00  -0.420966E+02   0.350478E-08   0.715517E-06  -0.339764E-06
  1308   0.696805E+03   0.322277E+02   0.000000E+00  -0.428810E+02   0.349910E-08   0.720455E-06  -0.339242E-06
  1309   0.696953E+03   0.321720E+02   0.000000E+00  -0.436585E+02   0.349342E-08   0.725840E-06  -0.338694E-06
  1310   0.697161E+03   0.321119E+02   0.000000E+00  -0.444287E+02   0.348777E-08   0.731642E-06  -0.338119E-06
  1311   0.697432E+03   0.320475E+02   0.000000E+00  -0.451914E+02   0.348212E-08   0.737830E-06  -0.337517E-06
  1312   0.697763E+03   0.319788E+02   0.000000E+00  -0.459463E+02   0.347648E-08   0.744372E-06  -0.336887E-06
  1313   0.698154E+03   0.319059E+02   0.000000E+00  -0.466929E+02   0.347085E-08   0.751238E-06  -0.336229E-06
  1314   0.698603E+03   0.318287E+02   0.000000E+00  -0.474311E+02   0.346523E-08   0.758396E-06  -0.335544E-06
  1315   0.699111E+03   0.317473E+02   0.000000E+00  -0.481605E+02   0.345963E-08   0.765815E-06  -0.334831E-06
  1316   0.699676E+03   0.316618E+02   0.000000E+00  -0.488809E+02   0.345404E-08   0.773464E-06  -0.334089E-06
  1317   0.700297E+03   0.315723E+02   0.000000E+00  -0.495920E+02   0.344845E-08   0.781312E-06  -0.333318E-06
  1318   0.700973E+03   0.314786E+02   0.000000E+00  -0.502935E+02   0.344288E-08   0.789328E-06  -0.332518E-06
  1319   0.701705E+03   0.313811E+02   0.000000E+00  -0.509851E+02   0.343732E-08   0.797480E-06  -0.331690E-06
  1320   0.702489E+03   0.312797E+02   0.000000E+00  -0.516666E+02   0.343177E-08   0.805738E-06  -0.330832E-06
  1321   0.703327E+03   0.311743E+02   0.000000E+00  -0.523376E+02   0.342623E-08   0.814070E-06  -0.329944E-06
  1322   0.704216E+03   0.310652E+02   0.000000E+00  -0.529980E+02   0.342070E-08   0.822445E-06  -0.329026E-06
  1323   0.705156E+03   0.309523E+02   0.000000E+00  -0.536475E+02   0.341519E-08   0.830832E-06  -0.328079E-06
  1324   0.706146E+03   0.308356E+02   0.000000E+00  -0.542858E+02   0.340968E-08   0.839200E-06  -0.327101E-06
  1325   0.707183E+03   0.307152E+02   0.000000E+00  -0.549126E+02   0.340418E-08   0.847517E-06  -0.326092E-06
  1326   0.708268E+03   0.305912E+02   0.000000E+00  -0.555277E+02   0.339870E-08   0.855754E-06  -0.325053E-06
  1327   0.709400E+03   0.304636E+02   0.000000E+00  -0.561309E+02   0.339322E-08   0.863877E-06  -0.323982E-06
  1328   0.710577E+03   0.303323E+02   0.000000E+00  -0.567219E+02   0.338776E-08   0.871857E-06  -0.322881E-06
  1329   0.711797E+03   0.301977E+02   0.000000E+00  -0.573005E+02   0.338231E-08   0.879662E-06  -0.321747E-06
  1330   0.713061E+03   0.300595E+02   0.000000E+00  -0.578665E+02   0.337686E-08   0.887261E-06  -0.320582E-06
  1331   0.714366E+03   0.299180E+02   0.000000E+00  -0.584197E+02   0.337143E-08   0.894623E-06  -0.319385E-06
  1332   0.715711E+03   0.297732E+02   0.000000E+00  -0.589598E+02   0.336601E-08   0.901717E-06  -0.318156E-06
  1333   0.717096E+03   0.296251E+02   0.000000E+00  -0.594867E+02   0.336060E-08   0.908512E-06  -0.316894E-06
  1334   0.718519E+03   0.294738E+02   0.000000E+00  -0.600000E+02   0.335520E-08   0.914975E-06  -0.315599E-06
  1335   0.719979E+03   0.293194E+02   0.000000E+00  -0.604996E+02   0.334981E-08   0.921078E-06  -0.314271E-06
  1336   0.721474E+03   0.291620E+02   0.000000E+00  -0.609855E+02   0.334443E-08   0.926787E-06  -0.312910E-06
  1337   0.723004E+03   0.290015E+02   0.000000E+00  -0.614573E+02   0.333906E-08   0.932072E-06  -0.311516E-06
  1338   0.724567E+03   0.288381E+02   0.000000E+00  -0.619149E+02   0.333370E-08   0.936903E-06  -0.310088E-06
  1339   0.726161E+03   0.286719E+02   0.000000E+00  -0.623581E+02   0.332835E-08   0.941247E-06  -0.308625E-06
  1340   0.727786E+03   0.285029E+02   0.000000E+00  -0.627868E+02   0.332301E-08   0.945074E-06  -0.307129E-06
  1341   0.729441E+03   0.283310E+02   0.000000E+00  -0.632007E+02   0.331768E-08   0.948352E-06  -0.305598E-06
  1342   0.731123E+03   0.281566E+02   0.000000E+00  -0.635997E+02   0.331236E-08   0.951050E-06  -0.304033E-06
  1343   0.732831E+03   0.279796E+02   0.000000E+00  -0.639837E+02   0.330705E-08   0.953138E-06  -0.302432E-06
  1344   0.734564E+03   0.278000E+02   0.000000E+00  -0.643524E+02   0.330176E-08   0.954584E-06  -0.300797E-06
  1345   0.736322E+03   0.276180E+02   0.000000E+00  -0.647058E+02   0.329647E-08   0.955357E-06  -0.299126E-06
  1346   0.738101E+03   0.274335E+02   0.000000E+00  -0.650436E+02   0.329119E-08   0.955426E-06  -0.297419E-06
  1347   0.739902E+03   0.272468E+02   0.000000E+00  -0.653659E+02   0.328592E-08   0.954759E-06  -0.295677E-06
  1348   0.741722E+03   0.270577E+02   0.000000E+00  -0.656723E+02   0.328066E-08   0.953326E-06  -0.293898E-06
  1349   0.743560E+03   0.268665E+02   0.000000E+00  -0.659628E+02   0.327542E-08   0.951096E-06  -0.292083E-06
  1350   0.745415E+03   0.266732E+02   0.000000E+00  -0.662374E+02   0.327018E-08   0.948036E-06  -0.290231E-06
  1351   0.747285E+03   0.264779E+02   0.000000E+00  -0.664960E+02   0.326495E-08   0.944132E-06  -0.288343E-06
  1352   0.749170E+03   0.262808E+02   0.000000E+00  -0.667385E+02   0.325973E-08   0.939425E-06  -0.286419E-06
  1353   0.751069E+03   0.260817E+02   0.000000E+00  -0.669649E+02   0.325453E-08   0.933972E-06  -0.284461E-06
  1354   0.752975E+03   0.258810E+02   0.000000E+00  -0.671752E+02   0.324933E-08   0.927831E-06  -0.282469E-06
  1355   0.754897E+03   0.256786E+02   0.000000E+00  -0.673692E+02   0.324414E-08   0.921060E-06  -0.280446E-06
  1356   0.756829E+03   0.254747E+02   0.000000E+00  -0.675470E+02   0.323896E-08   0.913715E-06  -0.278392E-06
  1357   0.758769E+03   0.252693E+02   0.000000E+00  -0.677086E+02   0.323379E-08   0.905853E-06  -0.276309E-06
  1358   0.760719E+03   0.250624E+02   0.000000E+00  -0.678538E+02   0.322863E-08   0.897532E-06  -0.274198E-06
  1359   0.762671E+03   0.248542E+02   0.000000E+00  -0.679827E+02   0.322348E-08   0.888809E-06  -0.272060E-06
  1360   0.764624E+03   0.246448E+02   0.000000E+00  -0.680951E+02   0.321834E-08   0.879742E-06  -0.269897E-06
  1361   0.766579E+03   0.244341E+02   0.000000E+00  -0.681911E+02   0.321321E-08   0.870387E-06  -0.267709E-06
  1362   0.768544E+03   0.242224E+02   0.000000E+00  -0.682706E+02   0.320809E-08   0.860802E-06  -0.265498E-06
  1363   0.770503E+03   0.240096E+02   0.000000E+00  -0.683337E+02   0.320298E-08   0.851044E-06  -0.263266E-06
  1364   0.772464E+03   0.237958E+02   0.000000E+00  -0.683803E+02   0.319788E-08   0.841170E-06  -0.261013E-06
  1365   0.774427E+03   0.235811E+02   0.000000E+00  -0.684104E+02   0.319279E-08   0.831237E-06  -0.258740E-06
  1366   0.776377E+03   0.233657E+02   0.000000E+00  -0.684242E+02   0.318771E-08   0.821304E-06  -0.256450E-06
  1367   0.778330E+03   0.231496E+02   0.000000E+00  -0.684215E+02   0.318264E-08   0.811426E-06  -0.254143E-06
  1368   0.780277E+03   0.229327E+02   0.000000E+00  -0.684024E+02   0.317757E-08   0.801661E-06  -0.251821E-06
  1369   0.782211E+03   0.227154E+02   0.000000E+00  -0.683670E+02   0.317252E-08   0.792067E-06  -0.249484E-06
  1370   0.784147E+03   0.224977E+02   0.000000E+00  -0.683153E+02   0.316748E-08   0.782701E-06  -0.247134E-06
  1371   0.786064E+03   0.222795E+02   0.000000E+00  -0.682474E+02   0.316244E-08   0.773619E-06  -0.244773E-06
  1372   0.787975E+03   0.220611E+02   0.000000E+00  -0.681632E+02   0.315742E-08   0.764880E-06  -0.242401E-06
  1373   0.789873E+03   0.218424E+02   0.000000E+00  -0.680630E+02   0.315240E-08   0.756540E-06  -0.240020E-06
  1374   0.791759E+03   0.216236E+02   0.000000E+00  -0.679468E+02   0.314740E-08   0.748657E-06  -0.237631E-06
  1375   0.793625E+03   0.214048E+02   0.000000E+00  -0.678146E+02   0.314240E-08   0.741287E-06  -0.235235E-06
  1376   0.795479E+03   0.211861E+02   0.000000E+00  -0.676665E+02   0.313741E-08   0.734489E-06  -0.232834E-06
  1377   0.797320E+03   0.209675E+02   0.000000E+00  -0.675026E+02   0.313243E-08   0.728319E-06  -0.230428E-06
  1378   0.799141E+03   0.207491E+02   0.000000E+00  -0.673229E+02   0.312746E-08   0.722834E-06  -0.228020E-06
  1379   0.800942E+03   0.205310E+02   0.000000E+00  -0.671277E+02   0.312250E-08   0.718093E-06  -0.225610E-06
  1380   0.802716E+03   0.203132E+02   0.000000E+00  -0.669168E+02   0.311755E-08   0.714151E-06  -0.223200E-06
  1381   0.804478E+03   0.200958E+02   0.000000E+00  -0.666904E+02   0.311261E-08   0.711067E-06  -0.220791E-06
  1382   0.806213E+03   0.198790E+02   0.000000E+00  -0.664486E+02   0.310768E-08   0.708897E-06  -0.218384E-06
  1383   0.807920E+03   0.196627E+02   0.000000E+00  -0.661914E+02   0.310276E-08   0.707699E-06  -0.215980E-06
  1384   0.809601E+03   0.194471E+02   0.000000E+00  -0.659190E+02   0.309784E-08   0.707530E-06  -0.213580E-06
  1385   0.811262E+03   0.192322E+02   0.000000E+00  -0.656317E+02   0.309294E-08   0.708447E-06  -0.211187E-06
  1386   0.812895E+03   0.190182E+02   0.000000E+00  -0.653295E+02   0.308804E-08   0.710507E-06  -0.208801E-06
