#    L    TT             EE             BB             TE          
   786   0.248589E+04   0.179632E+02   0.889491E-01  -0.106047E+03
   787   0.249029E+04   0.177381E+02   0.890751E-01  -0.104714E+03
   788   0.249452E+04   0.175164E+02   0.892007E-01  -0.103353E+03
   789   0.249858E+04   0.172981E+02   0.893259E-01  -0.101967E+03
   790   0.250247E+04   0.170834E+02   0.894506E-01  -0.100556E+03
   791   0.250618E+04   0.168725E+02   0.895748E-01  -0.991215E+02
   792   0.250973E+04   0.166655E+02   0.896985E-01  -0.976640E+02
   793   0.251310E+04   0.164626E+02   0.898216E-01  -0.961846E+02
   794   0.251629E+04   0.162637E+02   0.899442E-01  -0.946841E+02
   795   0.251930E+04   0.160692E+02   0.900661E-01  -0.931639E+02
   796   0.252214E+04   0.158790E+02   0.901873E-01  -0.916233E+02
   797   0.252480E+04   0.156932E+02   0.903079E-01  -0.900639E+02
   798   0.252728E+04   0.155118E+02   0.904278E-01  -0.884855E+02
   799   0.252958E+04   0.153350E+02   0.905470E-01  -0.868890E+02
   800   0.253170E+04   0.151627E+02   0.906653E-01  -0.852737E+02
   801   0.253364E+04   0.149950E+02   0.907829E-01  -0.836418E+02
   802   0.253541E+04   0.148318E+02   0.908997E-01  -0.819924E+02
   803   0.253698E+04   0.146735E+02   0.910156E-01  -0.803263E+02
   804   0.253838E+04   0.145199E+02   0.911306E-01  -0.786451E+02
   805   0.253959E+04   0.143714E+02   0.912448E-01  -0.769478E+02
   806   0.254059E+04   0.142278E+02   0.913580E-01  -0.752367E+02
   807   0.254139E+04   0.140894E+02   0.914702E-01  -0.735104E+02
   808   0.254199E+04   0.139563E+02   0.915815E-01  -0.717716E+02
   809   0.254239E+04   0.138285E+02   0.916917E-01  -0.700197E+02
   810   0.254257E+04   0.137061E+02   0.918009E-01  -0.682554E+02
   811   0.254255E+04   0.135892E+02   0.919091E-01  -0.664802E+02
   812   0.254234E+04   0.134776E+02   0.920162E-01  -0.646948E+02
   813   0.254193E+04   0.133716E+02   0.921222E-01  -0.629002E+02
   814   0.254133E+04   0.132710E+02   0.922270E-01  -0.610972E+02
   815   0.254054E+04   0.131759E+02   0.923307E-01  -0.592866E+02
   816   0.253957E+04   0.130864E+02   0.924332E-01  -0.574693E+02
   817   0.253842E+04   0.130025E+02   0.925346E-01  -0.556457E+02
   818   0.253707E+04   0.129243E+02   0.926347E-01  -0.538162E+02
   819   0.253552E+04   0.128516E+02   0.927336E-01  -0.519810E+02
   820   0.253378E+04   0.127849E+02   0.928312E-01  -0.501406E+02
   821   0.253182E+04   0.127239E+02   0.929275E-01  -0.482953E+02
   822   0.252965E+04   0.126688E+02   0.930226E-01  -0.464453E+02
   823   0.252726E+04   0.126196E+02   0.931163E-01  -0.445913E+02
   824   0.252467E+04   0.125763E+02   0.932087E-01  -0.427340E+02
   825   0.252187E+04   0.125389E+02   0.932997E-01  -0.408748E+02
   826   0.251887E+04   0.125076E+02   0.933894E-01  -0.390146E+02
   827   0.251568E+04   0.124821E+02   0.934777E-01  -0.371548E+02
   828   0.251229E+04   0.124627E+02   0.935646E-01  -0.352963E+02
   829   0.250872E+04   0.124492E+02   0.936500E-01  -0.334402E+02
   830   0.250498E+04   0.124417E+02   0.937340E-01  -0.315877E+02
   831   0.250105E+04   0.124401E+02   0.938166E-01  -0.297389E+02
   832   0.249694E+04   0.124445E+02   0.938977E-01  -0.278945E+02
   833   0.249264E+04   0.124550E+02   0.939773E-01  -0.260545E+02
   834   0.248816E+04   0.124715E+02   0.940554E-01  -0.242193E+02
   835   0.248347E+04   0.124941E+02   0.941320E-01  -0.223894E+02
   836   0.247858E+04   0.125228E+02   0.942071E-01  -0.205648E+02
   837   0.247349E+04   0.125576E+02   0.942806E-01  -0.187461E+02
   838   0.246821E+04   0.125984E+02   0.943526E-01  -0.169341E+02
   839   0.246272E+04   0.126452E+02   0.944230E-01  -0.151297E+02
   840   0.245705E+04   0.126981E+02   0.944918E-01  -0.133339E+02
   841   0.245120E+04   0.127568E+02   0.945590E-01  -0.115477E+02
   842   0.244518E+04   0.128214E+02   0.946246E-01  -0.977190E+01
   843   0.243898E+04   0.128918E+02   0.946886E-01  -0.800756E+01
   844   0.243263E+04   0.129680E+02   0.947510E-01  -0.625558E+01
   845   0.242610E+04   0.130499E+02   0.948118E-01  -0.451642E+01
   846   0.241942E+04   0.131376E+02   0.948709E-01  -0.279077E+01
   847   0.241256E+04   0.132312E+02   0.949284E-01  -0.107904E+01
   848   0.240553E+04   0.133305E+02   0.949842E-01   0.618206E+00
   849   0.239833E+04   0.134357E+02   0.950383E-01   0.230046E+01
   850   0.239094E+04   0.135466E+02   0.950908E-01   0.396719E+01
   851   0.238339E+04   0.136635E+02   0.951415E-01   0.561789E+01
   852   0.237567E+04   0.137860E+02   0.951906E-01   0.725213E+01
   853   0.236778E+04   0.139142E+02   0.952380E-01   0.886948E+01
   854   0.235972E+04   0.140479E+02   0.952837E-01   0.104695E+02
   855   0.235152E+04   0.141870E+02   0.953278E-01   0.120518E+02
   856   0.234315E+04   0.143315E+02   0.953701E-01   0.136160E+02
   857   0.233466E+04   0.144810E+02   0.954106E-01   0.151615E+02
   858   0.232602E+04   0.146358E+02   0.954495E-01   0.166880E+02
   859   0.231725E+04   0.147955E+02   0.954867E-01   0.181947E+02
   860   0.230835E+04   0.149604E+02   0.955222E-01   0.196808E+02
   861   0.229931E+04   0.151303E+02   0.955559E-01   0.211456E+02
   862   0.229014E+04   0.153051E+02   0.955879E-01   0.225882E+02
   863   0.228084E+04   0.154850E+02   0.956183E-01   0.240080E+02
   864   0.227142E+04   0.156698E+02   0.956469E-01   0.254039E+02
   865   0.226186E+04   0.158596E+02   0.956738E-01   0.267754E+02
   866   0.225219E+04   0.160542E+02   0.956990E-01   0.281223E+02
   867   0.224240E+04   0.162536E+02   0.957225E-01   0.294447E+02
   868   0.223248E+04   0.164576E+02   0.957443E-01   0.307421E+02
   869   0.222244E+04   0.166662E+02   0.957645E-01   0.320148E+02
   870   0.221229E+04   0.168793E+02   0.957829E-01   0.332625E+02
   871   0.220202E+04   0.170967E+02   0.957997E-01   0.344851E+02
   872   0.219164E+04   0.173183E+02   0.958148E-01   0.356826E+02
   873   0.218114E+04   0.175441E+02   0.958283E-01   0.368545E+02
   874   0.217055E+04   0.177739E+02   0.958401E-01   0.380003E+02
   875   0.215986E+04   0.180077E+02   0.958503E-01   0.391195E+02
   876   0.214907E+04   0.182453E+02   0.958588E-01   0.402117E+02
   877   0.213819E+04   0.184865E+02   0.958657E-01   0.412762E+02
   878   0.212724E+04   0.187313E+02   0.958711E-01   0.423128E+02
   879   0.211620E+04   0.189795E+02   0.958748E-01   0.433208E+02
   880   0.210510E+04   0.192311E+02   0.958770E-01   0.442999E+02
   881   0.209391E+04   0.194860E+02   0.958776E-01   0.452497E+02
   882   0.208266E+04   0.197442E+02   0.958766E-01   0.461696E+02
   883   0.207134E+04   0.200053E+02   0.958741E-01   0.470594E+02
   884   0.205995E+04   0.202697E+02   0.958701E-01   0.479185E+02
   885   0.204850E+04   0.205369E+02   0.958646E-01   0.487465E+02
   886   0.203698E+04   0.208070E+02   0.958576E-01   0.495432E+02
   887   0.202539E+04   0.210800E+02   0.958491E-01   0.503083E+02
   888   0.201376E+04   0.213556E+02   0.958392E-01   0.510420E+02
   889   0.200206E+04   0.216337E+02   0.958279E-01   0.517443E+02
   890   0.199032E+04   0.219142E+02   0.958151E-01   0.524151E+02
   891   0.197853E+04   0.221970E+02   0.958009E-01   0.530545E+02
   892   0.196669E+04   0.224820E+02   0.957854E-01   0.536625E+02
   893   0.195482E+04   0.227691E+02   0.957685E-01   0.542391E+02
   894   0.194291E+04   0.230580E+02   0.957503E-01   0.547842E+02
   895   0.193096E+04   0.233488E+02   0.957307E-01   0.552976E+02
   896   0.191899E+04   0.236411E+02   0.957099E-01   0.557794E+02
   897   0.190699E+04   0.239350E+02   0.956878E-01   0.562295E+02
   898   0.189497E+04   0.242302E+02   0.956645E-01   0.566478E+02
   899   0.188294E+04   0.245266E+02   0.956399E-01   0.570342E+02
   900   0.187089E+04   0.248241E+02   0.956141E-01   0.573885E+02
   901   0.185882E+04   0.251225E+02   0.955871E-01   0.577108E+02
   902   0.184676E+04   0.254217E+02   0.955590E-01   0.580011E+02
   903   0.183469E+04   0.257217E+02   0.955297E-01   0.582591E+02
   904   0.182263E+04   0.260222E+02   0.954993E-01   0.584849E+02
   905   0.181057E+04   0.263232E+02   0.954679E-01   0.586784E+02
   906   0.179851E+04   0.266247E+02   0.954353E-01   0.588396E+02
   907   0.178648E+04   0.269263E+02   0.954017E-01   0.589684E+02
   908   0.177446E+04   0.272281E+02   0.953671E-01   0.590650E+02
   909   0.176245E+04   0.275300E+02   0.953315E-01   0.591293E+02
   910   0.175047E+04   0.278318E+02   0.952950E-01   0.591616E+02
   911   0.173851E+04   0.281334E+02   0.952575E-01   0.591619E+02
   912   0.172659E+04   0.284347E+02   0.952190E-01   0.591304E+02
   913   0.171470E+04   0.287357E+02   0.951797E-01   0.590672E+02
   914   0.170284E+04   0.290361E+02   0.951395E-01   0.589723E+02
   915   0.169101E+04   0.293359E+02   0.950985E-01   0.588460E+02
   916   0.167923E+04   0.296351E+02   0.950566E-01   0.586883E+02
   917   0.166749E+04   0.299332E+02   0.950139E-01   0.584995E+02
   918   0.165578E+04   0.302305E+02   0.949705E-01   0.582797E+02
   919   0.164413E+04   0.305265E+02   0.949264E-01   0.580291E+02
   920   0.163253E+04   0.308214E+02   0.948815E-01   0.577478E+02
   921   0.162098E+04   0.311148E+02   0.948359E-01   0.574360E+02
   922   0.160948E+04   0.314067E+02   0.947897E-01   0.570942E+02
   923   0.159806E+04   0.316971E+02   0.947428E-01   0.567225E+02
   924   0.158668E+04   0.319858E+02   0.946953E-01   0.563214E+02
   925   0.157537E+04   0.322726E+02   0.946473E-01   0.558912E+02
   926   0.156413E+04   0.325575E+02   0.945987E-01   0.554324E+02
   927   0.155296E+04   0.328404E+02   0.945495E-01   0.549453E+02
   928   0.154187E+04   0.331211E+02   0.944999E-01   0.544302E+02
   929   0.153086E+04   0.333996E+02   0.944498E-01   0.538875E+02
   930   0.151993E+04   0.336756E+02   0.943992E-01   0.533173E+02
   931   0.150908E+04   0.339491E+02   0.943483E-01   0.527202E+02
   932   0.149832E+04   0.342201E+02   0.942969E-01   0.520961E+02
   933   0.148764E+04   0.344883E+02   0.942452E-01   0.514457E+02
   934   0.147705E+04   0.347536E+02   0.941931E-01   0.507690E+02
   935   0.146656E+04   0.350159E+02   0.941407E-01   0.500665E+02
   936   0.145616E+04   0.352751E+02   0.940881E-01   0.493384E+02
   937   0.144585E+04   0.355311E+02   0.940352E-01   0.485852E+02
   938   0.143565E+04   0.357839E+02   0.939821E-01   0.478073E+02
   939   0.142555E+04   0.360332E+02   0.939288E-01   0.470051E+02
   940   0.141554E+04   0.362789E+02   0.938753E-01   0.461789E+02
   941   0.140565E+04   0.365210E+02   0.938217E-01   0.453291E+02
   942   0.139586E+04   0.367594E+02   0.937680E-01   0.444562E+02
   943   0.138619E+04   0.369939E+02   0.937142E-01   0.435605E+02
   944   0.137662E+04   0.372245E+02   0.936603E-01   0.426427E+02
   945   0.136717E+04   0.374512E+02   0.936065E-01   0.417031E+02
   946   0.135783E+04   0.376737E+02   0.935526E-01   0.407423E+02
   947   0.134862E+04   0.378920E+02   0.934988E-01   0.397607E+02
   948   0.133952E+04   0.381060E+02   0.934450E-01   0.387588E+02
   949   0.133054E+04   0.383158E+02   0.933913E-01   0.377370E+02
   950   0.132169E+04   0.385210E+02   0.933378E-01   0.366960E+02
   951   0.131297E+04   0.387217E+02   0.932843E-01   0.356360E+02
   952   0.130437E+04   0.389178E+02   0.932311E-01   0.345577E+02
   953   0.129589E+04   0.391091E+02   0.931780E-01   0.334614E+02
   954   0.128754E+04   0.392957E+02   0.931252E-01   0.323475E+02
   955   0.127933E+04   0.394774E+02   0.930726E-01   0.312167E+02
   956   0.127125E+04   0.396541E+02   0.930203E-01   0.300692E+02
   957   0.126330E+04   0.398258E+02   0.929684E-01   0.289057E+02
   958   0.125548E+04   0.399925E+02   0.929167E-01   0.277268E+02
   959   0.124779E+04   0.401541E+02   0.928654E-01   0.265331E+02
   960   0.124025E+04   0.403107E+02   0.928145E-01   0.253253E+02
   961   0.123284E+04   0.404620E+02   0.927639E-01   0.241038E+02
   962   0.122557E+04   0.406081E+02   0.927139E-01   0.228694E+02
   963   0.121844E+04   0.407491E+02   0.926642E-01   0.216228E+02
   964   0.121145E+04   0.408847E+02   0.926151E-01   0.203642E+02
   965   0.120461E+04   0.410151E+02   0.925664E-01   0.190943E+02
   966   0.119790E+04   0.411400E+02   0.925183E-01   0.178136E+02
   967   0.119134E+04   0.412595E+02   0.924707E-01   0.165227E+02
   968   0.118492E+04   0.413735E+02   0.924236E-01   0.152220E+02
   969   0.117864E+04   0.414820E+02   0.923772E-01   0.139121E+02
   970   0.117252E+04   0.415847E+02   0.923314E-01   0.125935E+02
   971   0.116653E+04   0.416820E+02   0.922862E-01   0.112668E+02
   972   0.116068E+04   0.417735E+02   0.922416E-01   0.993258E+01
   973   0.115498E+04   0.418593E+02   0.921977E-01   0.859137E+01
   974   0.114943E+04   0.419395E+02   0.921545E-01   0.724378E+01
   975   0.114402E+04   0.420138E+02   0.921120E-01   0.589050E+01
   976   0.113875E+04   0.420825E+02   0.920703E-01   0.453193E+01
   977   0.113363E+04   0.421453E+02   0.920292E-01   0.316884E+01
   978   0.112866E+04   0.422024E+02   0.919890E-01   0.180162E+01
   979   0.112383E+04   0.422537E+02   0.919495E-01   0.430926E+00
   980   0.111915E+04   0.422991E+02   0.919108E-01  -0.942731E+00
   981   0.111461E+04   0.423389E+02   0.918728E-01  -0.231880E+01
   982   0.111022E+04   0.423727E+02   0.918358E-01  -0.369674E+01
   983   0.110597E+04   0.424009E+02   0.917995E-01  -0.507600E+01
   984   0.110186E+04   0.424232E+02   0.917641E-01  -0.645604E+01
   985   0.109790E+04   0.424396E+02   0.917295E-01  -0.783636E+01
   986   0.109408E+04   0.424502E+02   0.916958E-01  -0.921649E+01
   987   0.109041E+04   0.424550E+02   0.916630E-01  -0.105959E+02
   988   0.108687E+04   0.424539E+02   0.916311E-01  -0.119742E+02
   989   0.108348E+04   0.424469E+02   0.916001E-01  -0.133509E+02
   990   0.108023E+04   0.424340E+02   0.915700E-01  -0.147253E+02
   991   0.107712E+04   0.424151E+02   0.915408E-01  -0.160972E+02
   992   0.107416E+04   0.423904E+02   0.915126E-01  -0.174658E+02
   993   0.107133E+04   0.423597E+02   0.914853E-01  -0.188307E+02
   994   0.106865E+04   0.423232E+02   0.914590E-01  -0.201910E+02
   995   0.106610E+04   0.422809E+02   0.914336E-01  -0.215464E+02
   996   0.106368E+04   0.422328E+02   0.914092E-01  -0.228962E+02
   997   0.106141E+04   0.421789E+02   0.913857E-01  -0.242398E+02
   998   0.105928E+04   0.421191E+02   0.913633E-01  -0.255766E+02
   999   0.105727E+04   0.420537E+02   0.913418E-01  -0.269058E+02
  1000   0.105541E+04   0.419826E+02   0.913213E-01  -0.282269E+02
  1001   0.105367E+04   0.419056E+02   0.913018E-01  -0.295392E+02
  1002   0.105207E+04   0.418230E+02   0.912834E-01  -0.308421E+02
  1003   0.105059E+04   0.417345E+02   0.912659E-01  -0.321349E+02
  1004   0.104925E+04   0.416404E+02   0.912494E-01  -0.334170E+02
  1005   0.104801E+04   0.415405E+02   0.912340E-01  -0.346878E+02
  1006   0.104692E+04   0.414351E+02   0.912195E-01  -0.359470E+02
  1007   0.104593E+04   0.413243E+02   0.912061E-01  -0.371944E+02
  1008   0.104507E+04   0.412082E+02   0.911937E-01  -0.384298E+02
  1009   0.104434E+04   0.410869E+02   0.911823E-01  -0.396529E+02
  1010   0.104371E+04   0.409608E+02   0.911720E-01  -0.408634E+02
  1011   0.104320E+04   0.408299E+02   0.911626E-01  -0.420612E+02
  1012   0.104281E+04   0.406942E+02   0.911543E-01  -0.432460E+02
  1013   0.104252E+04   0.405539E+02   0.911470E-01  -0.444174E+02
  1014   0.104236E+04   0.404088E+02   0.911408E-01  -0.455751E+02
  1015   0.104230E+04   0.402589E+02   0.911355E-01  -0.467186E+02
  1016   0.104235E+04   0.401041E+02   0.911313E-01  -0.478477E+02
  1017   0.104252E+04   0.399444E+02   0.911281E-01  -0.489619E+02
  1018   0.104280E+04   0.397797E+02   0.911259E-01  -0.500609E+02
  1019   0.104318E+04   0.396100E+02   0.911247E-01  -0.511442E+02
  1020   0.104367E+04   0.394354E+02   0.911245E-01  -0.522112E+02
  1021   0.104426E+04   0.392561E+02   0.911253E-01  -0.532613E+02
  1022   0.104495E+04   0.390721E+02   0.911271E-01  -0.542940E+02
  1023   0.104573E+04   0.388838E+02   0.911300E-01  -0.553085E+02
  1024   0.104662E+04   0.386912E+02   0.911338E-01  -0.563042E+02
  1025   0.104758E+04   0.384946E+02   0.911385E-01  -0.572805E+02
  1026   0.104863E+04   0.382941E+02   0.911443E-01  -0.582367E+02
  1027   0.104977E+04   0.380896E+02   0.911510E-01  -0.591732E+02
  1028   0.105099E+04   0.378814E+02   0.911587E-01  -0.600898E+02
  1029   0.105230E+04   0.376694E+02   0.911673E-01  -0.609868E+02
  1030   0.105368E+04   0.374536E+02   0.911769E-01  -0.618642E+02
  1031   0.105515E+04   0.372343E+02   0.911873E-01  -0.627223E+02
  1032   0.105669E+04   0.370114E+02   0.911988E-01  -0.635611E+02
  1033   0.105832E+04   0.367850E+02   0.912111E-01  -0.643807E+02
  1034   0.106003E+04   0.365551E+02   0.912243E-01  -0.651806E+02
  1035   0.106181E+04   0.363220E+02   0.912384E-01  -0.659603E+02
  1036   0.106366E+04   0.360857E+02   0.912534E-01  -0.667191E+02
  1037   0.106557E+04   0.358465E+02   0.912693E-01  -0.674565E+02
  1038   0.106755E+04   0.356044E+02   0.912860E-01  -0.681720E+02
  1039   0.106959E+04   0.353595E+02   0.913035E-01  -0.688650E+02
  1040   0.107168E+04   0.351120E+02   0.913219E-01  -0.695349E+02
  1041   0.107384E+04   0.348619E+02   0.913410E-01  -0.701818E+02
  1042   0.107604E+04   0.346092E+02   0.913610E-01  -0.708055E+02
  1043   0.107828E+04   0.343540E+02   0.913818E-01  -0.714059E+02
  1044   0.108059E+04   0.340963E+02   0.914033E-01  -0.719836E+02
  1045   0.108294E+04   0.338360E+02   0.914255E-01  -0.725380E+02
  1046   0.108533E+04   0.335733E+02   0.914485E-01  -0.730698E+02
  1047   0.108777E+04   0.333081E+02   0.914722E-01  -0.735783E+02
  1048   0.109026E+04   0.330406E+02   0.914966E-01  -0.740636E+02
  1049   0.109278E+04   0.327711E+02   0.915216E-01  -0.745251E+02
  1050   0.109534E+04   0.324997E+02   0.915474E-01  -0.749642E+02
  1051   0.109793E+04   0.322267E+02   0.915737E-01  -0.753803E+02
  1052   0.110056E+04   0.319520E+02   0.916007E-01  -0.757726E+02
  1053   0.110321E+04   0.316762E+02   0.916283E-01  -0.761413E+02
  1054   0.110589E+04   0.313992E+02   0.916565E-01  -0.764864E+02
  1055   0.110859E+04   0.311212E+02   0.916852E-01  -0.768087E+02
  1056   0.111132E+04   0.308422E+02   0.917145E-01  -0.771075E+02
  1057   0.111407E+04   0.305624E+02   0.917442E-01  -0.773821E+02
  1058   0.111683E+04   0.302818E+02   0.917745E-01  -0.776341E+02
  1059   0.111960E+04   0.300005E+02   0.918053E-01  -0.778619E+02
  1060   0.112239E+04   0.297186E+02   0.918365E-01  -0.780658E+02
  1061   0.112520E+04   0.294361E+02   0.918682E-01  -0.782471E+02
  1062   0.112801E+04   0.291533E+02   0.919003E-01  -0.784038E+02
  1063   0.113083E+04   0.288701E+02   0.919328E-01  -0.785380E+02
  1064   0.113366E+04   0.285866E+02   0.919656E-01  -0.786484E+02
  1065   0.113649E+04   0.283031E+02   0.919988E-01  -0.787350E+02
  1066   0.113932E+04   0.280194E+02   0.920323E-01  -0.787993E+02
  1067   0.114214E+04   0.277358E+02   0.920662E-01  -0.788399E+02
  1068   0.114497E+04   0.274524E+02   0.921003E-01  -0.788576E+02
  1069   0.114778E+04   0.271693E+02   0.921347E-01  -0.788523E+02
  1070   0.115059E+04   0.268865E+02   0.921693E-01  -0.788242E+02
  1071   0.115339E+04   0.266042E+02   0.922041E-01  -0.787733E+02
  1072   0.115618E+04   0.263225E+02   0.922391E-01  -0.787003E+02
  1073   0.115895E+04   0.260415E+02   0.922743E-01  -0.786045E+02
  1074   0.116171E+04   0.257614E+02   0.923097E-01  -0.784868E+02
  1075   0.116445E+04   0.254822E+02   0.923451E-01  -0.783471E+02
  1076   0.116717E+04   0.252041E+02   0.923807E-01  -0.781847E+02
  1077   0.116987E+04   0.249271E+02   0.924163E-01  -0.780011E+02
  1078   0.117254E+04   0.246514E+02   0.924520E-01  -0.777964E+02
  1079   0.117519E+04   0.243770E+02   0.924878E-01  -0.775699E+02
  1080   0.117781E+04   0.241041E+02   0.925235E-01  -0.773231E+02
  1081   0.118040E+04   0.238328E+02   0.925592E-01  -0.770544E+02
  1082   0.118296E+04   0.235631E+02   0.925949E-01  -0.767654E+02
  1083   0.118548E+04   0.232951E+02   0.926306E-01  -0.764562E+02
  1084   0.118797E+04   0.230291E+02   0.926662E-01  -0.761267E+02
  1085   0.119042E+04   0.227649E+02   0.927016E-01  -0.757777E+02
  1086   0.119284E+04   0.225028E+02   0.927370E-01  -0.754077E+02
  1087   0.119521E+04   0.222427E+02   0.927721E-01  -0.750190E+02
  1088   0.119754E+04   0.219849E+02   0.928072E-01  -0.746109E+02
  1089   0.119982E+04   0.217294E+02   0.928420E-01  -0.741833E+02
  1090   0.120206E+04   0.214763E+02   0.928766E-01  -0.737370E+02
  1091   0.120425E+04   0.212256E+02   0.929110E-01  -0.732728E+02
  1092   0.120639E+04   0.209775E+02   0.929451E-01  -0.727900E+02
  1093   0.120847E+04   0.207322E+02   0.929790E-01  -0.722900E+02
  1094   0.121051E+04   0.204896E+02   0.930125E-01  -0.717720E+02
  1095   0.121249E+04   0.202499E+02   0.930457E-01  -0.712377E+02
  1096   0.121442E+04   0.200132E+02   0.930786E-01  -0.706862E+02
  1097   0.121629E+04   0.197796E+02   0.931111E-01  -0.701183E+02
  1098   0.121811E+04   0.195491E+02   0.931433E-01  -0.695347E+02
  1099   0.121986E+04   0.193218E+02   0.931750E-01  -0.689355E+02
  1100   0.122156E+04   0.190979E+02   0.932063E-01  -0.683213E+02
  1101   0.122319E+04   0.188772E+02   0.932371E-01  -0.676915E+02
  1102   0.122476E+04   0.186600E+02   0.932675E-01  -0.670475E+02
  1103   0.122627E+04   0.184463E+02   0.932973E-01  -0.663886E+02
  1104   0.122771E+04   0.182362E+02   0.933267E-01  -0.657159E+02
  1105   0.122908E+04   0.180296E+02   0.933555E-01  -0.650297E+02
  1106   0.123039E+04   0.178268E+02   0.933838E-01  -0.643302E+02
  1107   0.123163E+04   0.176277E+02   0.934115E-01  -0.636178E+02
  1108   0.123279E+04   0.174324E+02   0.934386E-01  -0.628930E+02
  1109   0.123390E+04   0.172410E+02   0.934651E-01  -0.621560E+02
  1110   0.123492E+04   0.170535E+02   0.934910E-01  -0.614073E+02
  1111   0.123588E+04   0.168700E+02   0.935162E-01  -0.606473E+02
  1112   0.123676E+04   0.166905E+02   0.935408E-01  -0.598762E+02
  1113   0.123758E+04   0.165152E+02   0.935647E-01  -0.590947E+02
  1114   0.123831E+04   0.163441E+02   0.935878E-01  -0.583030E+02
  1115   0.123898E+04   0.161770E+02   0.936102E-01  -0.575015E+02
  1116   0.123957E+04   0.160143E+02   0.936319E-01  -0.566907E+02
  1117   0.124008E+04   0.158558E+02   0.936528E-01  -0.558709E+02
  1118   0.124052E+04   0.157017E+02   0.936730E-01  -0.550424E+02
  1119   0.124088E+04   0.155520E+02   0.936923E-01  -0.542059E+02
  1120   0.124116E+04   0.154066E+02   0.937109E-01  -0.533615E+02
  1121   0.124137E+04   0.152657E+02   0.937286E-01  -0.525097E+02
  1122   0.124149E+04   0.151293E+02   0.937454E-01  -0.516509E+02
  1123   0.124154E+04   0.149974E+02   0.937614E-01  -0.507854E+02
  1124   0.124151E+04   0.148701E+02   0.937766E-01  -0.499138E+02
  1125   0.124140E+04   0.147473E+02   0.937908E-01  -0.490363E+02
  1126   0.124120E+04   0.146292E+02   0.938041E-01  -0.481535E+02
  1127   0.124092E+04   0.145157E+02   0.938165E-01  -0.472658E+02
  1128   0.124057E+04   0.144069E+02   0.938279E-01  -0.463738E+02
  1129   0.124014E+04   0.143028E+02   0.938385E-01  -0.454778E+02
  1130   0.123963E+04   0.142034E+02   0.938480E-01  -0.445783E+02
  1131   0.123904E+04   0.141087E+02   0.938566E-01  -0.436758E+02
  1132   0.123837E+04   0.140189E+02   0.938641E-01  -0.427706E+02
  1133   0.123762E+04   0.139338E+02   0.938707E-01  -0.418632E+02
  1134   0.123678E+04   0.138536E+02   0.938763E-01  -0.409540E+02
  1135   0.123587E+04   0.137781E+02   0.938808E-01  -0.400433E+02
  1136   0.123489E+04   0.137074E+02   0.938843E-01  -0.391316E+02
  1137   0.123381E+04   0.136415E+02   0.938867E-01  -0.382193E+02
  1138   0.123267E+04   0.135805E+02   0.938881E-01  -0.373067E+02
  1139   0.123144E+04   0.135242E+02   0.938884E-01  -0.363943E+02
  1140   0.123012E+04   0.134728E+02   0.938877E-01  -0.354825E+02
  1141   0.122874E+04   0.134262E+02   0.938858E-01  -0.345718E+02
  1142   0.122727E+04   0.133844E+02   0.938829E-01  -0.336626E+02
  1143   0.122573E+04   0.133474E+02   0.938789E-01  -0.327553E+02
  1144   0.122410E+04   0.133153E+02   0.938738E-01  -0.318503E+02
  1145   0.122240E+04   0.132879E+02   0.938675E-01  -0.309480E+02
  1146   0.122062E+04   0.132653E+02   0.938601E-01  -0.300489E+02
  1147   0.121877E+04   0.132475E+02   0.938516E-01  -0.291534E+02
  1148   0.121683E+04   0.132345E+02   0.938420E-01  -0.282618E+02
  1149   0.121483E+04   0.132262E+02   0.938313E-01  -0.273745E+02
  1150   0.121274E+04   0.132226E+02   0.938194E-01  -0.264920E+02
  1151   0.121058E+04   0.132237E+02   0.938063E-01  -0.256145E+02
  1152   0.120835E+04   0.132294E+02   0.937921E-01  -0.247426E+02
  1153   0.120605E+04   0.132399E+02   0.937768E-01  -0.238765E+02
  1154   0.120366E+04   0.132549E+02   0.937603E-01  -0.230165E+02
  1155   0.120121E+04   0.132745E+02   0.937427E-01  -0.221631E+02
  1156   0.119869E+04   0.132987E+02   0.937239E-01  -0.213167E+02
  1157   0.119610E+04   0.133274E+02   0.937039E-01  -0.204774E+02
  1158   0.119344E+04   0.133607E+02   0.936828E-01  -0.196458E+02
  1159   0.119071E+04   0.133984E+02   0.936606E-01  -0.188223E+02
  1160   0.118792E+04   0.134405E+02   0.936371E-01  -0.180070E+02
  1161   0.118506E+04   0.134870E+02   0.936126E-01  -0.172003E+02
  1162   0.118214E+04   0.135379E+02   0.935868E-01  -0.164024E+02
  1163   0.117915E+04   0.135930E+02   0.935600E-01  -0.156138E+02
  1164   0.117611E+04   0.136525E+02   0.935319E-01  -0.148347E+02
  1165   0.117300E+04   0.137161E+02   0.935028E-01  -0.140655E+02
  1166   0.116983E+04   0.137839E+02   0.934725E-01  -0.133064E+02
  1167   0.116660E+04   0.138558E+02   0.934410E-01  -0.125576E+02
  1168   0.116330E+04   0.139318E+02   0.934084E-01  -0.118196E+02
  1169   0.115996E+04   0.140119E+02   0.933747E-01  -0.110926E+02
  1170   0.115655E+04   0.140958E+02   0.933399E-01  -0.103767E+02
  1171   0.115310E+04   0.141837E+02   0.933039E-01  -0.967256E+01
  1172   0.114959E+04   0.142754E+02   0.932668E-01  -0.898013E+01
