#    L    TT             EE             BB             TE          
   395   0.176529E+04   0.215889E+02   0.414059E-01   0.680331E+01
   396   0.175953E+04   0.215810E+02   0.415339E-01   0.488511E+01
   397   0.175418E+04   0.215690E+02   0.416626E-01   0.297478E+01
   398   0.174926E+04   0.215531E+02   0.417920E-01   0.107305E+01
   399   0.174475E+04   0.215331E+02   0.419222E-01  -0.819273E+00
   400   0.174066E+04   0.215092E+02   0.420530E-01  -0.270144E+01
   401   0.173699E+04   0.214813E+02   0.421846E-01  -0.457268E+01
   402   0.173372E+04   0.214495E+02   0.423170E-01  -0.643224E+01
   403   0.173086E+04   0.214138E+02   0.424502E-01  -0.827940E+01
   404   0.172840E+04   0.213741E+02   0.425841E-01  -0.101134E+02
   405   0.172634E+04   0.213305E+02   0.427189E-01  -0.119335E+02
   406   0.172467E+04   0.212831E+02   0.428545E-01  -0.137390E+02
   407   0.172340E+04   0.212319E+02   0.429909E-01  -0.155291E+02
   408   0.172250E+04   0.211767E+02   0.431281E-01  -0.173031E+02
   409   0.172198E+04   0.211178E+02   0.432662E-01  -0.190602E+02
   410   0.172183E+04   0.210552E+02   0.434052E-01  -0.207997E+02
   411   0.172205E+04   0.209888E+02   0.435451E-01  -0.225211E+02
   412   0.172263E+04   0.209187E+02   0.436859E-01  -0.242236E+02
   413   0.172357E+04   0.208450E+02   0.438275E-01  -0.259067E+02
   414   0.172486E+04   0.207676E+02   0.439701E-01  -0.275697E+02
   415   0.172649E+04   0.206867E+02   0.441136E-01  -0.292120E+02
   416   0.172848E+04   0.206022E+02   0.442581E-01  -0.308332E+02
   417   0.173079E+04   0.205142E+02   0.444035E-01  -0.324323E+02
   418   0.173345E+04   0.204228E+02   0.445499E-01  -0.340089E+02
   419   0.173642E+04   0.203280E+02   0.446972E-01  -0.355623E+02
   420   0.173973E+04   0.202297E+02   0.448455E-01  -0.370920E+02
   421   0.174335E+04   0.201282E+02   0.449948E-01  -0.385972E+02
   422   0.174727E+04   0.200233E+02   0.451451E-01  -0.400774E+02
   423   0.175151E+04   0.199151E+02   0.452963E-01  -0.415318E+02
   424   0.175605E+04   0.198036E+02   0.454486E-01  -0.429601E+02
   425   0.176089E+04   0.196890E+02   0.456019E-01  -0.443615E+02
   426   0.176601E+04   0.195712E+02   0.457561E-01  -0.457359E+02
   427   0.177140E+04   0.194505E+02   0.459114E-01  -0.470827E+02
   428   0.177708E+04   0.193269E+02   0.460677E-01  -0.484016E+02
   429   0.178301E+04   0.192004E+02   0.462250E-01  -0.496921E+02
   430   0.178920E+04   0.190710E+02   0.463834E-01  -0.509539E+02
   431   0.179564E+04   0.189391E+02   0.465427E-01  -0.521865E+02
   432   0.180231E+04   0.188046E+02   0.467030E-01  -0.533895E+02
   433   0.180924E+04   0.186675E+02   0.468644E-01  -0.545625E+02
   434   0.181639E+04   0.185279E+02   0.470268E-01  -0.557051E+02
   435   0.182377E+04   0.183859E+02   0.471902E-01  -0.568167E+02
   436   0.183137E+04   0.182415E+02   0.473546E-01  -0.578971E+02
   437   0.183919E+04   0.180948E+02   0.475200E-01  -0.589459E+02
   438   0.184721E+04   0.179458E+02   0.476864E-01  -0.599625E+02
   439   0.185545E+04   0.177947E+02   0.478537E-01  -0.609466E+02
   440   0.186388E+04   0.176415E+02   0.480221E-01  -0.618980E+02
   441   0.187250E+04   0.174863E+02   0.481914E-01  -0.628164E+02
   442   0.188128E+04   0.173291E+02   0.483617E-01  -0.637015E+02
   443   0.189024E+04   0.171702E+02   0.485330E-01  -0.645529E+02
   444   0.189936E+04   0.170095E+02   0.487052E-01  -0.653704E+02
   445   0.190862E+04   0.168471E+02   0.488783E-01  -0.661537E+02
   446   0.191802E+04   0.166831E+02   0.490524E-01  -0.669025E+02
   447   0.192756E+04   0.165177E+02   0.492273E-01  -0.676169E+02
   448   0.193724E+04   0.163509E+02   0.494032E-01  -0.682968E+02
   449   0.194705E+04   0.161829E+02   0.495800E-01  -0.689419E+02
   450   0.195697E+04   0.160135E+02   0.497576E-01  -0.695522E+02
   451   0.196702E+04   0.158431E+02   0.499361E-01  -0.701277E+02
   452   0.197718E+04   0.156717E+02   0.501155E-01  -0.706680E+02
   453   0.198744E+04   0.154994E+02   0.502957E-01  -0.711733E+02
   454   0.199780E+04   0.153262E+02   0.504767E-01  -0.716431E+02
   455   0.200824E+04   0.151523E+02   0.506585E-01  -0.720775E+02
   456   0.201875E+04   0.149776E+02   0.508411E-01  -0.724762E+02
   457   0.202933E+04   0.148024E+02   0.510244E-01  -0.728391E+02
   458   0.203997E+04   0.146267E+02   0.512085E-01  -0.731661E+02
   459   0.205064E+04   0.144507E+02   0.513934E-01  -0.734571E+02
   460   0.206137E+04   0.142743E+02   0.515789E-01  -0.737123E+02
   461   0.207213E+04   0.140977E+02   0.517652E-01  -0.739310E+02
   462   0.208293E+04   0.139210E+02   0.519521E-01  -0.741155E+02
   463   0.209374E+04   0.137444E+02   0.521397E-01  -0.742643E+02
   464   0.210460E+04   0.135679E+02   0.523279E-01  -0.743782E+02
   465   0.211547E+04   0.133917E+02   0.525168E-01  -0.744572E+02
   466   0.212636E+04   0.132159E+02   0.527062E-01  -0.745022E+02
   467   0.213726E+04   0.130405E+02   0.528963E-01  -0.745123E+02
   468   0.214816E+04   0.128657E+02   0.530868E-01  -0.744884E+02
   469   0.215906E+04   0.126915E+02   0.532780E-01  -0.744305E+02
   470   0.216994E+04   0.125181E+02   0.534696E-01  -0.743387E+02
   471   0.218078E+04   0.123455E+02   0.536618E-01  -0.742122E+02
   472   0.219159E+04   0.121739E+02   0.538544E-01  -0.740525E+02
   473   0.220236E+04   0.120033E+02   0.540475E-01  -0.738583E+02
   474   0.221307E+04   0.118337E+02   0.542410E-01  -0.736317E+02
   475   0.222374E+04   0.116655E+02   0.544349E-01  -0.733713E+02
   476   0.223435E+04   0.114986E+02   0.546293E-01  -0.730779E+02
   477   0.224489E+04   0.113331E+02   0.548240E-01  -0.727523E+02
   478   0.225536E+04   0.111692E+02   0.550190E-01  -0.723945E+02
   479   0.226578E+04   0.110069E+02   0.552144E-01  -0.720055E+02
   480   0.227612E+04   0.108465E+02   0.554100E-01  -0.715848E+02
   481   0.228638E+04   0.106877E+02   0.556060E-01  -0.711332E+02
   482   0.229655E+04   0.105310E+02   0.558022E-01  -0.706509E+02
   483   0.230663E+04   0.103763E+02   0.559986E-01  -0.701385E+02
   484   0.231660E+04   0.102238E+02   0.561952E-01  -0.695962E+02
   485   0.232646E+04   0.100735E+02   0.563920E-01  -0.690245E+02
   486   0.233620E+04   0.992550E+01   0.565890E-01  -0.684237E+02
   487   0.234582E+04   0.977989E+01   0.567861E-01  -0.677943E+02
   488   0.235530E+04   0.963688E+01   0.569833E-01  -0.671366E+02
   489   0.236466E+04   0.949640E+01   0.571806E-01  -0.664514E+02
   490   0.237388E+04   0.935866E+01   0.573780E-01  -0.657391E+02
   491   0.238295E+04   0.922374E+01   0.575754E-01  -0.650002E+02
   492   0.239189E+04   0.909163E+01   0.577728E-01  -0.642353E+02
   493   0.240069E+04   0.896248E+01   0.579702E-01  -0.634448E+02
   494   0.240934E+04   0.883643E+01   0.581675E-01  -0.626293E+02
   495   0.241783E+04   0.871357E+01   0.583648E-01  -0.617895E+02
   496   0.242618E+04   0.859387E+01   0.585620E-01  -0.609256E+02
   497   0.243435E+04   0.847750E+01   0.587590E-01  -0.600385E+02
   498   0.244235E+04   0.836451E+01   0.589559E-01  -0.591286E+02
   499   0.245018E+04   0.825499E+01   0.591526E-01  -0.581965E+02
   500   0.245783E+04   0.814908E+01   0.593491E-01  -0.572427E+02
   501   0.246528E+04   0.804677E+01   0.595454E-01  -0.562679E+02
   502   0.247255E+04   0.794821E+01   0.597413E-01  -0.552727E+02
   503   0.247962E+04   0.785339E+01   0.599370E-01  -0.542577E+02
   504   0.248649E+04   0.776253E+01   0.601324E-01  -0.532237E+02
   505   0.249317E+04   0.767554E+01   0.603274E-01  -0.521713E+02
   506   0.249965E+04   0.759257E+01   0.605220E-01  -0.511013E+02
   507   0.250594E+04   0.751370E+01   0.607163E-01  -0.500142E+02
   508   0.251202E+04   0.743899E+01   0.609100E-01  -0.489109E+02
   509   0.251790E+04   0.736850E+01   0.611033E-01  -0.477919E+02
   510   0.252358E+04   0.730229E+01   0.612961E-01  -0.466581E+02
   511   0.252904E+04   0.724041E+01   0.614884E-01  -0.455100E+02
   512   0.253430E+04   0.718291E+01   0.616801E-01  -0.443484E+02
   513   0.253935E+04   0.712986E+01   0.618713E-01  -0.431740E+02
   514   0.254418E+04   0.708132E+01   0.620618E-01  -0.419873E+02
   515   0.254880E+04   0.703732E+01   0.622516E-01  -0.407892E+02
   516   0.255320E+04   0.699793E+01   0.624408E-01  -0.395804E+02
   517   0.255738E+04   0.696318E+01   0.626293E-01  -0.383615E+02
   518   0.256134E+04   0.693314E+01   0.628170E-01  -0.371334E+02
   519   0.256507E+04   0.690785E+01   0.630040E-01  -0.358968E+02
   520   0.256857E+04   0.688734E+01   0.631902E-01  -0.346523E+02
   521   0.257184E+04   0.687167E+01   0.633755E-01  -0.334007E+02
   522   0.257487E+04   0.686088E+01   0.635601E-01  -0.321427E+02
   523   0.257767E+04   0.685501E+01   0.637437E-01  -0.308791E+02
   524   0.258024E+04   0.685408E+01   0.639264E-01  -0.296106E+02
   525   0.258257E+04   0.685812E+01   0.641083E-01  -0.283380E+02
   526   0.258467E+04   0.686715E+01   0.642891E-01  -0.270618E+02
   527   0.258654E+04   0.688120E+01   0.644690E-01  -0.257830E+02
   528   0.258817E+04   0.690031E+01   0.646479E-01  -0.245022E+02
   529   0.258958E+04   0.692449E+01   0.648257E-01  -0.232200E+02
   530   0.259076E+04   0.695375E+01   0.650025E-01  -0.219375E+02
   531   0.259170E+04   0.698814E+01   0.651782E-01  -0.206553E+02
   532   0.259242E+04   0.702764E+01   0.653528E-01  -0.193743E+02
   533   0.259291E+04   0.707227E+01   0.655263E-01  -0.180951E+02
   534   0.259316E+04   0.712205E+01   0.656987E-01  -0.168186E+02
   535   0.259318E+04   0.717701E+01   0.658699E-01  -0.155456E+02
   536   0.259297E+04   0.723714E+01   0.660399E-01  -0.142769E+02
   537   0.259254E+04   0.730245E+01   0.662087E-01  -0.130132E+02
   538   0.259188E+04   0.737294E+01   0.663763E-01  -0.117552E+02
   539   0.259099E+04   0.744861E+01   0.665426E-01  -0.105038E+02
   540   0.258987E+04   0.752945E+01   0.667077E-01  -0.925956E+01
   541   0.258854E+04   0.761547E+01   0.668715E-01  -0.802328E+01
   542   0.258698E+04   0.770666E+01   0.670340E-01  -0.679573E+01
   543   0.258520E+04   0.780301E+01   0.671951E-01  -0.557759E+01
   544   0.258320E+04   0.790453E+01   0.673550E-01  -0.436958E+01
   545   0.258099E+04   0.801116E+01   0.675135E-01  -0.317236E+01
   546   0.257856E+04   0.812293E+01   0.676707E-01  -0.198662E+01
   547   0.257592E+04   0.823978E+01   0.678265E-01  -0.813041E+00
   548   0.257307E+04   0.836164E+01   0.679809E-01   0.347718E+00
   549   0.257000E+04   0.848866E+01   0.681340E-01   0.149496E+01
   550   0.256672E+04   0.862060E+01   0.682856E-01   0.262801E+01
   551   0.256325E+04   0.875761E+01   0.684358E-01   0.374618E+01
   552   0.255956E+04   0.889954E+01   0.685846E-01   0.484879E+01
   553   0.255568E+04   0.904637E+01   0.687320E-01   0.593518E+01
   554   0.255161E+04   0.919811E+01   0.688779E-01   0.700468E+01
   555   0.254734E+04   0.935468E+01   0.690224E-01   0.805663E+01
   556   0.254288E+04   0.951606E+01   0.691654E-01   0.909035E+01
   557   0.253824E+04   0.968219E+01   0.693069E-01   0.101052E+02
   558   0.253341E+04   0.985304E+01   0.694470E-01   0.111006E+02
   559   0.252840E+04   0.100286E+02   0.695855E-01   0.120760E+02
   560   0.252322E+04   0.102087E+02   0.697226E-01   0.130308E+02
   561   0.251786E+04   0.103934E+02   0.698582E-01   0.139643E+02
   562   0.251233E+04   0.105826E+02   0.699923E-01   0.148763E+02
   563   0.250662E+04   0.107762E+02   0.701249E-01   0.157658E+02
   564   0.250076E+04   0.109743E+02   0.702560E-01   0.166325E+02
   565   0.249473E+04   0.111766E+02   0.703855E-01   0.174759E+02
   566   0.248854E+04   0.113833E+02   0.705136E-01   0.182955E+02
   567   0.248220E+04   0.115941E+02   0.706401E-01   0.190906E+02
   568   0.247570E+04   0.118091E+02   0.707651E-01   0.198610E+02
   569   0.246905E+04   0.120281E+02   0.708886E-01   0.206061E+02
   570   0.246225E+04   0.122511E+02   0.710106E-01   0.213255E+02
   571   0.245530E+04   0.124780E+02   0.711310E-01   0.220185E+02
   572   0.244822E+04   0.127087E+02   0.712499E-01   0.226851E+02
   573   0.244101E+04   0.129432E+02   0.713673E-01   0.233245E+02
   574   0.243366E+04   0.131814E+02   0.714832E-01   0.239366E+02
   575   0.242619E+04   0.134231E+02   0.715975E-01   0.245211E+02
   576   0.241860E+04   0.136683E+02   0.717103E-01   0.250776E+02
   577   0.241090E+04   0.139170E+02   0.718216E-01   0.256056E+02
   578   0.240309E+04   0.141689E+02   0.719313E-01   0.261047E+02
   579   0.239518E+04   0.144242E+02   0.720396E-01   0.265749E+02
   580   0.238716E+04   0.146826E+02   0.721463E-01   0.270156E+02
   581   0.237906E+04   0.149440E+02   0.722515E-01   0.274266E+02
   582   0.237086E+04   0.152084E+02   0.723552E-01   0.278074E+02
   583   0.236257E+04   0.154756E+02   0.724574E-01   0.281578E+02
   584   0.235421E+04   0.157457E+02   0.725581E-01   0.284775E+02
   585   0.234577E+04   0.160183E+02   0.726573E-01   0.287661E+02
   586   0.233726E+04   0.162936E+02   0.727551E-01   0.290234E+02
   587   0.232868E+04   0.165713E+02   0.728513E-01   0.292492E+02
   588   0.232004E+04   0.168513E+02   0.729461E-01   0.294433E+02
   589   0.231134E+04   0.171336E+02   0.730394E-01   0.296055E+02
   590   0.230259E+04   0.174181E+02   0.731313E-01   0.297356E+02
   591   0.229379E+04   0.177046E+02   0.732218E-01   0.298334E+02
   592   0.228495E+04   0.179930E+02   0.733108E-01   0.298987E+02
   593   0.227607E+04   0.182832E+02   0.733984E-01   0.299314E+02
   594   0.226715E+04   0.185751E+02   0.734846E-01   0.299313E+02
   595   0.225820E+04   0.188686E+02   0.735693E-01   0.298985E+02
   596   0.224924E+04   0.191636E+02   0.736528E-01   0.298327E+02
   597   0.224024E+04   0.194600E+02   0.737348E-01   0.297339E+02
   598   0.223124E+04   0.197575E+02   0.738155E-01   0.296019E+02
   599   0.222222E+04   0.200562E+02   0.738949E-01   0.294367E+02
   600   0.221319E+04   0.203559E+02   0.739730E-01   0.292384E+02
   601   0.220417E+04   0.206565E+02   0.740497E-01   0.290068E+02
   602   0.219514E+04   0.209579E+02   0.741252E-01   0.287422E+02
   603   0.218613E+04   0.212599E+02   0.741994E-01   0.284445E+02
   604   0.217713E+04   0.215625E+02   0.742724E-01   0.281137E+02
   605   0.216814E+04   0.218654E+02   0.743441E-01   0.277500E+02
   606   0.215917E+04   0.221687E+02   0.744147E-01   0.273534E+02
   607   0.215022E+04   0.224722E+02   0.744841E-01   0.269239E+02
   608   0.214131E+04   0.227757E+02   0.745523E-01   0.264617E+02
   609   0.213244E+04   0.230793E+02   0.746194E-01   0.259671E+02
   610   0.212359E+04   0.233826E+02   0.746853E-01   0.254399E+02
   611   0.211479E+04   0.236855E+02   0.747502E-01   0.248805E+02
   612   0.210604E+04   0.239881E+02   0.748140E-01   0.242888E+02
   613   0.209733E+04   0.242901E+02   0.748768E-01   0.236651E+02
   614   0.208870E+04   0.245914E+02   0.749385E-01   0.230096E+02
   615   0.208010E+04   0.248919E+02   0.749993E-01   0.223226E+02
   616   0.207159E+04   0.251915E+02   0.750591E-01   0.216045E+02
   617   0.206314E+04   0.254901E+02   0.751179E-01   0.208555E+02
   618   0.205476E+04   0.257878E+02   0.751759E-01   0.200759E+02
   619   0.204646E+04   0.260840E+02   0.752330E-01   0.192662E+02
   620   0.203825E+04   0.263791E+02   0.752892E-01   0.184265E+02
   621   0.203012E+04   0.266728E+02   0.753446E-01   0.175572E+02
   622   0.202209E+04   0.269647E+02   0.753992E-01   0.166587E+02
   623   0.201414E+04   0.272551E+02   0.754530E-01   0.157312E+02
   624   0.200630E+04   0.275437E+02   0.755060E-01   0.147751E+02
   625   0.199856E+04   0.278304E+02   0.755584E-01   0.137906E+02
   626   0.199093E+04   0.281150E+02   0.756101E-01   0.127782E+02
   627   0.198340E+04   0.283974E+02   0.756611E-01   0.117382E+02
   628   0.197599E+04   0.286775E+02   0.757115E-01   0.106709E+02
   629   0.196870E+04   0.289552E+02   0.757613E-01   0.957682E+01
   630   0.196152E+04   0.292305E+02   0.758105E-01   0.845645E+01
   631   0.195447E+04   0.295030E+02   0.758592E-01   0.731017E+01
   632   0.194754E+04   0.297729E+02   0.759073E-01   0.613851E+01
   633   0.194075E+04   0.300399E+02   0.759550E-01   0.494179E+01
   634   0.193408E+04   0.303039E+02   0.760023E-01   0.372057E+01
   635   0.192756E+04   0.305648E+02   0.760491E-01   0.247536E+01
   636   0.192117E+04   0.308226E+02   0.760955E-01   0.120665E+01
   637   0.191493E+04   0.310771E+02   0.761415E-01  -0.850275E-01
   638   0.190884E+04   0.313282E+02   0.761872E-01  -0.139914E+01
   639   0.190289E+04   0.315758E+02   0.762326E-01  -0.273516E+01
   640   0.189709E+04   0.318198E+02   0.762777E-01  -0.409258E+01
   641   0.189145E+04   0.320602E+02   0.763225E-01  -0.547084E+01
   642   0.188596E+04   0.322966E+02   0.763671E-01  -0.686935E+01
   643   0.188064E+04   0.325293E+02   0.764116E-01  -0.828751E+01
   644   0.187546E+04   0.327579E+02   0.764558E-01  -0.972469E+01
   645   0.187046E+04   0.329823E+02   0.764999E-01  -0.111803E+02
   646   0.186563E+04   0.332026E+02   0.765439E-01  -0.126537E+02
   647   0.186096E+04   0.334184E+02   0.765878E-01  -0.141442E+02
   648   0.185646E+04   0.336298E+02   0.766316E-01  -0.156515E+02
   649   0.185213E+04   0.338367E+02   0.766754E-01  -0.171745E+02
   650   0.184799E+04   0.340390E+02   0.767192E-01  -0.187128E+02
   651   0.184401E+04   0.342366E+02   0.767630E-01  -0.202657E+02
   652   0.184021E+04   0.344296E+02   0.768068E-01  -0.218325E+02
   653   0.183659E+04   0.346178E+02   0.768508E-01  -0.234125E+02
   654   0.183316E+04   0.348012E+02   0.768948E-01  -0.250052E+02
   655   0.182991E+04   0.349796E+02   0.769389E-01  -0.266100E+02
   656   0.182684E+04   0.351532E+02   0.769832E-01  -0.282259E+02
   657   0.182396E+04   0.353218E+02   0.770276E-01  -0.298525E+02
   658   0.182127E+04   0.354853E+02   0.770723E-01  -0.314890E+02
   659   0.181876E+04   0.356436E+02   0.771172E-01  -0.331347E+02
   660   0.181645E+04   0.357968E+02   0.771623E-01  -0.347889E+02
   661   0.181432E+04   0.359446E+02   0.772077E-01  -0.364509E+02
   662   0.181239E+04   0.360870E+02   0.772534E-01  -0.381201E+02
   663   0.181064E+04   0.362240E+02   0.772995E-01  -0.397957E+02
   664   0.180909E+04   0.363555E+02   0.773459E-01  -0.414769E+02
   665   0.180773E+04   0.364816E+02   0.773926E-01  -0.431631E+02
   666   0.180656E+04   0.366020E+02   0.774398E-01  -0.448535E+02
   667   0.180558E+04   0.367169E+02   0.774874E-01  -0.465475E+02
   668   0.180480E+04   0.368261E+02   0.775354E-01  -0.482442E+02
   669   0.180421E+04   0.369295E+02   0.775839E-01  -0.499431E+02
   670   0.180381E+04   0.370273E+02   0.776330E-01  -0.516433E+02
   671   0.180361E+04   0.371193E+02   0.776825E-01  -0.533441E+02
   672   0.180360E+04   0.372055E+02   0.777326E-01  -0.550449E+02
   673   0.180378E+04   0.372858E+02   0.777832E-01  -0.567448E+02
   674   0.180415E+04   0.373603E+02   0.778344E-01  -0.584432E+02
   675   0.180473E+04   0.374289E+02   0.778863E-01  -0.601393E+02
   676   0.180549E+04   0.374915E+02   0.779388E-01  -0.618324E+02
   677   0.180644E+04   0.375483E+02   0.779919E-01  -0.635219E+02
   678   0.180757E+04   0.375990E+02   0.780457E-01  -0.652067E+02
   679   0.180890E+04   0.376437E+02   0.781003E-01  -0.668862E+02
   680   0.181042E+04   0.376823E+02   0.781555E-01  -0.685597E+02
   681   0.181212E+04   0.377148E+02   0.782115E-01  -0.702262E+02
   682   0.181400E+04   0.377413E+02   0.782683E-01  -0.718851E+02
   683   0.181607E+04   0.377615E+02   0.783258E-01  -0.735355E+02
   684   0.181833E+04   0.377755E+02   0.783841E-01  -0.751770E+02
   685   0.182076E+04   0.377836E+02   0.784433E-01  -0.768087E+02
   686   0.182338E+04   0.377855E+02   0.785033E-01  -0.784296E+02
   687   0.182617E+04   0.377814E+02   0.785642E-01  -0.800398E+02
   688   0.182914E+04   0.377713E+02   0.786259E-01  -0.816387E+02
   689   0.183229E+04   0.377552E+02   0.786885E-01  -0.832248E+02
   690   0.183562E+04   0.377332E+02   0.787521E-01  -0.847974E+02
   691   0.183911E+04   0.377052E+02   0.788165E-01  -0.863566E+02
   692   0.184278E+04   0.376714E+02   0.788819E-01  -0.879016E+02
   693   0.184662E+04   0.376316E+02   0.789483E-01  -0.894316E+02
   694   0.185062E+04   0.375859E+02   0.790156E-01  -0.909454E+02
   695   0.185479E+04   0.375344E+02   0.790839E-01  -0.924428E+02
   696   0.185911E+04   0.374770E+02   0.791531E-01  -0.939225E+02
   697   0.186360E+04   0.374137E+02   0.792234E-01  -0.953845E+02
   698   0.186824E+04   0.373447E+02   0.792947E-01  -0.968273E+02
   699   0.187304E+04   0.372698E+02   0.793670E-01  -0.982510E+02
   700   0.187799E+04   0.371892E+02   0.794404E-01  -0.996548E+02
   701   0.188308E+04   0.371029E+02   0.795147E-01  -0.101038E+03
   702   0.188832E+04   0.370109E+02   0.795902E-01  -0.102400E+03
   703   0.189370E+04   0.369133E+02   0.796666E-01  -0.103741E+03
   704   0.189923E+04   0.368102E+02   0.797442E-01  -0.105059E+03
   705   0.190489E+04   0.367016E+02   0.798228E-01  -0.106354E+03
   706   0.191069E+04   0.365875E+02   0.799024E-01  -0.107625E+03
   707   0.191662E+04   0.364681E+02   0.799832E-01  -0.108872E+03
   708   0.192267E+04   0.363433E+02   0.800650E-01  -0.110096E+03
   709   0.192886E+04   0.362134E+02   0.801478E-01  -0.111294E+03
   710   0.193516E+04   0.360782E+02   0.802318E-01  -0.112466E+03
   711   0.194158E+04   0.359379E+02   0.803168E-01  -0.113613E+03
   712   0.194812E+04   0.357926E+02   0.804029E-01  -0.114733E+03
   713   0.195477E+04   0.356422E+02   0.804900E-01  -0.115825E+03
   714   0.196152E+04   0.354870E+02   0.805783E-01  -0.116890E+03
   715   0.196839E+04   0.353268E+02   0.806676E-01  -0.117927E+03
   716   0.197535E+04   0.351617E+02   0.807579E-01  -0.118936E+03
   717   0.198241E+04   0.349919E+02   0.808494E-01  -0.119914E+03
   718   0.198956E+04   0.348173E+02   0.809418E-01  -0.120863E+03
   719   0.199680E+04   0.346382E+02   0.810354E-01  -0.121782E+03
   720   0.200413E+04   0.344544E+02   0.811299E-01  -0.122671E+03
   721   0.201153E+04   0.342664E+02   0.812255E-01  -0.123529E+03
   722   0.201902E+04   0.340739E+02   0.813222E-01  -0.124356E+03
   723   0.202659E+04   0.338774E+02   0.814198E-01  -0.125152E+03
   724   0.203423E+04   0.336768E+02   0.815185E-01  -0.125916E+03
   725   0.204195E+04   0.334723E+02   0.816181E-01  -0.126649E+03
   726   0.204973E+04   0.332639E+02   0.817188E-01  -0.127350E+03
   727   0.205758E+04   0.330517E+02   0.818204E-01  -0.128018E+03
   728   0.206549E+04   0.328358E+02   0.819230E-01  -0.128653E+03
   729   0.207345E+04   0.326164E+02   0.820266E-01  -0.129255E+03
   730   0.208147E+04   0.323934E+02   0.821311E-01  -0.129824E+03
   731   0.208954E+04   0.321671E+02   0.822365E-01  -0.130360E+03
   732   0.209764E+04   0.319374E+02   0.823429E-01  -0.130861E+03
   733   0.210579E+04   0.317046E+02   0.824502E-01  -0.131328E+03
   734   0.211398E+04   0.314685E+02   0.825583E-01  -0.131759E+03
   735   0.212219E+04   0.312296E+02   0.826674E-01  -0.132157E+03
   736   0.213043E+04   0.309878E+02   0.827773E-01  -0.132519E+03
   737   0.213870E+04   0.307432E+02   0.828881E-01  -0.132847E+03
   738   0.214698E+04   0.304960E+02   0.829997E-01  -0.133139E+03
   739   0.215528E+04   0.302463E+02   0.831122E-01  -0.133395E+03
   740   0.216359E+04   0.299941E+02   0.832254E-01  -0.133615E+03
   741   0.217189E+04   0.297398E+02   0.833395E-01  -0.133799E+03
   742   0.218020E+04   0.294833E+02   0.834543E-01  -0.133948E+03
   743   0.218851E+04   0.292247E+02   0.835698E-01  -0.134061E+03
   744   0.219681E+04   0.289643E+02   0.836862E-01  -0.134137E+03
   745   0.220509E+04   0.287022E+02   0.838032E-01  -0.134178E+03
   746   0.221335E+04   0.284385E+02   0.839209E-01  -0.134182E+03
   747   0.222159E+04   0.281732E+02   0.840394E-01  -0.134150E+03
   748   0.222980E+04   0.279065E+02   0.841584E-01  -0.134082E+03
   749   0.223799E+04   0.276386E+02   0.842782E-01  -0.133977E+03
   750   0.224613E+04   0.273695E+02   0.843986E-01  -0.133837E+03
   751   0.225424E+04   0.270994E+02   0.845195E-01  -0.133660E+03
   752   0.226230E+04   0.268283E+02   0.846411E-01  -0.133446E+03
   753   0.227031E+04   0.265564E+02   0.847632E-01  -0.133197E+03
   754   0.227827E+04   0.262838E+02   0.848859E-01  -0.132912E+03
   755   0.228618E+04   0.260107E+02   0.850091E-01  -0.132590E+03
   756   0.229403E+04   0.257372E+02   0.851328E-01  -0.132234E+03
   757   0.230183E+04   0.254635E+02   0.852569E-01  -0.131841E+03
   758   0.230956E+04   0.251896E+02   0.853816E-01  -0.131414E+03
   759   0.231723E+04   0.249157E+02   0.855066E-01  -0.130952E+03
   760   0.232484E+04   0.246419E+02   0.856321E-01  -0.130455E+03
   761   0.233237E+04   0.243685E+02   0.857579E-01  -0.129924E+03
   762   0.233983E+04   0.240953E+02   0.858841E-01  -0.129357E+03
   763   0.234721E+04   0.238227E+02   0.860107E-01  -0.128757E+03
   764   0.235450E+04   0.235506E+02   0.861375E-01  -0.128122E+03
   765   0.236171E+04   0.232792E+02   0.862647E-01  -0.127453E+03
   766   0.236882E+04   0.230087E+02   0.863920E-01  -0.126749E+03
   767   0.237583E+04   0.227390E+02   0.865196E-01  -0.126010E+03
   768   0.238274E+04   0.224704E+02   0.866475E-01  -0.125238E+03
   769   0.238954E+04   0.222030E+02   0.867754E-01  -0.124432E+03
   770   0.239623E+04   0.219369E+02   0.869036E-01  -0.123594E+03
   771   0.240280E+04   0.216723E+02   0.870318E-01  -0.122723E+03
   772   0.240925E+04   0.214093E+02   0.871601E-01  -0.121819E+03
   773   0.241559E+04   0.211481E+02   0.872885E-01  -0.120883E+03
   774   0.242179E+04   0.208887E+02   0.874169E-01  -0.119917E+03
   775   0.242786E+04   0.206313E+02   0.875453E-01  -0.118919E+03
   776   0.243381E+04   0.203761E+02   0.876737E-01  -0.117892E+03
   777   0.243963E+04   0.201230E+02   0.878021E-01  -0.116834E+03
   778   0.244532E+04   0.198723E+02   0.879303E-01  -0.115747E+03
   779   0.245088E+04   0.196240E+02   0.880584E-01  -0.114631E+03
   780   0.245630E+04   0.193783E+02   0.881863E-01  -0.113487E+03
   781   0.246159E+04   0.191353E+02   0.883141E-01  -0.112316E+03
   782   0.246674E+04   0.188949E+02   0.884417E-01  -0.111117E+03
   783   0.247176E+04   0.186575E+02   0.885690E-01  -0.109890E+03
   784   0.247662E+04   0.184230E+02   0.886960E-01  -0.108636E+03
   785   0.248134E+04   0.181915E+02   0.888227E-01  -0.107355E+03
