 a		phi		phidot		fde		w	1+z	fmatter	frad
    0.927670E-05    0.263271E+00   -0.897146E-17    0.599555E-16   -0.100000E+01    0.107797E+06    0.306294E-01    0.969371E+00
    0.930666E-05    0.263271E+00   -0.905828E-17    0.607277E-16   -0.100000E+01    0.107450E+06    0.307253E-01    0.969275E+00
    0.933671E-05    0.263271E+00   -0.914595E-17    0.615099E-16   -0.100000E+01    0.107104E+06    0.308214E-01    0.969179E+00
    0.936687E-05    0.263271E+00   -0.923446E-17    0.623021E-16   -0.100000E+01    0.106759E+06    0.309179E-01    0.969082E+00
    0.939712E-05    0.263271E+00   -0.932382E-17    0.631046E-16   -0.100000E+01    0.106416E+06    0.310146E-01    0.968985E+00
    0.942746E-05    0.263271E+00   -0.941405E-17    0.639173E-16   -0.100000E+01    0.106073E+06    0.311117E-01    0.968888E+00
    0.945791E-05    0.263271E+00   -0.950516E-17    0.647405E-16   -0.100000E+01    0.105732E+06    0.312090E-01    0.968791E+00
    0.948845E-05    0.263271E+00   -0.959714E-17    0.655742E-16   -0.100000E+01    0.105391E+06    0.313067E-01    0.968693E+00
    0.951910E-05    0.263271E+00   -0.969001E-17    0.664187E-16   -0.100000E+01    0.105052E+06    0.314046E-01    0.968595E+00
    0.954984E-05    0.263271E+00   -0.978378E-17    0.672740E-16   -0.100000E+01    0.104714E+06    0.315028E-01    0.968497E+00
    0.958068E-05    0.263271E+00   -0.987846E-17    0.681404E-16   -0.100000E+01    0.104377E+06    0.316013E-01    0.968399E+00
    0.961162E-05    0.263271E+00   -0.997405E-17    0.690178E-16   -0.100000E+01    0.104041E+06    0.317001E-01    0.968300E+00
    0.964266E-05    0.263271E+00   -0.100706E-16    0.699065E-16   -0.100000E+01    0.103706E+06    0.317993E-01    0.968201E+00
    0.967380E-05    0.263271E+00   -0.101680E-16    0.708067E-16   -0.100000E+01    0.103372E+06    0.318987E-01    0.968101E+00
    0.970504E-05    0.263271E+00   -0.102664E-16    0.717184E-16   -0.100000E+01    0.103039E+06    0.319984E-01    0.968002E+00
    0.973638E-05    0.263271E+00   -0.103657E-16    0.726419E-16   -0.100000E+01    0.102708E+06    0.320984E-01    0.967902E+00
    0.976783E-05    0.263271E+00   -0.104660E-16    0.735772E-16   -0.100000E+01    0.102377E+06    0.321988E-01    0.967801E+00
    0.979937E-05    0.263271E+00   -0.105673E-16    0.745245E-16   -0.100000E+01    0.102047E+06    0.322994E-01    0.967701E+00
    0.983102E-05    0.263271E+00   -0.106695E-16    0.754840E-16   -0.100000E+01    0.101719E+06    0.324003E-01    0.967600E+00
    0.986277E-05    0.263271E+00   -0.107728E-16    0.764558E-16   -0.100000E+01    0.101391E+06    0.325015E-01    0.967498E+00
    0.989462E-05    0.263271E+00   -0.108770E-16    0.774401E-16   -0.100000E+01    0.101065E+06    0.326031E-01    0.967397E+00
    0.992657E-05    0.263271E+00   -0.109822E-16    0.784371E-16   -0.100000E+01    0.100740E+06    0.327049E-01    0.967295E+00
    0.995863E-05    0.263271E+00   -0.110885E-16    0.794469E-16   -0.100000E+01    0.100415E+06    0.328071E-01    0.967193E+00
    0.999079E-05    0.263271E+00   -0.111958E-16    0.804696E-16   -0.100000E+01    0.100092E+06    0.329095E-01    0.967090E+00
    0.100231E-04    0.263271E+00   -0.113041E-16    0.815055E-16   -0.100000E+01    0.997700E+05    0.330123E-01    0.966988E+00
    0.100554E-04    0.263271E+00   -0.114135E-16    0.825547E-16   -0.100000E+01    0.994488E+05    0.331154E-01    0.966885E+00
    0.100879E-04    0.263271E+00   -0.115239E-16    0.836173E-16   -0.100000E+01    0.991287E+05    0.332188E-01    0.966781E+00
    0.101205E-04    0.263271E+00   -0.116354E-16    0.846936E-16   -0.100000E+01    0.988096E+05    0.333225E-01    0.966678E+00
    0.101532E-04    0.263271E+00   -0.117479E-16    0.857838E-16   -0.100000E+01    0.984915E+05    0.334265E-01    0.966573E+00
    0.101860E-04    0.263271E+00   -0.118616E-16    0.868879E-16   -0.100000E+01    0.981744E+05    0.335308E-01    0.966469E+00
    0.102188E-04    0.263271E+00   -0.119763E-16    0.880063E-16   -0.100000E+01    0.978584E+05    0.336355E-01    0.966365E+00
    0.102518E-04    0.263271E+00   -0.120922E-16    0.891389E-16   -0.100000E+01    0.975434E+05    0.337404E-01    0.966260E+00
    0.102850E-04    0.263271E+00   -0.122092E-16    0.902862E-16   -0.100000E+01    0.972294E+05    0.338457E-01    0.966154E+00
    0.103182E-04    0.263271E+00   -0.123273E-16    0.914482E-16   -0.100000E+01    0.969164E+05    0.339513E-01    0.966049E+00
    0.103515E-04    0.263271E+00   -0.124465E-16    0.926251E-16   -0.100000E+01    0.966044E+05    0.340572E-01    0.965943E+00
    0.103849E-04    0.263271E+00   -0.125669E-16    0.938171E-16   -0.100000E+01    0.962934E+05    0.341635E-01    0.965837E+00
    0.104185E-04    0.263271E+00   -0.126885E-16    0.950244E-16   -0.100000E+01    0.959835E+05    0.342700E-01    0.965730E+00
    0.104521E-04    0.263271E+00   -0.128112E-16    0.962472E-16   -0.100000E+01    0.956745E+05    0.343769E-01    0.965623E+00
    0.104859E-04    0.263271E+00   -0.129351E-16    0.974857E-16   -0.100000E+01    0.953665E+05    0.344841E-01    0.965516E+00
    0.105197E-04    0.263271E+00   -0.130602E-16    0.987401E-16   -0.100000E+01    0.950595E+05    0.345916E-01    0.965408E+00
    0.105537E-04    0.263271E+00   -0.131866E-16    0.100011E-15   -0.100000E+01    0.947535E+05    0.346994E-01    0.965301E+00
    0.105878E-04    0.263271E+00   -0.133141E-16    0.101298E-15   -0.100000E+01    0.944485E+05    0.348076E-01    0.965192E+00
    0.106220E-04    0.263271E+00   -0.134429E-16    0.102601E-15   -0.100000E+01    0.941445E+05    0.349161E-01    0.965084E+00
    0.106563E-04    0.263271E+00   -0.135729E-16    0.103921E-15   -0.100000E+01    0.938414E+05    0.350249E-01    0.964975E+00
    0.106907E-04    0.263271E+00   -0.137042E-16    0.105258E-15   -0.100000E+01    0.935393E+05    0.351340E-01    0.964866E+00
    0.107252E-04    0.263271E+00   -0.138367E-16    0.106612E-15   -0.100000E+01    0.932382E+05    0.352435E-01    0.964757E+00
    0.107599E-04    0.263271E+00   -0.139706E-16    0.107984E-15   -0.100000E+01    0.929381E+05    0.353533E-01    0.964647E+00
    0.107946E-04    0.263271E+00   -0.141057E-16    0.109373E-15   -0.100000E+01    0.926389E+05    0.354634E-01    0.964537E+00
    0.108295E-04    0.263271E+00   -0.142421E-16    0.110780E-15   -0.100000E+01    0.923407E+05    0.355738E-01    0.964426E+00
    0.108644E-04    0.263271E+00   -0.143798E-16    0.112205E-15   -0.100000E+01    0.920434E+05    0.356846E-01    0.964315E+00
    0.108995E-04    0.263271E+00   -0.145189E-16    0.113649E-15   -0.100000E+01    0.917471E+05    0.357957E-01    0.964204E+00
    0.109347E-04    0.263271E+00   -0.146593E-16    0.115111E-15   -0.100000E+01    0.914518E+05    0.359072E-01    0.964093E+00
    0.109700E-04    0.263271E+00   -0.148011E-16    0.116591E-15   -0.100000E+01    0.911574E+05    0.360190E-01    0.963981E+00
    0.110055E-04    0.263271E+00   -0.149442E-16    0.118091E-15   -0.100000E+01    0.908640E+05    0.361311E-01    0.963869E+00
    0.110410E-04    0.263271E+00   -0.150887E-16    0.119610E-15   -0.100000E+01    0.905715E+05    0.362436E-01    0.963756E+00
    0.110767E-04    0.263271E+00   -0.152346E-16    0.121148E-15   -0.100000E+01    0.902799E+05    0.363563E-01    0.963644E+00
    0.111124E-04    0.263271E+00   -0.153820E-16    0.122706E-15   -0.100000E+01    0.899893E+05    0.364695E-01    0.963531E+00
    0.111483E-04    0.263271E+00   -0.155307E-16    0.124285E-15   -0.100000E+01    0.896996E+05    0.365829E-01    0.963417E+00
    0.111843E-04    0.263271E+00   -0.156809E-16    0.125883E-15   -0.100000E+01    0.894109E+05    0.366968E-01    0.963303E+00
    0.112204E-04    0.263271E+00   -0.158325E-16    0.127502E-15   -0.100000E+01    0.891230E+05    0.368109E-01    0.963189E+00
    0.112567E-04    0.263271E+00   -0.159856E-16    0.129142E-15   -0.100000E+01    0.888361E+05    0.369254E-01    0.963075E+00
    0.112930E-04    0.263271E+00   -0.161402E-16    0.130802E-15   -0.100000E+01    0.885502E+05    0.370402E-01    0.962960E+00
    0.113295E-04    0.263271E+00   -0.162962E-16    0.132484E-15   -0.100000E+01    0.882651E+05    0.371554E-01    0.962845E+00
    0.113661E-04    0.263271E+00   -0.164538E-16    0.134188E-15   -0.100000E+01    0.879810E+05    0.372709E-01    0.962729E+00
    0.114028E-04    0.263271E+00   -0.166129E-16    0.135913E-15   -0.100000E+01    0.876978E+05    0.373868E-01    0.962613E+00
    0.114396E-04    0.263271E+00   -0.167735E-16    0.137661E-15   -0.100000E+01    0.874155E+05    0.375030E-01    0.962497E+00
    0.114766E-04    0.263271E+00   -0.169357E-16    0.139431E-15   -0.100000E+01    0.871341E+05    0.376196E-01    0.962380E+00
    0.115136E-04    0.263271E+00   -0.170994E-16    0.141224E-15   -0.100000E+01    0.868536E+05    0.377365E-01    0.962264E+00
    0.115508E-04    0.263271E+00   -0.172647E-16    0.143040E-15   -0.100000E+01    0.865740E+05    0.378537E-01    0.962146E+00
    0.115881E-04    0.263271E+00   -0.174317E-16    0.144879E-15   -0.100000E+01    0.862953E+05    0.379713E-01    0.962029E+00
    0.116255E-04    0.263271E+00   -0.176002E-16    0.146741E-15   -0.100000E+01    0.860175E+05    0.380893E-01    0.961911E+00
    0.116631E-04    0.263271E+00   -0.177703E-16    0.148628E-15   -0.100000E+01    0.857406E+05    0.382076E-01    0.961792E+00
    0.117007E-04    0.263271E+00   -0.179421E-16    0.150538E-15   -0.100000E+01    0.854646E+05    0.383262E-01    0.961674E+00
    0.117385E-04    0.263271E+00   -0.181156E-16    0.152474E-15   -0.100000E+01    0.851895E+05    0.384453E-01    0.961555E+00
    0.117764E-04    0.263271E+00   -0.182907E-16    0.154434E-15   -0.100000E+01    0.849153E+05    0.385646E-01    0.961435E+00
    0.118145E-04    0.263271E+00   -0.184675E-16    0.156419E-15   -0.100000E+01    0.846419E+05    0.386844E-01    0.961316E+00
    0.118526E-04    0.263271E+00   -0.186461E-16    0.158429E-15   -0.100000E+01    0.843695E+05    0.388044E-01    0.961196E+00
    0.118909E-04    0.263271E+00   -0.188263E-16    0.160466E-15   -0.100000E+01    0.840979E+05    0.389249E-01    0.961075E+00
    0.119293E-04    0.263271E+00   -0.190083E-16    0.162528E-15   -0.100000E+01    0.838271E+05    0.390457E-01    0.960954E+00
    0.119678E-04    0.263271E+00   -0.191920E-16    0.164617E-15   -0.100000E+01    0.835573E+05    0.391668E-01    0.960833E+00
    0.120065E-04    0.263271E+00   -0.193776E-16    0.166733E-15   -0.100000E+01    0.832883E+05    0.392884E-01    0.960712E+00
    0.120453E-04    0.263271E+00   -0.195649E-16    0.168876E-15   -0.100000E+01    0.830202E+05    0.394102E-01    0.960590E+00
    0.120842E-04    0.263271E+00   -0.197540E-16    0.171046E-15   -0.100000E+01    0.827530E+05    0.395325E-01    0.960468E+00
    0.121232E-04    0.263271E+00   -0.199449E-16    0.173244E-15   -0.100000E+01    0.824866E+05    0.396551E-01    0.960345E+00
    0.121623E-04    0.263271E+00   -0.201377E-16    0.175471E-15   -0.100000E+01    0.822210E+05    0.397781E-01    0.960222E+00
    0.122016E-04    0.263271E+00   -0.203323E-16    0.177726E-15   -0.100000E+01    0.819564E+05    0.399014E-01    0.960099E+00
    0.122410E-04    0.263271E+00   -0.205288E-16    0.180009E-15   -0.100000E+01    0.816925E+05    0.400251E-01    0.959975E+00
    0.122806E-04    0.263271E+00   -0.207273E-16    0.182322E-15   -0.100000E+01    0.814296E+05    0.401492E-01    0.959851E+00
    0.123202E-04    0.263271E+00   -0.209276E-16    0.184665E-15   -0.100000E+01    0.811674E+05    0.402736E-01    0.959726E+00
    0.123600E-04    0.263271E+00   -0.211298E-16    0.187038E-15   -0.100000E+01    0.809062E+05    0.403984E-01    0.959602E+00
    0.123999E-04    0.263271E+00   -0.213341E-16    0.189441E-15   -0.100000E+01    0.806457E+05    0.405236E-01    0.959476E+00
    0.124400E-04    0.263271E+00   -0.215402E-16    0.191875E-15   -0.100000E+01    0.803861E+05    0.406491E-01    0.959351E+00
    0.124801E-04    0.263271E+00   -0.217484E-16    0.194340E-15   -0.100000E+01    0.801273E+05    0.407751E-01    0.959225E+00
    0.125204E-04    0.263271E+00   -0.219586E-16    0.196837E-15   -0.100000E+01    0.798694E+05    0.409014E-01    0.959099E+00
    0.125609E-04    0.263271E+00   -0.221708E-16    0.199366E-15   -0.100000E+01    0.796123E+05    0.410280E-01    0.958972E+00
    0.126014E-04    0.263271E+00   -0.223850E-16    0.201927E-15   -0.100000E+01    0.793560E+05    0.411551E-01    0.958845E+00
    0.126421E-04    0.263271E+00   -0.226014E-16    0.204521E-15   -0.100000E+01    0.791006E+05    0.412825E-01    0.958718E+00
    0.126830E-04    0.263271E+00   -0.228198E-16    0.207148E-15   -0.100000E+01    0.788459E+05    0.414103E-01    0.958590E+00
    0.127239E-04    0.263271E+00   -0.230403E-16    0.209809E-15   -0.100000E+01    0.785921E+05    0.415385E-01    0.958462E+00
    0.127650E-04    0.263271E+00   -0.232629E-16    0.212504E-15   -0.100000E+01    0.783391E+05    0.416670E-01    0.958333E+00
    0.128062E-04    0.263271E+00   -0.234877E-16    0.215233E-15   -0.100000E+01    0.780870E+05    0.417960E-01    0.958204E+00
    0.128476E-04    0.263271E+00   -0.237146E-16    0.217997E-15   -0.100000E+01    0.778356E+05    0.419253E-01    0.958075E+00
    0.128891E-04    0.263271E+00   -0.239438E-16    0.220797E-15   -0.100000E+01    0.775850E+05    0.420550E-01    0.957945E+00
    0.129307E-04    0.263271E+00   -0.241751E-16    0.223633E-15   -0.100000E+01    0.773353E+05    0.421851E-01    0.957815E+00
    0.129725E-04    0.263271E+00   -0.244087E-16    0.226505E-15   -0.100000E+01    0.770863E+05    0.423155E-01    0.957684E+00
    0.130144E-04    0.263271E+00   -0.246446E-16    0.229414E-15   -0.100000E+01    0.768382E+05    0.424464E-01    0.957554E+00
    0.130564E-04    0.263271E+00   -0.248827E-16    0.232360E-15   -0.100000E+01    0.765908E+05    0.425776E-01    0.957422E+00
    0.130986E-04    0.263271E+00   -0.251231E-16    0.235344E-15   -0.100000E+01    0.763443E+05    0.427093E-01    0.957291E+00
    0.131409E-04    0.263271E+00   -0.253658E-16    0.238366E-15   -0.100000E+01    0.760985E+05    0.428413E-01    0.957159E+00
    0.131833E-04    0.263271E+00   -0.256109E-16    0.241426E-15   -0.100000E+01    0.758536E+05    0.429737E-01    0.957026E+00
    0.132259E-04    0.263271E+00   -0.258583E-16    0.244526E-15   -0.100000E+01    0.756094E+05    0.431065E-01    0.956894E+00
    0.132686E-04    0.263271E+00   -0.261081E-16    0.247666E-15   -0.100000E+01    0.753660E+05    0.432397E-01    0.956760E+00
    0.133114E-04    0.263271E+00   -0.263603E-16    0.250846E-15   -0.100000E+01    0.751234E+05    0.433733E-01    0.956627E+00
    0.133544E-04    0.263271E+00   -0.266150E-16    0.254066E-15   -0.100000E+01    0.748816E+05    0.435073E-01    0.956493E+00
    0.133976E-04    0.263271E+00   -0.268721E-16    0.257328E-15   -0.100000E+01    0.746405E+05    0.436416E-01    0.956358E+00
    0.134408E-04    0.263271E+00   -0.271317E-16    0.260632E-15   -0.100000E+01    0.744002E+05    0.437764E-01    0.956224E+00
    0.134842E-04    0.263271E+00   -0.273937E-16    0.263978E-15   -0.100000E+01    0.741607E+05    0.439116E-01    0.956088E+00
    0.135278E-04    0.263271E+00   -0.276584E-16    0.267366E-15   -0.100000E+01    0.739220E+05    0.440471E-01    0.955953E+00
    0.135715E-04    0.263271E+00   -0.279255E-16    0.270798E-15   -0.100000E+01    0.736840E+05    0.441831E-01    0.955817E+00
    0.136153E-04    0.263271E+00   -0.281953E-16    0.274274E-15   -0.100000E+01    0.734469E+05    0.443195E-01    0.955681E+00
    0.136593E-04    0.263271E+00   -0.284676E-16    0.277795E-15   -0.100000E+01    0.732104E+05    0.444562E-01    0.955544E+00
    0.137034E-04    0.263271E+00   -0.287426E-16    0.281360E-15   -0.100000E+01    0.729748E+05    0.445934E-01    0.955407E+00
    0.137476E-04    0.263271E+00   -0.290202E-16    0.284971E-15   -0.100000E+01    0.727398E+05    0.447310E-01    0.955269E+00
    0.137920E-04    0.263271E+00   -0.293005E-16    0.288629E-15   -0.100000E+01    0.725057E+05    0.448689E-01    0.955131E+00
    0.138366E-04    0.263271E+00   -0.295835E-16    0.292333E-15   -0.100000E+01    0.722723E+05    0.450073E-01    0.954993E+00
    0.138812E-04    0.263271E+00   -0.298692E-16    0.296085E-15   -0.100000E+01    0.720396E+05    0.451461E-01    0.954854E+00
    0.139261E-04    0.263271E+00   -0.301577E-16    0.299884E-15   -0.100000E+01    0.718077E+05    0.452853E-01    0.954715E+00
    0.139710E-04    0.263271E+00   -0.304490E-16    0.303733E-15   -0.100000E+01    0.715766E+05    0.454249E-01    0.954575E+00
    0.140162E-04    0.263271E+00   -0.307430E-16    0.307630E-15   -0.100000E+01    0.713462E+05    0.455649E-01    0.954435E+00
    0.140614E-04    0.263271E+00   -0.310399E-16    0.311577E-15   -0.100000E+01    0.711165E+05    0.457053E-01    0.954295E+00
    0.141068E-04    0.263271E+00   -0.313397E-16    0.315575E-15   -0.100000E+01    0.708876E+05    0.458462E-01    0.954154E+00
    0.141524E-04    0.263271E+00   -0.316423E-16    0.319624E-15   -0.100000E+01    0.706594E+05    0.459874E-01    0.954013E+00
    0.141981E-04    0.263271E+00   -0.319479E-16    0.323725E-15   -0.100000E+01    0.704319E+05    0.461291E-01    0.953871E+00
    0.142440E-04    0.263271E+00   -0.322564E-16    0.327878E-15   -0.100000E+01    0.702052E+05    0.462712E-01    0.953729E+00
    0.142900E-04    0.263271E+00   -0.325679E-16    0.332085E-15   -0.100000E+01    0.699792E+05    0.464137E-01    0.953586E+00
    0.143361E-04    0.263271E+00   -0.328824E-16    0.336345E-15   -0.100000E+01    0.697539E+05    0.465566E-01    0.953443E+00
    0.143824E-04    0.263271E+00   -0.331999E-16    0.340660E-15   -0.100000E+01    0.695294E+05    0.466999E-01    0.953300E+00
    0.144289E-04    0.263271E+00   -0.335205E-16    0.345030E-15   -0.100000E+01    0.693056E+05    0.468437E-01    0.953156E+00
    0.144755E-04    0.263271E+00   -0.338441E-16    0.349456E-15   -0.100000E+01    0.690825E+05    0.469878E-01    0.953012E+00
    0.145222E-04    0.263271E+00   -0.341709E-16    0.353938E-15   -0.100000E+01    0.688601E+05    0.471324E-01    0.952868E+00
    0.145691E-04    0.263271E+00   -0.345008E-16    0.358478E-15   -0.100000E+01    0.686384E+05    0.472774E-01    0.952723E+00
    0.146161E-04    0.263271E+00   -0.348339E-16    0.363076E-15   -0.100000E+01    0.684175E+05    0.474229E-01    0.952577E+00
    0.146634E-04    0.263271E+00   -0.351703E-16    0.367732E-15   -0.100000E+01    0.681972E+05    0.475687E-01    0.952431E+00
    0.147107E-04    0.263271E+00   -0.355098E-16    0.372448E-15   -0.100000E+01    0.679777E+05    0.477150E-01    0.952285E+00
    0.147582E-04    0.263271E+00   -0.358526E-16    0.377225E-15   -0.100000E+01    0.677589E+05    0.478618E-01    0.952138E+00
    0.148059E-04    0.263271E+00   -0.361988E-16    0.382062E-15   -0.100000E+01    0.675408E+05    0.480089E-01    0.951991E+00
    0.148537E-04    0.263271E+00   -0.365482E-16    0.386962E-15   -0.100000E+01    0.673233E+05    0.481565E-01    0.951844E+00
    0.149017E-04    0.263271E+00   -0.369011E-16    0.391924E-15   -0.100000E+01    0.671066E+05    0.483045E-01    0.951696E+00
    0.149498E-04    0.263271E+00   -0.372573E-16    0.396949E-15   -0.100000E+01    0.668906E+05    0.484529E-01    0.951547E+00
    0.149981E-04    0.263271E+00   -0.376170E-16    0.402039E-15   -0.100000E+01    0.666753E+05    0.486018E-01    0.951398E+00
    0.150465E-04    0.263271E+00   -0.379801E-16    0.407194E-15   -0.100000E+01    0.664606E+05    0.487511E-01    0.951249E+00
    0.150951E-04    0.263271E+00   -0.383467E-16    0.412414E-15   -0.100000E+01    0.662467E+05    0.489008E-01    0.951099E+00
    0.151438E-04    0.263271E+00   -0.387169E-16    0.417702E-15   -0.100000E+01    0.660334E+05    0.490510E-01    0.950949E+00
    0.151927E-04    0.263271E+00   -0.390906E-16    0.423057E-15   -0.100000E+01    0.658209E+05    0.492016E-01    0.950798E+00
    0.152418E-04    0.263271E+00   -0.394679E-16    0.428480E-15   -0.100000E+01    0.656090E+05    0.493527E-01    0.950647E+00
    0.152910E-04    0.263271E+00   -0.398489E-16    0.433973E-15   -0.100000E+01    0.653978E+05    0.495042E-01    0.950496E+00
    0.153404E-04    0.263271E+00   -0.402335E-16    0.439536E-15   -0.100000E+01    0.651873E+05    0.496561E-01    0.950344E+00
    0.153900E-04    0.263271E+00   -0.406218E-16    0.445170E-15   -0.100000E+01    0.649774E+05    0.498085E-01    0.950192E+00
    0.154397E-04    0.263271E+00   -0.410139E-16    0.450876E-15   -0.100000E+01    0.647683E+05    0.499613E-01    0.950039E+00
    0.154895E-04    0.263271E+00   -0.414097E-16    0.456655E-15   -0.100000E+01    0.645598E+05    0.501146E-01    0.949885E+00
    0.155395E-04    0.263271E+00   -0.418094E-16    0.462508E-15   -0.100000E+01    0.643520E+05    0.502683E-01    0.949732E+00
    0.155897E-04    0.263271E+00   -0.422129E-16    0.468435E-15   -0.100000E+01    0.641448E+05    0.504224E-01    0.949578E+00
    0.156401E-04    0.263271E+00   -0.426203E-16    0.474439E-15   -0.100000E+01    0.639383E+05    0.505770E-01    0.949423E+00
    0.156906E-04    0.263271E+00   -0.430316E-16    0.480519E-15   -0.100000E+01    0.637325E+05    0.507321E-01    0.949268E+00
    0.157413E-04    0.263271E+00   -0.434468E-16    0.486676E-15   -0.100000E+01    0.635273E+05    0.508876E-01    0.949112E+00
    0.157921E-04    0.263271E+00   -0.438661E-16    0.492913E-15   -0.100000E+01    0.633228E+05    0.510435E-01    0.948956E+00
    0.158431E-04    0.263271E+00   -0.442894E-16    0.499229E-15   -0.100000E+01    0.631190E+05    0.511999E-01    0.948800E+00
    0.158943E-04    0.263271E+00   -0.447168E-16    0.505625E-15   -0.100000E+01    0.629158E+05    0.513568E-01    0.948643E+00
    0.159456E-04    0.263271E+00   -0.451483E-16    0.512104E-15   -0.100000E+01    0.627133E+05    0.515141E-01    0.948486E+00
    0.159971E-04    0.263271E+00   -0.455839E-16    0.518665E-15   -0.100000E+01    0.625114E+05    0.516719E-01    0.948328E+00
    0.160487E-04    0.263271E+00   -0.460238E-16    0.525310E-15   -0.100000E+01    0.623102E+05    0.518301E-01    0.948170E+00
    0.161006E-04    0.263271E+00   -0.464679E-16    0.532040E-15   -0.100000E+01    0.621096E+05    0.519888E-01    0.948011E+00
    0.161526E-04    0.263271E+00   -0.469162E-16    0.538855E-15   -0.100000E+01    0.619097E+05    0.521479E-01    0.947852E+00
    0.162047E-04    0.263271E+00   -0.473689E-16    0.545758E-15   -0.100000E+01    0.617104E+05    0.523075E-01    0.947692E+00
    0.162571E-04    0.263271E+00   -0.478259E-16    0.552749E-15   -0.100000E+01    0.615117E+05    0.524676E-01    0.947532E+00
    0.163096E-04    0.263271E+00   -0.482873E-16    0.559829E-15   -0.100000E+01    0.613137E+05    0.526281E-01    0.947372E+00
    0.163622E-04    0.263271E+00   -0.487532E-16    0.567000E-15   -0.100000E+01    0.611163E+05    0.527891E-01    0.947211E+00
    0.164151E-04    0.263271E+00   -0.492235E-16    0.574262E-15   -0.100000E+01    0.609196E+05    0.529506E-01    0.947049E+00
    0.164681E-04    0.263271E+00   -0.496984E-16    0.581616E-15   -0.100000E+01    0.607235E+05    0.531125E-01    0.946888E+00
    0.165213E-04    0.263271E+00   -0.501778E-16    0.589065E-15   -0.100000E+01    0.605280E+05    0.532749E-01    0.946725E+00
    0.165746E-04    0.263271E+00   -0.506619E-16    0.596609E-15   -0.100000E+01    0.603332E+05    0.534377E-01    0.946562E+00
    0.166282E-04    0.263271E+00   -0.511506E-16    0.604249E-15   -0.100000E+01    0.601389E+05    0.536010E-01    0.946399E+00
    0.166819E-04    0.263271E+00   -0.516440E-16    0.611987E-15   -0.100000E+01    0.599454E+05    0.537648E-01    0.946235E+00
    0.167357E-04    0.263271E+00   -0.521422E-16    0.619823E-15   -0.100000E+01    0.597524E+05    0.539291E-01    0.946071E+00
    0.167898E-04    0.263271E+00   -0.526452E-16    0.627759E-15   -0.100000E+01    0.595600E+05    0.540938E-01    0.945906E+00
    0.168440E-04    0.263271E+00   -0.531530E-16    0.635797E-15   -0.100000E+01    0.593683E+05    0.542591E-01    0.945741E+00
    0.168984E-04    0.263271E+00   -0.536656E-16    0.643937E-15   -0.100000E+01    0.591772E+05    0.544248E-01    0.945575E+00
    0.169530E-04    0.263271E+00   -0.541833E-16    0.652181E-15   -0.100000E+01    0.589867E+05    0.545909E-01    0.945409E+00
    0.170077E-04    0.263271E+00   -0.547059E-16    0.660530E-15   -0.100000E+01    0.587968E+05    0.547576E-01    0.945242E+00
    0.170626E-04    0.263271E+00   -0.552335E-16    0.668986E-15   -0.100000E+01    0.586076E+05    0.549247E-01    0.945075E+00
    0.171178E-04    0.263271E+00   -0.557662E-16    0.677550E-15   -0.100000E+01    0.584189E+05    0.550923E-01    0.944908E+00
    0.171730E-04    0.263271E+00   -0.563040E-16    0.686223E-15   -0.100000E+01    0.582308E+05    0.552604E-01    0.944740E+00
    0.172285E-04    0.263271E+00   -0.568470E-16    0.695006E-15   -0.100000E+01    0.580434E+05    0.554290E-01    0.944571E+00
    0.172841E-04    0.263271E+00   -0.573952E-16    0.703902E-15   -0.100000E+01    0.578565E+05    0.555980E-01    0.944402E+00
    0.173399E-04    0.263271E+00   -0.579487E-16    0.712911E-15   -0.100000E+01    0.576703E+05    0.557675E-01    0.944232E+00
    0.173959E-04    0.263271E+00   -0.585076E-16    0.722035E-15   -0.100000E+01    0.574847E+05    0.559376E-01    0.944062E+00
    0.174521E-04    0.263271E+00   -0.590718E-16    0.731275E-15   -0.100000E+01    0.572996E+05    0.561081E-01    0.943892E+00
    0.175085E-04    0.263271E+00   -0.596414E-16    0.740633E-15   -0.100000E+01    0.571152E+05    0.562791E-01    0.943721E+00
    0.175650E-04    0.263271E+00   -0.602165E-16    0.750111E-15   -0.100000E+01    0.569313E+05    0.564506E-01    0.943549E+00
    0.176218E-04    0.263271E+00   -0.607971E-16    0.759709E-15   -0.100000E+01    0.567480E+05    0.566226E-01    0.943377E+00
    0.176787E-04    0.263271E+00   -0.613834E-16    0.769430E-15   -0.100000E+01    0.565654E+05    0.567950E-01    0.943205E+00
    0.177358E-04    0.263271E+00   -0.619752E-16    0.779275E-15   -0.100000E+01    0.563833E+05    0.569680E-01    0.943032E+00
    0.177930E-04    0.263271E+00   -0.625728E-16    0.789245E-15   -0.100000E+01    0.562018E+05    0.571415E-01    0.942859E+00
    0.178505E-04    0.263271E+00   -0.631761E-16    0.799342E-15   -0.100000E+01    0.560208E+05    0.573154E-01    0.942685E+00
    0.179081E-04    0.263271E+00   -0.637851E-16    0.809568E-15   -0.100000E+01    0.558405E+05    0.574899E-01    0.942510E+00
    0.179660E-04    0.263271E+00   -0.644001E-16    0.819925E-15   -0.100000E+01    0.556608E+05    0.576648E-01    0.942335E+00
    0.180240E-04    0.263271E+00   -0.650210E-16    0.830413E-15   -0.100000E+01    0.554816E+05    0.578403E-01    0.942160E+00
    0.180822E-04    0.263271E+00   -0.656478E-16    0.841035E-15   -0.100000E+01    0.553030E+05    0.580162E-01    0.941984E+00
