#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   555   0.255393E+04   0.106004E+02   0.393910E-05   0.106004E+02   0.924095E+01  -0.105589E-06   0.393910E-05  -0.105589E-06   0.158990E-07
   556   0.254911E+04   0.116593E+02   0.396463E-05   0.116593E+02   0.941165E+01  -0.120906E-06   0.396463E-05  -0.120906E-06   0.158550E-07
   557   0.254412E+04   0.126981E+02   0.399099E-05   0.126981E+02   0.958726E+01  -0.136194E-06   0.399099E-05  -0.136194E-06   0.158112E-07
   558   0.253893E+04   0.137161E+02   0.401816E-05   0.137161E+02   0.976775E+01  -0.151451E-06   0.401816E-05  -0.151451E-06   0.157676E-07
   559   0.253356E+04   0.147128E+02   0.404614E-05   0.147128E+02   0.995306E+01  -0.166674E-06   0.404614E-05  -0.166674E-06   0.157241E-07
   560   0.252801E+04   0.156876E+02   0.407491E-05   0.156876E+02   0.101432E+02  -0.181862E-06   0.407491E-05  -0.181862E-06   0.156808E-07
   561   0.252228E+04   0.166399E+02   0.410447E-05   0.166399E+02   0.103379E+02  -0.197011E-06   0.410447E-05  -0.197011E-06   0.156377E-07
   562   0.251637E+04   0.175691E+02   0.413479E-05   0.175691E+02   0.105374E+02  -0.212121E-06   0.413479E-05  -0.212121E-06   0.155947E-07
   563   0.251029E+04   0.184747E+02   0.416588E-05   0.184747E+02   0.107414E+02  -0.227188E-06   0.416588E-05  -0.227188E-06   0.155519E-07
   564   0.250405E+04   0.193561E+02   0.419772E-05   0.193561E+02   0.109500E+02  -0.242210E-06   0.419772E-05  -0.242210E-06   0.155093E-07
   565   0.249763E+04   0.202127E+02   0.423030E-05   0.202127E+02   0.111631E+02  -0.257185E-06   0.423030E-05  -0.257185E-06   0.154669E-07
   566   0.249105E+04   0.210442E+02   0.426360E-05   0.210442E+02   0.113806E+02  -0.272111E-06   0.426360E-05  -0.272111E-06   0.154246E-07
   567   0.248431E+04   0.218500E+02   0.429762E-05   0.218500E+02   0.116023E+02  -0.286986E-06   0.429762E-05  -0.286986E-06   0.153825E-07
   568   0.247742E+04   0.226295E+02   0.433234E-05   0.226295E+02   0.118284E+02  -0.301807E-06   0.433234E-05  -0.301807E-06   0.153405E-07
   569   0.247037E+04   0.233823E+02   0.436775E-05   0.233823E+02   0.120586E+02  -0.316571E-06   0.436775E-05  -0.316571E-06   0.152987E-07
   570   0.246317E+04   0.241080E+02   0.440384E-05   0.241080E+02   0.122929E+02  -0.331278E-06   0.440384E-05  -0.331278E-06   0.152571E-07
   571   0.245582E+04   0.248060E+02   0.444061E-05   0.248060E+02   0.125313E+02  -0.345924E-06   0.444061E-05  -0.345924E-06   0.152157E-07
   572   0.244834E+04   0.254760E+02   0.447803E-05   0.254760E+02   0.127735E+02  -0.360508E-06   0.447803E-05  -0.360508E-06   0.151744E-07
   573   0.244071E+04   0.261175E+02   0.451609E-05   0.261175E+02   0.130196E+02  -0.375026E-06   0.451609E-05  -0.375026E-06   0.151333E-07
   574   0.243296E+04   0.267302E+02   0.455479E-05   0.267302E+02   0.132695E+02  -0.389477E-06   0.455479E-05  -0.389477E-06   0.150923E-07
   575   0.242508E+04   0.273138E+02   0.459412E-05   0.273138E+02   0.135231E+02  -0.403859E-06   0.459412E-05  -0.403859E-06   0.150516E-07
   576   0.241708E+04   0.278680E+02   0.463406E-05   0.278680E+02   0.137803E+02  -0.418169E-06   0.463406E-05  -0.418169E-06   0.150109E-07
   577   0.240897E+04   0.283922E+02   0.467460E-05   0.283922E+02   0.140410E+02  -0.432404E-06   0.467460E-05  -0.432404E-06   0.149705E-07
   578   0.240075E+04   0.288860E+02   0.471572E-05   0.288860E+02   0.143051E+02  -0.446564E-06   0.471572E-05  -0.446564E-06   0.149301E-07
   579   0.239242E+04   0.293494E+02   0.475743E-05   0.293494E+02   0.145726E+02  -0.460645E-06   0.475743E-05  -0.460645E-06   0.148900E-07
   580   0.238399E+04   0.297819E+02   0.479970E-05   0.297819E+02   0.148432E+02  -0.474645E-06   0.479970E-05  -0.474645E-06   0.148500E-07
   581   0.237547E+04   0.301830E+02   0.484253E-05   0.301830E+02   0.151170E+02  -0.488562E-06   0.484253E-05  -0.488562E-06   0.148102E-07
   582   0.236686E+04   0.305525E+02   0.488590E-05   0.305525E+02   0.153938E+02  -0.502394E-06   0.488590E-05  -0.502394E-06   0.147705E-07
   583   0.235816E+04   0.308902E+02   0.492981E-05   0.308902E+02   0.156735E+02  -0.516139E-06   0.492981E-05  -0.516139E-06   0.147310E-07
   584   0.234938E+04   0.311955E+02   0.497423E-05   0.311955E+02   0.159560E+02  -0.529793E-06   0.497423E-05  -0.529793E-06   0.146916E-07
   585   0.234053E+04   0.314682E+02   0.501916E-05   0.314682E+02   0.162412E+02  -0.543356E-06   0.501916E-05  -0.543356E-06   0.146524E-07
   586   0.233160E+04   0.317081E+02   0.506460E-05   0.317081E+02   0.165291E+02  -0.556824E-06   0.506460E-05  -0.556824E-06   0.146133E-07
   587   0.232261E+04   0.319150E+02   0.511052E-05   0.319150E+02   0.168195E+02  -0.570196E-06   0.511052E-05  -0.570196E-06   0.145744E-07
   588   0.231357E+04   0.320886E+02   0.515691E-05   0.320886E+02   0.171122E+02  -0.583469E-06   0.515691E-05  -0.583469E-06   0.145357E-07
   589   0.230446E+04   0.322288E+02   0.520377E-05   0.322288E+02   0.174072E+02  -0.596641E-06   0.520377E-05  -0.596641E-06   0.144971E-07
   590   0.229530E+04   0.323353E+02   0.525108E-05   0.323353E+02   0.177044E+02  -0.609710E-06   0.525108E-05  -0.609710E-06   0.144586E-07
   591   0.228610E+04   0.324079E+02   0.529883E-05   0.324079E+02   0.180036E+02  -0.622673E-06   0.529883E-05  -0.622673E-06   0.144203E-07
   592   0.227686E+04   0.324465E+02   0.534702E-05   0.324465E+02   0.183047E+02  -0.635528E-06   0.534702E-05  -0.635528E-06   0.143822E-07
   593   0.226758E+04   0.324509E+02   0.539562E-05   0.324509E+02   0.186077E+02  -0.648273E-06   0.539562E-05  -0.648273E-06   0.143442E-07
   594   0.225826E+04   0.324210E+02   0.544462E-05   0.324210E+02   0.189124E+02  -0.660906E-06   0.544462E-05  -0.660906E-06   0.143063E-07
   595   0.224893E+04   0.323568E+02   0.549403E-05   0.323568E+02   0.192186E+02  -0.673424E-06   0.549403E-05  -0.673424E-06   0.142686E-07
   596   0.223957E+04   0.322580E+02   0.554381E-05   0.322580E+02   0.195263E+02  -0.685825E-06   0.554381E-05  -0.685825E-06   0.142311E-07
   597   0.223020E+04   0.321246E+02   0.559397E-05   0.321246E+02   0.198353E+02  -0.698107E-06   0.559397E-05  -0.698107E-06   0.141937E-07
   598   0.222081E+04   0.319566E+02   0.564450E-05   0.319566E+02   0.201454E+02  -0.710268E-06   0.564450E-05  -0.710268E-06   0.141564E-07
   599   0.221142E+04   0.317537E+02   0.569537E-05   0.317537E+02   0.204567E+02  -0.722306E-06   0.569537E-05  -0.722306E-06   0.141193E-07
   600   0.220202E+04   0.315161E+02   0.574658E-05   0.315161E+02   0.207690E+02  -0.734217E-06   0.574658E-05  -0.734217E-06   0.140823E-07
   601   0.219263E+04   0.312438E+02   0.579811E-05   0.312438E+02   0.210820E+02  -0.746001E-06   0.579811E-05  -0.746001E-06   0.140454E-07
   602   0.218324E+04   0.309368E+02   0.584997E-05   0.309368E+02   0.213958E+02  -0.757656E-06   0.584997E-05  -0.757656E-06   0.140087E-07
   603   0.217387E+04   0.305952E+02   0.590212E-05   0.305952E+02   0.217102E+02  -0.769182E-06   0.590212E-05  -0.769182E-06   0.139722E-07
   604   0.216452E+04   0.302190E+02   0.595458E-05   0.302190E+02   0.220250E+02  -0.780579E-06   0.595458E-05  -0.780579E-06   0.139358E-07
   605   0.215518E+04   0.298084E+02   0.600731E-05   0.298084E+02   0.223402E+02  -0.791845E-06   0.600731E-05  -0.791845E-06   0.138995E-07
   606   0.214587E+04   0.293633E+02   0.606031E-05   0.293633E+02   0.226556E+02  -0.802981E-06   0.606031E-05  -0.802981E-06   0.138633E-07
   607   0.213659E+04   0.288839E+02   0.611358E-05   0.288839E+02   0.229712E+02  -0.813985E-06   0.611358E-05  -0.813985E-06   0.138273E-07
   608   0.212735E+04   0.283704E+02   0.616709E-05   0.283704E+02   0.232867E+02  -0.824858E-06   0.616709E-05  -0.824858E-06   0.137915E-07
   609   0.211815E+04   0.278228E+02   0.622084E-05   0.278228E+02   0.236021E+02  -0.835599E-06   0.622084E-05  -0.835599E-06   0.137558E-07
   610   0.210899E+04   0.272414E+02   0.627482E-05   0.272414E+02   0.239172E+02  -0.846207E-06   0.627482E-05  -0.846207E-06   0.137202E-07
   611   0.209988E+04   0.266262E+02   0.632901E-05   0.266262E+02   0.242319E+02  -0.856682E-06   0.632901E-05  -0.856682E-06   0.136847E-07
   612   0.209082E+04   0.259773E+02   0.638341E-05   0.259773E+02   0.245460E+02  -0.867024E-06   0.638341E-05  -0.867024E-06   0.136494E-07
   613   0.208182E+04   0.252951E+02   0.643800E-05   0.252951E+02   0.248595E+02  -0.877231E-06   0.643800E-05  -0.877231E-06   0.136142E-07
   614   0.207289E+04   0.245796E+02   0.649277E-05   0.245796E+02   0.251722E+02  -0.887304E-06   0.649277E-05  -0.887304E-06   0.135792E-07
   615   0.206401E+04   0.238313E+02   0.654771E-05   0.238313E+02   0.254840E+02  -0.897242E-06   0.654771E-05  -0.897242E-06   0.135443E-07
   616   0.205522E+04   0.230506E+02   0.660281E-05   0.230506E+02   0.257947E+02  -0.907044E-06   0.660281E-05  -0.907044E-06   0.135095E-07
   617   0.204650E+04   0.222377E+02   0.665806E-05   0.222377E+02   0.261044E+02  -0.916710E-06   0.665806E-05  -0.916710E-06   0.134749E-07
   618   0.203786E+04   0.213929E+02   0.671344E-05   0.213929E+02   0.264129E+02  -0.926239E-06   0.671344E-05  -0.926239E-06   0.134404E-07
   619   0.202930E+04   0.205166E+02   0.676896E-05   0.205166E+02   0.267199E+02  -0.935631E-06   0.676896E-05  -0.935631E-06   0.134060E-07
   620   0.202084E+04   0.196092E+02   0.682458E-05   0.196092E+02   0.270256E+02  -0.944885E-06   0.682458E-05  -0.944885E-06   0.133717E-07
   621   0.201247E+04   0.186709E+02   0.688031E-05   0.186709E+02   0.273297E+02  -0.954002E-06   0.688031E-05  -0.954002E-06   0.133376E-07
   622   0.200421E+04   0.177021E+02   0.693613E-05   0.177021E+02   0.276320E+02  -0.962979E-06   0.693613E-05  -0.962979E-06   0.133036E-07
   623   0.199604E+04   0.167032E+02   0.699203E-05   0.167032E+02   0.279325E+02  -0.971818E-06   0.699203E-05  -0.971818E-06   0.132698E-07
   624   0.198798E+04   0.156745E+02   0.704800E-05   0.156745E+02   0.282311E+02  -0.980517E-06   0.704800E-05  -0.980517E-06   0.132360E-07
   625   0.198003E+04   0.146164E+02   0.710403E-05   0.146164E+02   0.285276E+02  -0.989075E-06   0.710403E-05  -0.989075E-06   0.132024E-07
   626   0.197220E+04   0.135292E+02   0.716011E-05   0.135292E+02   0.288219E+02  -0.997494E-06   0.716011E-05  -0.997494E-06   0.131689E-07
   627   0.196448E+04   0.124133E+02   0.721623E-05   0.124133E+02   0.291138E+02  -0.100577E-05   0.721623E-05  -0.100577E-05   0.131356E-07
   628   0.195689E+04   0.112691E+02   0.727236E-05   0.112691E+02   0.294032E+02  -0.101391E-05   0.727236E-05  -0.101391E-05   0.131024E-07
   629   0.194942E+04   0.100971E+02   0.732852E-05   0.100971E+02   0.296900E+02  -0.102190E-05   0.732852E-05  -0.102190E-05   0.130693E-07
   630   0.194208E+04   0.889784E+01   0.738467E-05   0.889784E+01   0.299742E+02  -0.102975E-05   0.738467E-05  -0.102975E-05   0.130363E-07
   631   0.193487E+04   0.767169E+01   0.744082E-05   0.767169E+01   0.302554E+02  -0.103746E-05   0.744082E-05  -0.103746E-05   0.130034E-07
   632   0.192780E+04   0.641923E+01   0.749694E-05   0.641923E+01   0.305338E+02  -0.104502E-05   0.749694E-05  -0.104502E-05   0.129707E-07
   633   0.192087E+04   0.514083E+01   0.755304E-05   0.514083E+01   0.308091E+02  -0.105244E-05   0.755304E-05  -0.105244E-05   0.129381E-07
   634   0.191408E+04   0.383707E+01   0.760909E-05   0.383707E+01   0.310812E+02  -0.105971E-05   0.760909E-05  -0.105971E-05   0.129056E-07
   635   0.190744E+04   0.250849E+01   0.766509E-05   0.250849E+01   0.313500E+02  -0.106684E-05   0.766509E-05  -0.106684E-05   0.128733E-07
   636   0.190095E+04   0.115563E+01   0.772103E-05   0.115563E+01   0.316154E+02  -0.107383E-05   0.772103E-05  -0.107383E-05   0.128410E-07
   637   0.189461E+04  -0.220958E+00   0.777689E-05  -0.220958E+00   0.318773E+02  -0.108067E-05   0.777689E-05  -0.108067E-05   0.128089E-07
   638   0.188843E+04  -0.162069E+01   0.783266E-05  -0.162069E+01   0.321355E+02  -0.108736E-05   0.783266E-05  -0.108736E-05   0.127769E-07
   639   0.188241E+04  -0.304302E+01   0.788833E-05  -0.304302E+01   0.323901E+02  -0.109390E-05   0.788833E-05  -0.109390E-05   0.127450E-07
   640   0.187654E+04  -0.448738E+01   0.794390E-05  -0.448738E+01   0.326407E+02  -0.110030E-05   0.794390E-05  -0.110030E-05   0.127133E-07
   641   0.187085E+04  -0.595319E+01   0.799934E-05  -0.595319E+01   0.328875E+02  -0.110655E-05   0.799934E-05  -0.110655E-05   0.126816E-07
   642   0.186531E+04  -0.743982E+01   0.805466E-05  -0.743982E+01   0.331301E+02  -0.111264E-05   0.805466E-05  -0.111264E-05   0.126501E-07
   643   0.185996E+04  -0.894660E+01   0.810983E-05  -0.894660E+01   0.333686E+02  -0.111859E-05   0.810983E-05  -0.111859E-05   0.126187E-07
   644   0.185477E+04  -0.104729E+02   0.816484E-05  -0.104729E+02   0.336028E+02  -0.112440E-05   0.816484E-05  -0.112440E-05   0.125874E-07
   645   0.184975E+04  -0.120180E+02   0.821969E-05  -0.120180E+02   0.338326E+02  -0.113005E-05   0.821969E-05  -0.113005E-05   0.125562E-07
   646   0.184492E+04  -0.135814E+02   0.827436E-05  -0.135814E+02   0.340578E+02  -0.113555E-05   0.827436E-05  -0.113555E-05   0.125252E-07
   647   0.184027E+04  -0.151623E+02   0.832885E-05  -0.151623E+02   0.342784E+02  -0.114089E-05   0.832885E-05  -0.114089E-05   0.124942E-07
   648   0.183579E+04  -0.167601E+02   0.838314E-05  -0.167601E+02   0.344942E+02  -0.114609E-05   0.838314E-05  -0.114609E-05   0.124634E-07
   649   0.183150E+04  -0.183740E+02   0.843722E-05  -0.183740E+02   0.347053E+02  -0.115113E-05   0.843722E-05  -0.115113E-05   0.124327E-07
   650   0.182740E+04  -0.200034E+02   0.849107E-05  -0.200034E+02   0.349114E+02  -0.115603E-05   0.849107E-05  -0.115603E-05   0.124021E-07
   651   0.182348E+04  -0.216476E+02   0.854470E-05  -0.216476E+02   0.351125E+02  -0.116077E-05   0.854470E-05  -0.116077E-05   0.123716E-07
   652   0.181975E+04  -0.233057E+02   0.859808E-05  -0.233057E+02   0.353086E+02  -0.116535E-05   0.859808E-05  -0.116535E-05   0.123412E-07
   653   0.181621E+04  -0.249773E+02   0.865123E-05  -0.249773E+02   0.354997E+02  -0.116978E-05   0.865123E-05  -0.116978E-05   0.123109E-07
   654   0.181287E+04  -0.266617E+02   0.870412E-05  -0.266617E+02   0.356857E+02  -0.117407E-05   0.870412E-05  -0.117407E-05   0.122808E-07
   655   0.180973E+04  -0.283581E+02   0.875676E-05  -0.283581E+02   0.358664E+02  -0.117820E-05   0.875676E-05  -0.117820E-05   0.122507E-07
   656   0.180678E+04  -0.300657E+02   0.880914E-05  -0.300657E+02   0.360419E+02  -0.118217E-05   0.880914E-05  -0.118217E-05   0.122208E-07
   657   0.180402E+04  -0.317840E+02   0.886126E-05  -0.317840E+02   0.362120E+02  -0.118600E-05   0.886126E-05  -0.118600E-05   0.121909E-07
   658   0.180147E+04  -0.335122E+02   0.891311E-05  -0.335122E+02   0.363768E+02  -0.118968E-05   0.891311E-05  -0.118968E-05   0.121612E-07
   659   0.179912E+04  -0.352495E+02   0.896469E-05  -0.352495E+02   0.365361E+02  -0.119321E-05   0.896469E-05  -0.119321E-05   0.121316E-07
   660   0.179696E+04  -0.369953E+02   0.901598E-05  -0.369953E+02   0.366898E+02  -0.119658E-05   0.901598E-05  -0.119658E-05   0.121021E-07
   661   0.179501E+04  -0.387488E+02   0.906699E-05  -0.387488E+02   0.368379E+02  -0.119981E-05   0.906699E-05  -0.119981E-05   0.120727E-07
   662   0.179326E+04  -0.405092E+02   0.911770E-05  -0.405092E+02   0.369803E+02  -0.120289E-05   0.911770E-05  -0.120289E-05   0.120434E-07
   663   0.179171E+04  -0.422758E+02   0.916812E-05  -0.422758E+02   0.371169E+02  -0.120582E-05   0.916812E-05  -0.120582E-05   0.120142E-07
   664   0.179037E+04  -0.440479E+02   0.921824E-05  -0.440479E+02   0.372478E+02  -0.120860E-05   0.921824E-05  -0.120860E-05   0.119851E-07
   665   0.178923E+04  -0.458247E+02   0.926805E-05  -0.458247E+02   0.373727E+02  -0.121123E-05   0.926805E-05  -0.121123E-05   0.119561E-07
   666   0.178829E+04  -0.476055E+02   0.931755E-05  -0.476055E+02   0.374918E+02  -0.121372E-05   0.931755E-05  -0.121372E-05   0.119273E-07
   667   0.178755E+04  -0.493894E+02   0.936674E-05  -0.493894E+02   0.376050E+02  -0.121606E-05   0.936674E-05  -0.121606E-05   0.118985E-07
   668   0.178702E+04  -0.511757E+02   0.941560E-05  -0.511757E+02   0.377122E+02  -0.121825E-05   0.941560E-05  -0.121825E-05   0.118698E-07
   669   0.178669E+04  -0.529638E+02   0.946413E-05  -0.529638E+02   0.378132E+02  -0.122029E-05   0.946413E-05  -0.122029E-05   0.118413E-07
   670   0.178657E+04  -0.547527E+02   0.951233E-05  -0.547527E+02   0.379083E+02  -0.122219E-05   0.951233E-05  -0.122219E-05   0.118128E-07
   671   0.178665E+04  -0.565418E+02   0.956019E-05  -0.565418E+02   0.379972E+02  -0.122394E-05   0.956019E-05  -0.122394E-05   0.117844E-07
   672   0.178693E+04  -0.583303E+02   0.960770E-05  -0.583303E+02   0.380800E+02  -0.122555E-05   0.960770E-05  -0.122555E-05   0.117562E-07
   673   0.178742E+04  -0.601174E+02   0.965487E-05  -0.601174E+02   0.381566E+02  -0.122701E-05   0.965487E-05  -0.122701E-05   0.117280E-07
   674   0.178811E+04  -0.619024E+02   0.970168E-05  -0.619024E+02   0.382271E+02  -0.122833E-05   0.970168E-05  -0.122833E-05   0.117000E-07
   675   0.178900E+04  -0.636845E+02   0.974813E-05  -0.636845E+02   0.382913E+02  -0.122951E-05   0.974813E-05  -0.122951E-05   0.116720E-07
   676   0.179010E+04  -0.654628E+02   0.979421E-05  -0.654628E+02   0.383492E+02  -0.123054E-05   0.979421E-05  -0.123054E-05   0.116441E-07
   677   0.179140E+04  -0.672368E+02   0.983993E-05  -0.672368E+02   0.384009E+02  -0.123142E-05   0.983993E-05  -0.123142E-05   0.116164E-07
   678   0.179289E+04  -0.690054E+02   0.988527E-05  -0.690054E+02   0.384462E+02  -0.123217E-05   0.988527E-05  -0.123217E-05   0.115887E-07
   679   0.179459E+04  -0.707678E+02   0.993023E-05  -0.707678E+02   0.384852E+02  -0.123277E-05   0.993023E-05  -0.123277E-05   0.115612E-07
   680   0.179648E+04  -0.725234E+02   0.997480E-05  -0.725234E+02   0.385178E+02  -0.123323E-05   0.997480E-05  -0.123323E-05   0.115337E-07
   681   0.179857E+04  -0.742711E+02   0.100190E-04  -0.742711E+02   0.385439E+02  -0.123354E-05   0.100190E-04  -0.123354E-05   0.115063E-07
   682   0.180085E+04  -0.760103E+02   0.100628E-04  -0.760103E+02   0.385636E+02  -0.123372E-05   0.100628E-04  -0.123372E-05   0.114791E-07
   683   0.180332E+04  -0.777401E+02   0.101061E-04  -0.777401E+02   0.385768E+02  -0.123375E-05   0.101061E-04  -0.123375E-05   0.114519E-07
   684   0.180600E+04  -0.794598E+02   0.101491E-04  -0.794598E+02   0.385834E+02  -0.123364E-05   0.101491E-04  -0.123364E-05   0.114248E-07
   685   0.180885E+04  -0.811686E+02   0.101917E-04  -0.811686E+02   0.385838E+02  -0.123340E-05   0.101917E-04  -0.123340E-05   0.113978E-07
   686   0.181190E+04  -0.828656E+02   0.102338E-04  -0.828656E+02   0.385776E+02  -0.123301E-05   0.102338E-04  -0.123301E-05   0.113709E-07
   687   0.181513E+04  -0.845508E+02   0.102755E-04  -0.845508E+02   0.385652E+02  -0.123248E-05   0.102755E-04  -0.123248E-05   0.113442E-07
   688   0.181856E+04  -0.862234E+02   0.103168E-04  -0.862234E+02   0.385463E+02  -0.123181E-05   0.103168E-04  -0.123181E-05   0.113175E-07
   689   0.182217E+04  -0.878820E+02   0.103577E-04  -0.878820E+02   0.385212E+02  -0.123101E-05   0.103577E-04  -0.123101E-05   0.112908E-07
   690   0.182596E+04  -0.895258E+02   0.103981E-04  -0.895258E+02   0.384899E+02  -0.123006E-05   0.103981E-04  -0.123006E-05   0.112643E-07
   691   0.182993E+04  -0.911547E+02   0.104381E-04  -0.911547E+02   0.384523E+02  -0.122898E-05   0.104381E-04  -0.122898E-05   0.112379E-07
   692   0.183409E+04  -0.927681E+02   0.104776E-04  -0.927681E+02   0.384085E+02  -0.122776E-05   0.104776E-04  -0.122776E-05   0.112116E-07
   693   0.183842E+04  -0.943652E+02   0.105166E-04  -0.943652E+02   0.383584E+02  -0.122640E-05   0.105166E-04  -0.122640E-05   0.111853E-07
   694   0.184292E+04  -0.959445E+02   0.105552E-04  -0.959445E+02   0.383022E+02  -0.122491E-05   0.105552E-04  -0.122491E-05   0.111592E-07
   695   0.184760E+04  -0.975059E+02   0.105934E-04  -0.975059E+02   0.382398E+02  -0.122328E-05   0.105934E-04  -0.122328E-05   0.111331E-07
   696   0.185244E+04  -0.990480E+02   0.106310E-04  -0.990480E+02   0.381711E+02  -0.122151E-05   0.106310E-04  -0.122151E-05   0.111072E-07
   697   0.185745E+04  -0.100571E+03   0.106682E-04  -0.100571E+03   0.380963E+02  -0.121960E-05   0.106682E-04  -0.121960E-05   0.110813E-07
   698   0.186262E+04  -0.102073E+03   0.107049E-04  -0.102073E+03   0.380154E+02  -0.121756E-05   0.107049E-04  -0.121756E-05   0.110555E-07
   699   0.186796E+04  -0.103554E+03   0.107411E-04  -0.103554E+03   0.379284E+02  -0.121539E-05   0.107411E-04  -0.121539E-05   0.110298E-07
   700   0.187346E+04  -0.105013E+03   0.107769E-04  -0.105013E+03   0.378354E+02  -0.121308E-05   0.107769E-04  -0.121308E-05   0.110042E-07
   701   0.187910E+04  -0.106450E+03   0.108121E-04  -0.106450E+03   0.377364E+02  -0.121063E-05   0.108121E-04  -0.121063E-05   0.109786E-07
   702   0.188490E+04  -0.107864E+03   0.108468E-04  -0.107864E+03   0.376315E+02  -0.120805E-05   0.108468E-04  -0.120805E-05   0.109532E-07
   703   0.189084E+04  -0.109255E+03   0.108810E-04  -0.109255E+03   0.375206E+02  -0.120534E-05   0.108810E-04  -0.120534E-05   0.109279E-07
   704   0.189695E+04  -0.110621E+03   0.109147E-04  -0.110621E+03   0.374039E+02  -0.120250E-05   0.109147E-04  -0.120250E-05   0.109026E-07
   705   0.190318E+04  -0.111963E+03   0.109479E-04  -0.111963E+03   0.372815E+02  -0.119953E-05   0.109479E-04  -0.119953E-05   0.108774E-07
   706   0.190956E+04  -0.113279E+03   0.109805E-04  -0.113279E+03   0.371533E+02  -0.119643E-05   0.109805E-04  -0.119643E-05   0.108523E-07
   707   0.191608E+04  -0.114569E+03   0.110126E-04  -0.114569E+03   0.370196E+02  -0.119320E-05   0.110126E-04  -0.119320E-05   0.108273E-07
   708   0.192272E+04  -0.115833E+03   0.110442E-04  -0.115833E+03   0.368802E+02  -0.118984E-05   0.110442E-04  -0.118984E-05   0.108024E-07
   709   0.192950E+04  -0.117069E+03   0.110752E-04  -0.117069E+03   0.367353E+02  -0.118635E-05   0.110752E-04  -0.118635E-05   0.107775E-07
   710   0.193641E+04  -0.118279E+03   0.111057E-04  -0.118279E+03   0.365850E+02  -0.118274E-05   0.111057E-04  -0.118274E-05   0.107528E-07
   711   0.194343E+04  -0.119460E+03   0.111356E-04  -0.119460E+03   0.364293E+02  -0.117901E-05   0.111356E-04  -0.117901E-05   0.107281E-07
   712   0.195059E+04  -0.120612E+03   0.111649E-04  -0.120612E+03   0.362684E+02  -0.117515E-05   0.111649E-04  -0.117515E-05   0.107035E-07
   713   0.195785E+04  -0.121736E+03   0.111937E-04  -0.121736E+03   0.361021E+02  -0.117117E-05   0.111937E-04  -0.117117E-05   0.106790E-07
   714   0.196523E+04  -0.122829E+03   0.112218E-04  -0.122829E+03   0.359307E+02  -0.116706E-05   0.112218E-04  -0.116706E-05   0.106546E-07
   715   0.197272E+04  -0.123892E+03   0.112494E-04  -0.123892E+03   0.357542E+02  -0.116284E-05   0.112494E-04  -0.116284E-05   0.106302E-07
   716   0.198031E+04  -0.124926E+03   0.112764E-04  -0.124926E+03   0.355726E+02  -0.115850E-05   0.112764E-04  -0.115850E-05   0.106059E-07
   717   0.198800E+04  -0.125927E+03   0.113028E-04  -0.125927E+03   0.353860E+02  -0.115404E-05   0.113028E-04  -0.115404E-05   0.105818E-07
   718   0.199579E+04  -0.126896E+03   0.113286E-04  -0.126896E+03   0.351944E+02  -0.114946E-05   0.113286E-04  -0.114946E-05   0.105576E-07
   719   0.200367E+04  -0.127833E+03   0.113538E-04  -0.127833E+03   0.349981E+02  -0.114476E-05   0.113538E-04  -0.114476E-05   0.105336E-07
   720   0.201164E+04  -0.128738E+03   0.113784E-04  -0.128738E+03   0.347969E+02  -0.113995E-05   0.113784E-04  -0.113995E-05   0.105097E-07
   721   0.201969E+04  -0.129610E+03   0.114023E-04  -0.129610E+03   0.345913E+02  -0.113502E-05   0.114023E-04  -0.113502E-05   0.104858E-07
   722   0.202782E+04  -0.130449E+03   0.114257E-04  -0.130449E+03   0.343811E+02  -0.112998E-05   0.114257E-04  -0.112998E-05   0.104620E-07
   723   0.203604E+04  -0.131254E+03   0.114483E-04  -0.131254E+03   0.341666E+02  -0.112483E-05   0.114483E-04  -0.112483E-05   0.104383E-07
   724   0.204433E+04  -0.132026E+03   0.114704E-04  -0.132026E+03   0.339479E+02  -0.111957E-05   0.114704E-04  -0.111957E-05   0.104147E-07
   725   0.205270E+04  -0.132764E+03   0.114918E-04  -0.132764E+03   0.337251E+02  -0.111419E-05   0.114918E-04  -0.111419E-05   0.103912E-07
   726   0.206113E+04  -0.133467E+03   0.115125E-04  -0.133467E+03   0.334982E+02  -0.110871E-05   0.115125E-04  -0.110871E-05   0.103677E-07
   727   0.206963E+04  -0.134136E+03   0.115326E-04  -0.134136E+03   0.332675E+02  -0.110312E-05   0.115326E-04  -0.110312E-05   0.103443E-07
   728   0.207820E+04  -0.134770E+03   0.115520E-04  -0.134770E+03   0.330328E+02  -0.109742E-05   0.115520E-04  -0.109742E-05   0.103210E-07
   729   0.208681E+04  -0.135368E+03   0.115707E-04  -0.135368E+03   0.327946E+02  -0.109161E-05   0.115707E-04  -0.109161E-05   0.102977E-07
   730   0.209548E+04  -0.135931E+03   0.115888E-04  -0.135931E+03   0.325526E+02  -0.108570E-05   0.115888E-04  -0.108570E-05   0.102746E-07
   731   0.210421E+04  -0.136459E+03   0.116061E-04  -0.136459E+03   0.323072E+02  -0.107968E-05   0.116061E-04  -0.107968E-05   0.102515E-07
   732   0.211296E+04  -0.136949E+03   0.116228E-04  -0.136949E+03   0.320582E+02  -0.107356E-05   0.116228E-04  -0.107356E-05   0.102285E-07
