#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   177   0.519502E+04  -0.373517E+02   0.179598E-03  -0.373517E+02   0.835659E+00  -0.710416E-06   0.179598E-03  -0.710416E-06   0.635024E-07
   178   0.521897E+04  -0.366369E+02   0.178105E-03  -0.366369E+02   0.824529E+00  -0.694968E-06   0.178105E-03  -0.694968E-06   0.631630E-07
   179   0.524247E+04  -0.358944E+02   0.176629E-03  -0.358944E+02   0.813510E+00  -0.679653E-06   0.176629E-03  -0.679653E-06   0.628263E-07
   180   0.526550E+04  -0.351241E+02   0.175169E-03  -0.351241E+02   0.802639E+00  -0.664464E-06   0.175169E-03  -0.664464E-06   0.624925E-07
   181   0.528806E+04  -0.343264E+02   0.173725E-03  -0.343264E+02   0.791948E+00  -0.649394E-06   0.173725E-03  -0.649394E-06   0.621615E-07
   182   0.531014E+04  -0.335013E+02   0.172297E-03  -0.335013E+02   0.781468E+00  -0.634435E-06   0.172297E-03  -0.634435E-06   0.618332E-07
   183   0.533174E+04  -0.326490E+02   0.170884E-03  -0.326490E+02   0.771222E+00  -0.619582E-06   0.170884E-03  -0.619582E-06   0.615076E-07
   184   0.535284E+04  -0.317698E+02   0.169486E-03  -0.317698E+02   0.761248E+00  -0.604827E-06   0.169486E-03  -0.604827E-06   0.611847E-07
   185   0.537344E+04  -0.308635E+02   0.168103E-03  -0.308635E+02   0.751586E+00  -0.590164E-06   0.168103E-03  -0.590164E-06   0.608645E-07
   186   0.539353E+04  -0.299307E+02   0.166734E-03  -0.299307E+02   0.742258E+00  -0.575585E-06   0.166734E-03  -0.575585E-06   0.605469E-07
   187   0.541311E+04  -0.289713E+02   0.165380E-03  -0.289713E+02   0.733297E+00  -0.561083E-06   0.165380E-03  -0.561083E-06   0.602319E-07
   188   0.543217E+04  -0.279857E+02   0.164038E-03  -0.279857E+02   0.724743E+00  -0.546653E-06   0.164038E-03  -0.546653E-06   0.599196E-07
   189   0.545070E+04  -0.269741E+02   0.162710E-03  -0.269741E+02   0.716630E+00  -0.532286E-06   0.162710E-03  -0.532286E-06   0.596097E-07
   190   0.546869E+04  -0.259368E+02   0.161395E-03  -0.259368E+02   0.708992E+00  -0.517977E-06   0.161395E-03  -0.517977E-06   0.593024E-07
   191   0.548615E+04  -0.248741E+02   0.160092E-03  -0.248741E+02   0.701863E+00  -0.503717E-06   0.160092E-03  -0.503717E-06   0.589976E-07
   192   0.550304E+04  -0.237861E+02   0.158801E-03  -0.237861E+02   0.695279E+00  -0.489501E-06   0.158801E-03  -0.489501E-06   0.586953E-07
   193   0.551938E+04  -0.226731E+02   0.157523E-03  -0.226731E+02   0.689274E+00  -0.475322E-06   0.157523E-03  -0.475322E-06   0.583954E-07
   194   0.553517E+04  -0.215357E+02   0.156255E-03  -0.215357E+02   0.683887E+00  -0.461172E-06   0.156255E-03  -0.461172E-06   0.580980E-07
   195   0.555038E+04  -0.203740E+02   0.154999E-03  -0.203740E+02   0.679153E+00  -0.447045E-06   0.154999E-03  -0.447045E-06   0.578029E-07
   196   0.556503E+04  -0.191885E+02   0.153753E-03  -0.191885E+02   0.675109E+00  -0.432934E-06   0.153753E-03  -0.432934E-06   0.575102E-07
   197   0.557911E+04  -0.179795E+02   0.152518E-03  -0.179795E+02   0.671794E+00  -0.418831E-06   0.152518E-03  -0.418831E-06   0.572198E-07
   198   0.559262E+04  -0.167475E+02   0.151293E-03  -0.167475E+02   0.669245E+00  -0.404731E-06   0.151293E-03  -0.404731E-06   0.569318E-07
   199   0.560555E+04  -0.154927E+02   0.150077E-03  -0.154927E+02   0.667499E+00  -0.390627E-06   0.150077E-03  -0.390627E-06   0.566460E-07
   200   0.561790E+04  -0.142158E+02   0.148870E-03  -0.142158E+02   0.666593E+00  -0.376510E-06   0.148870E-03  -0.376510E-06   0.563624E-07
   201   0.562966E+04  -0.129169E+02   0.147673E-03  -0.129169E+02   0.666565E+00  -0.362377E-06   0.147673E-03  -0.362377E-06   0.560811E-07
   202   0.564082E+04  -0.115966E+02   0.146484E-03  -0.115966E+02   0.667452E+00  -0.348227E-06   0.146484E-03  -0.348227E-06   0.558020E-07
   203   0.565137E+04  -0.102552E+02   0.145304E-03  -0.102552E+02   0.669289E+00  -0.334061E-06   0.145304E-03  -0.334061E-06   0.555251E-07
   204   0.566131E+04  -0.889328E+01   0.144133E-03  -0.889328E+01   0.672115E+00  -0.319880E-06   0.144133E-03  -0.319880E-06   0.552504E-07
   205   0.567060E+04  -0.751125E+01   0.142971E-03  -0.751125E+01   0.675964E+00  -0.305686E-06   0.142971E-03  -0.305686E-06   0.549778E-07
   206   0.567927E+04  -0.610951E+01   0.141817E-03  -0.610951E+01   0.680873E+00  -0.291480E-06   0.141817E-03  -0.291480E-06   0.547073E-07
   207   0.568729E+04  -0.468848E+01   0.140672E-03  -0.468848E+01   0.686880E+00  -0.277264E-06   0.140672E-03  -0.277264E-06   0.544390E-07
   208   0.569465E+04  -0.324875E+01   0.139536E-03  -0.324875E+01   0.694021E+00  -0.263039E-06   0.139536E-03  -0.263039E-06   0.541727E-07
   209   0.570139E+04  -0.179090E+01   0.138408E-03  -0.179090E+01   0.702331E+00  -0.248806E-06   0.138408E-03  -0.248806E-06   0.539085E-07
   210   0.570749E+04  -0.315504E+00   0.137288E-03  -0.315504E+00   0.711847E+00  -0.234567E-06   0.137288E-03  -0.234567E-06   0.536464E-07
   211   0.571296E+04   0.117688E+01   0.136177E-03   0.117688E+01   0.722608E+00  -0.220322E-06   0.136177E-03  -0.220322E-06   0.533864E-07
   212   0.571782E+04   0.268567E+01   0.135074E-03   0.268567E+01   0.734647E+00  -0.206073E-06   0.135074E-03  -0.206073E-06   0.531283E-07
   213   0.572206E+04   0.421028E+01   0.133979E-03   0.421028E+01   0.748002E+00  -0.191822E-06   0.133979E-03  -0.191822E-06   0.528723E-07
   214   0.572569E+04   0.575015E+01   0.132892E-03   0.575015E+01   0.762710E+00  -0.177570E-06   0.132892E-03  -0.177570E-06   0.526182E-07
   215   0.572871E+04   0.730465E+01   0.131814E-03   0.730465E+01   0.778801E+00  -0.163318E-06   0.131814E-03  -0.163318E-06   0.523662E-07
   216   0.573112E+04   0.887319E+01   0.130744E-03   0.887319E+01   0.796319E+00  -0.149067E-06   0.130744E-03  -0.149067E-06   0.521160E-07
   217   0.573289E+04   0.104551E+02   0.129682E-03   0.104551E+02   0.815295E+00  -0.134819E-06   0.129682E-03  -0.134819E-06   0.518679E-07
   218   0.573405E+04   0.120499E+02   0.128627E-03   0.120499E+02   0.835758E+00  -0.120575E-06   0.128627E-03  -0.120575E-06   0.516216E-07
   219   0.573458E+04   0.136569E+02   0.127581E-03   0.136569E+02   0.857752E+00  -0.106337E-06   0.127581E-03  -0.106337E-06   0.513772E-07
   220   0.573447E+04   0.152755E+02   0.126543E-03   0.152755E+02   0.881306E+00  -0.921049E-07   0.126543E-03  -0.921049E-07   0.511347E-07
   221   0.573373E+04   0.169049E+02   0.125512E-03   0.169049E+02   0.906451E+00  -0.778813E-07   0.125512E-03  -0.778813E-07   0.508941E-07
   222   0.573235E+04   0.185448E+02   0.124489E-03   0.185448E+02   0.933230E+00  -0.636670E-07   0.124489E-03  -0.636670E-07   0.506553E-07
   223   0.573034E+04   0.201942E+02   0.123474E-03   0.201942E+02   0.961666E+00  -0.494634E-07   0.123474E-03  -0.494634E-07   0.504183E-07
   224   0.572769E+04   0.218526E+02   0.122467E-03   0.218526E+02   0.991796E+00  -0.352719E-07   0.122467E-03  -0.352719E-07   0.501832E-07
   225   0.572442E+04   0.235192E+02   0.121467E-03   0.235192E+02   0.102364E+01  -0.210937E-07   0.121467E-03  -0.210937E-07   0.499498E-07
   226   0.572051E+04   0.251934E+02   0.120475E-03   0.251934E+02   0.105725E+01  -0.693024E-08   0.120475E-03  -0.693024E-08   0.497182E-07
   227   0.571598E+04   0.268745E+02   0.119490E-03   0.268745E+02   0.109264E+01   0.721723E-08   0.119490E-03   0.721723E-08   0.494883E-07
   228   0.571081E+04   0.285618E+02   0.118513E-03   0.285618E+02   0.112985E+01   0.213474E-07   0.118513E-03   0.213474E-07   0.492602E-07
   229   0.570503E+04   0.302547E+02   0.117543E-03   0.302547E+02   0.116890E+01   0.354588E-07   0.117543E-03   0.354588E-07   0.490338E-07
   230   0.569862E+04   0.319523E+02   0.116581E-03   0.319523E+02   0.120984E+01   0.495503E-07   0.116581E-03   0.495503E-07   0.488091E-07
   231   0.569160E+04   0.336539E+02   0.115625E-03   0.336539E+02   0.125266E+01   0.636205E-07   0.115625E-03   0.636205E-07   0.485861E-07
   232   0.568396E+04   0.353590E+02   0.114677E-03   0.353590E+02   0.129742E+01   0.776680E-07   0.114677E-03   0.776680E-07   0.483648E-07
   233   0.567570E+04   0.370666E+02   0.113736E-03   0.370666E+02   0.134413E+01   0.916916E-07   0.113736E-03   0.916916E-07   0.481451E-07
   234   0.566682E+04   0.387761E+02   0.112803E-03   0.387761E+02   0.139283E+01   0.105690E-06   0.112803E-03   0.105690E-06   0.479270E-07
   235   0.565734E+04   0.404868E+02   0.111876E-03   0.404868E+02   0.144353E+01   0.119662E-06   0.111876E-03   0.119662E-06   0.477105E-07
   236   0.564725E+04   0.421978E+02   0.110957E-03   0.421978E+02   0.149628E+01   0.133605E-06   0.110957E-03   0.133605E-06   0.474956E-07
   237   0.563655E+04   0.439085E+02   0.110044E-03   0.439085E+02   0.155108E+01   0.147520E-06   0.110044E-03   0.147520E-06   0.472823E-07
   238   0.562526E+04   0.456182E+02   0.109138E-03   0.456182E+02   0.160795E+01   0.161404E-06   0.109138E-03   0.161404E-06   0.470706E-07
   239   0.561337E+04   0.473260E+02   0.108240E-03   0.473260E+02   0.166691E+01   0.175256E-06   0.108240E-03   0.175256E-06   0.468603E-07
   240   0.560088E+04   0.490310E+02   0.107347E-03   0.490310E+02   0.172800E+01   0.189075E-06   0.107347E-03   0.189075E-06   0.466516E-07
   241   0.558780E+04   0.507328E+02   0.106462E-03   0.507328E+02   0.179124E+01   0.202859E-06   0.106462E-03   0.202859E-06   0.464444E-07
   242   0.557414E+04   0.524304E+02   0.105584E-03   0.524304E+02   0.185663E+01   0.216607E-06   0.105584E-03   0.216607E-06   0.462387E-07
   243   0.555990E+04   0.541230E+02   0.104712E-03   0.541230E+02   0.192420E+01   0.230319E-06   0.104712E-03   0.230319E-06   0.460345E-07
   244   0.554508E+04   0.558100E+02   0.103846E-03   0.558100E+02   0.199397E+01   0.243991E-06   0.103846E-03   0.243991E-06   0.458316E-07
   245   0.552970E+04   0.574907E+02   0.102987E-03   0.574907E+02   0.206596E+01   0.257624E-06   0.102987E-03   0.257624E-06   0.456303E-07
   246   0.551376E+04   0.591642E+02   0.102135E-03   0.591642E+02   0.214016E+01   0.271216E-06   0.102135E-03   0.271216E-06   0.454303E-07
   247   0.549726E+04   0.608299E+02   0.101289E-03   0.608299E+02   0.221661E+01   0.284765E-06   0.101289E-03   0.284765E-06   0.452317E-07
   248   0.548021E+04   0.624869E+02   0.100450E-03   0.624869E+02   0.229531E+01   0.298270E-06   0.100450E-03   0.298270E-06   0.450345E-07
   249   0.546262E+04   0.641346E+02   0.996164E-04   0.641346E+02   0.237628E+01   0.311730E-06   0.996164E-04   0.311730E-06   0.448386E-07
   250   0.544450E+04   0.657721E+02   0.987894E-04   0.657721E+02   0.245954E+01   0.325144E-06   0.987894E-04   0.325144E-06   0.446441E-07
   251   0.542583E+04   0.673986E+02   0.979687E-04   0.673986E+02   0.254508E+01   0.338510E-06   0.979687E-04   0.338510E-06   0.444509E-07
   252   0.540663E+04   0.690134E+02   0.971541E-04   0.690134E+02   0.263290E+01   0.351828E-06   0.971541E-04   0.351828E-06   0.442590E-07
   253   0.538690E+04   0.706156E+02   0.963456E-04   0.706156E+02   0.272302E+01   0.365097E-06   0.963456E-04   0.365097E-06   0.440684E-07
   254   0.536665E+04   0.722045E+02   0.955431E-04   0.722045E+02   0.281545E+01   0.378317E-06   0.955431E-04   0.378317E-06   0.438791E-07
   255   0.534588E+04   0.737792E+02   0.947467E-04   0.737792E+02   0.291017E+01   0.391487E-06   0.947467E-04   0.391487E-06   0.436911E-07
   256   0.532458E+04   0.753391E+02   0.939562E-04   0.753391E+02   0.300719E+01   0.404608E-06   0.939562E-04   0.404608E-06   0.435043E-07
   257   0.530278E+04   0.768835E+02   0.931716E-04   0.768835E+02   0.310652E+01   0.417678E-06   0.931716E-04   0.417678E-06   0.433188E-07
   258   0.528048E+04   0.784114E+02   0.923929E-04   0.784114E+02   0.320815E+01   0.430698E-06   0.923929E-04   0.430698E-06   0.431345E-07
   259   0.525769E+04   0.799232E+02   0.916199E-04   0.799232E+02   0.331208E+01   0.443666E-06   0.916199E-04   0.443666E-06   0.429515E-07
   260   0.523445E+04   0.814168E+02   0.908527E-04   0.814168E+02   0.341830E+01   0.456582E-06   0.908527E-04   0.456582E-06   0.427697E-07
   261   0.521074E+04   0.828929E+02   0.900912E-04   0.828929E+02   0.352682E+01   0.469447E-06   0.900912E-04   0.469447E-06   0.425892E-07
   262   0.518659E+04   0.843500E+02   0.893353E-04   0.843500E+02   0.363764E+01   0.482259E-06   0.893353E-04   0.482259E-06   0.424098E-07
   263   0.516201E+04   0.857881E+02   0.885851E-04   0.857881E+02   0.375074E+01   0.495018E-06   0.885851E-04   0.495018E-06   0.422316E-07
   264   0.513700E+04   0.872057E+02   0.878403E-04   0.872057E+02   0.386611E+01   0.507723E-06   0.878403E-04   0.507723E-06   0.420546E-07
   265   0.511157E+04   0.886036E+02   0.871011E-04   0.886036E+02   0.398375E+01   0.520375E-06   0.871011E-04   0.520375E-06   0.418788E-07
   266   0.508573E+04   0.899796E+02   0.863672E-04   0.899796E+02   0.410365E+01   0.532973E-06   0.863672E-04   0.532973E-06   0.417042E-07
   267   0.505948E+04   0.913329E+02   0.856388E-04   0.913329E+02   0.422577E+01   0.545515E-06   0.856388E-04   0.545515E-06   0.415307E-07
   268   0.503283E+04   0.926643E+02   0.849157E-04   0.926643E+02   0.435012E+01   0.558003E-06   0.849157E-04   0.558003E-06   0.413583E-07
   269   0.500578E+04   0.939715E+02   0.841978E-04   0.939715E+02   0.447668E+01   0.570435E-06   0.841978E-04   0.570435E-06   0.411871E-07
   270   0.497834E+04   0.952554E+02   0.834852E-04   0.952554E+02   0.460543E+01   0.582812E-06   0.834852E-04   0.582812E-06   0.410171E-07
   271   0.495053E+04   0.965136E+02   0.827778E-04   0.965136E+02   0.473636E+01   0.595132E-06   0.827778E-04   0.595132E-06   0.408481E-07
   272   0.492234E+04   0.977470E+02   0.820755E-04   0.977470E+02   0.486945E+01   0.607395E-06   0.820755E-04   0.607395E-06   0.406802E-07
   273   0.489380E+04   0.989541E+02   0.813782E-04   0.989541E+02   0.500466E+01   0.619600E-06   0.813782E-04   0.619600E-06   0.405135E-07
   274   0.486491E+04   0.100136E+03   0.806860E-04   0.100136E+03   0.514200E+01   0.631749E-06   0.806860E-04   0.631749E-06   0.403478E-07
   275   0.483568E+04   0.101289E+03   0.799987E-04   0.101289E+03   0.528141E+01   0.643839E-06   0.799987E-04   0.643839E-06   0.401832E-07
   276   0.480613E+04   0.102416E+03   0.793164E-04   0.102416E+03   0.542290E+01   0.655870E-06   0.793164E-04   0.655870E-06   0.400196E-07
   277   0.477627E+04   0.103514E+03   0.786389E-04   0.103514E+03   0.556643E+01   0.667843E-06   0.786389E-04   0.667843E-06   0.398571E-07
   278   0.474610E+04   0.104583E+03   0.779663E-04   0.104583E+03   0.571199E+01   0.679756E-06   0.779663E-04   0.679756E-06   0.396957E-07
   279   0.471564E+04   0.105623E+03   0.772983E-04   0.105623E+03   0.585952E+01   0.691609E-06   0.772983E-04   0.691609E-06   0.395353E-07
   280   0.468490E+04   0.106633E+03   0.766352E-04   0.106633E+03   0.600900E+01   0.703402E-06   0.766352E-04   0.703402E-06   0.393759E-07
   281   0.465388E+04   0.107614E+03   0.759766E-04   0.107614E+03   0.616041E+01   0.715134E-06   0.759766E-04   0.715134E-06   0.392175E-07
   282   0.462260E+04   0.108563E+03   0.753227E-04   0.108563E+03   0.631370E+01   0.726806E-06   0.753227E-04   0.726806E-06   0.390602E-07
   283   0.459107E+04   0.109481E+03   0.746733E-04   0.109481E+03   0.646885E+01   0.738415E-06   0.746733E-04   0.738415E-06   0.389038E-07
   284   0.455930E+04   0.110367E+03   0.740284E-04   0.110367E+03   0.662582E+01   0.749963E-06   0.740284E-04   0.749963E-06   0.387484E-07
   285   0.452729E+04   0.111221E+03   0.733880E-04   0.111221E+03   0.678459E+01   0.761449E-06   0.733880E-04   0.761449E-06   0.385940E-07
   286   0.449506E+04   0.112043E+03   0.727520E-04   0.112043E+03   0.694510E+01   0.772871E-06   0.727520E-04   0.772871E-06   0.384405E-07
   287   0.446263E+04   0.112831E+03   0.721203E-04   0.112831E+03   0.710732E+01   0.784230E-06   0.721203E-04   0.784230E-06   0.382880E-07
   288   0.443000E+04   0.113586E+03   0.714929E-04   0.113586E+03   0.727121E+01   0.795526E-06   0.714929E-04   0.795526E-06   0.381364E-07
   289   0.439718E+04   0.114307E+03   0.708698E-04   0.114307E+03   0.743672E+01   0.806757E-06   0.708698E-04   0.806757E-06   0.379858E-07
   290   0.436418E+04   0.114993E+03   0.702508E-04   0.114993E+03   0.760383E+01   0.817924E-06   0.702508E-04   0.817924E-06   0.378361E-07
   291   0.433102E+04   0.115645E+03   0.696360E-04   0.115645E+03   0.777249E+01   0.829026E-06   0.696360E-04   0.829026E-06   0.376873E-07
   292   0.429770E+04   0.116262E+03   0.690253E-04   0.116262E+03   0.794259E+01   0.840062E-06   0.690253E-04   0.840062E-06   0.375394E-07
   293   0.426424E+04   0.116844E+03   0.684186E-04   0.116844E+03   0.811418E+01   0.851033E-06   0.684186E-04   0.851033E-06   0.373924E-07
   294   0.423064E+04   0.117389E+03   0.678159E-04   0.117389E+03   0.828719E+01   0.861937E-06   0.678159E-04   0.861937E-06   0.372463E-07
   295   0.419691E+04   0.117898E+03   0.672171E-04   0.117898E+03   0.846147E+01   0.872775E-06   0.672171E-04   0.872775E-06   0.371010E-07
   296   0.416306E+04   0.118371E+03   0.666222E-04   0.118371E+03   0.863709E+01   0.883546E-06   0.666222E-04   0.883546E-06   0.369566E-07
   297   0.412910E+04   0.118806E+03   0.660312E-04   0.118806E+03   0.881391E+01   0.894249E-06   0.660312E-04   0.894249E-06   0.368131E-07
   298   0.409504E+04   0.119203E+03   0.654439E-04   0.119203E+03   0.899191E+01   0.904884E-06   0.654439E-04   0.904884E-06   0.366704E-07
   299   0.406090E+04   0.119563E+03   0.648604E-04   0.119563E+03   0.917102E+01   0.915450E-06   0.648604E-04   0.915450E-06   0.365285E-07
   300   0.402668E+04   0.119886E+03   0.642805E-04   0.119886E+03   0.935117E+01   0.925948E-06   0.642805E-04   0.925948E-06   0.363875E-07
   301   0.399240E+04   0.120170E+03   0.637042E-04   0.120170E+03   0.953242E+01   0.936376E-06   0.637042E-04   0.936376E-06   0.362473E-07
   302   0.395807E+04   0.120416E+03   0.631316E-04   0.120416E+03   0.971456E+01   0.946730E-06   0.631316E-04   0.946730E-06   0.361078E-07
   303   0.392370E+04   0.120624E+03   0.625626E-04   0.120624E+03   0.989765E+01   0.957006E-06   0.625626E-04   0.957006E-06   0.359692E-07
   304   0.388930E+04   0.120795E+03   0.619973E-04   0.120795E+03   0.100816E+02   0.967201E-06   0.619973E-04   0.967201E-06   0.358313E-07
   305   0.385490E+04   0.120926E+03   0.614357E-04   0.120926E+03   0.102664E+02   0.977308E-06   0.614357E-04   0.977308E-06   0.356943E-07
   306   0.382048E+04   0.121020E+03   0.608777E-04   0.121020E+03   0.104519E+02   0.987325E-06   0.608777E-04   0.987325E-06   0.355580E-07
   307   0.378607E+04   0.121074E+03   0.603235E-04   0.121074E+03   0.106382E+02   0.997247E-06   0.603235E-04   0.997247E-06   0.354225E-07
   308   0.375168E+04   0.121090E+03   0.597729E-04   0.121090E+03   0.108250E+02   0.100707E-05   0.597729E-04   0.100707E-05   0.352878E-07
   309   0.371732E+04   0.121068E+03   0.592260E-04   0.121068E+03   0.110125E+02   0.101679E-05   0.592260E-04   0.101679E-05   0.351538E-07
   310   0.368299E+04   0.121007E+03   0.586829E-04   0.121007E+03   0.112003E+02   0.102640E-05   0.586829E-04   0.102640E-05   0.350207E-07
   311   0.364871E+04   0.120907E+03   0.581435E-04   0.120907E+03   0.113887E+02   0.103590E-05   0.581435E-04   0.103590E-05   0.348882E-07
   312   0.361447E+04   0.120768E+03   0.576078E-04   0.120768E+03   0.115774E+02   0.104528E-05   0.576078E-04   0.104528E-05   0.347565E-07
   313   0.358031E+04   0.120590E+03   0.570759E-04   0.120590E+03   0.117664E+02   0.105454E-05   0.570759E-04   0.105454E-05   0.346256E-07
   314   0.354623E+04   0.120373E+03   0.565478E-04   0.120373E+03   0.119556E+02   0.106368E-05   0.565478E-04   0.106368E-05   0.344953E-07
   315   0.351222E+04   0.120117E+03   0.560234E-04   0.120117E+03   0.121450E+02   0.107268E-05   0.560234E-04   0.107268E-05   0.343658E-07
   316   0.347831E+04   0.119821E+03   0.555029E-04   0.119821E+03   0.123345E+02   0.108156E-05   0.555029E-04   0.108156E-05   0.342371E-07
   317   0.344451E+04   0.119488E+03   0.549861E-04   0.119488E+03   0.125240E+02   0.109029E-05   0.549861E-04   0.109029E-05   0.341090E-07
   318   0.341084E+04   0.119116E+03   0.544731E-04   0.119116E+03   0.127134E+02   0.109888E-05   0.544731E-04   0.109888E-05   0.339817E-07
