#    L    TT             EE             BB             TE          
   395   0.175974E+04   0.215822E+02   0.411939E-01   0.497765E+01
   396   0.175437E+04   0.215705E+02   0.413219E-01   0.306181E+01
   397   0.174941E+04   0.215547E+02   0.414506E-01   0.115466E+01
   398   0.174487E+04   0.215349E+02   0.415801E-01  -0.743036E+00
   399   0.174075E+04   0.215111E+02   0.417102E-01  -0.263049E+01
   400   0.173704E+04   0.214834E+02   0.418411E-01  -0.450691E+01
   401   0.173375E+04   0.214517E+02   0.419728E-01  -0.637154E+01
   402   0.173086E+04   0.214160E+02   0.421052E-01  -0.822363E+01
   403   0.172838E+04   0.213764E+02   0.422384E-01  -0.100625E+02
   404   0.172630E+04   0.213329E+02   0.423724E-01  -0.118873E+02
   405   0.172461E+04   0.212854E+02   0.425073E-01  -0.136974E+02
   406   0.172331E+04   0.212341E+02   0.426429E-01  -0.154921E+02
   407   0.172240E+04   0.211790E+02   0.427795E-01  -0.172706E+02
   408   0.172188E+04   0.211200E+02   0.429168E-01  -0.190322E+02
   409   0.172172E+04   0.210573E+02   0.430550E-01  -0.207761E+02
   410   0.172194E+04   0.209908E+02   0.431942E-01  -0.225017E+02
   411   0.172251E+04   0.209205E+02   0.433342E-01  -0.242083E+02
   412   0.172344E+04   0.208466E+02   0.434751E-01  -0.258953E+02
   413   0.172474E+04   0.207690E+02   0.436169E-01  -0.275622E+02
   414   0.172638E+04   0.206878E+02   0.437596E-01  -0.292083E+02
   415   0.172836E+04   0.206032E+02   0.439033E-01  -0.308329E+02
   416   0.173068E+04   0.205149E+02   0.440479E-01  -0.324357E+02
   417   0.173334E+04   0.204232E+02   0.441935E-01  -0.340157E+02
   418   0.173633E+04   0.203281E+02   0.443400E-01  -0.355725E+02
   419   0.173963E+04   0.202296E+02   0.444875E-01  -0.371055E+02
   420   0.174326E+04   0.201277E+02   0.446360E-01  -0.386140E+02
   421   0.174721E+04   0.200226E+02   0.447854E-01  -0.400975E+02
   422   0.175145E+04   0.199141E+02   0.449359E-01  -0.415552E+02
   423   0.175601E+04   0.198023E+02   0.450873E-01  -0.429866E+02
   424   0.176086E+04   0.196874E+02   0.452398E-01  -0.443912E+02
   425   0.176599E+04   0.195693E+02   0.453932E-01  -0.457683E+02
   426   0.177142E+04   0.194481E+02   0.455477E-01  -0.471178E+02
   427   0.177711E+04   0.193240E+02   0.457031E-01  -0.484392E+02
   428   0.178308E+04   0.191971E+02   0.458596E-01  -0.497320E+02
   429   0.178929E+04   0.190673E+02   0.460170E-01  -0.509959E+02
   430   0.179576E+04   0.189348E+02   0.461755E-01  -0.522304E+02
   431   0.180247E+04   0.187998E+02   0.463350E-01  -0.534353E+02
   432   0.180942E+04   0.186622E+02   0.464955E-01  -0.546100E+02
   433   0.181660E+04   0.185220E+02   0.466570E-01  -0.557542E+02
   434   0.182401E+04   0.183795E+02   0.468196E-01  -0.568674E+02
   435   0.183164E+04   0.182346E+02   0.469831E-01  -0.579493E+02
   436   0.183949E+04   0.180874E+02   0.471476E-01  -0.589993E+02
   437   0.184755E+04   0.179379E+02   0.473131E-01  -0.600172E+02
   438   0.185581E+04   0.177863E+02   0.474796E-01  -0.610026E+02
   439   0.186427E+04   0.176326E+02   0.476471E-01  -0.619549E+02
   440   0.187292E+04   0.174768E+02   0.478155E-01  -0.628742E+02
   441   0.188175E+04   0.173192E+02   0.479849E-01  -0.637599E+02
   442   0.189074E+04   0.171597E+02   0.481553E-01  -0.646119E+02
   443   0.189990E+04   0.169985E+02   0.483266E-01  -0.654297E+02
   444   0.190921E+04   0.168356E+02   0.484989E-01  -0.662133E+02
   445   0.191866E+04   0.166711E+02   0.486721E-01  -0.669622E+02
   446   0.192824E+04   0.165051E+02   0.488461E-01  -0.676763E+02
   447   0.193795E+04   0.163378E+02   0.490211E-01  -0.683556E+02
   448   0.194779E+04   0.161692E+02   0.491970E-01  -0.690000E+02
   449   0.195775E+04   0.159994E+02   0.493738E-01  -0.696093E+02
   450   0.196782E+04   0.158285E+02   0.495514E-01  -0.701834E+02
   451   0.197801E+04   0.156566E+02   0.497298E-01  -0.707223E+02
   452   0.198830E+04   0.154837E+02   0.499091E-01  -0.712259E+02
   453   0.199869E+04   0.153101E+02   0.500892E-01  -0.716939E+02
   454   0.200916E+04   0.151357E+02   0.502702E-01  -0.721263E+02
   455   0.201970E+04   0.149607E+02   0.504518E-01  -0.725230E+02
   456   0.203032E+04   0.147851E+02   0.506343E-01  -0.728838E+02
   457   0.204099E+04   0.146090E+02   0.508175E-01  -0.732087E+02
   458   0.205172E+04   0.144326E+02   0.510015E-01  -0.734973E+02
   459   0.206247E+04   0.142558E+02   0.511861E-01  -0.737498E+02
   460   0.207327E+04   0.140789E+02   0.513714E-01  -0.739664E+02
   461   0.208408E+04   0.139018E+02   0.515575E-01  -0.741464E+02
   462   0.209493E+04   0.137248E+02   0.517441E-01  -0.742920E+02
   463   0.210580E+04   0.135480E+02   0.519315E-01  -0.744018E+02
   464   0.211670E+04   0.133714E+02   0.521194E-01  -0.744767E+02
   465   0.212759E+04   0.131952E+02   0.523079E-01  -0.745166E+02
   466   0.213851E+04   0.130194E+02   0.524970E-01  -0.745225E+02
   467   0.214943E+04   0.128442E+02   0.526867E-01  -0.744935E+02
   468   0.216034E+04   0.126698E+02   0.528769E-01  -0.744305E+02
   469   0.217124E+04   0.124960E+02   0.530676E-01  -0.743336E+02
   470   0.218212E+04   0.123231E+02   0.532588E-01  -0.742028E+02
   471   0.219295E+04   0.121511E+02   0.534505E-01  -0.740374E+02
   472   0.220374E+04   0.119803E+02   0.536426E-01  -0.738390E+02
   473   0.221448E+04   0.118106E+02   0.538352E-01  -0.736061E+02
   474   0.222517E+04   0.116420E+02   0.540281E-01  -0.733410E+02
   475   0.223579E+04   0.114749E+02   0.542215E-01  -0.730423E+02
   476   0.224636E+04   0.113093E+02   0.544152E-01  -0.727108E+02
   477   0.225684E+04   0.111451E+02   0.546093E-01  -0.723472E+02
   478   0.226726E+04   0.109826E+02   0.548036E-01  -0.719517E+02
   479   0.227762E+04   0.108219E+02   0.549983E-01  -0.715252E+02
   480   0.228788E+04   0.106631E+02   0.551932E-01  -0.710673E+02
   481   0.229807E+04   0.105062E+02   0.553884E-01  -0.705788E+02
   482   0.230815E+04   0.103514E+02   0.555838E-01  -0.700600E+02
   483   0.231814E+04   0.101987E+02   0.557794E-01  -0.695113E+02
   484   0.232801E+04   0.100483E+02   0.559752E-01  -0.689332E+02
   485   0.233776E+04   0.990030E+01   0.561711E-01  -0.683259E+02
   486   0.234739E+04   0.975469E+01   0.563672E-01  -0.676900E+02
   487   0.235689E+04   0.961159E+01   0.565633E-01  -0.670259E+02
   488   0.236625E+04   0.947121E+01   0.567596E-01  -0.663340E+02
   489   0.237548E+04   0.933347E+01   0.569559E-01  -0.656150E+02
   490   0.238456E+04   0.919859E+01   0.571522E-01  -0.648694E+02
   491   0.239350E+04   0.906665E+01   0.573485E-01  -0.640977E+02
   492   0.240229E+04   0.893765E+01   0.575448E-01  -0.633005E+02
   493   0.241093E+04   0.881172E+01   0.577410E-01  -0.624783E+02
   494   0.241942E+04   0.868902E+01   0.579372E-01  -0.616316E+02
   495   0.242775E+04   0.856963E+01   0.581332E-01  -0.607612E+02
   496   0.243592E+04   0.845353E+01   0.583291E-01  -0.598674E+02
   497   0.244391E+04   0.834087E+01   0.585249E-01  -0.589509E+02
   498   0.245173E+04   0.823173E+01   0.587204E-01  -0.580123E+02
   499   0.245937E+04   0.812617E+01   0.589158E-01  -0.570522E+02
   500   0.246682E+04   0.802435E+01   0.591109E-01  -0.560711E+02
   501   0.247408E+04   0.792626E+01   0.593057E-01  -0.550697E+02
   502   0.248114E+04   0.783204E+01   0.595002E-01  -0.540486E+02
   503   0.248799E+04   0.774168E+01   0.596944E-01  -0.530083E+02
   504   0.249465E+04   0.765539E+01   0.598883E-01  -0.519499E+02
   505   0.250111E+04   0.757309E+01   0.600817E-01  -0.508739E+02
   506   0.250736E+04   0.749492E+01   0.602748E-01  -0.497809E+02
   507   0.251342E+04   0.742096E+01   0.604674E-01  -0.486716E+02
   508   0.251926E+04   0.735127E+01   0.606595E-01  -0.475468E+02
   509   0.252490E+04   0.728589E+01   0.608511E-01  -0.464072E+02
   510   0.253033E+04   0.722490E+01   0.610422E-01  -0.452535E+02
   511   0.253555E+04   0.716833E+01   0.612327E-01  -0.440863E+02
   512   0.254056E+04   0.711624E+01   0.614226E-01  -0.429063E+02
   513   0.254535E+04   0.706869E+01   0.616119E-01  -0.417144E+02
   514   0.254992E+04   0.702573E+01   0.618006E-01  -0.405110E+02
   515   0.255427E+04   0.698740E+01   0.619885E-01  -0.392969E+02
   516   0.255841E+04   0.695377E+01   0.621758E-01  -0.380730E+02
   517   0.256232E+04   0.692486E+01   0.623623E-01  -0.368399E+02
   518   0.256600E+04   0.690073E+01   0.625481E-01  -0.355983E+02
   519   0.256946E+04   0.688142E+01   0.627331E-01  -0.343490E+02
   520   0.257268E+04   0.686697E+01   0.629172E-01  -0.330927E+02
   521   0.257567E+04   0.685742E+01   0.631005E-01  -0.318302E+02
   522   0.257843E+04   0.685282E+01   0.632829E-01  -0.305622E+02
   523   0.258094E+04   0.685320E+01   0.634644E-01  -0.292894E+02
   524   0.258322E+04   0.685858E+01   0.636450E-01  -0.280125E+02
   525   0.258526E+04   0.686899E+01   0.638247E-01  -0.267324E+02
   526   0.258707E+04   0.688444E+01   0.640033E-01  -0.254497E+02
   527   0.258865E+04   0.690497E+01   0.641810E-01  -0.241651E+02
   528   0.259000E+04   0.693060E+01   0.643576E-01  -0.228795E+02
   529   0.259111E+04   0.696135E+01   0.645331E-01  -0.215935E+02
   530   0.259199E+04   0.699723E+01   0.647076E-01  -0.203080E+02
   531   0.259264E+04   0.703826E+01   0.648810E-01  -0.190237E+02
   532   0.259306E+04   0.708445E+01   0.650532E-01  -0.177416E+02
   533   0.259326E+04   0.713581E+01   0.652243E-01  -0.164622E+02
   534   0.259321E+04   0.719235E+01   0.653943E-01  -0.151864E+02
   535   0.259294E+04   0.725409E+01   0.655630E-01  -0.139151E+02
   536   0.259243E+04   0.732103E+01   0.657306E-01  -0.126490E+02
   537   0.259171E+04   0.739317E+01   0.658969E-01  -0.113889E+02
   538   0.259075E+04   0.747052E+01   0.660620E-01  -0.101355E+02
   539   0.258957E+04   0.755306E+01   0.662258E-01  -0.888961E+01
   540   0.258816E+04   0.764078E+01   0.663883E-01  -0.765191E+01
   541   0.258653E+04   0.773370E+01   0.665495E-01  -0.642313E+01
   542   0.258468E+04   0.783180E+01   0.667095E-01  -0.520408E+01
   543   0.258261E+04   0.793507E+01   0.668681E-01  -0.399545E+01
   544   0.258032E+04   0.804351E+01   0.670253E-01  -0.279796E+01
   545   0.257783E+04   0.815706E+01   0.671812E-01  -0.161228E+01
   546   0.257511E+04   0.827574E+01   0.673357E-01  -0.439093E+00
   547   0.257219E+04   0.839951E+01   0.674889E-01   0.720897E+00
   548   0.256905E+04   0.852827E+01   0.676406E-01   0.186703E+01
   549   0.256571E+04   0.866219E+01   0.677909E-01   0.299859E+01
   550   0.256215E+04   0.880101E+01   0.679399E-01   0.411492E+01
   551   0.255840E+04   0.894489E+01   0.680874E-01   0.521530E+01
   552   0.255444E+04   0.909367E+01   0.682334E-01   0.629909E+01
   553   0.255029E+04   0.924733E+01   0.683780E-01   0.736562E+01
   554   0.254596E+04   0.940588E+01   0.685212E-01   0.841427E+01
   555   0.254143E+04   0.956921E+01   0.686629E-01   0.944437E+01
   556   0.253670E+04   0.973734E+01   0.688031E-01   0.104553E+02
   557   0.253181E+04   0.991017E+01   0.689419E-01   0.114464E+02
   558   0.252673E+04   0.100877E+02   0.690791E-01   0.124171E+02
   559   0.252147E+04   0.102698E+02   0.692149E-01   0.133668E+02
   560   0.251604E+04   0.104566E+02   0.693492E-01   0.142951E+02
   561   0.251044E+04   0.106478E+02   0.694820E-01   0.152013E+02
   562   0.250466E+04   0.108434E+02   0.696133E-01   0.160849E+02
   563   0.249873E+04   0.110435E+02   0.697430E-01   0.169454E+02
   564   0.249264E+04   0.112479E+02   0.698713E-01   0.177822E+02
   565   0.248638E+04   0.114566E+02   0.699981E-01   0.185948E+02
   566   0.247996E+04   0.116695E+02   0.701233E-01   0.193829E+02
   567   0.247340E+04   0.118865E+02   0.702470E-01   0.201457E+02
   568   0.246668E+04   0.121075E+02   0.703692E-01   0.208830E+02
   569   0.245982E+04   0.123326E+02   0.704899E-01   0.215944E+02
   570   0.245282E+04   0.125615E+02   0.706090E-01   0.222792E+02
   571   0.244567E+04   0.127943E+02   0.707266E-01   0.229371E+02
   572   0.243839E+04   0.130307E+02   0.708427E-01   0.235677E+02
   573   0.243099E+04   0.132709E+02   0.709573E-01   0.241706E+02
   574   0.242345E+04   0.135147E+02   0.710704E-01   0.247455E+02
   575   0.241580E+04   0.137619E+02   0.711819E-01   0.252922E+02
   576   0.240803E+04   0.140125E+02   0.712919E-01   0.258102E+02
   577   0.240016E+04   0.142665E+02   0.714005E-01   0.262991E+02
   578   0.239218E+04   0.145236E+02   0.715075E-01   0.267587E+02
   579   0.238411E+04   0.147840E+02   0.716130E-01   0.271887E+02
   580   0.237593E+04   0.150473E+02   0.717169E-01   0.275887E+02
   581   0.236768E+04   0.153136E+02   0.718194E-01   0.279584E+02
   582   0.235934E+04   0.155827E+02   0.719204E-01   0.282974E+02
   583   0.235091E+04   0.158545E+02   0.720199E-01   0.286056E+02
   584   0.234242E+04   0.161291E+02   0.721180E-01   0.288826E+02
   585   0.233385E+04   0.164061E+02   0.722145E-01   0.291281E+02
   586   0.232521E+04   0.166856E+02   0.723096E-01   0.293417E+02
   587   0.231652E+04   0.169674E+02   0.724033E-01   0.295235E+02
   588   0.230777E+04   0.172514E+02   0.724954E-01   0.296732E+02
   589   0.229897E+04   0.175375E+02   0.725862E-01   0.297906E+02
   590   0.229012E+04   0.178256E+02   0.726755E-01   0.298755E+02
   591   0.228123E+04   0.181156E+02   0.727634E-01   0.299279E+02
   592   0.227231E+04   0.184074E+02   0.728499E-01   0.299473E+02
   593   0.226335E+04   0.187009E+02   0.729350E-01   0.299338E+02
   594   0.225436E+04   0.189959E+02   0.730187E-01   0.298873E+02
   595   0.224536E+04   0.192923E+02   0.731011E-01   0.298077E+02
   596   0.223633E+04   0.195900E+02   0.731821E-01   0.296949E+02
   597   0.222730E+04   0.198889E+02   0.732618E-01   0.295488E+02
   598   0.221825E+04   0.201888E+02   0.733401E-01   0.293694E+02
   599   0.220920E+04   0.204898E+02   0.734172E-01   0.291565E+02
   600   0.220015E+04   0.207915E+02   0.734929E-01   0.289102E+02
   601   0.219111E+04   0.210939E+02   0.735674E-01   0.286306E+02
   602   0.218207E+04   0.213969E+02   0.736407E-01   0.283178E+02
   603   0.217305E+04   0.217005E+02   0.737127E-01   0.279718E+02
   604   0.216405E+04   0.220043E+02   0.737835E-01   0.275926E+02
   605   0.215507E+04   0.223084E+02   0.738531E-01   0.271803E+02
   606   0.214612E+04   0.226126E+02   0.739215E-01   0.267351E+02
   607   0.213720E+04   0.229169E+02   0.739888E-01   0.262571E+02
   608   0.212832E+04   0.232211E+02   0.740550E-01   0.257463E+02
   609   0.211949E+04   0.235250E+02   0.741201E-01   0.252030E+02
   610   0.211069E+04   0.238286E+02   0.741841E-01   0.246274E+02
   611   0.210195E+04   0.241316E+02   0.742470E-01   0.240194E+02
   612   0.209325E+04   0.244340E+02   0.743090E-01   0.233794E+02
   613   0.208461E+04   0.247357E+02   0.743699E-01   0.227074E+02
   614   0.207605E+04   0.250366E+02   0.744298E-01   0.220038E+02
   615   0.206754E+04   0.253364E+02   0.744888E-01   0.212688E+02
   616   0.205911E+04   0.256352E+02   0.745469E-01   0.205030E+02
   617   0.205075E+04   0.259328E+02   0.746040E-01   0.197065E+02
   618   0.204247E+04   0.262293E+02   0.746603E-01   0.188797E+02
   619   0.203428E+04   0.265242E+02   0.747158E-01   0.180229E+02
   620   0.202617E+04   0.268177E+02   0.747705E-01   0.171365E+02
   621   0.201817E+04   0.271097E+02   0.748243E-01   0.162208E+02
   622   0.201026E+04   0.273998E+02   0.748774E-01   0.152762E+02
   623   0.200244E+04   0.276881E+02   0.749298E-01   0.143030E+02
   624   0.199474E+04   0.279745E+02   0.749815E-01   0.133016E+02
   625   0.198714E+04   0.282587E+02   0.750325E-01   0.122722E+02
   626   0.197965E+04   0.285408E+02   0.750828E-01   0.112154E+02
   627   0.197228E+04   0.288204E+02   0.751326E-01   0.101313E+02
   628   0.196503E+04   0.290976E+02   0.751817E-01   0.902048E+01
   629   0.195790E+04   0.293722E+02   0.752303E-01   0.788344E+01
   630   0.195089E+04   0.296443E+02   0.752784E-01   0.672062E+01
   631   0.194401E+04   0.299134E+02   0.753260E-01   0.553244E+01
   632   0.193726E+04   0.301796E+02   0.753731E-01   0.431946E+01
   633   0.193066E+04   0.304428E+02   0.754198E-01   0.308205E+01
   634   0.192418E+04   0.307029E+02   0.754660E-01   0.182076E+01
   635   0.191785E+04   0.309597E+02   0.755119E-01   0.536142E+00
   636   0.191167E+04   0.312132E+02   0.755575E-01  -0.771295E+00
   637   0.190563E+04   0.314632E+02   0.756027E-01  -0.210099E+01
   638   0.189975E+04   0.317097E+02   0.756476E-01  -0.345238E+01
   639   0.189401E+04   0.319525E+02   0.756922E-01  -0.482493E+01
   640   0.188844E+04   0.321915E+02   0.757366E-01  -0.621809E+01
   641   0.188302E+04   0.324267E+02   0.757808E-01  -0.763129E+01
   642   0.187776E+04   0.326579E+02   0.758248E-01  -0.906391E+01
   643   0.187267E+04   0.328851E+02   0.758687E-01  -0.105153E+02
   644   0.186773E+04   0.331081E+02   0.759124E-01  -0.119849E+02
   645   0.186297E+04   0.333267E+02   0.759561E-01  -0.134719E+02
   646   0.185839E+04   0.335409E+02   0.759996E-01  -0.149759E+02
   647   0.185397E+04   0.337506E+02   0.760431E-01  -0.164960E+02
   648   0.184973E+04   0.339557E+02   0.760866E-01  -0.180318E+02
   649   0.184566E+04   0.341561E+02   0.761302E-01  -0.195825E+02
   650   0.184178E+04   0.343517E+02   0.761737E-01  -0.211474E+02
   651   0.183807E+04   0.345425E+02   0.762173E-01  -0.227258E+02
   652   0.183454E+04   0.347285E+02   0.762610E-01  -0.243170E+02
   653   0.183120E+04   0.349095E+02   0.763048E-01  -0.259205E+02
   654   0.182804E+04   0.350856E+02   0.763487E-01  -0.275356E+02
   655   0.182508E+04   0.352566E+02   0.763929E-01  -0.291616E+02
   656   0.182229E+04   0.354226E+02   0.764372E-01  -0.307978E+02
   657   0.181970E+04   0.355835E+02   0.764817E-01  -0.324435E+02
   658   0.181730E+04   0.357391E+02   0.765264E-01  -0.340981E+02
   659   0.181509E+04   0.358894E+02   0.765715E-01  -0.357607E+02
   660   0.181307E+04   0.360344E+02   0.766168E-01  -0.374309E+02
   661   0.181124E+04   0.361740E+02   0.766624E-01  -0.391077E+02
   662   0.180960E+04   0.363080E+02   0.767084E-01  -0.407907E+02
   663   0.180816E+04   0.364366E+02   0.767548E-01  -0.424789E+02
   664   0.180691E+04   0.365595E+02   0.768015E-01  -0.441716E+02
   665   0.180586E+04   0.366768E+02   0.768487E-01  -0.458682E+02
   666   0.180500E+04   0.367885E+02   0.768963E-01  -0.475680E+02
   667   0.180433E+04   0.368944E+02   0.769443E-01  -0.492702E+02
   668   0.180386E+04   0.369946E+02   0.769929E-01  -0.509740E+02
   669   0.180358E+04   0.370890E+02   0.770420E-01  -0.526789E+02
   670   0.180349E+04   0.371776E+02   0.770916E-01  -0.543840E+02
   671   0.180361E+04   0.372603E+02   0.771417E-01  -0.560885E+02
   672   0.180391E+04   0.373371E+02   0.771925E-01  -0.577919E+02
   673   0.180440E+04   0.374081E+02   0.772438E-01  -0.594933E+02
   674   0.180509E+04   0.374731E+02   0.772958E-01  -0.611921E+02
   675   0.180597E+04   0.375321E+02   0.773484E-01  -0.628874E+02
   676   0.180705E+04   0.375852E+02   0.774017E-01  -0.645785E+02
   677   0.180831E+04   0.376323E+02   0.774556E-01  -0.662649E+02
   678   0.180976E+04   0.376733E+02   0.775103E-01  -0.679454E+02
   679   0.181140E+04   0.377083E+02   0.775657E-01  -0.696195E+02
   680   0.181323E+04   0.377371E+02   0.776219E-01  -0.712865E+02
   681   0.181524E+04   0.377598E+02   0.776789E-01  -0.729452E+02
   682   0.181743E+04   0.377764E+02   0.777366E-01  -0.745953E+02
   683   0.181981E+04   0.377867E+02   0.777952E-01  -0.762356E+02
   684   0.182238E+04   0.377909E+02   0.778545E-01  -0.778658E+02
   685   0.182512E+04   0.377890E+02   0.779148E-01  -0.794851E+02
   686   0.182803E+04   0.377809E+02   0.779759E-01  -0.810923E+02
   687   0.183113E+04   0.377669E+02   0.780378E-01  -0.826878E+02
   688   0.183440E+04   0.377468E+02   0.781007E-01  -0.842707E+02
   689   0.183785E+04   0.377207E+02   0.781645E-01  -0.858396E+02
   690   0.184147E+04   0.376888E+02   0.782292E-01  -0.873938E+02
   691   0.184525E+04   0.376508E+02   0.782949E-01  -0.889333E+02
   692   0.184921E+04   0.376070E+02   0.783615E-01  -0.904575E+02
   693   0.185333E+04   0.375573E+02   0.784291E-01  -0.919655E+02
   694   0.185762E+04   0.375017E+02   0.784976E-01  -0.934560E+02
   695   0.186207E+04   0.374403E+02   0.785672E-01  -0.949289E+02
   696   0.186667E+04   0.373729E+02   0.786378E-01  -0.963829E+02
   697   0.187143E+04   0.372999E+02   0.787093E-01  -0.978179E+02
   698   0.187634E+04   0.372210E+02   0.787819E-01  -0.992325E+02
   699   0.188141E+04   0.371363E+02   0.788556E-01  -0.100627E+03
   700   0.188662E+04   0.370460E+02   0.789302E-01  -0.102000E+03
   701   0.189197E+04   0.369500E+02   0.790060E-01  -0.103351E+03
   702   0.189746E+04   0.368484E+02   0.790827E-01  -0.104680E+03
   703   0.190310E+04   0.367413E+02   0.791605E-01  -0.105987E+03
   704   0.190887E+04   0.366286E+02   0.792394E-01  -0.107269E+03
   705   0.191477E+04   0.365105E+02   0.793194E-01  -0.108527E+03
   706   0.192080E+04   0.363870E+02   0.794004E-01  -0.109760E+03
   707   0.192696E+04   0.362584E+02   0.794825E-01  -0.110969E+03
   708   0.193324E+04   0.361243E+02   0.795657E-01  -0.112152E+03
   709   0.193965E+04   0.359852E+02   0.796499E-01  -0.113309E+03
   710   0.194617E+04   0.358409E+02   0.797352E-01  -0.114439E+03
   711   0.195280E+04   0.356917E+02   0.798216E-01  -0.115543E+03
   712   0.195955E+04   0.355374E+02   0.799091E-01  -0.116618E+03
   713   0.196639E+04   0.353782E+02   0.799976E-01  -0.117666E+03
   714   0.197335E+04   0.352142E+02   0.800872E-01  -0.118684E+03
   715   0.198040E+04   0.350454E+02   0.801778E-01  -0.119674E+03
   716   0.198755E+04   0.348719E+02   0.802695E-01  -0.120635E+03
   717   0.199479E+04   0.346936E+02   0.803622E-01  -0.121565E+03
   718   0.200212E+04   0.345108E+02   0.804560E-01  -0.122464E+03
   719   0.200952E+04   0.343235E+02   0.805508E-01  -0.123332E+03
   720   0.201702E+04   0.341317E+02   0.806467E-01  -0.124170E+03
   721   0.202458E+04   0.339357E+02   0.807436E-01  -0.124976E+03
   722   0.203222E+04   0.337355E+02   0.808415E-01  -0.125750E+03
   723   0.203994E+04   0.335313E+02   0.809403E-01  -0.126492E+03
   724   0.204772E+04   0.333232E+02   0.810402E-01  -0.127202E+03
   725   0.205557E+04   0.331113E+02   0.811411E-01  -0.127880E+03
   726   0.206348E+04   0.328956E+02   0.812429E-01  -0.128525E+03
   727   0.207145E+04   0.326764E+02   0.813458E-01  -0.129136E+03
   728   0.207948E+04   0.324536E+02   0.814495E-01  -0.129715E+03
   729   0.208754E+04   0.322274E+02   0.815542E-01  -0.130259E+03
   730   0.209566E+04   0.319978E+02   0.816598E-01  -0.130770E+03
   731   0.210383E+04   0.317650E+02   0.817664E-01  -0.131247E+03
   732   0.211202E+04   0.315290E+02   0.818738E-01  -0.131689E+03
   733   0.212025E+04   0.312901E+02   0.819821E-01  -0.132096E+03
   734   0.212852E+04   0.310481E+02   0.820913E-01  -0.132467E+03
   735   0.213679E+04   0.308035E+02   0.822013E-01  -0.132804E+03
   736   0.214510E+04   0.305561E+02   0.823122E-01  -0.133105E+03
   737   0.215342E+04   0.303062E+02   0.824239E-01  -0.133371E+03
   738   0.216175E+04   0.300538E+02   0.825364E-01  -0.133601E+03
   739   0.217009E+04   0.297991E+02   0.826498E-01  -0.133795E+03
   740   0.217843E+04   0.295422E+02   0.827639E-01  -0.133952E+03
   741   0.218676E+04   0.292832E+02   0.828787E-01  -0.134073E+03
   742   0.219509E+04   0.290223E+02   0.829943E-01  -0.134159E+03
   743   0.220341E+04   0.287596E+02   0.831106E-01  -0.134208E+03
   744   0.221171E+04   0.284953E+02   0.832276E-01  -0.134220E+03
   745   0.221998E+04   0.282295E+02   0.833453E-01  -0.134196E+03
   746   0.222823E+04   0.279622E+02   0.834637E-01  -0.134136E+03
   747   0.223645E+04   0.276937E+02   0.835827E-01  -0.134039E+03
   748   0.224463E+04   0.274240E+02   0.837024E-01  -0.133906E+03
   749   0.225278E+04   0.271533E+02   0.838226E-01  -0.133736E+03
   750   0.226089E+04   0.268817E+02   0.839435E-01  -0.133531E+03
   751   0.226894E+04   0.266092E+02   0.840649E-01  -0.133288E+03
   752   0.227693E+04   0.263361E+02   0.841869E-01  -0.133009E+03
   753   0.228488E+04   0.260624E+02   0.843094E-01  -0.132695E+03
   754   0.229277E+04   0.257882E+02   0.844324E-01  -0.132344E+03
   755   0.230059E+04   0.255138E+02   0.845558E-01  -0.131958E+03
   756   0.230834E+04   0.252392E+02   0.846798E-01  -0.131535E+03
   757   0.231604E+04   0.249646E+02   0.848041E-01  -0.131077E+03
   758   0.232367E+04   0.246900E+02   0.849289E-01  -0.130585E+03
   759   0.233122E+04   0.244158E+02   0.850540E-01  -0.130058E+03
   760   0.233870E+04   0.241419E+02   0.851795E-01  -0.129496E+03
   761   0.234611E+04   0.238685E+02   0.853054E-01  -0.128900E+03
   762   0.235343E+04   0.235957E+02   0.854315E-01  -0.128268E+03
   763   0.236067E+04   0.233236E+02   0.855580E-01  -0.127604E+03
   764   0.236781E+04   0.230522E+02   0.856847E-01  -0.126904E+03
   765   0.237485E+04   0.227819E+02   0.858116E-01  -0.126171E+03
   766   0.238180E+04   0.225126E+02   0.859387E-01  -0.125403E+03
   767   0.238864E+04   0.222443E+02   0.860660E-01  -0.124602E+03
   768   0.239537E+04   0.219774E+02   0.861935E-01  -0.123766E+03
   769   0.240198E+04   0.217120E+02   0.863211E-01  -0.122898E+03
   770   0.240848E+04   0.214480E+02   0.864487E-01  -0.121997E+03
   771   0.241486E+04   0.211858E+02   0.865764E-01  -0.121064E+03
   772   0.242110E+04   0.209254E+02   0.867042E-01  -0.120098E+03
   773   0.242723E+04   0.206670E+02   0.868320E-01  -0.119102E+03
   774   0.243321E+04   0.204106E+02   0.869597E-01  -0.118075E+03
   775   0.243906E+04   0.201565E+02   0.870874E-01  -0.117018E+03
   776   0.244478E+04   0.199047E+02   0.872150E-01  -0.115931E+03
   777   0.245036E+04   0.196553E+02   0.873424E-01  -0.114814E+03
   778   0.245581E+04   0.194085E+02   0.874698E-01  -0.113670E+03
   779   0.246112E+04   0.191644E+02   0.875969E-01  -0.112496E+03
   780   0.246629E+04   0.189230E+02   0.877238E-01  -0.111295E+03
   781   0.247133E+04   0.186845E+02   0.878505E-01  -0.110068E+03
   782   0.247621E+04   0.184490E+02   0.879769E-01  -0.108813E+03
   783   0.248096E+04   0.182165E+02   0.881031E-01  -0.107532E+03
   784   0.248555E+04   0.179872E+02   0.882288E-01  -0.106224E+03
