#    L    TT             EE             BB             TE          
   785   0.248999E+04   0.177611E+02   0.883543E-01  -0.104890E+03
   786   0.249425E+04   0.175384E+02   0.884793E-01  -0.103530E+03
   787   0.249836E+04   0.173192E+02   0.886039E-01  -0.102145E+03
   788   0.250230E+04   0.171034E+02   0.887280E-01  -0.100734E+03
   789   0.250605E+04   0.168914E+02   0.888516E-01  -0.992985E+02
   790   0.250964E+04   0.166832E+02   0.889747E-01  -0.978385E+02
   791   0.251304E+04   0.164789E+02   0.890973E-01  -0.963567E+02
   792   0.251627E+04   0.162788E+02   0.892193E-01  -0.948526E+02
   793   0.251932E+04   0.160829E+02   0.893407E-01  -0.933275E+02
   794   0.252219E+04   0.158913E+02   0.894614E-01  -0.917824E+02
   795   0.252487E+04   0.157043E+02   0.895814E-01  -0.902187E+02
   796   0.252738E+04   0.155217E+02   0.897008E-01  -0.886358E+02
   797   0.252970E+04   0.153438E+02   0.898194E-01  -0.870350E+02
   798   0.253183E+04   0.151705E+02   0.899372E-01  -0.854166E+02
   799   0.253379E+04   0.150019E+02   0.900543E-01  -0.837812E+02
   800   0.253556E+04   0.148381E+02   0.901706E-01  -0.821282E+02
   801   0.253715E+04   0.146791E+02   0.902860E-01  -0.804597E+02
   802   0.253856E+04   0.145248E+02   0.904005E-01  -0.787751E+02
   803   0.253978E+04   0.143755E+02   0.905141E-01  -0.770751E+02
   804   0.254081E+04   0.142312E+02   0.906268E-01  -0.753611E+02
   805   0.254165E+04   0.140920E+02   0.907386E-01  -0.736323E+02
   806   0.254228E+04   0.139581E+02   0.908494E-01  -0.718910E+02
   807   0.254270E+04   0.138294E+02   0.909591E-01  -0.701357E+02
   808   0.254293E+04   0.137062E+02   0.910679E-01  -0.683692E+02
   809   0.254294E+04   0.135885E+02   0.911756E-01  -0.665908E+02
   810   0.254275E+04   0.134763E+02   0.912822E-01  -0.648013E+02
   811   0.254234E+04   0.133697E+02   0.913877E-01  -0.630022E+02
   812   0.254174E+04   0.132686E+02   0.914921E-01  -0.611942E+02
   813   0.254094E+04   0.131732E+02   0.915953E-01  -0.593781E+02
   814   0.253995E+04   0.130834E+02   0.916974E-01  -0.575550E+02
   815   0.253877E+04   0.129991E+02   0.917982E-01  -0.557255E+02
   816   0.253741E+04   0.129206E+02   0.918979E-01  -0.538906E+02
   817   0.253586E+04   0.128478E+02   0.919963E-01  -0.520508E+02
   818   0.253411E+04   0.127808E+02   0.920935E-01  -0.502063E+02
   819   0.253217E+04   0.127195E+02   0.921894E-01  -0.483574E+02
   820   0.253002E+04   0.126641E+02   0.922840E-01  -0.465046E+02
   821   0.252767E+04   0.126146E+02   0.923773E-01  -0.446482E+02
   822   0.252510E+04   0.125710E+02   0.924693E-01  -0.427884E+02
   823   0.252231E+04   0.125335E+02   0.925599E-01  -0.409258E+02
   824   0.251931E+04   0.125019E+02   0.926491E-01  -0.390613E+02
   825   0.251612E+04   0.124764E+02   0.927370E-01  -0.371962E+02
   826   0.251271E+04   0.124569E+02   0.928234E-01  -0.353315E+02
   827   0.250912E+04   0.124433E+02   0.929085E-01  -0.334684E+02
   828   0.250533E+04   0.124358E+02   0.929921E-01  -0.316078E+02
   829   0.250137E+04   0.124343E+02   0.930742E-01  -0.297512E+02
   830   0.249722E+04   0.124389E+02   0.931549E-01  -0.278993E+02
   831   0.249290E+04   0.124494E+02   0.932341E-01  -0.260526E+02
   832   0.248840E+04   0.124659E+02   0.933118E-01  -0.242115E+02
   833   0.248370E+04   0.124885E+02   0.933880E-01  -0.223762E+02
   834   0.247882E+04   0.125172E+02   0.934626E-01  -0.205470E+02
   835   0.247374E+04   0.125520E+02   0.935358E-01  -0.187244E+02
   836   0.246846E+04   0.125928E+02   0.936073E-01  -0.169085E+02
   837   0.246298E+04   0.126398E+02   0.936773E-01  -0.150999E+02
   838   0.245731E+04   0.126928E+02   0.937458E-01  -0.132993E+02
   839   0.245143E+04   0.127518E+02   0.938126E-01  -0.115077E+02
   840   0.244539E+04   0.128168E+02   0.938778E-01  -0.972600E+01
   841   0.243916E+04   0.128877E+02   0.939415E-01  -0.795527E+01
   842   0.243276E+04   0.129645E+02   0.940035E-01  -0.619636E+01
   843   0.242618E+04   0.130470E+02   0.940639E-01  -0.445026E+01
   844   0.241946E+04   0.131352E+02   0.941226E-01  -0.271789E+01
   845   0.241256E+04   0.132292E+02   0.941797E-01  -0.999733E+00
   846   0.240551E+04   0.133289E+02   0.942351E-01   0.703536E+00
   847   0.239829E+04   0.134344E+02   0.942889E-01   0.239149E+01
   848   0.239090E+04   0.135456E+02   0.943410E-01   0.406357E+01
   849   0.238335E+04   0.136626E+02   0.943914E-01   0.571925E+01
   850   0.237561E+04   0.137853E+02   0.944402E-01   0.735801E+01
   851   0.236771E+04   0.139139E+02   0.944872E-01   0.897934E+01
   852   0.235965E+04   0.140481E+02   0.945326E-01   0.105828E+02
   853   0.235142E+04   0.141878E+02   0.945763E-01   0.121681E+02
   854   0.234302E+04   0.143329E+02   0.946182E-01   0.137346E+02
   855   0.233449E+04   0.144834E+02   0.946585E-01   0.152822E+02
   856   0.232581E+04   0.146392E+02   0.946970E-01   0.168103E+02
   857   0.231699E+04   0.147999E+02   0.947339E-01   0.183186E+02
   858   0.230804E+04   0.149657E+02   0.947690E-01   0.198065E+02
   859   0.229896E+04   0.151365E+02   0.948025E-01   0.212735E+02
   860   0.228974E+04   0.153122E+02   0.948342E-01   0.227187E+02
   861   0.228041E+04   0.154929E+02   0.948642E-01   0.241414E+02
   862   0.227094E+04   0.156784E+02   0.948925E-01   0.255408E+02
   863   0.226135E+04   0.158688E+02   0.949191E-01   0.269162E+02
   864   0.225164E+04   0.160640E+02   0.949441E-01   0.282667E+02
   865   0.224180E+04   0.162641E+02   0.949673E-01   0.295918E+02
   866   0.223186E+04   0.164688E+02   0.949888E-01   0.308912E+02
   867   0.222179E+04   0.166782E+02   0.950087E-01   0.321650E+02
   868   0.221160E+04   0.168921E+02   0.950269E-01   0.334129E+02
   869   0.220131E+04   0.171104E+02   0.950434E-01   0.346351E+02
   870   0.219090E+04   0.173330E+02   0.950582E-01   0.358313E+02
   871   0.218038E+04   0.175599E+02   0.950714E-01   0.370017E+02
   872   0.216976E+04   0.177908E+02   0.950830E-01   0.381459E+02
   873   0.215903E+04   0.180256E+02   0.950929E-01   0.392637E+02
   874   0.214820E+04   0.182644E+02   0.951012E-01   0.403546E+02
   875   0.213728E+04   0.185069E+02   0.951079E-01   0.414180E+02
   876   0.212628E+04   0.187530E+02   0.951130E-01   0.424537E+02
   877   0.211518E+04   0.190026E+02   0.951165E-01   0.434609E+02
   878   0.210403E+04   0.192556E+02   0.951185E-01   0.444394E+02
   879   0.209279E+04   0.195119E+02   0.951188E-01   0.453886E+02
   880   0.208149E+04   0.197713E+02   0.951177E-01   0.463082E+02
   881   0.207011E+04   0.200338E+02   0.951150E-01   0.471978E+02
   882   0.205868E+04   0.202993E+02   0.951108E-01   0.480570E+02
   883   0.204719E+04   0.205677E+02   0.951051E-01   0.488852E+02
   884   0.203563E+04   0.208390E+02   0.950979E-01   0.496823E+02
   885   0.202401E+04   0.211131E+02   0.950892E-01   0.504477E+02
   886   0.201233E+04   0.213898E+02   0.950792E-01   0.511811E+02
   887   0.200060E+04   0.216690E+02   0.950676E-01   0.518825E+02
   888   0.198883E+04   0.219507E+02   0.950547E-01   0.525520E+02
   889   0.197699E+04   0.222347E+02   0.950404E-01   0.531895E+02
   890   0.196512E+04   0.225208E+02   0.950247E-01   0.537952E+02
   891   0.195321E+04   0.228091E+02   0.950077E-01   0.543689E+02
   892   0.194127E+04   0.230992E+02   0.949893E-01   0.549109E+02
   893   0.192928E+04   0.233912E+02   0.949697E-01   0.554210E+02
   894   0.191728E+04   0.236847E+02   0.949487E-01   0.558993E+02
   895   0.190524E+04   0.239799E+02   0.949265E-01   0.563455E+02
   896   0.189319E+04   0.242763E+02   0.949030E-01   0.567599E+02
   897   0.188111E+04   0.245740E+02   0.948783E-01   0.571422E+02
   898   0.186902E+04   0.248728E+02   0.948525E-01   0.574924E+02
   899   0.185693E+04   0.251725E+02   0.948254E-01   0.578104E+02
   900   0.184483E+04   0.254730E+02   0.947972E-01   0.580962E+02
   901   0.183272E+04   0.257741E+02   0.947678E-01   0.583498E+02
   902   0.182062E+04   0.260757E+02   0.947374E-01   0.585710E+02
   903   0.180853E+04   0.263779E+02   0.947058E-01   0.587599E+02
   904   0.179644E+04   0.266803E+02   0.946733E-01   0.589165E+02
   905   0.178437E+04   0.269829E+02   0.946396E-01   0.590407E+02
   906   0.177231E+04   0.272856E+02   0.946050E-01   0.591325E+02
   907   0.176028E+04   0.275883E+02   0.945693E-01   0.591919E+02
   908   0.174827E+04   0.278908E+02   0.945327E-01   0.592190E+02
   909   0.173628E+04   0.281932E+02   0.944952E-01   0.592139E+02
   910   0.172432E+04   0.284952E+02   0.944567E-01   0.591767E+02
   911   0.171240E+04   0.287968E+02   0.944174E-01   0.591077E+02
   912   0.170052E+04   0.290977E+02   0.943772E-01   0.590069E+02
   913   0.168867E+04   0.293981E+02   0.943362E-01   0.588746E+02
   914   0.167687E+04   0.296977E+02   0.942943E-01   0.587107E+02
   915   0.166510E+04   0.299963E+02   0.942517E-01   0.585155E+02
   916   0.165339E+04   0.302940E+02   0.942083E-01   0.582893E+02
   917   0.164172E+04   0.305905E+02   0.941641E-01   0.580320E+02
   918   0.163010E+04   0.308858E+02   0.941193E-01   0.577441E+02
   919   0.161853E+04   0.311797E+02   0.940738E-01   0.574256E+02
   920   0.160703E+04   0.314721E+02   0.940276E-01   0.570768E+02
   921   0.159557E+04   0.317628E+02   0.939808E-01   0.566978E+02
   922   0.158419E+04   0.320518E+02   0.939334E-01   0.562891E+02
   923   0.157287E+04   0.323389E+02   0.938854E-01   0.558510E+02
   924   0.156161E+04   0.326242E+02   0.938368E-01   0.553838E+02
   925   0.155043E+04   0.329072E+02   0.937878E-01   0.548881E+02
   926   0.153933E+04   0.331882E+02   0.937382E-01   0.543642E+02
   927   0.152830E+04   0.334667E+02   0.936882E-01   0.538124E+02
   928   0.151735E+04   0.337430E+02   0.936377E-01   0.532332E+02
   929   0.150649E+04   0.340167E+02   0.935869E-01   0.526269E+02
   930   0.149572E+04   0.342878E+02   0.935356E-01   0.519938E+02
   931   0.148502E+04   0.345561E+02   0.934840E-01   0.513343E+02
   932   0.147443E+04   0.348216E+02   0.934321E-01   0.506486E+02
   933   0.146393E+04   0.350841E+02   0.933799E-01   0.499371E+02
   934   0.145352E+04   0.353435E+02   0.933274E-01   0.492000E+02
   935   0.144321E+04   0.355996E+02   0.932746E-01   0.484378E+02
   936   0.143300E+04   0.358523E+02   0.932217E-01   0.476508E+02
   937   0.142289E+04   0.361017E+02   0.931685E-01   0.468395E+02
   938   0.141289E+04   0.363475E+02   0.931152E-01   0.460043E+02
   939   0.140299E+04   0.365897E+02   0.930618E-01   0.451455E+02
   940   0.139320E+04   0.368280E+02   0.930083E-01   0.442637E+02
   941   0.138353E+04   0.370626E+02   0.929547E-01   0.433591E+02
   942   0.137396E+04   0.372931E+02   0.929011E-01   0.424323E+02
   943   0.136451E+04   0.375196E+02   0.928474E-01   0.414837E+02
   944   0.135518E+04   0.377419E+02   0.927938E-01   0.405140E+02
   945   0.134596E+04   0.379600E+02   0.927402E-01   0.395234E+02
   946   0.133687E+04   0.381738E+02   0.926867E-01   0.385126E+02
   947   0.132790E+04   0.383830E+02   0.926332E-01   0.374821E+02
   948   0.131905E+04   0.385879E+02   0.925799E-01   0.364324E+02
   949   0.131033E+04   0.387882E+02   0.925268E-01   0.353638E+02
   950   0.130174E+04   0.389838E+02   0.924738E-01   0.342772E+02
   951   0.129328E+04   0.391746E+02   0.924211E-01   0.331728E+02
   952   0.128495E+04   0.393606E+02   0.923685E-01   0.320512E+02
   953   0.127675E+04   0.395416E+02   0.923163E-01   0.309127E+02
   954   0.126867E+04   0.397177E+02   0.922643E-01   0.297579E+02
   955   0.126074E+04   0.398886E+02   0.922126E-01   0.285872E+02
   956   0.125294E+04   0.400544E+02   0.921613E-01   0.274011E+02
   957   0.124528E+04   0.402151E+02   0.921104E-01   0.262001E+02
   958   0.123775E+04   0.403705E+02   0.920598E-01   0.249849E+02
   959   0.123036E+04   0.405206E+02   0.920096E-01   0.237562E+02
   960   0.122311E+04   0.406656E+02   0.919599E-01   0.225145E+02
   961   0.121600E+04   0.408051E+02   0.919106E-01   0.212603E+02
   962   0.120904E+04   0.409393E+02   0.918619E-01   0.199943E+02
   963   0.120222E+04   0.410682E+02   0.918136E-01   0.187173E+02
   964   0.119554E+04   0.411916E+02   0.917659E-01   0.174296E+02
   965   0.118901E+04   0.413095E+02   0.917187E-01   0.161317E+02
   966   0.118262E+04   0.414220E+02   0.916721E-01   0.148243E+02
   967   0.117637E+04   0.415288E+02   0.916261E-01   0.135078E+02
   968   0.117027E+04   0.416300E+02   0.915807E-01   0.121828E+02
   969   0.116432E+04   0.417256E+02   0.915359E-01   0.108498E+02
   970   0.115851E+04   0.418154E+02   0.914918E-01   0.950933E+01
   971   0.115284E+04   0.418995E+02   0.914483E-01   0.816194E+01
   972   0.114732E+04   0.419778E+02   0.914056E-01   0.680830E+01
   973   0.114195E+04   0.420503E+02   0.913636E-01   0.544887E+01
   974   0.113673E+04   0.421171E+02   0.913223E-01   0.408430E+01
   975   0.113164E+04   0.421780E+02   0.912817E-01   0.271528E+01
   976   0.112671E+04   0.422332E+02   0.912419E-01   0.134220E+01
   977   0.112192E+04   0.422824E+02   0.912029E-01  -0.341539E-01
   978   0.111728E+04   0.423258E+02   0.911646E-01  -0.141338E+01
   979   0.111278E+04   0.423634E+02   0.911272E-01  -0.279484E+01
   980   0.110843E+04   0.423950E+02   0.910906E-01  -0.417799E+01
   981   0.110423E+04   0.424209E+02   0.910548E-01  -0.556231E+01
   982   0.110017E+04   0.424409E+02   0.910199E-01  -0.694722E+01
   983   0.109624E+04   0.424552E+02   0.909858E-01  -0.833217E+01
   984   0.109247E+04   0.424635E+02   0.909526E-01  -0.971664E+01
   985   0.108884E+04   0.424660E+02   0.909203E-01  -0.111001E+02
   986   0.108535E+04   0.424626E+02   0.908889E-01  -0.124821E+02
   987   0.108201E+04   0.424534E+02   0.908584E-01  -0.138621E+02
   988   0.107881E+04   0.424383E+02   0.908288E-01  -0.152397E+02
   989   0.107575E+04   0.424173E+02   0.908001E-01  -0.166143E+02
   990   0.107283E+04   0.423904E+02   0.907723E-01  -0.179854E+02
   991   0.107004E+04   0.423575E+02   0.907456E-01  -0.193527E+02
   992   0.106741E+04   0.423188E+02   0.907197E-01  -0.207154E+02
   993   0.106490E+04   0.422742E+02   0.906948E-01  -0.220730E+02
   994   0.106254E+04   0.422238E+02   0.906709E-01  -0.234248E+02
   995   0.106031E+04   0.421676E+02   0.906480E-01  -0.247703E+02
   996   0.105822E+04   0.421056E+02   0.906260E-01  -0.261088E+02
   997   0.105626E+04   0.420379E+02   0.906050E-01  -0.274398E+02
   998   0.105444E+04   0.419644E+02   0.905850E-01  -0.287626E+02
   999   0.105275E+04   0.418853E+02   0.905660E-01  -0.300766E+02
  1000   0.105120E+04   0.418004E+02   0.905480E-01  -0.313811E+02
  1001   0.104977E+04   0.417099E+02   0.905310E-01  -0.326754E+02
  1002   0.104847E+04   0.416138E+02   0.905151E-01  -0.339590E+02
  1003   0.104729E+04   0.415119E+02   0.905001E-01  -0.352311E+02
  1004   0.104625E+04   0.414044E+02   0.904861E-01  -0.364913E+02
  1005   0.104531E+04   0.412913E+02   0.904732E-01  -0.377389E+02
  1006   0.104451E+04   0.411727E+02   0.904613E-01  -0.389737E+02
  1007   0.104381E+04   0.410488E+02   0.904504E-01  -0.401954E+02
  1008   0.104324E+04   0.409197E+02   0.904405E-01  -0.414040E+02
  1009   0.104279E+04   0.407855E+02   0.904317E-01  -0.425991E+02
  1010   0.104244E+04   0.406467E+02   0.904238E-01  -0.437804E+02
  1011   0.104222E+04   0.405030E+02   0.904170E-01  -0.449479E+02
  1012   0.104210E+04   0.403548E+02   0.904112E-01  -0.461012E+02
  1013   0.104208E+04   0.402020E+02   0.904065E-01  -0.472402E+02
  1014   0.104219E+04   0.400447E+02   0.904027E-01  -0.483642E+02
  1015   0.104239E+04   0.398825E+02   0.904000E-01  -0.494731E+02
  1016   0.104271E+04   0.397158E+02   0.903983E-01  -0.505666E+02
  1017   0.104313E+04   0.395441E+02   0.903975E-01  -0.516441E+02
  1018   0.104366E+04   0.393676E+02   0.903978E-01  -0.527055E+02
  1019   0.104429E+04   0.391863E+02   0.903991E-01  -0.537502E+02
  1020   0.104503E+04   0.390002E+02   0.904014E-01  -0.547777E+02
  1021   0.104586E+04   0.388096E+02   0.904047E-01  -0.557874E+02
  1022   0.104679E+04   0.386145E+02   0.904089E-01  -0.567788E+02
  1023   0.104780E+04   0.384152E+02   0.904142E-01  -0.577511E+02
  1024   0.104891E+04   0.382118E+02   0.904204E-01  -0.587038E+02
  1025   0.105010E+04   0.380045E+02   0.904276E-01  -0.596362E+02
  1026   0.105138E+04   0.377935E+02   0.904357E-01  -0.605478E+02
  1027   0.105273E+04   0.375788E+02   0.904448E-01  -0.614388E+02
  1028   0.105416E+04   0.373604E+02   0.904548E-01  -0.623093E+02
  1029   0.105567E+04   0.371385E+02   0.904657E-01  -0.631593E+02
  1030   0.105726E+04   0.369131E+02   0.904775E-01  -0.639890E+02
  1031   0.105893E+04   0.366842E+02   0.904903E-01  -0.647988E+02
  1032   0.106066E+04   0.364520E+02   0.905040E-01  -0.655886E+02
  1033   0.106248E+04   0.362165E+02   0.905185E-01  -0.663585E+02
  1034   0.106437E+04   0.359777E+02   0.905339E-01  -0.671081E+02
  1035   0.106633E+04   0.357359E+02   0.905502E-01  -0.678369E+02
  1036   0.106835E+04   0.354913E+02   0.905673E-01  -0.685442E+02
  1037   0.107043E+04   0.352438E+02   0.905852E-01  -0.692295E+02
  1038   0.107257E+04   0.349937E+02   0.906039E-01  -0.698924E+02
  1039   0.107477E+04   0.347411E+02   0.906235E-01  -0.705322E+02
  1040   0.107701E+04   0.344860E+02   0.906438E-01  -0.711485E+02
  1041   0.107931E+04   0.342287E+02   0.906649E-01  -0.717411E+02
  1042   0.108165E+04   0.339690E+02   0.906868E-01  -0.723103E+02
  1043   0.108403E+04   0.337070E+02   0.907094E-01  -0.728556E+02
  1044   0.108647E+04   0.334428E+02   0.907327E-01  -0.733778E+02
  1045   0.108894E+04   0.331763E+02   0.907567E-01  -0.738763E+02
  1046   0.109145E+04   0.329077E+02   0.907814E-01  -0.743518E+02
  1047   0.109400E+04   0.326368E+02   0.908068E-01  -0.748037E+02
  1048   0.109659E+04   0.323638E+02   0.908328E-01  -0.752321E+02
  1049   0.109921E+04   0.320892E+02   0.908594E-01  -0.756363E+02
  1050   0.110187E+04   0.318130E+02   0.908867E-01  -0.760178E+02
  1051   0.110454E+04   0.315354E+02   0.909145E-01  -0.763760E+02
  1052   0.110725E+04   0.312565E+02   0.909429E-01  -0.767102E+02
  1053   0.110997E+04   0.309767E+02   0.909718E-01  -0.770205E+02
  1054   0.111273E+04   0.306960E+02   0.910013E-01  -0.773071E+02
  1055   0.111549E+04   0.304146E+02   0.910313E-01  -0.775706E+02
  1056   0.111827E+04   0.301325E+02   0.910618E-01  -0.778105E+02
  1057   0.112107E+04   0.298499E+02   0.910927E-01  -0.780261E+02
  1058   0.112388E+04   0.295668E+02   0.911241E-01  -0.782189E+02
  1059   0.112669E+04   0.292832E+02   0.911559E-01  -0.783876E+02
  1060   0.112951E+04   0.289993E+02   0.911881E-01  -0.785321E+02
  1061   0.113234E+04   0.287152E+02   0.912207E-01  -0.786542E+02
  1062   0.113518E+04   0.284309E+02   0.912536E-01  -0.787515E+02
  1063   0.113802E+04   0.281465E+02   0.912869E-01  -0.788265E+02
  1064   0.114085E+04   0.278622E+02   0.913204E-01  -0.788776E+02
  1065   0.114368E+04   0.275781E+02   0.913543E-01  -0.789050E+02
  1066   0.114651E+04   0.272941E+02   0.913884E-01  -0.789103E+02
  1067   0.114933E+04   0.270104E+02   0.914228E-01  -0.788919E+02
  1068   0.115214E+04   0.267272E+02   0.914574E-01  -0.788507E+02
  1069   0.115494E+04   0.264446E+02   0.914922E-01  -0.787868E+02
  1070   0.115773E+04   0.261625E+02   0.915272E-01  -0.787002E+02
  1071   0.116050E+04   0.258812E+02   0.915624E-01  -0.785910E+02
  1072   0.116326E+04   0.256008E+02   0.915976E-01  -0.784600E+02
  1073   0.116600E+04   0.253214E+02   0.916330E-01  -0.783065E+02
  1074   0.116871E+04   0.250430E+02   0.916685E-01  -0.781313E+02
  1075   0.117140E+04   0.247659E+02   0.917040E-01  -0.779345E+02
  1076   0.117407E+04   0.244901E+02   0.917396E-01  -0.777153E+02
  1077   0.117671E+04   0.242157E+02   0.917752E-01  -0.774753E+02
  1078   0.117932E+04   0.239428E+02   0.918108E-01  -0.772146E+02
  1079   0.118190E+04   0.236715E+02   0.918464E-01  -0.769324E+02
  1080   0.118445E+04   0.234019E+02   0.918819E-01  -0.766304E+02
  1081   0.118696E+04   0.231342E+02   0.919174E-01  -0.763070E+02
  1082   0.118944E+04   0.228683E+02   0.919528E-01  -0.759638E+02
  1083   0.119188E+04   0.226045E+02   0.919880E-01  -0.756008E+02
  1084   0.119428E+04   0.223427E+02   0.920231E-01  -0.752181E+02
  1085   0.119664E+04   0.220832E+02   0.920581E-01  -0.748164E+02
  1086   0.119895E+04   0.218259E+02   0.920929E-01  -0.743944E+02
  1087   0.120122E+04   0.215709E+02   0.921275E-01  -0.739543E+02
  1088   0.120344E+04   0.213184E+02   0.921618E-01  -0.734954E+02
  1089   0.120561E+04   0.210685E+02   0.921960E-01  -0.730177E+02
  1090   0.120773E+04   0.208211E+02   0.922298E-01  -0.725220E+02
  1091   0.120980E+04   0.205765E+02   0.922634E-01  -0.720090E+02
  1092   0.121182E+04   0.203348E+02   0.922966E-01  -0.714782E+02
  1093   0.121378E+04   0.200959E+02   0.923295E-01  -0.709309E+02
  1094   0.121568E+04   0.198601E+02   0.923621E-01  -0.703665E+02
  1095   0.121753E+04   0.196274E+02   0.923943E-01  -0.697866E+02
  1096   0.121931E+04   0.193980E+02   0.924261E-01  -0.691903E+02
  1097   0.122104E+04   0.191719E+02   0.924575E-01  -0.685784E+02
  1098   0.122271E+04   0.189490E+02   0.924884E-01  -0.679518E+02
  1099   0.122431E+04   0.187298E+02   0.925189E-01  -0.673104E+02
  1100   0.122585E+04   0.185140E+02   0.925489E-01  -0.666551E+02
  1101   0.122732E+04   0.183018E+02   0.925784E-01  -0.659851E+02
  1102   0.122873E+04   0.180932E+02   0.926073E-01  -0.653018E+02
  1103   0.123006E+04   0.178884E+02   0.926358E-01  -0.646045E+02
  1104   0.123134E+04   0.176874E+02   0.926636E-01  -0.638945E+02
  1105   0.123254E+04   0.174901E+02   0.926909E-01  -0.631719E+02
  1106   0.123367E+04   0.172968E+02   0.927176E-01  -0.624370E+02
  1107   0.123473E+04   0.171073E+02   0.927437E-01  -0.616903E+02
  1108   0.123571E+04   0.169219E+02   0.927691E-01  -0.609320E+02
  1109   0.123662E+04   0.167406E+02   0.927938E-01  -0.601626E+02
  1110   0.123746E+04   0.165634E+02   0.928179E-01  -0.593825E+02
  1111   0.123823E+04   0.163904E+02   0.928413E-01  -0.585920E+02
  1112   0.123891E+04   0.162215E+02   0.928639E-01  -0.577915E+02
  1113   0.123953E+04   0.160569E+02   0.928859E-01  -0.569815E+02
  1114   0.124007E+04   0.158967E+02   0.929070E-01  -0.561623E+02
  1115   0.124053E+04   0.157407E+02   0.929274E-01  -0.553344E+02
  1116   0.124092E+04   0.155892E+02   0.929470E-01  -0.544981E+02
  1117   0.124123E+04   0.154421E+02   0.929658E-01  -0.536539E+02
  1118   0.124146E+04   0.152995E+02   0.929838E-01  -0.528020E+02
  1119   0.124162E+04   0.151614E+02   0.930009E-01  -0.519431E+02
  1120   0.124168E+04   0.150277E+02   0.930171E-01  -0.510773E+02
  1121   0.124168E+04   0.148988E+02   0.930325E-01  -0.502052E+02
  1122   0.124159E+04   0.147743E+02   0.930470E-01  -0.493271E+02
  1123   0.124142E+04   0.146545E+02   0.930606E-01  -0.484434E+02
  1124   0.124118E+04   0.145394E+02   0.930733E-01  -0.475545E+02
  1125   0.124085E+04   0.144289E+02   0.930850E-01  -0.466608E+02
  1126   0.124043E+04   0.143231E+02   0.930958E-01  -0.457629E+02
  1127   0.123994E+04   0.142221E+02   0.931056E-01  -0.448612E+02
  1128   0.123937E+04   0.141258E+02   0.931145E-01  -0.439562E+02
  1129   0.123871E+04   0.140344E+02   0.931223E-01  -0.430482E+02
  1130   0.123798E+04   0.139476E+02   0.931292E-01  -0.421378E+02
  1131   0.123717E+04   0.138657E+02   0.931350E-01  -0.412255E+02
  1132   0.123628E+04   0.137887E+02   0.931399E-01  -0.403116E+02
  1133   0.123531E+04   0.137165E+02   0.931436E-01  -0.393965E+02
  1134   0.123425E+04   0.136491E+02   0.931464E-01  -0.384807E+02
  1135   0.123312E+04   0.135866E+02   0.931481E-01  -0.375646E+02
  1136   0.123191E+04   0.135289E+02   0.931487E-01  -0.366484E+02
  1137   0.123062E+04   0.134760E+02   0.931482E-01  -0.357329E+02
  1138   0.122925E+04   0.134280E+02   0.931467E-01  -0.348181E+02
  1139   0.122780E+04   0.133848E+02   0.931441E-01  -0.339047E+02
  1140   0.122627E+04   0.133465E+02   0.931403E-01  -0.329929E+02
  1141   0.122467E+04   0.133129E+02   0.931355E-01  -0.320834E+02
  1142   0.122298E+04   0.132842E+02   0.931296E-01  -0.311765E+02
  1143   0.122122E+04   0.132603E+02   0.931225E-01  -0.302726E+02
  1144   0.121937E+04   0.132412E+02   0.931143E-01  -0.293721E+02
  1145   0.121746E+04   0.132269E+02   0.931050E-01  -0.284756E+02
  1146   0.121547E+04   0.132174E+02   0.930946E-01  -0.275834E+02
  1147   0.121340E+04   0.132126E+02   0.930830E-01  -0.266958E+02
  1148   0.121125E+04   0.132126E+02   0.930703E-01  -0.258134E+02
  1149   0.120903E+04   0.132172E+02   0.930565E-01  -0.249365E+02
  1150   0.120674E+04   0.132264E+02   0.930415E-01  -0.240655E+02
  1151   0.120437E+04   0.132404E+02   0.930253E-01  -0.232007E+02
  1152   0.120194E+04   0.132590E+02   0.930080E-01  -0.223426E+02
  1153   0.119943E+04   0.132822E+02   0.929896E-01  -0.214915E+02
  1154   0.119685E+04   0.133099E+02   0.929700E-01  -0.206476E+02
  1155   0.119420E+04   0.133422E+02   0.929493E-01  -0.198114E+02
  1156   0.119148E+04   0.133789E+02   0.929274E-01  -0.189833E+02
  1157   0.118869E+04   0.134201E+02   0.929043E-01  -0.181634E+02
  1158   0.118584E+04   0.134658E+02   0.928801E-01  -0.173522E+02
  1159   0.118292E+04   0.135158E+02   0.928548E-01  -0.165500E+02
  1160   0.117994E+04   0.135702E+02   0.928283E-01  -0.157571E+02
  1161   0.117690E+04   0.136289E+02   0.928007E-01  -0.149738E+02
  1162   0.117379E+04   0.136918E+02   0.927719E-01  -0.142003E+02
  1163   0.117063E+04   0.137589E+02   0.927420E-01  -0.134370E+02
  1164   0.116740E+04   0.138303E+02   0.927110E-01  -0.126842E+02
  1165   0.116412E+04   0.139056E+02   0.926788E-01  -0.119421E+02
  1166   0.116077E+04   0.139851E+02   0.926455E-01  -0.112110E+02
  1167   0.115737E+04   0.140686E+02   0.926111E-01  -0.104911E+02
  1168   0.115391E+04   0.141560E+02   0.925756E-01  -0.978283E+01
  1169   0.115040E+04   0.142473E+02   0.925389E-01  -0.908635E+01
  1170   0.114683E+04   0.143424E+02   0.925012E-01  -0.840192E+01
  1171   0.114321E+04   0.144413E+02   0.924623E-01  -0.772991E+01
