#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.225503E+00   0.892294E+06   0.887343E+06  -0.432385E+00  -0.440694E+00   0.231170E+05   0.887602E+06   0.891516E+06   0.887601E+06  -0.212039E-01   0.470788E+06   0.470734E+06   0.806944E-01
   0.230881E+00   0.861141E+06   0.856291E+06  -0.398075E+00  -0.405725E+00   0.214802E+05   0.856598E+06   0.860379E+06   0.856597E+06  -0.204632E-01   0.454345E+06   0.454292E+06   0.766599E-01
   0.236260E+00   0.834258E+06   0.829625E+06  -0.368298E+00  -0.375376E+00   0.200507E+05   0.829864E+06   0.833530E+06   0.829863E+06  -0.198246E-01   0.440165E+06   0.440115E+06   0.714030E-01
   0.241639E+00   0.810913E+06   0.806576E+06  -0.342247E+00  -0.348824E+00   0.187924E+05   0.806665E+06   0.810232E+06   0.806664E+06  -0.192704E-01   0.427861E+06   0.427814E+06   0.655519E-01
   0.247018E+00   0.789979E+06   0.785961E+06  -0.319066E+00  -0.325197E+00   0.176643E+05   0.785870E+06   0.789348E+06   0.785869E+06  -0.187736E-01   0.416832E+06   0.416788E+06   0.598202E-01
   0.252396E+00   0.770190E+06   0.766464E+06  -0.297970E+00  -0.303696E+00   0.166276E+05   0.766211E+06   0.769604E+06   0.766210E+06  -0.183040E-01   0.406405E+06   0.406364E+06   0.548088E-01
   0.257775E+00   0.750422E+06   0.746923E+06  -0.278343E+00  -0.283692E+00   0.156515E+05   0.746563E+06   0.749872E+06   0.746562E+06  -0.178346E-01   0.395984E+06   0.395945E+06   0.508772E-01
   0.263154E+00   0.730012E+06   0.726656E+06  -0.259823E+00  -0.264816E+00   0.147180E+05   0.726263E+06   0.729485E+06   0.726263E+06  -0.173497E-01   0.385218E+06   0.385180E+06   0.481017E-01
   0.268533E+00   0.708901E+06   0.705609E+06  -0.242305E+00  -0.246961E+00   0.138235E+05   0.705253E+06   0.708384E+06   0.705253E+06  -0.168478E-01   0.374074E+06   0.374037E+06   0.463102E-01
   0.273911E+00   0.687468E+06   0.684183E+06  -0.225840E+00  -0.230179E+00   0.129728E+05   0.683914E+06   0.686952E+06   0.683914E+06  -0.163380E-01   0.362757E+06   0.362720E+06   0.451672E-01
   0.279290E+00   0.666256E+06   0.662954E+06  -0.210520E+00  -0.214565E+00   0.121732E+05   0.662792E+06   0.665738E+06   0.662792E+06  -0.158334E-01   0.351554E+06   0.351517E+06   0.442816E-01
   0.284669E+00   0.645832E+06   0.642516E+06  -0.196425E+00  -0.200200E+00   0.114311E+05   0.642454E+06   0.645311E+06   0.642454E+06  -0.153476E-01   0.340767E+06   0.340730E+06   0.433100E-01
   0.290048E+00   0.626718E+06   0.623420E+06  -0.183607E+00  -0.187135E+00   0.107516E+05   0.623426E+06   0.626200E+06   0.623426E+06  -0.148930E-01   0.330675E+06   0.330638E+06   0.420291E-01
   0.295426E+00   0.609276E+06   0.606035E+06  -0.172057E+00  -0.175363E+00   0.101358E+05   0.606068E+06   0.608767E+06   0.606068E+06  -0.144783E-01   0.321469E+06   0.321433E+06   0.403640E-01
   0.300805E+00   0.593554E+06   0.590413E+06  -0.161678E+00  -0.164785E+00   0.957989E+04   0.590431E+06   0.593061E+06   0.590430E+06  -0.141048E-01   0.313175E+06   0.313140E+06   0.383730E-01
   0.306184E+00   0.579292E+06   0.576279E+06  -0.152301E+00  -0.155228E+00   0.907521E+04   0.576251E+06   0.578819E+06   0.576251E+06  -0.137660E-01   0.305654E+06   0.305620E+06   0.362055E-01
   0.311563E+00   0.566066E+06   0.563193E+06  -0.143733E+00  -0.146495E+00   0.861151E+04   0.563104E+06   0.565615E+06   0.563104E+06  -0.134520E-01   0.298681E+06   0.298649E+06   0.340473E-01
   0.316941E+00   0.553448E+06   0.550708E+06  -0.135804E+00  -0.138413E+00   0.817957E+04   0.550562E+06   0.553018E+06   0.550562E+06  -0.131524E-01   0.292028E+06   0.291998E+06   0.320681E-01
   0.322320E+00   0.541085E+06   0.538457E+06  -0.128378E+00  -0.130845E+00   0.777208E+04   0.538270E+06   0.540672E+06   0.538270E+06  -0.128587E-01   0.285509E+06   0.285479E+06   0.303824E-01
   0.327699E+00   0.528724E+06   0.526179E+06  -0.121363E+00  -0.123695E+00   0.738403E+04   0.525977E+06   0.528325E+06   0.525976E+06  -0.125650E-01   0.278988E+06   0.278960E+06   0.290302E-01
   0.333078E+00   0.516255E+06   0.513765E+06  -0.114705E+00  -0.116909E+00   0.701273E+04   0.513570E+06   0.515864E+06   0.513570E+06  -0.122686E-01   0.272408E+06   0.272380E+06   0.279803E-01
   0.338456E+00   0.503733E+06   0.501276E+06  -0.108394E+00  -0.110477E+00   0.665802E+04   0.501109E+06   0.503347E+06   0.501108E+06  -0.119710E-01   0.265798E+06   0.265771E+06   0.271514E-01
   0.343835E+00   0.491354E+06   0.488917E+06  -0.102448E+00  -0.104416E+00   0.632150E+04   0.488786E+06   0.490971E+06   0.488786E+06  -0.116766E-01   0.259263E+06   0.259235E+06   0.264397E-01
   0.349214E+00   0.479353E+06   0.476935E+06  -0.968900E-01  -0.987516E-01   0.600507E+04   0.476841E+06   0.478973E+06   0.476841E+06  -0.113912E-01   0.252927E+06   0.252900E+06   0.257474E-01
   0.354593E+00   0.467919E+06   0.465527E+06  -0.917311E-01  -0.934935E-01   0.570985E+04   0.465461E+06   0.467543E+06   0.465461E+06  -0.111194E-01   0.246891E+06   0.246864E+06   0.250027E-01
   0.359971E+00   0.457149E+06   0.454797E+06  -0.869617E-01  -0.886325E-01   0.543569E+04   0.454745E+06   0.456780E+06   0.454745E+06  -0.108634E-01   0.241207E+06   0.241181E+06   0.241716E-01
   0.365350E+00   0.447064E+06   0.444764E+06  -0.825582E-01  -0.841443E-01   0.518150E+04   0.444713E+06   0.446703E+06   0.444713E+06  -0.106237E-01   0.235886E+06   0.235860E+06   0.232582E-01
   0.370729E+00   0.437618E+06   0.435381E+06  -0.784866E-01  -0.799945E-01   0.494554E+04   0.435318E+06   0.437267E+06   0.435318E+06  -0.103993E-01   0.230903E+06   0.230878E+06   0.222962E-01
   0.376108E+00   0.428706E+06   0.426537E+06  -0.747056E-01  -0.761409E-01   0.472550E+04   0.426456E+06   0.428365E+06   0.426455E+06  -0.101876E-01   0.226202E+06   0.226178E+06   0.213342E-01
   0.381486E+00   0.420176E+06   0.418075E+06  -0.711700E-01  -0.725373E-01   0.451882E+04   0.417974E+06   0.419846E+06   0.417974E+06  -0.998495E-02   0.221703E+06   0.221680E+06   0.204208E-01
   0.386865E+00   0.411874E+06   0.409834E+06  -0.678382E-01  -0.691415E-01   0.432307E+04   0.409718E+06   0.411554E+06   0.409718E+06  -0.978773E-02   0.217324E+06   0.217302E+06   0.195918E-01
   0.392244E+00   0.403690E+06   0.401702E+06  -0.646798E-01  -0.659224E-01   0.413653E+04   0.401578E+06   0.403378E+06   0.401578E+06  -0.959329E-02   0.213007E+06   0.212985E+06   0.188648E-01
   0.397623E+00   0.395579E+06   0.393632E+06  -0.616775E-01  -0.628624E-01   0.395826E+04   0.393510E+06   0.395273E+06   0.393510E+06  -0.940053E-02   0.208727E+06   0.208706E+06   0.182376E-01
   0.403001E+00   0.387553E+06   0.385639E+06  -0.588240E-01  -0.599541E-01   0.378795E+04   0.385524E+06   0.387252E+06   0.385524E+06  -0.920976E-02   0.204492E+06   0.204470E+06   0.176921E-01
   0.408380E+00   0.379658E+06   0.377770E+06  -0.561176E-01  -0.571957E-01   0.362565E+04   0.377668E+06   0.379361E+06   0.377667E+06  -0.902208E-02   0.200324E+06   0.200303E+06   0.172009E-01
   0.413759E+00   0.371951E+06   0.370088E+06  -0.535583E-01  -0.545873E-01   0.347148E+04   0.369999E+06   0.371658E+06   0.369999E+06  -0.883888E-02   0.196257E+06   0.196236E+06   0.167351E-01
   0.419138E+00   0.364492E+06   0.362654E+06  -0.511458E-01  -0.521284E-01   0.332556E+04   0.362576E+06   0.364203E+06   0.362576E+06  -0.866157E-02   0.192320E+06   0.192300E+06   0.162712E-01
   0.424516E+00   0.357329E+06   0.355520E+06  -0.488783E-01  -0.498173E-01   0.318790E+04   0.355450E+06   0.357045E+06   0.355450E+06  -0.849133E-02   0.188540E+06   0.188520E+06   0.157954E-01
   0.429895E+00   0.350490E+06   0.348714E+06  -0.467508E-01  -0.476489E-01   0.305830E+04   0.348646E+06   0.350211E+06   0.348646E+06  -0.832880E-02   0.184931E+06   0.184912E+06   0.153047E-01
   0.435274E+00   0.343965E+06   0.342225E+06  -0.447537E-01  -0.456134E-01   0.293625E+04   0.342156E+06   0.343691E+06   0.342155E+06  -0.817374E-02   0.181489E+06   0.181469E+06   0.148050E-01
   0.440653E+00   0.337710E+06   0.336008E+06  -0.428740E-01  -0.436976E-01   0.282098E+04   0.335934E+06   0.337442E+06   0.335934E+06  -0.802511E-02   0.178189E+06   0.178170E+06   0.143077E-01
   0.446031E+00   0.331672E+06   0.330009E+06  -0.410983E-01  -0.418878E-01   0.271172E+04   0.329929E+06   0.331411E+06   0.329929E+06  -0.788166E-02   0.175003E+06   0.174985E+06   0.138262E-01
   0.451410E+00   0.325807E+06   0.324181E+06  -0.394155E-01  -0.401727E-01   0.260780E+04   0.324096E+06   0.325552E+06   0.324096E+06  -0.774232E-02   0.171910E+06   0.171892E+06   0.133719E-01
   0.456789E+00   0.320082E+06   0.318489E+06  -0.378164E-01  -0.385429E-01   0.250870E+04   0.318401E+06   0.319832E+06   0.318401E+06  -0.760627E-02   0.168889E+06   0.168871E+06   0.129519E-01
   0.462168E+00   0.314465E+06   0.312902E+06  -0.362932E-01  -0.369904E-01   0.241395E+04   0.312814E+06   0.314219E+06   0.312814E+06  -0.747279E-02   0.165925E+06   0.165908E+06   0.125674E-01
   0.467546E+00   0.308938E+06   0.307401E+06  -0.348398E-01  -0.355091E-01   0.232320E+04   0.307316E+06   0.308697E+06   0.307316E+06  -0.734145E-02   0.163009E+06   0.162992E+06   0.122148E-01
   0.472925E+00   0.303507E+06   0.301995E+06  -0.334533E-01  -0.340960E-01   0.223632E+04   0.301913E+06   0.303270E+06   0.301913E+06  -0.721238E-02   0.160143E+06   0.160126E+06   0.118872E-01
   0.478304E+00   0.298197E+06   0.296707E+06  -0.321330E-01  -0.327503E-01   0.215331E+04   0.296630E+06   0.297963E+06   0.296630E+06  -0.708618E-02   0.157341E+06   0.157324E+06   0.115765E-01
   0.483683E+00   0.293031E+06   0.291562E+06  -0.308779E-01  -0.314711E-01   0.207416E+04   0.291490E+06   0.292800E+06   0.291490E+06  -0.696339E-02   0.154615E+06   0.154598E+06   0.112754E-01
   0.489061E+00   0.288021E+06   0.286574E+06  -0.296861E-01  -0.302564E-01   0.199878E+04   0.286505E+06   0.287793E+06   0.286505E+06  -0.684431E-02   0.151971E+06   0.151955E+06   0.109782E-01
   0.494440E+00   0.283169E+06   0.281744E+06  -0.285545E-01  -0.291031E-01   0.192699E+04   0.281678E+06   0.282945E+06   0.281678E+06  -0.672900E-02   0.149410E+06   0.149395E+06   0.106826E-01
   0.499819E+00   0.278475E+06   0.277074E+06  -0.274801E-01  -0.280080E-01   0.185865E+04   0.277009E+06   0.278255E+06   0.277009E+06  -0.661745E-02   0.146934E+06   0.146918E+06   0.103886E-01
   0.505198E+00   0.273934E+06   0.272558E+06  -0.264596E-01  -0.269679E-01   0.179357E+04   0.272493E+06   0.273718E+06   0.272493E+06  -0.650956E-02   0.144538E+06   0.144523E+06   0.100987E-01
   0.510576E+00   0.269534E+06   0.268183E+06  -0.254890E-01  -0.259787E-01   0.173149E+04   0.268116E+06   0.269322E+06   0.268116E+06  -0.640501E-02   0.142217E+06   0.142202E+06   0.981626E-02
   0.515955E+00   0.265254E+06   0.263926E+06  -0.245641E-01  -0.250360E-01   0.167218E+04   0.263858E+06   0.265045E+06   0.263858E+06  -0.630329E-02   0.139958E+06   0.139944E+06   0.954454E-02
   0.521334E+00   0.261073E+06   0.259768E+06  -0.236807E-01  -0.241356E-01   0.161537E+04   0.259699E+06   0.260868E+06   0.259699E+06  -0.620394E-02   0.137752E+06   0.137738E+06   0.928581E-02
   0.526713E+00   0.256979E+06   0.255696E+06  -0.228357E-01  -0.232744E-01   0.156090E+04   0.255627E+06   0.256777E+06   0.255627E+06  -0.610666E-02   0.135592E+06   0.135578E+06   0.904109E-02
   0.532091E+00   0.252968E+06   0.251706E+06  -0.220272E-01  -0.224504E-01   0.150862E+04   0.251637E+06   0.252770E+06   0.251637E+06  -0.601135E-02   0.133476E+06   0.133462E+06   0.881000E-02
   0.537470E+00   0.249041E+06   0.247797E+06  -0.212534E-01  -0.216617E-01   0.145846E+04   0.247730E+06   0.248845E+06   0.247730E+06  -0.591802E-02   0.131404E+06   0.131390E+06   0.859097E-02
   0.542849E+00   0.245196E+06   0.243971E+06  -0.205128E-01  -0.209068E-01   0.141032E+04   0.243906E+06   0.245004E+06   0.243906E+06  -0.582666E-02   0.129375E+06   0.129362E+06   0.838168E-02
   0.548227E+00   0.241436E+06   0.240228E+06  -0.198038E-01  -0.201843E-01   0.136412E+04   0.240165E+06   0.241247E+06   0.240165E+06  -0.573730E-02   0.127391E+06   0.127378E+06   0.817976E-02
   0.553606E+00   0.237766E+06   0.236575E+06  -0.191257E-01  -0.194931E-01   0.131983E+04   0.236514E+06   0.237579E+06   0.236514E+06  -0.565007E-02   0.125454E+06   0.125441E+06   0.798326E-02
   0.558985E+00   0.234192E+06   0.233018E+06  -0.184774E-01  -0.188323E-01   0.127738E+04   0.232958E+06   0.234007E+06   0.232958E+06  -0.556513E-02   0.123568E+06   0.123555E+06   0.779099E-02
   0.564364E+00   0.230713E+06   0.229557E+06  -0.178577E-01  -0.182007E-01   0.123672E+04   0.229498E+06   0.230532E+06   0.229498E+06  -0.548247E-02   0.121733E+06   0.121720E+06   0.760247E-02
   0.569743E+00   0.227326E+06   0.226187E+06  -0.172649E-01  -0.175965E-01   0.119774E+04   0.226129E+06   0.227147E+06   0.226129E+06  -0.540198E-02   0.119946E+06   0.119933E+06   0.741788E-02
   0.575121E+00   0.224023E+06   0.222900E+06  -0.166973E-01  -0.170180E-01   0.116033E+04   0.222843E+06   0.223846E+06   0.222843E+06  -0.532348E-02   0.118203E+06   0.118190E+06   0.723782E-02
   0.580500E+00   0.220798E+06   0.219693E+06  -0.161534E-01  -0.164637E-01   0.112441E+04   0.219635E+06   0.220624E+06   0.219635E+06  -0.524685E-02   0.116501E+06   0.116489E+06   0.706313E-02
   0.580825E+00   0.220609E+06   0.219505E+06  -0.161215E-01  -0.164312E-01   0.112230E+04   0.219447E+06   0.220435E+06   0.219447E+06  -0.524236E-02   0.116402E+06   0.116389E+06   0.705216E-02
   0.604055E+00   0.207485E+06   0.206448E+06  -0.140188E-01  -0.142881E-01   0.982637E+03   0.206392E+06   0.207322E+06   0.206392E+06  -0.493050E-02   0.109477E+06   0.109466E+06   0.637220E-02
   0.628214E+00   0.195046E+06   0.194069E+06  -0.121843E-01  -0.124183E-01   0.859692E+03   0.194018E+06   0.194892E+06   0.194018E+06  -0.463488E-02   0.102913E+06   0.102903E+06   0.576585E-02
   0.653340E+00   0.183353E+06   0.182436E+06  -0.105899E-01  -0.107933E-01   0.751939E+03   0.182386E+06   0.183209E+06   0.182386E+06  -0.435701E-02   0.967437E+05   0.967335E+05   0.520740E-02
   0.818533E+00   0.127975E+06   0.127335E+06  -0.470920E-02  -0.479966E-02   0.345148E+03   0.127299E+06   0.127874E+06   0.127299E+06  -0.304105E-02   0.675241E+05   0.675170E+05   0.289905E-02
   0.102549E+01   0.887826E+05   0.883389E+05  -0.208144E-02  -0.212143E-02   0.156361E+03   0.883138E+05   0.887129E+05   0.883138E+05  -0.210972E-02   0.468448E+05   0.468399E+05   0.160393E-02
   0.128479E+01   0.612574E+05   0.609513E+05  -0.914970E-03  -0.932545E-03   0.700376E+02   0.609338E+05   0.612093E+05   0.609338E+05  -0.145564E-02   0.323215E+05   0.323181E+05   0.882427E-03
   0.160964E+01   0.420583E+05   0.418482E+05  -0.400230E-03  -0.407917E-03   0.310693E+02   0.418360E+05   0.420253E+05   0.418360E+05  -0.999418E-03   0.221914E+05   0.221891E+05   0.482948E-03
   0.201662E+01   0.287489E+05   0.286053E+05  -0.174296E-03  -0.177644E-03   0.136700E+02   0.285970E+05   0.287264E+05   0.285970E+05  -0.683151E-03   0.151689E+05   0.151673E+05   0.263005E-03
   0.252652E+01   0.195725E+05   0.194747E+05  -0.755995E-04  -0.770516E-04   0.597290E+01   0.194690E+05   0.195571E+05   0.194690E+05  -0.465094E-03   0.103271E+05   0.103260E+05   0.142527E-03
   0.316533E+01   0.132767E+05   0.132104E+05  -0.326716E-04  -0.332991E-04   0.259459E+01   0.132065E+05   0.132663E+05   0.132065E+05  -0.315490E-03   0.700524E+04   0.700451E+04   0.768477E-04
   0.396567E+01   0.897626E+04   0.893146E+04  -0.140728E-04  -0.143431E-04   0.112153E+01   0.892880E+04   0.896922E+04   0.892880E+04  -0.213300E-03   0.473618E+04   0.473569E+04   0.412033E-04
   0.496836E+01   0.605046E+04   0.602027E+04  -0.604337E-05  -0.615945E-05   0.482768E+00   0.601847E+04   0.604571E+04   0.601847E+04  -0.143775E-03   0.319243E+04   0.319210E+04   0.219449E-04
   0.622459E+01   0.406708E+04   0.404679E+04  -0.258808E-05  -0.263779E-05   0.207073E+00   0.404557E+04   0.406389E+04   0.404557E+04  -0.966445E-04   0.214593E+04   0.214571E+04   0.115875E-04
   0.779844E+01   0.272694E+04   0.271335E+04  -0.110554E-05  -0.112678E-05   0.885464E-01   0.271252E+04   0.272481E+04   0.271252E+04  -0.647994E-04   0.143883E+04   0.143869E+04   0.604501E-05
