#    L    TT             EE             TE             PP             TP          
   553   0.256295E+04   0.891451E+01   0.842479E+01   0.743508E+06   0.664453E+02
   554   0.255854E+04   0.907524E+01   0.952201E+01   0.741450E+06   0.668527E+02
   555   0.255393E+04   0.924095E+01   0.106004E+02   0.739401E+06   0.672746E+02
   556   0.254911E+04   0.941165E+01   0.116593E+02   0.737359E+06   0.677109E+02
   557   0.254412E+04   0.958726E+01   0.126981E+02   0.735326E+06   0.681614E+02
   558   0.253893E+04   0.976775E+01   0.137161E+02   0.733300E+06   0.686258E+02
   559   0.253356E+04   0.995306E+01   0.147128E+02   0.731283E+06   0.691040E+02
   560   0.252801E+04   0.101432E+02   0.156876E+02   0.729274E+06   0.695958E+02
   561   0.252228E+04   0.103379E+02   0.166399E+02   0.727272E+06   0.701009E+02
   562   0.251637E+04   0.105374E+02   0.175691E+02   0.725279E+06   0.706193E+02
   563   0.251029E+04   0.107414E+02   0.184747E+02   0.723294E+06   0.711506E+02
   564   0.250405E+04   0.109500E+02   0.193561E+02   0.721316E+06   0.716947E+02
   565   0.249763E+04   0.111631E+02   0.202127E+02   0.719347E+06   0.722514E+02
   566   0.249105E+04   0.113806E+02   0.210442E+02   0.717385E+06   0.728205E+02
   567   0.248431E+04   0.116023E+02   0.218500E+02   0.715431E+06   0.734019E+02
   568   0.247742E+04   0.118284E+02   0.226295E+02   0.713484E+06   0.739952E+02
   569   0.247037E+04   0.120586E+02   0.233823E+02   0.711546E+06   0.746004E+02
   570   0.246317E+04   0.122929E+02   0.241080E+02   0.709615E+06   0.752172E+02
   571   0.245582E+04   0.125313E+02   0.248060E+02   0.707692E+06   0.758455E+02
   572   0.244834E+04   0.127735E+02   0.254760E+02   0.705776E+06   0.764850E+02
   573   0.244071E+04   0.130196E+02   0.261175E+02   0.703868E+06   0.771355E+02
   574   0.243296E+04   0.132695E+02   0.267302E+02   0.701968E+06   0.777969E+02
   575   0.242508E+04   0.135231E+02   0.273138E+02   0.700075E+06   0.784689E+02
   576   0.241708E+04   0.137803E+02   0.278680E+02   0.698189E+06   0.791514E+02
   577   0.240897E+04   0.140410E+02   0.283922E+02   0.696311E+06   0.798442E+02
   578   0.240075E+04   0.143051E+02   0.288860E+02   0.694440E+06   0.805470E+02
   579   0.239242E+04   0.145726E+02   0.293494E+02   0.692577E+06   0.812597E+02
   580   0.238399E+04   0.148432E+02   0.297819E+02   0.690721E+06   0.819821E+02
   581   0.237547E+04   0.151170E+02   0.301830E+02   0.688872E+06   0.827140E+02
   582   0.236686E+04   0.153938E+02   0.305525E+02   0.687031E+06   0.834552E+02
   583   0.235816E+04   0.156735E+02   0.308902E+02   0.685197E+06   0.842055E+02
   584   0.234938E+04   0.159560E+02   0.311955E+02   0.683370E+06   0.849646E+02
   585   0.234053E+04   0.162412E+02   0.314682E+02   0.681550E+06   0.857325E+02
   586   0.233160E+04   0.165291E+02   0.317081E+02   0.679737E+06   0.865089E+02
   587   0.232261E+04   0.168195E+02   0.319150E+02   0.677931E+06   0.872937E+02
   588   0.231357E+04   0.171122E+02   0.320886E+02   0.676133E+06   0.880865E+02
   589   0.230446E+04   0.174072E+02   0.322288E+02   0.674341E+06   0.888873E+02
   590   0.229530E+04   0.177044E+02   0.323353E+02   0.672556E+06   0.896958E+02
   591   0.228610E+04   0.180036E+02   0.324079E+02   0.670779E+06   0.905119E+02
   592   0.227686E+04   0.183047E+02   0.324465E+02   0.669008E+06   0.913353E+02
   593   0.226758E+04   0.186077E+02   0.324509E+02   0.667244E+06   0.921658E+02
   594   0.225826E+04   0.189124E+02   0.324210E+02   0.665487E+06   0.930033E+02
   595   0.224893E+04   0.192186E+02   0.323568E+02   0.663737E+06   0.938476E+02
   596   0.223957E+04   0.195263E+02   0.322580E+02   0.661993E+06   0.946984E+02
   597   0.223020E+04   0.198353E+02   0.321246E+02   0.660257E+06   0.955557E+02
   598   0.222081E+04   0.201454E+02   0.319566E+02   0.658527E+06   0.964191E+02
   599   0.221142E+04   0.204567E+02   0.317537E+02   0.656803E+06   0.972884E+02
   600   0.220202E+04   0.207690E+02   0.315161E+02   0.655086E+06   0.981636E+02
   601   0.219263E+04   0.210820E+02   0.312438E+02   0.653376E+06   0.990444E+02
   602   0.218324E+04   0.213958E+02   0.309368E+02   0.651673E+06   0.999305E+02
   603   0.217387E+04   0.217102E+02   0.305952E+02   0.649976E+06   0.100822E+03
   604   0.216452E+04   0.220250E+02   0.302190E+02   0.648285E+06   0.101718E+03
   605   0.215518E+04   0.223402E+02   0.298084E+02   0.646601E+06   0.102620E+03
   606   0.214587E+04   0.226556E+02   0.293633E+02   0.644924E+06   0.103525E+03
   607   0.213659E+04   0.229712E+02   0.288839E+02   0.643252E+06   0.104436E+03
   608   0.212735E+04   0.232867E+02   0.283704E+02   0.641588E+06   0.105350E+03
   609   0.211815E+04   0.236021E+02   0.278228E+02   0.639929E+06   0.106269E+03
   610   0.210899E+04   0.239172E+02   0.272414E+02   0.638277E+06   0.107191E+03
   611   0.209988E+04   0.242319E+02   0.266262E+02   0.636632E+06   0.108118E+03
   612   0.209082E+04   0.245460E+02   0.259773E+02   0.634992E+06   0.109047E+03
   613   0.208182E+04   0.248595E+02   0.252951E+02   0.633359E+06   0.109980E+03
   614   0.207289E+04   0.251722E+02   0.245796E+02   0.631732E+06   0.110916E+03
   615   0.206401E+04   0.254840E+02   0.238313E+02   0.630111E+06   0.111855E+03
   616   0.205522E+04   0.257947E+02   0.230506E+02   0.628497E+06   0.112797E+03
   617   0.204650E+04   0.261044E+02   0.222377E+02   0.626888E+06   0.113741E+03
   618   0.203786E+04   0.264129E+02   0.213929E+02   0.625286E+06   0.114688E+03
   619   0.202930E+04   0.267199E+02   0.205166E+02   0.623690E+06   0.115637E+03
   620   0.202084E+04   0.270256E+02   0.196092E+02   0.622099E+06   0.116588E+03
   621   0.201247E+04   0.273297E+02   0.186709E+02   0.620515E+06   0.117540E+03
   622   0.200421E+04   0.276320E+02   0.177021E+02   0.618937E+06   0.118494E+03
   623   0.199604E+04   0.279325E+02   0.167032E+02   0.617365E+06   0.119450E+03
   624   0.198798E+04   0.282311E+02   0.156745E+02   0.615799E+06   0.120406E+03
   625   0.198003E+04   0.285276E+02   0.146164E+02   0.614239E+06   0.121364E+03
   626   0.197220E+04   0.288219E+02   0.135292E+02   0.612684E+06   0.122322E+03
   627   0.196448E+04   0.291138E+02   0.124133E+02   0.611136E+06   0.123282E+03
   628   0.195689E+04   0.294032E+02   0.112691E+02   0.609593E+06   0.124241E+03
   629   0.194942E+04   0.296900E+02   0.100971E+02   0.608056E+06   0.125201E+03
   630   0.194208E+04   0.299742E+02   0.889784E+01   0.606525E+06   0.126161E+03
   631   0.193487E+04   0.302554E+02   0.767169E+01   0.605000E+06   0.127120E+03
   632   0.192780E+04   0.305338E+02   0.641923E+01   0.603480E+06   0.128080E+03
   633   0.192087E+04   0.308091E+02   0.514083E+01   0.601966E+06   0.129039E+03
   634   0.191408E+04   0.310812E+02   0.383707E+01   0.600458E+06   0.129997E+03
   635   0.190744E+04   0.313500E+02   0.250849E+01   0.598955E+06   0.130954E+03
   636   0.190095E+04   0.316154E+02   0.115563E+01   0.597458E+06   0.131910E+03
   637   0.189461E+04   0.318773E+02  -0.220958E+00   0.595967E+06   0.132865E+03
   638   0.188843E+04   0.321355E+02  -0.162069E+01   0.594481E+06   0.133818E+03
   639   0.188241E+04   0.323901E+02  -0.304302E+01   0.593001E+06   0.134770E+03
   640   0.187654E+04   0.326407E+02  -0.448738E+01   0.591526E+06   0.135720E+03
   641   0.187085E+04   0.328875E+02  -0.595319E+01   0.590056E+06   0.136667E+03
   642   0.186531E+04   0.331301E+02  -0.743982E+01   0.588593E+06   0.137613E+03
   643   0.185996E+04   0.333686E+02  -0.894660E+01   0.587134E+06   0.138556E+03
   644   0.185477E+04   0.336028E+02  -0.104729E+02   0.585681E+06   0.139496E+03
   645   0.184975E+04   0.338326E+02  -0.120180E+02   0.584233E+06   0.140434E+03
   646   0.184492E+04   0.340578E+02  -0.135814E+02   0.582791E+06   0.141369E+03
   647   0.184027E+04   0.342784E+02  -0.151623E+02   0.581353E+06   0.142300E+03
   648   0.183579E+04   0.344942E+02  -0.167601E+02   0.579922E+06   0.143228E+03
   649   0.183150E+04   0.347053E+02  -0.183740E+02   0.578495E+06   0.144153E+03
   650   0.182740E+04   0.349113E+02  -0.200034E+02   0.577074E+06   0.145073E+03
   651   0.182348E+04   0.351125E+02  -0.216476E+02   0.575657E+06   0.145990E+03
   652   0.181975E+04   0.353086E+02  -0.233057E+02   0.574246E+06   0.146903E+03
   653   0.181621E+04   0.354997E+02  -0.249773E+02   0.572840E+06   0.147811E+03
   654   0.181287E+04   0.356857E+02  -0.266617E+02   0.571440E+06   0.148715E+03
   655   0.180973E+04   0.358664E+02  -0.283581E+02   0.570044E+06   0.149615E+03
   656   0.180678E+04   0.360419E+02  -0.300657E+02   0.568653E+06   0.150511E+03
   657   0.180402E+04   0.362120E+02  -0.317841E+02   0.567268E+06   0.151402E+03
   658   0.180147E+04   0.363768E+02  -0.335122E+02   0.565887E+06   0.152288E+03
   659   0.179912E+04   0.365361E+02  -0.352495E+02   0.564512E+06   0.153170E+03
   660   0.179696E+04   0.366898E+02  -0.369953E+02   0.563141E+06   0.154047E+03
   661   0.179501E+04   0.368379E+02  -0.387488E+02   0.561775E+06   0.154919E+03
   662   0.179326E+04   0.369803E+02  -0.405092E+02   0.560415E+06   0.155786E+03
   663   0.179171E+04   0.371169E+02  -0.422758E+02   0.559059E+06   0.156648E+03
   664   0.179037E+04   0.372478E+02  -0.440479E+02   0.557708E+06   0.157505E+03
   665   0.178923E+04   0.373727E+02  -0.458247E+02   0.556362E+06   0.158356E+03
   666   0.178828E+04   0.374918E+02  -0.476055E+02   0.555021E+06   0.159203E+03
   667   0.178755E+04   0.376050E+02  -0.493894E+02   0.553685E+06   0.160044E+03
   668   0.178702E+04   0.377122E+02  -0.511757E+02   0.552353E+06   0.160879E+03
   669   0.178669E+04   0.378132E+02  -0.529638E+02   0.551026E+06   0.161709E+03
   670   0.178657E+04   0.379083E+02  -0.547527E+02   0.549704E+06   0.162533E+03
   671   0.178665E+04   0.379972E+02  -0.565418E+02   0.548387E+06   0.163351E+03
   672   0.178693E+04   0.380800E+02  -0.583303E+02   0.547075E+06   0.164164E+03
   673   0.178742E+04   0.381566E+02  -0.601174E+02   0.545767E+06   0.164970E+03
   674   0.178811E+04   0.382271E+02  -0.619024E+02   0.544464E+06   0.165770E+03
   675   0.178900E+04   0.382913E+02  -0.636845E+02   0.543165E+06   0.166565E+03
   676   0.179010E+04   0.383492E+02  -0.654628E+02   0.541871E+06   0.167353E+03
   677   0.179140E+04   0.384009E+02  -0.672368E+02   0.540582E+06   0.168134E+03
   678   0.179289E+04   0.384462E+02  -0.690054E+02   0.539297E+06   0.168910E+03
   679   0.179459E+04   0.384852E+02  -0.707678E+02   0.538017E+06   0.169678E+03
   680   0.179648E+04   0.385178E+02  -0.725234E+02   0.536741E+06   0.170441E+03
   681   0.179857E+04   0.385439E+02  -0.742711E+02   0.535470E+06   0.171196E+03
   682   0.180085E+04   0.385636E+02  -0.760103E+02   0.534203E+06   0.171945E+03
   683   0.180332E+04   0.385768E+02  -0.777401E+02   0.532941E+06   0.172686E+03
   684   0.180600E+04   0.385834E+02  -0.794598E+02   0.531683E+06   0.173421E+03
   685   0.180885E+04   0.385838E+02  -0.811686E+02   0.530429E+06   0.174149E+03
   686   0.181190E+04   0.385776E+02  -0.828656E+02   0.529180E+06   0.174870E+03
   687   0.181513E+04   0.385652E+02  -0.845508E+02   0.527936E+06   0.175583E+03
   688   0.181856E+04   0.385463E+02  -0.862234E+02   0.526695E+06   0.176289E+03
   689   0.182217E+04   0.385212E+02  -0.878820E+02   0.525459E+06   0.176988E+03
   690   0.182596E+04   0.384899E+02  -0.895258E+02   0.524228E+06   0.177679E+03
   691   0.182993E+04   0.384523E+02  -0.911547E+02   0.523000E+06   0.178362E+03
   692   0.183409E+04   0.384085E+02  -0.927681E+02   0.521777E+06   0.179038E+03
   693   0.183842E+04   0.383584E+02  -0.943652E+02   0.520558E+06   0.179706E+03
   694   0.184292E+04   0.383022E+02  -0.959445E+02   0.519343E+06   0.180367E+03
   695   0.184760E+04   0.382398E+02  -0.975059E+02   0.518133E+06   0.181019E+03
   696   0.185244E+04   0.381711E+02  -0.990480E+02   0.516926E+06   0.181663E+03
   697   0.185745E+04   0.380963E+02  -0.100571E+03   0.515724E+06   0.182299E+03
   698   0.186262E+04   0.380154E+02  -0.102073E+03   0.514526E+06   0.182927E+03
   699   0.186796E+04   0.379284E+02  -0.103554E+03   0.513331E+06   0.183546E+03
   700   0.187346E+04   0.378354E+02  -0.105013E+03   0.512141E+06   0.184157E+03
   701   0.187910E+04   0.377364E+02  -0.106450E+03   0.510955E+06   0.184760E+03
   702   0.188490E+04   0.376315E+02  -0.107864E+03   0.509773E+06   0.185354E+03
   703   0.189084E+04   0.375206E+02  -0.109255E+03   0.508595E+06   0.185939E+03
   704   0.189695E+04   0.374039E+02  -0.110621E+03   0.507421E+06   0.186515E+03
   705   0.190318E+04   0.372815E+02  -0.111963E+03   0.506251E+06   0.187082E+03
   706   0.190956E+04   0.371533E+02  -0.113279E+03   0.505085E+06   0.187641E+03
   707   0.191608E+04   0.370196E+02  -0.114569E+03   0.503923E+06   0.188190E+03
   708   0.192272E+04   0.368802E+02  -0.115833E+03   0.502765E+06   0.188730E+03
   709   0.192950E+04   0.367353E+02  -0.117069E+03   0.501611E+06   0.189260E+03
   710   0.193641E+04   0.365850E+02  -0.118279E+03   0.500460E+06   0.189782E+03
   711   0.194343E+04   0.364293E+02  -0.119460E+03   0.499314E+06   0.190293E+03
   712   0.195059E+04   0.362684E+02  -0.120612E+03   0.498171E+06   0.190795E+03
   713   0.195785E+04   0.361021E+02  -0.121736E+03   0.497032E+06   0.191287E+03
   714   0.196523E+04   0.359307E+02  -0.122829E+03   0.495897E+06   0.191769E+03
   715   0.197272E+04   0.357542E+02  -0.123892E+03   0.494766E+06   0.192241E+03
   716   0.198031E+04   0.355726E+02  -0.124926E+03   0.493639E+06   0.192703E+03
   717   0.198800E+04   0.353860E+02  -0.125927E+03   0.492515E+06   0.193155E+03
   718   0.199579E+04   0.351944E+02  -0.126896E+03   0.491395E+06   0.193596E+03
   719   0.200367E+04   0.349981E+02  -0.127833E+03   0.490279E+06   0.194027E+03
   720   0.201164E+04   0.347969E+02  -0.128738E+03   0.489166E+06   0.194448E+03
   721   0.201969E+04   0.345913E+02  -0.129610E+03   0.488057E+06   0.194858E+03
   722   0.202782E+04   0.343811E+02  -0.130448E+03   0.486952E+06   0.195257E+03
   723   0.203604E+04   0.341666E+02  -0.131254E+03   0.485851E+06   0.195645E+03
   724   0.204433E+04   0.339479E+02  -0.132026E+03   0.484753E+06   0.196022E+03
   725   0.205270E+04   0.337251E+02  -0.132764E+03   0.483658E+06   0.196388E+03
   726   0.206113E+04   0.334982E+02  -0.133467E+03   0.482568E+06   0.196743E+03
   727   0.206963E+04   0.332675E+02  -0.134136E+03   0.481481E+06   0.197087E+03
   728   0.207820E+04   0.330328E+02  -0.134770E+03   0.480397E+06   0.197419E+03
   729   0.208681E+04   0.327946E+02  -0.135368E+03   0.479317E+06   0.197740E+03
   730   0.209548E+04   0.325526E+02  -0.135931E+03   0.478241E+06   0.198049E+03
   731   0.210421E+04   0.323072E+02  -0.136459E+03   0.477168E+06   0.198346E+03
   732   0.211296E+04   0.320582E+02  -0.136949E+03   0.476098E+06   0.198632E+03
   733   0.212177E+04   0.318061E+02  -0.137403E+03   0.475032E+06   0.198905E+03
   734   0.213060E+04   0.315507E+02  -0.137820E+03   0.473970E+06   0.199167E+03
   735   0.213946E+04   0.312922E+02  -0.138200E+03   0.472911E+06   0.199416E+03
   736   0.214836E+04   0.310309E+02  -0.138543E+03   0.471855E+06   0.199653E+03
   737   0.215726E+04   0.307667E+02  -0.138848E+03   0.470803E+06   0.199878E+03
   738   0.216619E+04   0.304998E+02  -0.139115E+03   0.469754E+06   0.200090E+03
   739   0.217513E+04   0.302303E+02  -0.139345E+03   0.468709E+06   0.200290E+03
   740   0.218407E+04   0.299584E+02  -0.139536E+03   0.467667E+06   0.200477E+03
   741   0.219301E+04   0.296843E+02  -0.139689E+03   0.466628E+06   0.200651E+03
   742   0.220195E+04   0.294079E+02  -0.139804E+03   0.465592E+06   0.200813E+03
   743   0.221089E+04   0.291296E+02  -0.139881E+03   0.464560E+06   0.200961E+03
   744   0.221981E+04   0.288494E+02  -0.139919E+03   0.463531E+06   0.201096E+03
   745   0.222870E+04   0.285674E+02  -0.139918E+03   0.462506E+06   0.201218E+03
   746   0.223758E+04   0.282839E+02  -0.139880E+03   0.461484E+06   0.201327E+03
   747   0.224642E+04   0.279989E+02  -0.139802E+03   0.460464E+06   0.201422E+03
   748   0.225524E+04   0.277125E+02  -0.139686E+03   0.459449E+06   0.201504E+03
   749   0.226401E+04   0.274250E+02  -0.139532E+03   0.458436E+06   0.201572E+03
   750   0.227275E+04   0.271363E+02  -0.139339E+03   0.457426E+06   0.201626E+03
   751   0.228144E+04   0.268467E+02  -0.139108E+03   0.456420E+06   0.201666E+03
   752   0.229007E+04   0.265562E+02  -0.138837E+03   0.455417E+06   0.201693E+03
   753   0.229865E+04   0.262650E+02  -0.138529E+03   0.454417E+06   0.201706E+03
   754   0.230718E+04   0.259732E+02  -0.138182E+03   0.453420E+06   0.201706E+03
   755   0.231564E+04   0.256810E+02  -0.137797E+03   0.452426E+06   0.201692E+03
   756   0.232403E+04   0.253885E+02  -0.137375E+03   0.451435E+06   0.201665E+03
   757   0.233237E+04   0.250959E+02  -0.136914E+03   0.450447E+06   0.201625E+03
   758   0.234063E+04   0.248031E+02  -0.136417E+03   0.449463E+06   0.201573E+03
   759   0.234883E+04   0.245106E+02  -0.135882E+03   0.448481E+06   0.201507E+03
   760   0.235695E+04   0.242184E+02  -0.135311E+03   0.447503E+06   0.201429E+03
   761   0.236499E+04   0.239266E+02  -0.134702E+03   0.446527E+06   0.201338E+03
   762   0.237294E+04   0.236352E+02  -0.134057E+03   0.445555E+06   0.201235E+03
   763   0.238081E+04   0.233445E+02  -0.133375E+03   0.444585E+06   0.201120E+03
   764   0.238859E+04   0.230546E+02  -0.132657E+03   0.443619E+06   0.200992E+03
   765   0.239626E+04   0.227655E+02  -0.131902E+03   0.442655E+06   0.200853E+03
   766   0.240384E+04   0.224775E+02  -0.131111E+03   0.441695E+06   0.200702E+03
   767   0.241130E+04   0.221904E+02  -0.130284E+03   0.440737E+06   0.200539E+03
   768   0.241866E+04   0.219047E+02  -0.129420E+03   0.439782E+06   0.200365E+03
   769   0.242588E+04   0.216204E+02  -0.128521E+03   0.438831E+06   0.200179E+03
   770   0.243300E+04   0.213376E+02  -0.127587E+03   0.437882E+06   0.199982E+03
   771   0.243999E+04   0.210564E+02  -0.126619E+03   0.436936E+06   0.199774E+03
   772   0.244684E+04   0.207772E+02  -0.125616E+03   0.435993E+06   0.199555E+03
   773   0.245357E+04   0.204999E+02  -0.124580E+03   0.435053E+06   0.199325E+03
   774   0.246015E+04   0.202248E+02  -0.123511E+03   0.434115E+06   0.199085E+03
   775   0.246660E+04   0.199518E+02  -0.122409E+03   0.433181E+06   0.198834E+03
   776   0.247291E+04   0.196813E+02  -0.121276E+03   0.432249E+06   0.198572E+03
   777   0.247907E+04   0.194132E+02  -0.120110E+03   0.431320E+06   0.198300E+03
   778   0.248510E+04   0.191478E+02  -0.118914E+03   0.430394E+06   0.198018E+03
   779   0.249099E+04   0.188851E+02  -0.117687E+03   0.429471E+06   0.197726E+03
   780   0.249673E+04   0.186252E+02  -0.116431E+03   0.428551E+06   0.197424E+03
   781   0.250232E+04   0.183683E+02  -0.115145E+03   0.427633E+06   0.197113E+03
   782   0.250777E+04   0.181144E+02  -0.113830E+03   0.426718E+06   0.196791E+03
   783   0.251306E+04   0.178638E+02  -0.112486E+03   0.425806E+06   0.196461E+03
   784   0.251819E+04   0.176164E+02  -0.111114E+03   0.424896E+06   0.196120E+03
   785   0.252316E+04   0.173723E+02  -0.109714E+03   0.423989E+06   0.195771E+03
   786   0.252796E+04   0.171318E+02  -0.108285E+03   0.423085E+06   0.195413E+03
   787   0.253258E+04   0.168948E+02  -0.106829E+03   0.422184E+06   0.195046E+03
   788   0.253703E+04   0.166615E+02  -0.105344E+03   0.421285E+06   0.194670E+03
   789   0.254129E+04   0.164321E+02  -0.103834E+03   0.420389E+06   0.194285E+03
   790   0.254537E+04   0.162066E+02  -0.102297E+03   0.419496E+06   0.193892E+03
   791   0.254926E+04   0.159853E+02  -0.100736E+03   0.418605E+06   0.193490E+03
   792   0.255297E+04   0.157683E+02  -0.991503E+02   0.417717E+06   0.193080E+03
   793   0.255648E+04   0.155557E+02  -0.975420E+02   0.416831E+06   0.192662E+03
   794   0.255981E+04   0.153477E+02  -0.959117E+02   0.415948E+06   0.192237E+03
   795   0.256294E+04   0.151444E+02  -0.942609E+02   0.415068E+06   0.191803E+03
   796   0.256588E+04   0.149458E+02  -0.925889E+02   0.414190E+06   0.191362E+03
   797   0.256863E+04   0.147520E+02  -0.908973E+02   0.413314E+06   0.190913E+03
   798   0.257118E+04   0.145632E+02  -0.891861E+02   0.412442E+06   0.190456E+03
   799   0.257355E+04   0.143793E+02  -0.874562E+02   0.411572E+06   0.189993E+03
   800   0.257572E+04   0.142004E+02  -0.857068E+02   0.410704E+06   0.189522E+03
   801   0.257769E+04   0.140265E+02  -0.839404E+02   0.409839E+06   0.189044E+03
   802   0.257947E+04   0.138577E+02  -0.821560E+02   0.408976E+06   0.188560E+03
   803   0.258105E+04   0.136941E+02  -0.803546E+02   0.408116E+06   0.188068E+03
   804   0.258243E+04   0.135358E+02  -0.785375E+02   0.407258E+06   0.187570E+03
   805   0.258361E+04   0.133830E+02  -0.767041E+02   0.406403E+06   0.187065E+03
   806   0.258457E+04   0.132356E+02  -0.748566E+02   0.405550E+06   0.186553E+03
   807   0.258531E+04   0.130939E+02  -0.729935E+02   0.404699E+06   0.186034E+03
   808   0.258584E+04   0.129580E+02  -0.711179E+02   0.403851E+06   0.185509E+03
   809   0.258614E+04   0.128278E+02  -0.692289E+02   0.403006E+06   0.184977E+03
   810   0.258622E+04   0.127035E+02  -0.673273E+02   0.402163E+06   0.184439E+03
   811   0.258608E+04   0.125852E+02  -0.654148E+02   0.401322E+06   0.183894E+03
   812   0.258574E+04   0.124727E+02  -0.634921E+02   0.400483E+06   0.183343E+03
   813   0.258517E+04   0.123662E+02  -0.615601E+02   0.399647E+06   0.182785E+03
   814   0.258441E+04   0.122657E+02  -0.596198E+02   0.398814E+06   0.182221E+03
   815   0.258344E+04   0.121712E+02  -0.576719E+02   0.397983E+06   0.181651E+03
   816   0.258228E+04   0.120827E+02  -0.557176E+02   0.397154E+06   0.181074E+03
   817   0.258091E+04   0.120003E+02  -0.537571E+02   0.396327E+06   0.180492E+03
   818   0.257934E+04   0.119241E+02  -0.517909E+02   0.395503E+06   0.179903E+03
   819   0.257756E+04   0.118540E+02  -0.498194E+02   0.394681E+06   0.179308E+03
   820   0.257556E+04   0.117903E+02  -0.478430E+02   0.393862E+06   0.178707E+03
   821   0.257333E+04   0.117328E+02  -0.458621E+02   0.393044E+06   0.178100E+03
   822   0.257088E+04   0.116817E+02  -0.438770E+02   0.392229E+06   0.177487E+03
   823   0.256820E+04   0.116370E+02  -0.418882E+02   0.391417E+06   0.176869E+03
   824   0.256529E+04   0.115988E+02  -0.398968E+02   0.390606E+06   0.176244E+03
   825   0.256216E+04   0.115669E+02  -0.379041E+02   0.389798E+06   0.175614E+03
   826   0.255882E+04   0.115416E+02  -0.359111E+02   0.388992E+06   0.174978E+03
   827   0.255528E+04   0.115226E+02  -0.339191E+02   0.388189E+06   0.174337E+03
   828   0.255152E+04   0.115102E+02  -0.319292E+02   0.387387E+06   0.173689E+03
   829   0.254757E+04   0.115041E+02  -0.299426E+02   0.386588E+06   0.173037E+03
   830   0.254343E+04   0.115046E+02  -0.279603E+02   0.385791E+06   0.172378E+03
   831   0.253910E+04   0.115116E+02  -0.259828E+02   0.384997E+06   0.171714E+03
   832   0.253457E+04   0.115250E+02  -0.240106E+02   0.384204E+06   0.171045E+03
   833   0.252983E+04   0.115449E+02  -0.220440E+02   0.383414E+06   0.170371E+03
   834   0.252490E+04   0.115714E+02  -0.200832E+02   0.382626E+06   0.169691E+03
   835   0.251975E+04   0.116044E+02  -0.181288E+02   0.381840E+06   0.169006E+03
   836   0.251439E+04   0.116440E+02  -0.161809E+02   0.381056E+06   0.168316E+03
   837   0.250881E+04   0.116902E+02  -0.142403E+02   0.380274E+06   0.167620E+03
   838   0.250303E+04   0.117429E+02  -0.123076E+02   0.379495E+06   0.166920E+03
   839   0.249703E+04   0.118021E+02  -0.103840E+02   0.378718E+06   0.166214E+03
   840   0.249085E+04   0.118678E+02  -0.847042E+01   0.377942E+06   0.165503E+03
   841   0.248446E+04   0.119398E+02  -0.656791E+01   0.377169E+06   0.164788E+03
   842   0.247790E+04   0.120182E+02  -0.467742E+01   0.376398E+06   0.164067E+03
   843   0.247114E+04   0.121029E+02  -0.279999E+01   0.375629E+06   0.163342E+03
   844   0.246422E+04   0.121938E+02  -0.936592E+00   0.374862E+06   0.162612E+03
   845   0.245711E+04   0.122909E+02   0.912231E+00   0.374098E+06   0.161877E+03
   846   0.244984E+04   0.123942E+02   0.274575E+01   0.373335E+06   0.161138E+03
   847   0.244238E+04   0.125038E+02   0.456349E+01   0.372574E+06   0.160393E+03
   848   0.243474E+04   0.126197E+02   0.636483E+01   0.371816E+06   0.159645E+03
   849   0.242692E+04   0.127418E+02   0.814920E+01   0.371059E+06   0.158891E+03
   850   0.241890E+04   0.128702E+02   0.991600E+01   0.370305E+06   0.158134E+03
   851   0.241071E+04   0.130048E+02   0.116647E+02   0.369552E+06   0.157371E+03
   852   0.240234E+04   0.131456E+02   0.133948E+02   0.368802E+06   0.156605E+03
   853   0.239379E+04   0.132925E+02   0.151059E+02   0.368053E+06   0.155834E+03
   854   0.238506E+04   0.134452E+02   0.167974E+02   0.367307E+06   0.155059E+03
   855   0.237619E+04   0.136038E+02   0.184691E+02   0.366562E+06   0.154279E+03
   856   0.236714E+04   0.137681E+02   0.201203E+02   0.365820E+06   0.153496E+03
   857   0.235795E+04   0.139380E+02   0.217507E+02   0.365079E+06   0.152709E+03
   858   0.234861E+04   0.141134E+02   0.233597E+02   0.364341E+06   0.151918E+03
   859   0.233913E+04   0.142942E+02   0.249466E+02   0.363604E+06   0.151123E+03
   860   0.232951E+04   0.144805E+02   0.265107E+02   0.362869E+06   0.150324E+03
   861   0.231975E+04   0.146722E+02   0.280509E+02   0.362137E+06   0.149521E+03
   862   0.230984E+04   0.148692E+02   0.295666E+02   0.361406E+06   0.148715E+03
   863   0.229980E+04   0.150716E+02   0.310570E+02   0.360677E+06   0.147905E+03
   864   0.228963E+04   0.152794E+02   0.325212E+02   0.359950E+06   0.147092E+03
   865   0.227932E+04   0.154924E+02   0.339585E+02   0.359225E+06   0.146275E+03
   866   0.226890E+04   0.157105E+02   0.353687E+02   0.358502E+06   0.145455E+03
   867   0.225833E+04   0.159338E+02   0.367517E+02   0.357781E+06   0.144632E+03
   868   0.224764E+04   0.161620E+02   0.381073E+02   0.357062E+06   0.143806E+03
   869   0.223683E+04   0.163951E+02   0.394356E+02   0.356345E+06   0.142976E+03
   870   0.222588E+04   0.166330E+02   0.407363E+02   0.355629E+06   0.142144E+03
   871   0.221482E+04   0.168756E+02   0.420093E+02   0.354916E+06   0.141308E+03
   872   0.220365E+04   0.171226E+02   0.432546E+02   0.354204E+06   0.140470E+03
