#    L    TT             EE             TE             PP             TP          
  1652   0.368780E+03   0.192751E+02  -0.312491E+02   0.947889E+05  -0.511015E+02
  1653   0.369179E+03   0.191533E+02  -0.315061E+02   0.946462E+05  -0.511039E+02
  1654   0.369595E+03   0.190300E+02  -0.317551E+02   0.945037E+05  -0.509679E+02
  1655   0.370027E+03   0.189053E+02  -0.319959E+02   0.943615E+05  -0.506981E+02
  1656   0.370473E+03   0.187792E+02  -0.322287E+02   0.942195E+05  -0.502990E+02
  1657   0.370936E+03   0.186518E+02  -0.324532E+02   0.940778E+05  -0.497750E+02
  1658   0.371412E+03   0.185230E+02  -0.326694E+02   0.939363E+05  -0.491308E+02
  1659   0.371903E+03   0.183930E+02  -0.328773E+02   0.937950E+05  -0.483708E+02
  1660   0.372407E+03   0.182618E+02  -0.330768E+02   0.936539E+05  -0.474995E+02
  1661   0.372923E+03   0.181294E+02  -0.332680E+02   0.935131E+05  -0.465215E+02
  1662   0.373451E+03   0.179959E+02  -0.334506E+02   0.933725E+05  -0.454412E+02
  1663   0.373990E+03   0.178614E+02  -0.336249E+02   0.932322E+05  -0.442633E+02
  1664   0.374540E+03   0.177258E+02  -0.337907E+02   0.930921E+05  -0.429921E+02
  1665   0.375100E+03   0.175893E+02  -0.339479E+02   0.929522E+05  -0.416322E+02
  1666   0.375670E+03   0.174517E+02  -0.340965E+02   0.928125E+05  -0.401882E+02
  1667   0.376248E+03   0.173134E+02  -0.342366E+02   0.926731E+05  -0.386645E+02
  1668   0.376835E+03   0.171742E+02  -0.343681E+02   0.925339E+05  -0.370657E+02
  1669   0.377428E+03   0.170341E+02  -0.344909E+02   0.923949E+05  -0.353963E+02
  1670   0.378029E+03   0.168933E+02  -0.346050E+02   0.922562E+05  -0.336608E+02
  1671   0.378636E+03   0.167518E+02  -0.347105E+02   0.921177E+05  -0.318636E+02
  1672   0.379248E+03   0.166096E+02  -0.348074E+02   0.919794E+05  -0.300094E+02
  1673   0.379865E+03   0.164668E+02  -0.348957E+02   0.918413E+05  -0.281027E+02
  1674   0.380487E+03   0.163235E+02  -0.349753E+02   0.917035E+05  -0.261479E+02
  1675   0.381112E+03   0.161797E+02  -0.350463E+02   0.915659E+05  -0.241496E+02
  1676   0.381741E+03   0.160355E+02  -0.351088E+02   0.914285E+05  -0.221123E+02
  1677   0.382372E+03   0.158911E+02  -0.351627E+02   0.912914E+05  -0.200404E+02
  1678   0.383005E+03   0.157462E+02  -0.352081E+02   0.911544E+05  -0.179387E+02
  1679   0.383640E+03   0.156011E+02  -0.352449E+02   0.910178E+05  -0.158114E+02
  1680   0.384274E+03   0.154558E+02  -0.352732E+02   0.908813E+05  -0.136632E+02
  1681   0.384910E+03   0.153103E+02  -0.352931E+02   0.907450E+05  -0.114986E+02
  1682   0.385544E+03   0.151647E+02  -0.353046E+02   0.906090E+05  -0.932206E+01
  1683   0.386177E+03   0.150191E+02  -0.353076E+02   0.904732E+05  -0.713814E+01
  1684   0.386808E+03   0.148733E+02  -0.353022E+02   0.903376E+05  -0.495133E+01
  1685   0.387436E+03   0.147277E+02  -0.352885E+02   0.902023E+05  -0.276616E+01
  1686   0.388062E+03   0.145821E+02  -0.352664E+02   0.900672E+05  -0.587137E+00
  1687   0.388683E+03   0.144365E+02  -0.352361E+02   0.899323E+05   0.158121E+01
  1688   0.389301E+03   0.142912E+02  -0.351977E+02   0.897976E+05   0.373438E+01
  1689   0.389914E+03   0.141461E+02  -0.351511E+02   0.896631E+05   0.586785E+01
  1690   0.390521E+03   0.140013E+02  -0.350964E+02   0.895289E+05   0.797710E+01
  1691   0.391121E+03   0.138569E+02  -0.350338E+02   0.893949E+05   0.100576E+02
  1692   0.391716E+03   0.137128E+02  -0.349631E+02   0.892611E+05   0.121049E+02
  1693   0.392302E+03   0.135690E+02  -0.348846E+02   0.891275E+05   0.141144E+02
  1694   0.392882E+03   0.134259E+02  -0.347983E+02   0.889941E+05   0.160816E+02
  1695   0.393451E+03   0.132832E+02  -0.347042E+02   0.888610E+05   0.180020E+02
  1696   0.394013E+03   0.131410E+02  -0.346024E+02   0.887281E+05   0.198712E+02
  1697   0.394565E+03   0.129995E+02  -0.344930E+02   0.885954E+05   0.216845E+02
  1698   0.395105E+03   0.128586E+02  -0.343759E+02   0.884629E+05   0.234374E+02
  1699   0.395635E+03   0.127184E+02  -0.342515E+02   0.883306E+05   0.251255E+02
  1700   0.396154E+03   0.125790E+02  -0.341197E+02   0.881986E+05   0.267442E+02
  1701   0.396661E+03   0.124403E+02  -0.339807E+02   0.880667E+05   0.282900E+02
  1702   0.397156E+03   0.123025E+02  -0.338344E+02   0.879351E+05   0.297634E+02
  1703   0.397638E+03   0.121657E+02  -0.336812E+02   0.878037E+05   0.311659E+02
  1704   0.398107E+03   0.120297E+02  -0.335210E+02   0.876725E+05   0.324990E+02
  1705   0.398563E+03   0.118949E+02  -0.333540E+02   0.875416E+05   0.337642E+02
  1706   0.399004E+03   0.117609E+02  -0.331802E+02   0.874108E+05   0.349630E+02
  1707   0.399432E+03   0.116280E+02  -0.329997E+02   0.872803E+05   0.360968E+02
  1708   0.399844E+03   0.114962E+02  -0.328127E+02   0.871499E+05   0.371672E+02
  1709   0.400242E+03   0.113656E+02  -0.326191E+02   0.870198E+05   0.381756E+02
  1710   0.400624E+03   0.112361E+02  -0.324192E+02   0.868899E+05   0.391236E+02
  1711   0.400991E+03   0.111078E+02  -0.322130E+02   0.867602E+05   0.400126E+02
  1712   0.401341E+03   0.109807E+02  -0.320006E+02   0.866308E+05   0.408441E+02
  1713   0.401674E+03   0.108549E+02  -0.317822E+02   0.865015E+05   0.416197E+02
  1714   0.401991E+03   0.107303E+02  -0.315577E+02   0.863725E+05   0.423408E+02
  1715   0.402290E+03   0.106071E+02  -0.313275E+02   0.862436E+05   0.430088E+02
  1716   0.402573E+03   0.104853E+02  -0.310915E+02   0.861150E+05   0.436254E+02
  1717   0.402836E+03   0.103649E+02  -0.308499E+02   0.859866E+05   0.441920E+02
  1718   0.403082E+03   0.102458E+02  -0.306030E+02   0.858584E+05   0.447101E+02
  1719   0.403310E+03   0.101283E+02  -0.303505E+02   0.857304E+05   0.451812E+02
  1720   0.403518E+03   0.100121E+02  -0.300930E+02   0.856026E+05   0.456067E+02
  1721   0.403708E+03   0.989760E+01  -0.298303E+02   0.854750E+05   0.459882E+02
  1722   0.403879E+03   0.978458E+01  -0.295626E+02   0.853476E+05   0.463272E+02
  1723   0.404029E+03   0.967322E+01  -0.292903E+02   0.852205E+05   0.466251E+02
  1724   0.404161E+03   0.956342E+01  -0.290131E+02   0.850935E+05   0.468835E+02
  1725   0.404272E+03   0.945527E+01  -0.287315E+02   0.849667E+05   0.471038E+02
  1726   0.404363E+03   0.934875E+01  -0.284455E+02   0.848402E+05   0.472876E+02
  1727   0.404433E+03   0.924401E+01  -0.281551E+02   0.847139E+05   0.474362E+02
  1728   0.404483E+03   0.914088E+01  -0.278607E+02   0.845877E+05   0.475513E+02
  1729   0.404512E+03   0.903959E+01  -0.275623E+02   0.844618E+05   0.476343E+02
  1730   0.404520E+03   0.894005E+01  -0.272600E+02   0.843361E+05   0.476868E+02
  1731   0.404506E+03   0.884226E+01  -0.269539E+02   0.842106E+05   0.477101E+02
  1732   0.404470E+03   0.874629E+01  -0.266443E+02   0.840852E+05   0.477058E+02
  1733   0.404413E+03   0.865220E+01  -0.263312E+02   0.839601E+05   0.476754E+02
  1734   0.404333E+03   0.855991E+01  -0.260147E+02   0.838352E+05   0.476203E+02
  1735   0.404231E+03   0.846948E+01  -0.256952E+02   0.837105E+05   0.475422E+02
  1736   0.404108E+03   0.838100E+01  -0.253727E+02   0.835860E+05   0.474424E+02
  1737   0.403962E+03   0.829444E+01  -0.250473E+02   0.834617E+05   0.473224E+02
  1738   0.403794E+03   0.820981E+01  -0.247194E+02   0.833376E+05   0.471838E+02
  1739   0.403603E+03   0.812716E+01  -0.243890E+02   0.832137E+05   0.470281E+02
  1740   0.403390E+03   0.804650E+01  -0.240563E+02   0.830900E+05   0.468567E+02
  1741   0.403156E+03   0.796782E+01  -0.237214E+02   0.829665E+05   0.466711E+02
  1742   0.402898E+03   0.789118E+01  -0.233846E+02   0.828432E+05   0.464728E+02
  1743   0.402618E+03   0.781650E+01  -0.230458E+02   0.827201E+05   0.462634E+02
  1744   0.402315E+03   0.774393E+01  -0.227054E+02   0.825972E+05   0.460443E+02
  1745   0.401989E+03   0.767338E+01  -0.223634E+02   0.824745E+05   0.458169E+02
  1746   0.401640E+03   0.760492E+01  -0.220200E+02   0.823520E+05   0.455829E+02
  1747   0.401268E+03   0.753847E+01  -0.216753E+02   0.822297E+05   0.453436E+02
  1748   0.400874E+03   0.747417E+01  -0.213296E+02   0.821076E+05   0.451007E+02
  1749   0.400456E+03   0.741195E+01  -0.209829E+02   0.819856E+05   0.448555E+02
  1750   0.400016E+03   0.735178E+01  -0.206355E+02   0.818639E+05   0.446095E+02
  1751   0.399552E+03   0.729375E+01  -0.202874E+02   0.817424E+05   0.443641E+02
  1752   0.399066E+03   0.723784E+01  -0.199389E+02   0.816211E+05   0.441192E+02
  1753   0.398557E+03   0.718405E+01  -0.195901E+02   0.814999E+05   0.438747E+02
  1754   0.398025E+03   0.713236E+01  -0.192410E+02   0.813790E+05   0.436303E+02
  1755   0.397471E+03   0.708285E+01  -0.188920E+02   0.812583E+05   0.433858E+02
  1756   0.396894E+03   0.703543E+01  -0.185429E+02   0.811377E+05   0.431411E+02
  1757   0.396294E+03   0.699016E+01  -0.181941E+02   0.810174E+05   0.428959E+02
  1758   0.395672E+03   0.694697E+01  -0.178456E+02   0.808972E+05   0.426501E+02
  1759   0.395026E+03   0.690597E+01  -0.174975E+02   0.807772E+05   0.424034E+02
  1760   0.394360E+03   0.686708E+01  -0.171500E+02   0.806575E+05   0.421556E+02
  1761   0.393670E+03   0.683031E+01  -0.168032E+02   0.805379E+05   0.419066E+02
  1762   0.392958E+03   0.679566E+01  -0.164572E+02   0.804185E+05   0.416561E+02
  1763   0.392225E+03   0.676313E+01  -0.161123E+02   0.802993E+05   0.414039E+02
  1764   0.391470E+03   0.673270E+01  -0.157684E+02   0.801803E+05   0.411498E+02
  1765   0.390693E+03   0.670440E+01  -0.154258E+02   0.800614E+05   0.408936E+02
  1766   0.389896E+03   0.667820E+01  -0.150846E+02   0.799428E+05   0.406351E+02
  1767   0.389077E+03   0.665409E+01  -0.147449E+02   0.798244E+05   0.403742E+02
  1768   0.388238E+03   0.663209E+01  -0.144068E+02   0.797061E+05   0.401105E+02
  1769   0.387379E+03   0.661217E+01  -0.140705E+02   0.795881E+05   0.398439E+02
  1770   0.386499E+03   0.659432E+01  -0.137362E+02   0.794702E+05   0.395743E+02
  1771   0.385599E+03   0.657854E+01  -0.134039E+02   0.793525E+05   0.393013E+02
  1772   0.384680E+03   0.656481E+01  -0.130737E+02   0.792350E+05   0.390248E+02
  1773   0.383741E+03   0.655311E+01  -0.127458E+02   0.791177E+05   0.387446E+02
  1774   0.382782E+03   0.654345E+01  -0.124203E+02   0.790006E+05   0.384604E+02
  1775   0.381805E+03   0.653579E+01  -0.120973E+02   0.788837E+05   0.381722E+02
  1776   0.380808E+03   0.653015E+01  -0.117770E+02   0.787669E+05   0.378796E+02
  1777   0.379793E+03   0.652648E+01  -0.114593E+02   0.786504E+05   0.375825E+02
  1778   0.378760E+03   0.652479E+01  -0.111445E+02   0.785340E+05   0.372807E+02
  1779   0.377709E+03   0.652504E+01  -0.108327E+02   0.784178E+05   0.369739E+02
  1780   0.376640E+03   0.652724E+01  -0.105240E+02   0.783018E+05   0.366620E+02
  1781   0.375553E+03   0.653134E+01  -0.102185E+02   0.781860E+05   0.363447E+02
  1782   0.374450E+03   0.653736E+01  -0.991640E+01   0.780704E+05   0.360219E+02
  1783   0.373330E+03   0.654525E+01  -0.961763E+01   0.779549E+05   0.356933E+02
  1784   0.372193E+03   0.655500E+01  -0.932242E+01   0.778397E+05   0.353588E+02
  1785   0.371040E+03   0.656660E+01  -0.903089E+01   0.777246E+05   0.350181E+02
  1786   0.369872E+03   0.658000E+01  -0.874303E+01   0.776097E+05   0.346711E+02
  1787   0.368689E+03   0.659520E+01  -0.845912E+01   0.774950E+05   0.343175E+02
  1788   0.367490E+03   0.661218E+01  -0.817909E+01   0.773805E+05   0.339571E+02
  1789   0.366278E+03   0.663090E+01  -0.790320E+01   0.772661E+05   0.335898E+02
  1790   0.365051E+03   0.665135E+01  -0.763138E+01   0.771520E+05   0.332153E+02
  1791   0.363809E+03   0.667350E+01  -0.736383E+01   0.770380E+05   0.328334E+02
  1792   0.362554E+03   0.669732E+01  -0.710062E+01   0.769242E+05   0.324439E+02
  1793   0.361287E+03   0.672278E+01  -0.684188E+01   0.768106E+05   0.320467E+02
  1794   0.360005E+03   0.674986E+01  -0.658768E+01   0.766971E+05   0.316414E+02
  1795   0.358712E+03   0.677853E+01  -0.633806E+01   0.765839E+05   0.312280E+02
  1796   0.357406E+03   0.680876E+01  -0.609310E+01   0.764708E+05   0.308061E+02
  1797   0.356088E+03   0.684053E+01  -0.585300E+01   0.763579E+05   0.303757E+02
  1798   0.354759E+03   0.687379E+01  -0.561783E+01   0.762452E+05   0.299365E+02
  1799   0.353420E+03   0.690853E+01  -0.538750E+01   0.761326E+05   0.294882E+02
  1800   0.352069E+03   0.694471E+01  -0.516229E+01   0.760203E+05   0.290308E+02
  1801   0.350709E+03   0.698230E+01  -0.494218E+01   0.759081E+05   0.285642E+02
  1802   0.349340E+03   0.702128E+01  -0.472725E+01   0.757961E+05   0.280893E+02
  1803   0.347962E+03   0.706161E+01  -0.451757E+01   0.756842E+05   0.276074E+02
  1804   0.346575E+03   0.710328E+01  -0.431320E+01   0.755726E+05   0.271197E+02
  1805   0.345180E+03   0.714625E+01  -0.411418E+01   0.754611E+05   0.266273E+02
  1806   0.343777E+03   0.719049E+01  -0.392056E+01   0.753498E+05   0.261315E+02
  1807   0.342366E+03   0.723598E+01  -0.373238E+01   0.752387E+05   0.256334E+02
  1808   0.340948E+03   0.728268E+01  -0.354968E+01   0.751277E+05   0.251342E+02
  1809   0.339523E+03   0.733057E+01  -0.337254E+01   0.750170E+05   0.246352E+02
  1810   0.338092E+03   0.737961E+01  -0.320098E+01   0.749064E+05   0.241374E+02
  1811   0.336654E+03   0.742978E+01  -0.303503E+01   0.747960E+05   0.236422E+02
  1812   0.335211E+03   0.748103E+01  -0.287474E+01   0.746857E+05   0.231506E+02
  1813   0.333762E+03   0.753335E+01  -0.272012E+01   0.745756E+05   0.226639E+02
  1814   0.332308E+03   0.758670E+01  -0.257123E+01   0.744657E+05   0.221833E+02
  1815   0.330850E+03   0.764105E+01  -0.242808E+01   0.743560E+05   0.217100E+02
  1816   0.329388E+03   0.769636E+01  -0.229070E+01   0.742465E+05   0.212451E+02
  1817   0.327922E+03   0.775260E+01  -0.215912E+01   0.741371E+05   0.207898E+02
  1818   0.326453E+03   0.780975E+01  -0.203337E+01   0.740279E+05   0.203454E+02
  1819   0.324981E+03   0.786776E+01  -0.191346E+01   0.739189E+05   0.199130E+02
  1820   0.323507E+03   0.792660E+01  -0.179941E+01   0.738100E+05   0.194939E+02
  1821   0.322030E+03   0.798620E+01  -0.169123E+01   0.737013E+05   0.190891E+02
  1822   0.320553E+03   0.804662E+01  -0.158894E+01   0.735928E+05   0.186999E+02
  1823   0.319073E+03   0.810776E+01  -0.149256E+01   0.734844E+05   0.183276E+02
  1824   0.317592E+03   0.816954E+01  -0.140211E+01   0.733763E+05   0.179732E+02
  1825   0.316112E+03   0.823197E+01  -0.131756E+01   0.732683E+05   0.176380E+02
  1826   0.314631E+03   0.829510E+01  -0.123894E+01   0.731604E+05   0.173231E+02
  1827   0.313150E+03   0.835873E+01  -0.116623E+01   0.730528E+05   0.170298E+02
  1828   0.311671E+03   0.842292E+01  -0.109941E+01   0.729453E+05   0.167592E+02
  1829   0.310193E+03   0.848767E+01  -0.103850E+01   0.728380E+05   0.165126E+02
  1830   0.308716E+03   0.855290E+01  -0.983482E+00   0.727308E+05   0.162911E+02
  1831   0.307242E+03   0.861853E+01  -0.934348E+00   0.726238E+05   0.160960E+02
  1832   0.305771E+03   0.868458E+01  -0.891083E+00   0.725170E+05   0.159283E+02
  1833   0.304303E+03   0.875094E+01  -0.853676E+00   0.724104E+05   0.157893E+02
  1834   0.302838E+03   0.881771E+01  -0.822100E+00   0.723039E+05   0.156803E+02
  1835   0.301378E+03   0.888473E+01  -0.796343E+00   0.721976E+05   0.156023E+02
  1836   0.299922E+03   0.895199E+01  -0.776380E+00   0.720914E+05   0.155566E+02
  1837   0.298470E+03   0.901950E+01  -0.762200E+00   0.719855E+05   0.155443E+02
  1838   0.297023E+03   0.908718E+01  -0.753775E+00   0.718797E+05   0.155668E+02
  1839   0.295582E+03   0.915503E+01  -0.751080E+00   0.717740E+05   0.156250E+02
  1840   0.294146E+03   0.922296E+01  -0.754073E+00   0.716685E+05   0.157203E+02
  1841   0.292717E+03   0.929098E+01  -0.762721E+00   0.715632E+05   0.158538E+02
  1842   0.291293E+03   0.935894E+01  -0.776982E+00   0.714581E+05   0.160268E+02
  1843   0.289878E+03   0.942699E+01  -0.796823E+00   0.713531E+05   0.162403E+02
  1844   0.288469E+03   0.949497E+01  -0.822211E+00   0.712483E+05   0.164957E+02
  1845   0.287068E+03   0.956280E+01  -0.853096E+00   0.711437E+05   0.167941E+02
  1846   0.285676E+03   0.963056E+01  -0.889444E+00   0.710392E+05   0.171366E+02
  1847   0.284293E+03   0.969818E+01  -0.931208E+00   0.709349E+05   0.175245E+02
  1848   0.282917E+03   0.976557E+01  -0.978332E+00   0.708307E+05   0.179590E+02
  1849   0.281551E+03   0.983274E+01  -0.103077E+01   0.707267E+05   0.184412E+02
  1850   0.280195E+03   0.989960E+01  -0.108848E+01   0.706229E+05   0.189724E+02
  1851   0.278848E+03   0.996616E+01  -0.115141E+01   0.705192E+05   0.195532E+02
  1852   0.277512E+03   0.100324E+02  -0.121952E+01   0.704157E+05   0.201823E+02
  1853   0.276186E+03   0.100982E+02  -0.129276E+01   0.703124E+05   0.208576E+02
  1854   0.274871E+03   0.101636E+02  -0.137106E+01   0.702092E+05   0.215773E+02
  1855   0.273566E+03   0.102286E+02  -0.145435E+01   0.701062E+05   0.223394E+02
  1856   0.272274E+03   0.102932E+02  -0.154259E+01   0.700033E+05   0.231421E+02
  1857   0.270993E+03   0.103573E+02  -0.163572E+01   0.699007E+05   0.239834E+02
  1858   0.269724E+03   0.104208E+02  -0.173365E+01   0.697981E+05   0.248613E+02
  1859   0.268466E+03   0.104837E+02  -0.183634E+01   0.696958E+05   0.257740E+02
  1860   0.267223E+03   0.105461E+02  -0.194372E+01   0.695936E+05   0.267195E+02
  1861   0.265990E+03   0.106080E+02  -0.205572E+01   0.694915E+05   0.276960E+02
  1862   0.264772E+03   0.106691E+02  -0.217226E+01   0.693896E+05   0.287014E+02
  1863   0.263566E+03   0.107297E+02  -0.229327E+01   0.692879E+05   0.297339E+02
  1864   0.262374E+03   0.107896E+02  -0.241870E+01   0.691863E+05   0.307915E+02
  1865   0.261196E+03   0.108487E+02  -0.254846E+01   0.690849E+05   0.318724E+02
  1866   0.260030E+03   0.109071E+02  -0.268248E+01   0.689837E+05   0.329745E+02
  1867   0.258880E+03   0.109647E+02  -0.282068E+01   0.688826E+05   0.340960E+02
  1868   0.257744E+03   0.110215E+02  -0.296298E+01   0.687816E+05   0.352349E+02
  1869   0.256621E+03   0.110776E+02  -0.310929E+01   0.686809E+05   0.363894E+02
  1870   0.255514E+03   0.111328E+02  -0.325952E+01   0.685802E+05   0.375575E+02
  1871   0.254422E+03   0.111871E+02  -0.341360E+01   0.684798E+05   0.387372E+02
  1872   0.253345E+03   0.112406E+02  -0.357143E+01   0.683795E+05   0.399267E+02
  1873   0.252283E+03   0.112932E+02  -0.373293E+01   0.682793E+05   0.411241E+02
  1874   0.251236E+03   0.113448E+02  -0.389801E+01   0.681794E+05   0.423273E+02
  1875   0.250205E+03   0.113954E+02  -0.406656E+01   0.680795E+05   0.435346E+02
  1876   0.249190E+03   0.114450E+02  -0.423850E+01   0.679798E+05   0.447438E+02
  1877   0.248191E+03   0.114938E+02  -0.441372E+01   0.678803E+05   0.459533E+02
  1878   0.247208E+03   0.115414E+02  -0.459214E+01   0.677810E+05   0.471609E+02
  1879   0.246241E+03   0.115880E+02  -0.477366E+01   0.676817E+05   0.483648E+02
  1880   0.245290E+03   0.116336E+02  -0.495818E+01   0.675827E+05   0.495631E+02
  1881   0.244356E+03   0.116780E+02  -0.514561E+01   0.674838E+05   0.507539E+02
  1882   0.243439E+03   0.117214E+02  -0.533583E+01   0.673850E+05   0.519352E+02
  1883   0.242538E+03   0.117636E+02  -0.552876E+01   0.672865E+05   0.531050E+02
  1884   0.241654E+03   0.118047E+02  -0.572429E+01   0.671880E+05   0.542616E+02
  1885   0.240786E+03   0.118446E+02  -0.592233E+01   0.670897E+05   0.554029E+02
  1886   0.239937E+03   0.118832E+02  -0.612277E+01   0.669916E+05   0.565270E+02
  1887   0.239104E+03   0.119208E+02  -0.632552E+01   0.668936E+05   0.576320E+02
  1888   0.238288E+03   0.119570E+02  -0.653046E+01   0.667958E+05   0.587161E+02
  1889   0.237489E+03   0.119920E+02  -0.673747E+01   0.666981E+05   0.597771E+02
  1890   0.236707E+03   0.120258E+02  -0.694644E+01   0.666006E+05   0.608133E+02
  1891   0.235943E+03   0.120583E+02  -0.715727E+01   0.665032E+05   0.618228E+02
  1892   0.235197E+03   0.120895E+02  -0.736983E+01   0.664060E+05   0.628035E+02
  1893   0.234468E+03   0.121194E+02  -0.758400E+01   0.663090E+05   0.637536E+02
  1894   0.233756E+03   0.121480E+02  -0.779969E+01   0.662120E+05   0.646711E+02
  1895   0.233062E+03   0.121753E+02  -0.801677E+01   0.661153E+05   0.655542E+02
  1896   0.232386E+03   0.122013E+02  -0.823513E+01   0.660187E+05   0.664008E+02
  1897   0.231727E+03   0.122259E+02  -0.845467E+01   0.659222E+05   0.672091E+02
  1898   0.231086E+03   0.122491E+02  -0.867527E+01   0.658259E+05   0.679772E+02
  1899   0.230463E+03   0.122709E+02  -0.889683E+01   0.657297E+05   0.687031E+02
  1900   0.229858E+03   0.122914E+02  -0.911923E+01   0.656337E+05   0.693849E+02
  1901   0.229269E+03   0.123104E+02  -0.934237E+01   0.655379E+05   0.700210E+02
  1902   0.228698E+03   0.123280E+02  -0.956615E+01   0.654421E+05   0.706109E+02
  1903   0.228145E+03   0.123442E+02  -0.979044E+01   0.653466E+05   0.711544E+02
  1904   0.227609E+03   0.123590E+02  -0.100153E+02   0.652512E+05   0.716514E+02
  1905   0.227091E+03   0.123723E+02  -0.102404E+02   0.651559E+05   0.721017E+02
  1906   0.226590E+03   0.123842E+02  -0.104658E+02   0.650608E+05   0.725050E+02
  1907   0.226107E+03   0.123946E+02  -0.106914E+02   0.649658E+05   0.728613E+02
  1908   0.225640E+03   0.124036E+02  -0.109170E+02   0.648709E+05   0.731703E+02
  1909   0.225192E+03   0.124112E+02  -0.111426E+02   0.647763E+05   0.734318E+02
  1910   0.224760E+03   0.124173E+02  -0.113682E+02   0.646817E+05   0.736458E+02
  1911   0.224346E+03   0.124219E+02  -0.115935E+02   0.645873E+05   0.738120E+02
  1912   0.223948E+03   0.124251E+02  -0.118184E+02   0.644931E+05   0.739302E+02
  1913   0.223567E+03   0.124268E+02  -0.120431E+02   0.643990E+05   0.740003E+02
  1914   0.223203E+03   0.124271E+02  -0.122672E+02   0.643050E+05   0.740220E+02
  1915   0.222856E+03   0.124258E+02  -0.124907E+02   0.642112E+05   0.739953E+02
  1916   0.222525E+03   0.124231E+02  -0.127136E+02   0.641175E+05   0.739199E+02
  1917   0.222211E+03   0.124190E+02  -0.129357E+02   0.640240E+05   0.737957E+02
  1918   0.221913E+03   0.124133E+02  -0.131570E+02   0.639306E+05   0.736224E+02
  1919   0.221632E+03   0.124063E+02  -0.133772E+02   0.638374E+05   0.733999E+02
  1920   0.221366E+03   0.123978E+02  -0.135965E+02   0.637443E+05   0.731280E+02
  1921   0.221116E+03   0.123878E+02  -0.138146E+02   0.636513E+05   0.728066E+02
  1922   0.220883E+03   0.123764E+02  -0.140315E+02   0.635585E+05   0.724355E+02
  1923   0.220664E+03   0.123636E+02  -0.142470E+02   0.634658E+05   0.720144E+02
  1924   0.220463E+03   0.123495E+02  -0.144611E+02   0.633733E+05   0.715433E+02
  1925   0.220275E+03   0.123338E+02  -0.146737E+02   0.632809E+05   0.710219E+02
  1926   0.220103E+03   0.123168E+02  -0.148847E+02   0.631886E+05   0.704501E+02
  1927   0.219946E+03   0.122983E+02  -0.150940E+02   0.630965E+05   0.698276E+02
  1928   0.219804E+03   0.122785E+02  -0.153016E+02   0.630045E+05   0.691544E+02
  1929   0.219676E+03   0.122573E+02  -0.155073E+02   0.629126E+05   0.684301E+02
  1930   0.219563E+03   0.122346E+02  -0.157110E+02   0.628209E+05   0.676548E+02
  1931   0.219464E+03   0.122107E+02  -0.159127E+02   0.627294E+05   0.668281E+02
  1932   0.219378E+03   0.121854E+02  -0.161123E+02   0.626379E+05   0.659499E+02
  1933   0.219307E+03   0.121587E+02  -0.163097E+02   0.625467E+05   0.650200E+02
  1934   0.219248E+03   0.121307E+02  -0.165048E+02   0.624555E+05   0.640383E+02
  1935   0.219204E+03   0.121013E+02  -0.166975E+02   0.623645E+05   0.630045E+02
  1936   0.219172E+03   0.120706E+02  -0.168878E+02   0.622736E+05   0.619186E+02
  1937   0.219153E+03   0.120387E+02  -0.170755E+02   0.621828E+05   0.607802E+02
  1938   0.219147E+03   0.120054E+02  -0.172606E+02   0.620922E+05   0.595893E+02
  1939   0.219153E+03   0.119709E+02  -0.174431E+02   0.620018E+05   0.583457E+02
  1940   0.219170E+03   0.119351E+02  -0.176228E+02   0.619114E+05   0.570491E+02
  1941   0.219200E+03   0.118981E+02  -0.177997E+02   0.618212E+05   0.556994E+02
  1942   0.219241E+03   0.118599E+02  -0.179736E+02   0.617311E+05   0.542965E+02
  1943   0.219294E+03   0.118204E+02  -0.181446E+02   0.616412E+05   0.528401E+02
  1944   0.219357E+03   0.117798E+02  -0.183124E+02   0.615514E+05   0.513302E+02
  1945   0.219431E+03   0.117380E+02  -0.184772E+02   0.614617E+05   0.497664E+02
  1946   0.219516E+03   0.116949E+02  -0.186387E+02   0.613722E+05   0.481486E+02
  1947   0.219610E+03   0.116508E+02  -0.187970E+02   0.612827E+05   0.464767E+02
  1948   0.219715E+03   0.116055E+02  -0.189519E+02   0.611935E+05   0.447504E+02
  1949   0.219828E+03   0.115591E+02  -0.191034E+02   0.611043E+05   0.429696E+02
  1950   0.219951E+03   0.115115E+02  -0.192514E+02   0.610153E+05   0.411342E+02
  1951   0.220083E+03   0.114628E+02  -0.193958E+02   0.609264E+05   0.392445E+02
  1952   0.220224E+03   0.114131E+02  -0.195366E+02   0.608376E+05   0.373032E+02
  1953   0.220373E+03   0.113623E+02  -0.196738E+02   0.607490E+05   0.353137E+02
  1954   0.220529E+03   0.113106E+02  -0.198073E+02   0.606605E+05   0.332793E+02
  1955   0.220694E+03   0.112578E+02  -0.199370E+02   0.605721E+05   0.312033E+02
  1956   0.220867E+03   0.112039E+02  -0.200630E+02   0.604839E+05   0.290890E+02
  1957   0.221047E+03   0.111492E+02  -0.201853E+02   0.603958E+05   0.269398E+02
  1958   0.221234E+03   0.110935E+02  -0.203036E+02   0.603078E+05   0.247589E+02
  1959   0.221428E+03   0.110370E+02  -0.204181E+02   0.602200E+05   0.225497E+02
  1960   0.221629E+03   0.109794E+02  -0.205286E+02   0.601322E+05   0.203155E+02
