#    L    TT             EE             BB             TE             PP             TP             EP          
   408   0.170597E+04   0.212709E+02   0.000000E+00  -0.193691E+02   0.248169E-07   0.215676E-04   0.136590E-05
   409   0.170582E+04   0.212076E+02   0.000000E+00  -0.211446E+02   0.247352E-07   0.212578E-04   0.137470E-05
   410   0.170605E+04   0.211405E+02   0.000000E+00  -0.229017E+02   0.246540E-07   0.209480E-04   0.138373E-05
   411   0.170664E+04   0.210695E+02   0.000000E+00  -0.246398E+02   0.245731E-07   0.206383E-04   0.139295E-05
   412   0.170761E+04   0.209948E+02   0.000000E+00  -0.263583E+02   0.244925E-07   0.203288E-04   0.140235E-05
   413   0.170893E+04   0.209163E+02   0.000000E+00  -0.280565E+02   0.244124E-07   0.200197E-04   0.141188E-05
   414   0.171062E+04   0.208342E+02   0.000000E+00  -0.297339E+02   0.243325E-07   0.197111E-04   0.142154E-05
   415   0.171265E+04   0.207484E+02   0.000000E+00  -0.313898E+02   0.242530E-07   0.194031E-04   0.143129E-05
   416   0.171503E+04   0.206590E+02   0.000000E+00  -0.330236E+02   0.241739E-07   0.190958E-04   0.144111E-05
   417   0.171775E+04   0.205660E+02   0.000000E+00  -0.346347E+02   0.240951E-07   0.187894E-04   0.145097E-05
   418   0.172080E+04   0.204696E+02   0.000000E+00  -0.362223E+02   0.240167E-07   0.184839E-04   0.146085E-05
   419   0.172419E+04   0.203696E+02   0.000000E+00  -0.377860E+02   0.239386E-07   0.181795E-04   0.147072E-05
   420   0.172790E+04   0.202662E+02   0.000000E+00  -0.393250E+02   0.238608E-07   0.178763E-04   0.148055E-05
   421   0.173193E+04   0.201594E+02   0.000000E+00  -0.408388E+02   0.237834E-07   0.175744E-04   0.149032E-05
   422   0.173628E+04   0.200492E+02   0.000000E+00  -0.423265E+02   0.237063E-07   0.172740E-04   0.150001E-05
   423   0.174094E+04   0.199356E+02   0.000000E+00  -0.437878E+02   0.236296E-07   0.169751E-04   0.150958E-05
   424   0.174590E+04   0.198188E+02   0.000000E+00  -0.452219E+02   0.235532E-07   0.166779E-04   0.151901E-05
   425   0.175115E+04   0.196987E+02   0.000000E+00  -0.466284E+02   0.234772E-07   0.163825E-04   0.152828E-05
   426   0.175670E+04   0.195754E+02   0.000000E+00  -0.480069E+02   0.234014E-07   0.160890E-04   0.153736E-05
   427   0.176252E+04   0.194491E+02   0.000000E+00  -0.493569E+02   0.233260E-07   0.157975E-04   0.154622E-05
   428   0.176863E+04   0.193199E+02   0.000000E+00  -0.506781E+02   0.232510E-07   0.155082E-04   0.155484E-05
   429   0.177499E+04   0.191878E+02   0.000000E+00  -0.519701E+02   0.231762E-07   0.152211E-04   0.156320E-05
   430   0.178161E+04   0.190528E+02   0.000000E+00  -0.532323E+02   0.231018E-07   0.149365E-04   0.157126E-05
   431   0.178848E+04   0.189152E+02   0.000000E+00  -0.544645E+02   0.230277E-07   0.146543E-04   0.157900E-05
   432   0.179559E+04   0.187749E+02   0.000000E+00  -0.556662E+02   0.229540E-07   0.143748E-04   0.158640E-05
   433   0.180295E+04   0.186320E+02   0.000000E+00  -0.568368E+02   0.228805E-07   0.140980E-04   0.159343E-05
   434   0.181053E+04   0.184867E+02   0.000000E+00  -0.579761E+02   0.228074E-07   0.138241E-04   0.160006E-05
   435   0.181835E+04   0.183388E+02   0.000000E+00  -0.590836E+02   0.227346E-07   0.135532E-04   0.160627E-05
   436   0.182639E+04   0.181885E+02   0.000000E+00  -0.601588E+02   0.226621E-07   0.132854E-04   0.161204E-05
   437   0.183464E+04   0.180359E+02   0.000000E+00  -0.612014E+02   0.225900E-07   0.130208E-04   0.161733E-05
   438   0.184311E+04   0.178811E+02   0.000000E+00  -0.622109E+02   0.225181E-07   0.127595E-04   0.162212E-05
   439   0.185178E+04   0.177241E+02   0.000000E+00  -0.631870E+02   0.224466E-07   0.125017E-04   0.162638E-05
   440   0.186064E+04   0.175650E+02   0.000000E+00  -0.641293E+02   0.223753E-07   0.122475E-04   0.163010E-05
   441   0.186969E+04   0.174038E+02   0.000000E+00  -0.650376E+02   0.223044E-07   0.119970E-04   0.163324E-05
   442   0.187891E+04   0.172408E+02   0.000000E+00  -0.659117E+02   0.222338E-07   0.117503E-04   0.163578E-05
   443   0.188830E+04   0.170759E+02   0.000000E+00  -0.667510E+02   0.221635E-07   0.115076E-04   0.163769E-05
   444   0.189784E+04   0.169093E+02   0.000000E+00  -0.675554E+02   0.220935E-07   0.112689E-04   0.163895E-05
   445   0.190754E+04   0.167409E+02   0.000000E+00  -0.683246E+02   0.220238E-07   0.110344E-04   0.163952E-05
   446   0.191736E+04   0.165711E+02   0.000000E+00  -0.690583E+02   0.219544E-07   0.108042E-04   0.163940E-05
   447   0.192733E+04   0.163998E+02   0.000000E+00  -0.697567E+02   0.218853E-07   0.105784E-04   0.163854E-05
   448   0.193742E+04   0.162271E+02   0.000000E+00  -0.704194E+02   0.218165E-07   0.103571E-04   0.163693E-05
   449   0.194765E+04   0.160532E+02   0.000000E+00  -0.710463E+02   0.217480E-07   0.101405E-04   0.163453E-05
   450   0.195799E+04   0.158780E+02   0.000000E+00  -0.716374E+02   0.216798E-07   0.992865E-05   0.163133E-05
   451   0.196844E+04   0.157018E+02   0.000000E+00  -0.721926E+02   0.216119E-07   0.972167E-05   0.162730E-05
   452   0.197901E+04   0.155246E+02   0.000000E+00  -0.727118E+02   0.215443E-07   0.951952E-05   0.162245E-05
   453   0.198967E+04   0.153465E+02   0.000000E+00  -0.731947E+02   0.214769E-07   0.932213E-05   0.161682E-05
   454   0.200042E+04   0.151676E+02   0.000000E+00  -0.736412E+02   0.214099E-07   0.912945E-05   0.161041E-05
   455   0.201126E+04   0.149880E+02   0.000000E+00  -0.740513E+02   0.213431E-07   0.894140E-05   0.160325E-05
   456   0.202216E+04   0.148077E+02   0.000000E+00  -0.744247E+02   0.212767E-07   0.875792E-05   0.159535E-05
   457   0.203313E+04   0.146269E+02   0.000000E+00  -0.747614E+02   0.212105E-07   0.857895E-05   0.158674E-05
   458   0.204415E+04   0.144456E+02   0.000000E+00  -0.750611E+02   0.211446E-07   0.840443E-05   0.157744E-05
   459   0.205520E+04   0.142640E+02   0.000000E+00  -0.753239E+02   0.210790E-07   0.823430E-05   0.156747E-05
   460   0.206630E+04   0.140821E+02   0.000000E+00  -0.755499E+02   0.210136E-07   0.806848E-05   0.155684E-05
   461   0.207742E+04   0.139001E+02   0.000000E+00  -0.757385E+02   0.209486E-07   0.790691E-05   0.154558E-05
   462   0.208859E+04   0.137180E+02   0.000000E+00  -0.758919E+02   0.208838E-07   0.774954E-05   0.153371E-05
   463   0.209976E+04   0.135361E+02   0.000000E+00  -0.760087E+02   0.208193E-07   0.759629E-05   0.152125E-05
   464   0.211097E+04   0.133543E+02   0.000000E+00  -0.760897E+02   0.207551E-07   0.744711E-05   0.150822E-05
   465   0.212219E+04   0.131729E+02   0.000000E+00  -0.761349E+02   0.206911E-07   0.730192E-05   0.149463E-05
   466   0.213342E+04   0.129919E+02   0.000000E+00  -0.761452E+02   0.206274E-07   0.716068E-05   0.148052E-05
   467   0.214466E+04   0.128114E+02   0.000000E+00  -0.761197E+02   0.205640E-07   0.702330E-05   0.146589E-05
   468   0.215589E+04   0.126316E+02   0.000000E+00  -0.760594E+02   0.205009E-07   0.688974E-05   0.145077E-05
   469   0.216711E+04   0.124525E+02   0.000000E+00  -0.759643E+02   0.204380E-07   0.675992E-05   0.143518E-05
   470   0.217831E+04   0.122741E+02   0.000000E+00  -0.758343E+02   0.203754E-07   0.663378E-05   0.141914E-05
   471   0.218947E+04   0.120967E+02   0.000000E+00  -0.756689E+02   0.203131E-07   0.651126E-05   0.140266E-05
   472   0.220059E+04   0.119204E+02   0.000000E+00  -0.754695E+02   0.202510E-07   0.639230E-05   0.138578E-05
   473   0.221166E+04   0.117451E+02   0.000000E+00  -0.752347E+02   0.201892E-07   0.627682E-05   0.136851E-05
   474   0.222267E+04   0.115710E+02   0.000000E+00  -0.749668E+02   0.201276E-07   0.616478E-05   0.135086E-05
   475   0.223362E+04   0.113983E+02   0.000000E+00  -0.746644E+02   0.200664E-07   0.605609E-05   0.133287E-05
   476   0.224451E+04   0.112270E+02   0.000000E+00  -0.743282E+02   0.200053E-07   0.595071E-05   0.131454E-05
   477   0.225533E+04   0.110572E+02   0.000000E+00  -0.739590E+02   0.199446E-07   0.584856E-05   0.129590E-05
   478   0.226608E+04   0.108891E+02   0.000000E+00  -0.735570E+02   0.198840E-07   0.574959E-05   0.127698E-05
   479   0.227676E+04   0.107227E+02   0.000000E+00  -0.731231E+02   0.198238E-07   0.565372E-05   0.125778E-05
   480   0.228735E+04   0.105583E+02   0.000000E+00  -0.726568E+02   0.197638E-07   0.556090E-05   0.123834E-05
   481   0.229786E+04   0.103957E+02   0.000000E+00  -0.721589E+02   0.197040E-07   0.547107E-05   0.121866E-05
   482   0.230828E+04   0.102352E+02   0.000000E+00  -0.716298E+02   0.196445E-07   0.538415E-05   0.119878E-05
   483   0.231859E+04   0.100768E+02   0.000000E+00  -0.710698E+02   0.195853E-07   0.530008E-05   0.117870E-05
   484   0.232879E+04   0.992072E+01   0.000000E+00  -0.704795E+02   0.195263E-07   0.521881E-05   0.115846E-05
   485   0.233887E+04   0.976701E+01   0.000000E+00  -0.698591E+02   0.194675E-07   0.514026E-05   0.113806E-05
   486   0.234882E+04   0.961572E+01   0.000000E+00  -0.692091E+02   0.194090E-07   0.506438E-05   0.111754E-05
   487   0.235864E+04   0.946695E+01   0.000000E+00  -0.685299E+02   0.193507E-07   0.499109E-05   0.109691E-05
   488   0.236832E+04   0.932090E+01   0.000000E+00  -0.678221E+02   0.192927E-07   0.492035E-05   0.107619E-05
   489   0.237787E+04   0.917752E+01   0.000000E+00  -0.670862E+02   0.192349E-07   0.485207E-05   0.105540E-05
   490   0.238727E+04   0.903702E+01   0.000000E+00  -0.663227E+02   0.191774E-07   0.478621E-05   0.103456E-05
   491   0.239652E+04   0.889948E+01   0.000000E+00  -0.655322E+02   0.191201E-07   0.472269E-05   0.101370E-05
   492   0.240562E+04   0.876490E+01   0.000000E+00  -0.647152E+02   0.190630E-07   0.466145E-05   0.992821E-06
   493   0.241458E+04   0.863344E+01   0.000000E+00  -0.638724E+02   0.190062E-07   0.460243E-05   0.971957E-06
   494   0.242337E+04   0.850523E+01   0.000000E+00  -0.630041E+02   0.189496E-07   0.454557E-05   0.951126E-06
   495   0.243201E+04   0.838035E+01   0.000000E+00  -0.621112E+02   0.188932E-07   0.449080E-05   0.930346E-06
   496   0.244048E+04   0.825882E+01   0.000000E+00  -0.611940E+02   0.188371E-07   0.443805E-05   0.909639E-06
   497   0.244878E+04   0.814077E+01   0.000000E+00  -0.602532E+02   0.187811E-07   0.438727E-05   0.889023E-06
   498   0.245690E+04   0.802628E+01   0.000000E+00  -0.592894E+02   0.187255E-07   0.433839E-05   0.868520E-06
   499   0.246483E+04   0.791543E+01   0.000000E+00  -0.583032E+02   0.186700E-07   0.429135E-05   0.848149E-06
   500   0.247257E+04   0.780837E+01   0.000000E+00  -0.572951E+02   0.186148E-07   0.424608E-05   0.827931E-06
   501   0.248011E+04   0.770509E+01   0.000000E+00  -0.562658E+02   0.185598E-07   0.420252E-05   0.807881E-06
   502   0.248745E+04   0.760574E+01   0.000000E+00  -0.552160E+02   0.185050E-07   0.416066E-05   0.788000E-06
   503   0.249459E+04   0.751032E+01   0.000000E+00  -0.541463E+02   0.184505E-07   0.412048E-05   0.768286E-06
   504   0.250152E+04   0.741904E+01   0.000000E+00  -0.530574E+02   0.183962E-07   0.408196E-05   0.748735E-06
   505   0.250825E+04   0.733181E+01   0.000000E+00  -0.519501E+02   0.183420E-07   0.404508E-05   0.729344E-06
   506   0.251477E+04   0.724879E+01   0.000000E+00  -0.508251E+02   0.182882E-07   0.400984E-05   0.710109E-06
   507   0.252109E+04   0.717005E+01   0.000000E+00  -0.496830E+02   0.182345E-07   0.397620E-05   0.691029E-06
   508   0.252719E+04   0.709566E+01   0.000000E+00  -0.485246E+02   0.181810E-07   0.394416E-05   0.672099E-06
   509   0.253308E+04   0.702568E+01   0.000000E+00  -0.473505E+02   0.181278E-07   0.391370E-05   0.653316E-06
   510   0.253876E+04   0.696017E+01   0.000000E+00  -0.461616E+02   0.180748E-07   0.388480E-05   0.634678E-06
   511   0.254422E+04   0.689917E+01   0.000000E+00  -0.449585E+02   0.180220E-07   0.385745E-05   0.616180E-06
   512   0.254947E+04   0.684274E+01   0.000000E+00  -0.437418E+02   0.179694E-07   0.383163E-05   0.597821E-06
   513   0.255449E+04   0.679095E+01   0.000000E+00  -0.425124E+02   0.179170E-07   0.380733E-05   0.579596E-06
   514   0.255929E+04   0.674386E+01   0.000000E+00  -0.412709E+02   0.178649E-07   0.378452E-05   0.561503E-06
   515   0.256386E+04   0.670150E+01   0.000000E+00  -0.400181E+02   0.178129E-07   0.376320E-05   0.543539E-06
   516   0.256821E+04   0.666394E+01   0.000000E+00  -0.387547E+02   0.177612E-07   0.374334E-05   0.525700E-06
   517   0.257233E+04   0.663121E+01   0.000000E+00  -0.374814E+02   0.177097E-07   0.372493E-05   0.507983E-06
   518   0.257622E+04   0.660338E+01   0.000000E+00  -0.361991E+02   0.176584E-07   0.370795E-05   0.490386E-06
   519   0.257987E+04   0.658049E+01   0.000000E+00  -0.349084E+02   0.176073E-07   0.369239E-05   0.472904E-06
   520   0.258328E+04   0.656258E+01   0.000000E+00  -0.336101E+02   0.175564E-07   0.367824E-05   0.455535E-06
   521   0.258646E+04   0.654970E+01   0.000000E+00  -0.323051E+02   0.175057E-07   0.366546E-05   0.438276E-06
   522   0.258939E+04   0.654189E+01   0.000000E+00  -0.309939E+02   0.174552E-07   0.365406E-05   0.421123E-06
   523   0.259207E+04   0.653918E+01   0.000000E+00  -0.296774E+02   0.174049E-07   0.364400E-05   0.404074E-06
   524   0.259451E+04   0.654162E+01   0.000000E+00  -0.283564E+02   0.173548E-07   0.363529E-05   0.387125E-06
   525   0.259671E+04   0.654921E+01   0.000000E+00  -0.270315E+02   0.173050E-07   0.362789E-05   0.370273E-06
   526   0.259867E+04   0.656199E+01   0.000000E+00  -0.257036E+02   0.172553E-07   0.362180E-05   0.353515E-06
   527   0.260039E+04   0.657999E+01   0.000000E+00  -0.243734E+02   0.172058E-07   0.361699E-05   0.336848E-06
   528   0.260187E+04   0.660323E+01   0.000000E+00  -0.230418E+02   0.171566E-07   0.361345E-05   0.320269E-06
   529   0.260311E+04   0.663174E+01   0.000000E+00  -0.217093E+02   0.171075E-07   0.361117E-05   0.303774E-06
   530   0.260411E+04   0.666553E+01   0.000000E+00  -0.203769E+02   0.170586E-07   0.361013E-05   0.287361E-06
   531   0.260487E+04   0.670463E+01   0.000000E+00  -0.190454E+02   0.170100E-07   0.361031E-05   0.271025E-06
   532   0.260540E+04   0.674904E+01   0.000000E+00  -0.177157E+02   0.169615E-07   0.361169E-05   0.254765E-06
   533   0.260569E+04   0.679877E+01   0.000000E+00  -0.163884E+02   0.169132E-07   0.361427E-05   0.238577E-06
   534   0.260573E+04   0.685385E+01   0.000000E+00  -0.150645E+02   0.168651E-07   0.361801E-05   0.222458E-06
   535   0.260554E+04   0.691429E+01   0.000000E+00  -0.137446E+02   0.168173E-07   0.362292E-05   0.206405E-06
   536   0.260511E+04   0.698010E+01   0.000000E+00  -0.124299E+02   0.167696E-07   0.362896E-05   0.190414E-06
   537   0.260444E+04   0.705128E+01   0.000000E+00  -0.111209E+02   0.167221E-07   0.363613E-05   0.174482E-06
   538   0.260354E+04   0.712784E+01   0.000000E+00  -0.981832E+01   0.166748E-07   0.364441E-05   0.158607E-06
   539   0.260241E+04   0.720975E+01   0.000000E+00  -0.852315E+01   0.166276E-07   0.365378E-05   0.142785E-06
   540   0.260104E+04   0.729703E+01   0.000000E+00  -0.723602E+01   0.165807E-07   0.366423E-05   0.127013E-06
   541   0.259944E+04   0.738968E+01   0.000000E+00  -0.595770E+01   0.165340E-07   0.367574E-05   0.111288E-06
   542   0.259762E+04   0.748769E+01   0.000000E+00  -0.468902E+01   0.164874E-07   0.368829E-05   0.956060E-07
   543   0.259556E+04   0.759105E+01   0.000000E+00  -0.343069E+01   0.164411E-07   0.370187E-05   0.799651E-07
   544   0.259328E+04   0.769976E+01   0.000000E+00  -0.218346E+01   0.163949E-07   0.371646E-05   0.643615E-07
   545   0.259079E+04   0.781377E+01   0.000000E+00  -0.948041E+00   0.163489E-07   0.373204E-05   0.487923E-07
   546   0.258806E+04   0.793309E+01   0.000000E+00   0.274865E+00   0.163031E-07   0.374860E-05   0.332543E-07
   547   0.258512E+04   0.805769E+01   0.000000E+00   0.148453E+01   0.162575E-07   0.376612E-05   0.177442E-07
   548   0.258196E+04   0.818747E+01   0.000000E+00   0.268026E+01   0.162121E-07   0.378459E-05   0.225909E-08
   549   0.257858E+04   0.832260E+01   0.000000E+00   0.386133E+01   0.161668E-07   0.380399E-05  -0.132043E-07
   550   0.257498E+04   0.846282E+01   0.000000E+00   0.502703E+01   0.161217E-07   0.382431E-05  -0.286491E-07
   551   0.257118E+04   0.860830E+01   0.000000E+00   0.617663E+01   0.160768E-07   0.384552E-05  -0.440776E-07
   552   0.256717E+04   0.875886E+01   0.000000E+00   0.730944E+01   0.160321E-07   0.386762E-05  -0.594883E-07
   553   0.256295E+04   0.891451E+01   0.000000E+00   0.842479E+01   0.159876E-07   0.389059E-05  -0.748791E-07
   554   0.255854E+04   0.907524E+01   0.000000E+00   0.952201E+01   0.159432E-07   0.391442E-05  -0.902477E-07
   555   0.255393E+04   0.924095E+01   0.000000E+00   0.106004E+02   0.158990E-07   0.393911E-05  -0.105592E-06
   556   0.254911E+04   0.941165E+01   0.000000E+00   0.116593E+02   0.158550E-07   0.396464E-05  -0.120909E-06
   557   0.254412E+04   0.958726E+01   0.000000E+00   0.126981E+02   0.158112E-07   0.399099E-05  -0.136197E-06
   558   0.253893E+04   0.976775E+01   0.000000E+00   0.137161E+02   0.157676E-07   0.401817E-05  -0.151455E-06
   559   0.253356E+04   0.995306E+01   0.000000E+00   0.147128E+02   0.157241E-07   0.404615E-05  -0.166678E-06
   560   0.252801E+04   0.101432E+02   0.000000E+00   0.156876E+02   0.156808E-07   0.407492E-05  -0.181866E-06
   561   0.252228E+04   0.103379E+02   0.000000E+00   0.166399E+02   0.156377E-07   0.410448E-05  -0.197016E-06
   562   0.251637E+04   0.105374E+02   0.000000E+00   0.175691E+02   0.155947E-07   0.413481E-05  -0.212126E-06
   563   0.251029E+04   0.107414E+02   0.000000E+00   0.184747E+02   0.155519E-07   0.416590E-05  -0.227193E-06
   564   0.250405E+04   0.109500E+02   0.000000E+00   0.193561E+02   0.155093E-07   0.419773E-05  -0.242215E-06
   565   0.249763E+04   0.111631E+02   0.000000E+00   0.202127E+02   0.154669E-07   0.423031E-05  -0.257191E-06
   566   0.249105E+04   0.113806E+02   0.000000E+00   0.210442E+02   0.154246E-07   0.426361E-05  -0.272117E-06
   567   0.248431E+04   0.116023E+02   0.000000E+00   0.218500E+02   0.153825E-07   0.429763E-05  -0.286992E-06
   568   0.247742E+04   0.118284E+02   0.000000E+00   0.226295E+02   0.153405E-07   0.433235E-05  -0.301813E-06
   569   0.247037E+04   0.120586E+02   0.000000E+00   0.233823E+02   0.152987E-07   0.436776E-05  -0.316578E-06
   570   0.246317E+04   0.122929E+02   0.000000E+00   0.241080E+02   0.152571E-07   0.440386E-05  -0.331284E-06
   571   0.245582E+04   0.125313E+02   0.000000E+00   0.248060E+02   0.152157E-07   0.444062E-05  -0.345930E-06
   572   0.244834E+04   0.127735E+02   0.000000E+00   0.254760E+02   0.151744E-07   0.447804E-05  -0.360514E-06
   573   0.244071E+04   0.130196E+02   0.000000E+00   0.261175E+02   0.151333E-07   0.451611E-05  -0.375032E-06
   574   0.243296E+04   0.132695E+02   0.000000E+00   0.267302E+02   0.150923E-07   0.455481E-05  -0.389483E-06
   575   0.242508E+04   0.135231E+02   0.000000E+00   0.273138E+02   0.150516E-07   0.459413E-05  -0.403865E-06
   576   0.241708E+04   0.137803E+02   0.000000E+00   0.278680E+02   0.150109E-07   0.463407E-05  -0.418174E-06
   577   0.240897E+04   0.140410E+02   0.000000E+00   0.283922E+02   0.149705E-07   0.467461E-05  -0.432410E-06
   578   0.240075E+04   0.143051E+02   0.000000E+00   0.288860E+02   0.149301E-07   0.471574E-05  -0.446569E-06
   579   0.239242E+04   0.145726E+02   0.000000E+00   0.293494E+02   0.148900E-07   0.475744E-05  -0.460650E-06
   580   0.238399E+04   0.148432E+02   0.000000E+00   0.297819E+02   0.148500E-07   0.479971E-05  -0.474650E-06
   581   0.237547E+04   0.151170E+02   0.000000E+00   0.301830E+02   0.148102E-07   0.484254E-05  -0.488567E-06
   582   0.236686E+04   0.153938E+02   0.000000E+00   0.305525E+02   0.147705E-07   0.488591E-05  -0.502399E-06
   583   0.235816E+04   0.156735E+02   0.000000E+00   0.308902E+02   0.147310E-07   0.492982E-05  -0.516143E-06
   584   0.234938E+04   0.159560E+02   0.000000E+00   0.311955E+02   0.146916E-07   0.497424E-05  -0.529798E-06
   585   0.234053E+04   0.162412E+02   0.000000E+00   0.314682E+02   0.146524E-07   0.501917E-05  -0.543360E-06
   586   0.233160E+04   0.165291E+02   0.000000E+00   0.317081E+02   0.146133E-07   0.506461E-05  -0.556828E-06
   587   0.232261E+04   0.168195E+02   0.000000E+00   0.319150E+02   0.145744E-07   0.511053E-05  -0.570200E-06
   588   0.231357E+04   0.171122E+02   0.000000E+00   0.320886E+02   0.145357E-07   0.515692E-05  -0.583472E-06
   589   0.230446E+04   0.174072E+02   0.000000E+00   0.322288E+02   0.144971E-07   0.520378E-05  -0.596644E-06
   590   0.229530E+04   0.177044E+02   0.000000E+00   0.323353E+02   0.144586E-07   0.525109E-05  -0.609712E-06
   591   0.228610E+04   0.180036E+02   0.000000E+00   0.324079E+02   0.144203E-07   0.529884E-05  -0.622675E-06
   592   0.227686E+04   0.183047E+02   0.000000E+00   0.324465E+02   0.143822E-07   0.534702E-05  -0.635530E-06
   593   0.226758E+04   0.186077E+02   0.000000E+00   0.324509E+02   0.143442E-07   0.539562E-05  -0.648275E-06
   594   0.225826E+04   0.189124E+02   0.000000E+00   0.324210E+02   0.143063E-07   0.544463E-05  -0.660907E-06
   595   0.224893E+04   0.192186E+02   0.000000E+00   0.323568E+02   0.142686E-07   0.549403E-05  -0.673425E-06
   596   0.223957E+04   0.195263E+02   0.000000E+00   0.322580E+02   0.142311E-07   0.554382E-05  -0.685826E-06
   597   0.223020E+04   0.198353E+02   0.000000E+00   0.321246E+02   0.141937E-07   0.559398E-05  -0.698108E-06
   598   0.222081E+04   0.201454E+02   0.000000E+00   0.319566E+02   0.141564E-07   0.564450E-05  -0.710269E-06
   599   0.221142E+04   0.204567E+02   0.000000E+00   0.317537E+02   0.141193E-07   0.569537E-05  -0.722306E-06
   600   0.220202E+04   0.207690E+02   0.000000E+00   0.315161E+02   0.140823E-07   0.574658E-05  -0.734217E-06
   601   0.219263E+04   0.210820E+02   0.000000E+00   0.312438E+02   0.140454E-07   0.579811E-05  -0.746001E-06
   602   0.218324E+04   0.213958E+02   0.000000E+00   0.309368E+02   0.140087E-07   0.584997E-05  -0.757656E-06
   603   0.217387E+04   0.217102E+02   0.000000E+00   0.305952E+02   0.139722E-07   0.590212E-05  -0.769182E-06
   604   0.216452E+04   0.220250E+02   0.000000E+00   0.302190E+02   0.139358E-07   0.595457E-05  -0.780578E-06
   605   0.215518E+04   0.223402E+02   0.000000E+00   0.298084E+02   0.138995E-07   0.600731E-05  -0.791844E-06
   606   0.214587E+04   0.226556E+02   0.000000E+00   0.293633E+02   0.138634E-07   0.606031E-05  -0.802980E-06
   607   0.213659E+04   0.229712E+02   0.000000E+00   0.288839E+02   0.138274E-07   0.611358E-05  -0.813984E-06
   608   0.212735E+04   0.232867E+02   0.000000E+00   0.283704E+02   0.137915E-07   0.616709E-05  -0.824857E-06
   609   0.211815E+04   0.236021E+02   0.000000E+00   0.278228E+02   0.137558E-07   0.622084E-05  -0.835598E-06
   610   0.210899E+04   0.239172E+02   0.000000E+00   0.272414E+02   0.137202E-07   0.627482E-05  -0.846206E-06
   611   0.209988E+04   0.242319E+02   0.000000E+00   0.266262E+02   0.136847E-07   0.632901E-05  -0.856681E-06
   612   0.209082E+04   0.245460E+02   0.000000E+00   0.259773E+02   0.136494E-07   0.638341E-05  -0.867022E-06
   613   0.208182E+04   0.248595E+02   0.000000E+00   0.252951E+02   0.136142E-07   0.643800E-05  -0.877230E-06
   614   0.207289E+04   0.251722E+02   0.000000E+00   0.245796E+02   0.135792E-07   0.649277E-05  -0.887302E-06
   615   0.206401E+04   0.254840E+02   0.000000E+00   0.238313E+02   0.135443E-07   0.654771E-05  -0.897240E-06
   616   0.205522E+04   0.257947E+02   0.000000E+00   0.230506E+02   0.135095E-07   0.660281E-05  -0.907042E-06
   617   0.204650E+04   0.261044E+02   0.000000E+00   0.222377E+02   0.134749E-07   0.665806E-05  -0.916708E-06
   618   0.203786E+04   0.264129E+02   0.000000E+00   0.213929E+02   0.134404E-07   0.671344E-05  -0.926237E-06
   619   0.202930E+04   0.267199E+02   0.000000E+00   0.205166E+02   0.134060E-07   0.676896E-05  -0.935629E-06
   620   0.202084E+04   0.270256E+02   0.000000E+00   0.196092E+02   0.133717E-07   0.682458E-05  -0.944883E-06
   621   0.201247E+04   0.273297E+02   0.000000E+00   0.186709E+02   0.133376E-07   0.688031E-05  -0.954000E-06
   622   0.200421E+04   0.276320E+02   0.000000E+00   0.177021E+02   0.133036E-07   0.693613E-05  -0.962978E-06
   623   0.199604E+04   0.279325E+02   0.000000E+00   0.167032E+02   0.132698E-07   0.699203E-05  -0.971816E-06
   624   0.198798E+04   0.282311E+02   0.000000E+00   0.156745E+02   0.132360E-07   0.704800E-05  -0.980515E-06
   625   0.198003E+04   0.285276E+02   0.000000E+00   0.146164E+02   0.132024E-07   0.710404E-05  -0.989074E-06
   626   0.197220E+04   0.288219E+02   0.000000E+00   0.135292E+02   0.131689E-07   0.716011E-05  -0.997492E-06
   627   0.196448E+04   0.291138E+02   0.000000E+00   0.124133E+02   0.131356E-07   0.721623E-05  -0.100577E-05
   628   0.195689E+04   0.294032E+02   0.000000E+00   0.112691E+02   0.131024E-07   0.727237E-05  -0.101390E-05
   629   0.194942E+04   0.296900E+02   0.000000E+00   0.100971E+02   0.130693E-07   0.732852E-05  -0.102190E-05
   630   0.194208E+04   0.299742E+02   0.000000E+00   0.889784E+01   0.130363E-07   0.738467E-05  -0.102975E-05
   631   0.193487E+04   0.302554E+02   0.000000E+00   0.767169E+01   0.130034E-07   0.744082E-05  -0.103746E-05
   632   0.192780E+04   0.305338E+02   0.000000E+00   0.641923E+01   0.129707E-07   0.749694E-05  -0.104502E-05
   633   0.192087E+04   0.308091E+02   0.000000E+00   0.514083E+01   0.129381E-07   0.755304E-05  -0.105244E-05
   634   0.191408E+04   0.310812E+02   0.000000E+00   0.383707E+01   0.129056E-07   0.760909E-05  -0.105971E-05
   635   0.190744E+04   0.313500E+02   0.000000E+00   0.250849E+01   0.128733E-07   0.766509E-05  -0.106684E-05
   636   0.190095E+04   0.316154E+02   0.000000E+00   0.115563E+01   0.128410E-07   0.772103E-05  -0.107383E-05
   637   0.189461E+04   0.318773E+02   0.000000E+00  -0.220958E+00   0.128089E-07   0.777689E-05  -0.108066E-05
   638   0.188843E+04   0.321355E+02   0.000000E+00  -0.162069E+01   0.127769E-07   0.783266E-05  -0.108736E-05
   639   0.188241E+04   0.323901E+02   0.000000E+00  -0.304302E+01   0.127450E-07   0.788833E-05  -0.109390E-05
