#    L    TT             EE             BB             TE             PP             TP             EP          
  1166   0.118303E+04   0.126314E+02   0.000000E+00  -0.833566E+01   0.440282E-08   0.254918E-06  -0.157987E-07
  1167   0.117934E+04   0.127287E+02   0.000000E+00  -0.749691E+01   0.439523E-08   0.265066E-06  -0.205345E-07
  1168   0.117558E+04   0.128305E+02   0.000000E+00  -0.667127E+01   0.438766E-08   0.275335E-06  -0.252505E-07
  1169   0.117176E+04   0.129369E+02   0.000000E+00  -0.585899E+01   0.438011E-08   0.285719E-06  -0.299464E-07
  1170   0.116788E+04   0.130477E+02   0.000000E+00  -0.506039E+01   0.437257E-08   0.296212E-06  -0.346222E-07
  1171   0.116393E+04   0.131630E+02   0.000000E+00  -0.427587E+01   0.436505E-08   0.306809E-06  -0.392776E-07
  1172   0.115993E+04   0.132827E+02   0.000000E+00  -0.350562E+01   0.435755E-08   0.317503E-06  -0.439125E-07
  1173   0.115587E+04   0.134065E+02   0.000000E+00  -0.275003E+01   0.435006E-08   0.328288E-06  -0.485268E-07
  1174   0.115174E+04   0.135347E+02   0.000000E+00  -0.200939E+01   0.434259E-08   0.339160E-06  -0.531202E-07
  1175   0.114756E+04   0.136670E+02   0.000000E+00  -0.128392E+01   0.433514E-08   0.350111E-06  -0.576926E-07
  1176   0.114333E+04   0.138033E+02   0.000000E+00  -0.573904E+00   0.432770E-08   0.361137E-06  -0.622438E-07
  1177   0.113905E+04   0.139436E+02   0.000000E+00   0.120414E+00   0.432028E-08   0.372230E-06  -0.667737E-07
  1178   0.113471E+04   0.140878E+02   0.000000E+00   0.798751E+00   0.431287E-08   0.383386E-06  -0.712821E-07
  1179   0.113032E+04   0.142359E+02   0.000000E+00   0.146086E+01   0.430548E-08   0.394598E-06  -0.757688E-07
  1180   0.112589E+04   0.143877E+02   0.000000E+00   0.210646E+01   0.429811E-08   0.405861E-06  -0.802337E-07
  1181   0.112140E+04   0.145431E+02   0.000000E+00   0.273534E+01   0.429075E-08   0.417169E-06  -0.846766E-07
  1182   0.111687E+04   0.147022E+02   0.000000E+00   0.334726E+01   0.428341E-08   0.428515E-06  -0.890973E-07
  1183   0.111230E+04   0.148647E+02   0.000000E+00   0.394198E+01   0.427609E-08   0.439894E-06  -0.934957E-07
  1184   0.110769E+04   0.150307E+02   0.000000E+00   0.451930E+01   0.426878E-08   0.451301E-06  -0.978716E-07
  1185   0.110303E+04   0.151999E+02   0.000000E+00   0.507896E+01   0.426148E-08   0.462728E-06  -0.102225E-06
  1186   0.109833E+04   0.153724E+02   0.000000E+00   0.562075E+01   0.425421E-08   0.474171E-06  -0.106555E-06
  1187   0.109360E+04   0.155480E+02   0.000000E+00   0.614445E+01   0.424695E-08   0.485624E-06  -0.110863E-06
  1188   0.108883E+04   0.157267E+02   0.000000E+00   0.664990E+01   0.423970E-08   0.497080E-06  -0.115147E-06
  1189   0.108403E+04   0.159083E+02   0.000000E+00   0.713693E+01   0.423247E-08   0.508534E-06  -0.119408E-06
  1190   0.107919E+04   0.160928E+02   0.000000E+00   0.760538E+01   0.422526E-08   0.519979E-06  -0.123645E-06
  1191   0.107433E+04   0.162799E+02   0.000000E+00   0.805512E+01   0.421806E-08   0.531411E-06  -0.127859E-06
  1192   0.106943E+04   0.164698E+02   0.000000E+00   0.848596E+01   0.421088E-08   0.542823E-06  -0.132049E-06
  1193   0.106451E+04   0.166622E+02   0.000000E+00   0.889778E+01   0.420371E-08   0.554209E-06  -0.136215E-06
  1194   0.105957E+04   0.168571E+02   0.000000E+00   0.929041E+01   0.419656E-08   0.565564E-06  -0.140357E-06
  1195   0.105461E+04   0.170543E+02   0.000000E+00   0.966373E+01   0.418942E-08   0.576881E-06  -0.144475E-06
  1196   0.104962E+04   0.172537E+02   0.000000E+00   0.100177E+02   0.418230E-08   0.588155E-06  -0.148568E-06
  1197   0.104461E+04   0.174554E+02   0.000000E+00   0.103521E+02   0.417520E-08   0.599380E-06  -0.152636E-06
  1198   0.103959E+04   0.176589E+02   0.000000E+00   0.106669E+02   0.416811E-08   0.610550E-06  -0.156680E-06
  1199   0.103455E+04   0.178646E+02   0.000000E+00   0.109619E+02   0.416103E-08   0.621659E-06  -0.160699E-06
  1200   0.102950E+04   0.180719E+02   0.000000E+00   0.112371E+02   0.415397E-08   0.632701E-06  -0.164692E-06
  1201   0.102444E+04   0.182811E+02   0.000000E+00   0.114924E+02   0.414693E-08   0.643670E-06  -0.168660E-06
  1202   0.101936E+04   0.184918E+02   0.000000E+00   0.117278E+02   0.413990E-08   0.654559E-06  -0.172602E-06
  1203   0.101428E+04   0.187041E+02   0.000000E+00   0.119432E+02   0.413288E-08   0.665360E-06  -0.176518E-06
  1204   0.100919E+04   0.189179E+02   0.000000E+00   0.121385E+02   0.412589E-08   0.676065E-06  -0.180405E-06
  1205   0.100409E+04   0.191329E+02   0.000000E+00   0.123139E+02   0.411890E-08   0.686667E-06  -0.184265E-06
  1206   0.998993E+03   0.193493E+02   0.000000E+00   0.124692E+02   0.411193E-08   0.697158E-06  -0.188095E-06
  1207   0.993890E+03   0.195667E+02   0.000000E+00   0.126044E+02   0.410498E-08   0.707531E-06  -0.191895E-06
  1208   0.988791E+03   0.197852E+02   0.000000E+00   0.127196E+02   0.409804E-08   0.717777E-06  -0.195665E-06
  1209   0.983697E+03   0.200047E+02   0.000000E+00   0.128148E+02   0.409112E-08   0.727889E-06  -0.199403E-06
  1210   0.978599E+03   0.202250E+02   0.000000E+00   0.128899E+02   0.408421E-08   0.737860E-06  -0.203109E-06
  1211   0.973506E+03   0.204461E+02   0.000000E+00   0.129451E+02   0.407731E-08   0.747681E-06  -0.206782E-06
  1212   0.968424E+03   0.206679E+02   0.000000E+00   0.129804E+02   0.407043E-08   0.757345E-06  -0.210422E-06
  1213   0.963345E+03   0.208902E+02   0.000000E+00   0.129959E+02   0.406357E-08   0.766845E-06  -0.214027E-06
  1214   0.958279E+03   0.211131E+02   0.000000E+00   0.129915E+02   0.405672E-08   0.776172E-06  -0.217596E-06
  1215   0.953231E+03   0.213363E+02   0.000000E+00   0.129673E+02   0.404988E-08   0.785319E-06  -0.221130E-06
  1216   0.948186E+03   0.215597E+02   0.000000E+00   0.129235E+02   0.404306E-08   0.794279E-06  -0.224627E-06
  1217   0.943160E+03   0.217834E+02   0.000000E+00   0.128600E+02   0.403625E-08   0.803043E-06  -0.228087E-06
  1218   0.938152E+03   0.220071E+02   0.000000E+00   0.127770E+02   0.402946E-08   0.811604E-06  -0.231508E-06
  1219   0.933163E+03   0.222307E+02   0.000000E+00   0.126745E+02   0.402268E-08   0.819955E-06  -0.234890E-06
  1220   0.928185E+03   0.224542E+02   0.000000E+00   0.125526E+02   0.401592E-08   0.828087E-06  -0.238233E-06
  1221   0.923239E+03   0.226775E+02   0.000000E+00   0.124114E+02   0.400917E-08   0.835993E-06  -0.241535E-06
  1222   0.918304E+03   0.229004E+02   0.000000E+00   0.122509E+02   0.400244E-08   0.843666E-06  -0.244795E-06
  1223   0.913402E+03   0.231228E+02   0.000000E+00   0.120714E+02   0.399572E-08   0.851097E-06  -0.248014E-06
  1224   0.908517E+03   0.233448E+02   0.000000E+00   0.118730E+02   0.398901E-08   0.858280E-06  -0.251189E-06
  1225   0.903666E+03   0.235661E+02   0.000000E+00   0.116559E+02   0.398232E-08   0.865205E-06  -0.254321E-06
  1226   0.898839E+03   0.237866E+02   0.000000E+00   0.114203E+02   0.397564E-08   0.871867E-06  -0.257409E-06
  1227   0.894045E+03   0.240063E+02   0.000000E+00   0.111662E+02   0.396898E-08   0.878256E-06  -0.260452E-06
  1228   0.889283E+03   0.242251E+02   0.000000E+00   0.108941E+02   0.396233E-08   0.884366E-06  -0.263448E-06
  1229   0.884561E+03   0.244429E+02   0.000000E+00   0.106040E+02   0.395570E-08   0.890188E-06  -0.266398E-06
  1230   0.879871E+03   0.246597E+02   0.000000E+00   0.102960E+02   0.394907E-08   0.895715E-06  -0.269301E-06
  1231   0.875213E+03   0.248751E+02   0.000000E+00   0.997037E+01   0.394247E-08   0.900940E-06  -0.272155E-06
  1232   0.870595E+03   0.250894E+02   0.000000E+00   0.962741E+01   0.393587E-08   0.905854E-06  -0.274960E-06
  1233   0.866023E+03   0.253021E+02   0.000000E+00   0.926711E+01   0.392929E-08   0.910450E-06  -0.277716E-06
  1234   0.861483E+03   0.255134E+02   0.000000E+00   0.888982E+01   0.392273E-08   0.914721E-06  -0.280421E-06
  1235   0.856990E+03   0.257230E+02   0.000000E+00   0.849560E+01   0.391618E-08   0.918658E-06  -0.283075E-06
  1236   0.852536E+03   0.259310E+02   0.000000E+00   0.808474E+01   0.390964E-08   0.922254E-06  -0.285677E-06
  1237   0.848129E+03   0.261371E+02   0.000000E+00   0.765743E+01   0.390312E-08   0.925502E-06  -0.288227E-06
  1238   0.843767E+03   0.263414E+02   0.000000E+00   0.721396E+01   0.389661E-08   0.928393E-06  -0.290722E-06
  1239   0.839452E+03   0.265437E+02   0.000000E+00   0.675454E+01   0.389011E-08   0.930920E-06  -0.293164E-06
  1240   0.835184E+03   0.267438E+02   0.000000E+00   0.627944E+01   0.388363E-08   0.933076E-06  -0.295550E-06
  1241   0.830968E+03   0.269418E+02   0.000000E+00   0.578894E+01   0.387716E-08   0.934852E-06  -0.297881E-06
  1242   0.826807E+03   0.271376E+02   0.000000E+00   0.528333E+01   0.387070E-08   0.936241E-06  -0.300154E-06
  1243   0.822691E+03   0.273309E+02   0.000000E+00   0.476282E+01   0.386426E-08   0.937235E-06  -0.302371E-06
  1244   0.818628E+03   0.275219E+02   0.000000E+00   0.422760E+01   0.385783E-08   0.937827E-06  -0.304530E-06
  1245   0.814619E+03   0.277102E+02   0.000000E+00   0.367809E+01   0.385142E-08   0.938009E-06  -0.306629E-06
  1246   0.810670E+03   0.278960E+02   0.000000E+00   0.311453E+01   0.384501E-08   0.937774E-06  -0.308669E-06
  1247   0.806774E+03   0.280790E+02   0.000000E+00   0.253719E+01   0.383862E-08   0.937113E-06  -0.310649E-06
  1248   0.802939E+03   0.282592E+02   0.000000E+00   0.194636E+01   0.383225E-08   0.936019E-06  -0.312567E-06
  1249   0.799156E+03   0.284364E+02   0.000000E+00   0.134233E+01   0.382589E-08   0.934484E-06  -0.314424E-06
  1250   0.795441E+03   0.286107E+02   0.000000E+00   0.725387E+00   0.381954E-08   0.932501E-06  -0.316218E-06
  1251   0.791778E+03   0.287820E+02   0.000000E+00   0.958809E-01   0.381320E-08   0.930066E-06  -0.317949E-06
  1252   0.788176E+03   0.289500E+02   0.000000E+00  -0.545859E+00   0.380688E-08   0.927197E-06  -0.319617E-06
  1253   0.784640E+03   0.291149E+02   0.000000E+00  -0.119951E+01   0.380057E-08   0.923914E-06  -0.321223E-06
  1254   0.781164E+03   0.292766E+02   0.000000E+00  -0.186475E+01   0.379427E-08   0.920238E-06  -0.322768E-06
  1255   0.777755E+03   0.294350E+02   0.000000E+00  -0.254124E+01   0.378799E-08   0.916191E-06  -0.324252E-06
  1256   0.774411E+03   0.295901E+02   0.000000E+00  -0.322868E+01   0.378172E-08   0.911794E-06  -0.325677E-06
  1257   0.771134E+03   0.297417E+02   0.000000E+00  -0.392674E+01   0.377547E-08   0.907068E-06  -0.327044E-06
  1258   0.767923E+03   0.298899E+02   0.000000E+00  -0.463509E+01   0.376922E-08   0.902033E-06  -0.328352E-06
  1259   0.764770E+03   0.300346E+02   0.000000E+00  -0.535341E+01   0.376299E-08   0.896711E-06  -0.329603E-06
  1260   0.761698E+03   0.301758E+02   0.000000E+00  -0.608138E+01   0.375677E-08   0.891124E-06  -0.330798E-06
  1261   0.758683E+03   0.303132E+02   0.000000E+00  -0.681867E+01   0.375057E-08   0.885292E-06  -0.331936E-06
  1262   0.755741E+03   0.304470E+02   0.000000E+00  -0.756497E+01   0.374437E-08   0.879237E-06  -0.333020E-06
  1263   0.752871E+03   0.305770E+02   0.000000E+00  -0.831996E+01   0.373819E-08   0.872980E-06  -0.334050E-06
  1264   0.750065E+03   0.307034E+02   0.000000E+00  -0.908329E+01   0.373203E-08   0.866541E-06  -0.335026E-06
  1265   0.747331E+03   0.308257E+02   0.000000E+00  -0.985461E+01   0.372587E-08   0.859942E-06  -0.335950E-06
  1266   0.744661E+03   0.309442E+02   0.000000E+00  -0.106336E+02   0.371973E-08   0.853204E-06  -0.336822E-06
  1267   0.742070E+03   0.310588E+02   0.000000E+00  -0.114198E+02   0.371360E-08   0.846348E-06  -0.337643E-06
  1268   0.739550E+03   0.311695E+02   0.000000E+00  -0.122129E+02   0.370748E-08   0.839396E-06  -0.338413E-06
  1269   0.737100E+03   0.312761E+02   0.000000E+00  -0.130126E+02   0.370138E-08   0.832369E-06  -0.339134E-06
  1270   0.734722E+03   0.313787E+02   0.000000E+00  -0.138184E+02   0.369529E-08   0.825287E-06  -0.339806E-06
  1271   0.732413E+03   0.314771E+02   0.000000E+00  -0.146301E+02   0.368921E-08   0.818172E-06  -0.340431E-06
  1272   0.730182E+03   0.315715E+02   0.000000E+00  -0.154472E+02   0.368314E-08   0.811044E-06  -0.341008E-06
  1273   0.728021E+03   0.316616E+02   0.000000E+00  -0.162693E+02   0.367709E-08   0.803926E-06  -0.341538E-06
  1274   0.725929E+03   0.317476E+02   0.000000E+00  -0.170962E+02   0.367105E-08   0.796838E-06  -0.342023E-06
  1275   0.723913E+03   0.318294E+02   0.000000E+00  -0.179274E+02   0.366502E-08   0.789802E-06  -0.342463E-06
  1276   0.721971E+03   0.319069E+02   0.000000E+00  -0.187625E+02   0.365900E-08   0.782838E-06  -0.342859E-06
  1277   0.720101E+03   0.319802E+02   0.000000E+00  -0.196012E+02   0.365299E-08   0.775967E-06  -0.343212E-06
  1278   0.718306E+03   0.320491E+02   0.000000E+00  -0.204431E+02   0.364700E-08   0.769212E-06  -0.343522E-06
  1279   0.716583E+03   0.321137E+02   0.000000E+00  -0.212879E+02   0.364102E-08   0.762592E-06  -0.343790E-06
  1280   0.714933E+03   0.321739E+02   0.000000E+00  -0.221350E+02   0.363505E-08   0.756129E-06  -0.344017E-06
  1281   0.713357E+03   0.322297E+02   0.000000E+00  -0.229843E+02   0.362909E-08   0.749845E-06  -0.344204E-06
  1282   0.711854E+03   0.322810E+02   0.000000E+00  -0.238353E+02   0.362315E-08   0.743760E-06  -0.344352E-06
  1283   0.710423E+03   0.323280E+02   0.000000E+00  -0.246876E+02   0.361722E-08   0.737895E-06  -0.344461E-06
  1284   0.709065E+03   0.323704E+02   0.000000E+00  -0.255408E+02   0.361130E-08   0.732272E-06  -0.344532E-06
  1285   0.707780E+03   0.324082E+02   0.000000E+00  -0.263946E+02   0.360539E-08   0.726912E-06  -0.344566E-06
  1286   0.706568E+03   0.324416E+02   0.000000E+00  -0.272486E+02   0.359949E-08   0.721836E-06  -0.344563E-06
  1287   0.705427E+03   0.324705E+02   0.000000E+00  -0.281023E+02   0.359361E-08   0.717065E-06  -0.344525E-06
  1288   0.704359E+03   0.324948E+02   0.000000E+00  -0.289554E+02   0.358774E-08   0.712620E-06  -0.344452E-06
  1289   0.703361E+03   0.325146E+02   0.000000E+00  -0.298075E+02   0.358188E-08   0.708522E-06  -0.344345E-06
  1290   0.702437E+03   0.325299E+02   0.000000E+00  -0.306582E+02   0.357603E-08   0.704793E-06  -0.344204E-06
  1291   0.701583E+03   0.325406E+02   0.000000E+00  -0.315071E+02   0.357019E-08   0.701453E-06  -0.344031E-06
  1292   0.700800E+03   0.325469E+02   0.000000E+00  -0.323539E+02   0.356436E-08   0.698524E-06  -0.343827E-06
  1293   0.700087E+03   0.325487E+02   0.000000E+00  -0.331980E+02   0.355855E-08   0.696027E-06  -0.343591E-06
  1294   0.699446E+03   0.325459E+02   0.000000E+00  -0.340393E+02   0.355275E-08   0.693983E-06  -0.343325E-06
  1295   0.698873E+03   0.325387E+02   0.000000E+00  -0.348772E+02   0.354696E-08   0.692413E-06  -0.343030E-06
  1296   0.698369E+03   0.325269E+02   0.000000E+00  -0.357114E+02   0.354118E-08   0.691339E-06  -0.342706E-06
  1297   0.697934E+03   0.325106E+02   0.000000E+00  -0.365416E+02   0.353541E-08   0.690781E-06  -0.342354E-06
  1298   0.697567E+03   0.324898E+02   0.000000E+00  -0.373673E+02   0.352966E-08   0.690760E-06  -0.341975E-06
  1299   0.697267E+03   0.324644E+02   0.000000E+00  -0.381883E+02   0.352391E-08   0.691298E-06  -0.341570E-06
  1300   0.697034E+03   0.324346E+02   0.000000E+00  -0.390041E+02   0.351818E-08   0.692416E-06  -0.341139E-06
  1301   0.696867E+03   0.324002E+02   0.000000E+00  -0.398144E+02   0.351246E-08   0.694127E-06  -0.340684E-06
  1302   0.696766E+03   0.323615E+02   0.000000E+00  -0.406188E+02   0.350675E-08   0.696411E-06  -0.340203E-06
  1303   0.696729E+03   0.323183E+02   0.000000E+00  -0.414172E+02   0.350105E-08   0.699240E-06  -0.339697E-06
  1304   0.696756E+03   0.322706E+02   0.000000E+00  -0.422090E+02   0.349536E-08   0.702585E-06  -0.339166E-06
  1305   0.696848E+03   0.322187E+02   0.000000E+00  -0.429941E+02   0.348968E-08   0.706420E-06  -0.338609E-06
  1306   0.697002E+03   0.321623E+02   0.000000E+00  -0.437720E+02   0.348402E-08   0.710715E-06  -0.338026E-06
  1307   0.697218E+03   0.321016E+02   0.000000E+00  -0.445426E+02   0.347836E-08   0.715442E-06  -0.337417E-06
  1308   0.697496E+03   0.320367E+02   0.000000E+00  -0.453056E+02   0.347272E-08   0.720575E-06  -0.336781E-06
  1309   0.697835E+03   0.319674E+02   0.000000E+00  -0.460606E+02   0.346709E-08   0.726084E-06  -0.336119E-06
  1310   0.698234E+03   0.318938E+02   0.000000E+00  -0.468072E+02   0.346147E-08   0.731942E-06  -0.335431E-06
  1311   0.698691E+03   0.318160E+02   0.000000E+00  -0.475453E+02   0.345586E-08   0.738120E-06  -0.334715E-06
  1312   0.699207E+03   0.317340E+02   0.000000E+00  -0.482745E+02   0.345026E-08   0.744590E-06  -0.333972E-06
  1313   0.699781E+03   0.316478E+02   0.000000E+00  -0.489945E+02   0.344467E-08   0.751325E-06  -0.333201E-06
  1314   0.700410E+03   0.315575E+02   0.000000E+00  -0.497052E+02   0.343910E-08   0.758296E-06  -0.332403E-06
  1315   0.701095E+03   0.314631E+02   0.000000E+00  -0.504060E+02   0.343353E-08   0.765476E-06  -0.331577E-06
  1316   0.701835E+03   0.313646E+02   0.000000E+00  -0.510969E+02   0.342798E-08   0.772836E-06  -0.330722E-06
  1317   0.702629E+03   0.312622E+02   0.000000E+00  -0.517776E+02   0.342243E-08   0.780348E-06  -0.329840E-06
  1318   0.703475E+03   0.311558E+02   0.000000E+00  -0.524477E+02   0.341690E-08   0.787985E-06  -0.328929E-06
  1319   0.704373E+03   0.310457E+02   0.000000E+00  -0.531071E+02   0.341138E-08   0.795717E-06  -0.327989E-06
  1320   0.705321E+03   0.309317E+02   0.000000E+00  -0.537555E+02   0.340587E-08   0.803518E-06  -0.327019E-06
  1321   0.706320E+03   0.308140E+02   0.000000E+00  -0.543926E+02   0.340037E-08   0.811358E-06  -0.326021E-06
  1322   0.707368E+03   0.306926E+02   0.000000E+00  -0.550183E+02   0.339488E-08   0.819211E-06  -0.324993E-06
  1323   0.708463E+03   0.305676E+02   0.000000E+00  -0.556321E+02   0.338940E-08   0.827047E-06  -0.323936E-06
  1324   0.709605E+03   0.304390E+02   0.000000E+00  -0.562340E+02   0.338393E-08   0.834840E-06  -0.322848E-06
  1325   0.710791E+03   0.303067E+02   0.000000E+00  -0.568236E+02   0.337847E-08   0.842560E-06  -0.321731E-06
  1326   0.712022E+03   0.301710E+02   0.000000E+00  -0.574008E+02   0.337303E-08   0.850180E-06  -0.320583E-06
  1327   0.713297E+03   0.300319E+02   0.000000E+00  -0.579653E+02   0.336759E-08   0.857672E-06  -0.319404E-06
  1328   0.714613E+03   0.298893E+02   0.000000E+00  -0.585168E+02   0.336216E-08   0.865007E-06  -0.318195E-06
  1329   0.715969E+03   0.297434E+02   0.000000E+00  -0.590552E+02   0.335675E-08   0.872158E-06  -0.316954E-06
  1330   0.717366E+03   0.295942E+02   0.000000E+00  -0.595804E+02   0.335134E-08   0.879097E-06  -0.315683E-06
  1331   0.718800E+03   0.294419E+02   0.000000E+00  -0.600920E+02   0.334595E-08   0.885795E-06  -0.314379E-06
  1332   0.720271E+03   0.292863E+02   0.000000E+00  -0.605899E+02   0.334057E-08   0.892225E-06  -0.313044E-06
  1333   0.721778E+03   0.291277E+02   0.000000E+00  -0.610739E+02   0.333519E-08   0.898359E-06  -0.311677E-06
  1334   0.723320E+03   0.289662E+02   0.000000E+00  -0.615438E+02   0.332983E-08   0.904167E-06  -0.310278E-06
  1335   0.724894E+03   0.288016E+02   0.000000E+00  -0.619993E+02   0.332448E-08   0.909624E-06  -0.308847E-06
  1336   0.726500E+03   0.286342E+02   0.000000E+00  -0.624404E+02   0.331913E-08   0.914699E-06  -0.307383E-06
  1337   0.728137E+03   0.284640E+02   0.000000E+00  -0.628670E+02   0.331380E-08   0.919366E-06  -0.305886E-06
  1338   0.729803E+03   0.282912E+02   0.000000E+00  -0.632787E+02   0.330848E-08   0.923596E-06  -0.304356E-06
  1339   0.731497E+03   0.281156E+02   0.000000E+00  -0.636755E+02   0.330317E-08   0.927361E-06  -0.302793E-06
  1340   0.733217E+03   0.279375E+02   0.000000E+00  -0.640573E+02   0.329787E-08   0.930633E-06  -0.301196E-06
  1341   0.734963E+03   0.277568E+02   0.000000E+00  -0.644238E+02   0.329258E-08   0.933385E-06  -0.299565E-06
  1342   0.736732E+03   0.275738E+02   0.000000E+00  -0.647749E+02   0.328730E-08   0.935588E-06  -0.297901E-06
  1343   0.738524E+03   0.273883E+02   0.000000E+00  -0.651105E+02   0.328202E-08   0.937213E-06  -0.296202E-06
  1344   0.740336E+03   0.272006E+02   0.000000E+00  -0.654304E+02   0.327676E-08   0.938234E-06  -0.294469E-06
  1345   0.742167E+03   0.270106E+02   0.000000E+00  -0.657345E+02   0.327151E-08   0.938621E-06  -0.292702E-06
  1346   0.744017E+03   0.268185E+02   0.000000E+00  -0.660226E+02   0.326627E-08   0.938348E-06  -0.290899E-06
  1347   0.745883E+03   0.266243E+02   0.000000E+00  -0.662948E+02   0.326104E-08   0.937385E-06  -0.289061E-06
  1348   0.747764E+03   0.264281E+02   0.000000E+00  -0.665507E+02   0.325582E-08   0.935705E-06  -0.287189E-06
  1349   0.749659E+03   0.262300E+02   0.000000E+00  -0.667903E+02   0.325061E-08   0.933280E-06  -0.285280E-06
  1350   0.751566E+03   0.260301E+02   0.000000E+00  -0.670137E+02   0.324541E-08   0.930081E-06  -0.283336E-06
  1351   0.753484E+03   0.258284E+02   0.000000E+00  -0.672207E+02   0.324022E-08   0.926095E-06  -0.281356E-06
  1352   0.755412E+03   0.256251E+02   0.000000E+00  -0.674113E+02   0.323504E-08   0.921362E-06  -0.279341E-06
  1353   0.757350E+03   0.254202E+02   0.000000E+00  -0.675856E+02   0.322986E-08   0.915936E-06  -0.277293E-06
  1354   0.759289E+03   0.252140E+02   0.000000E+00  -0.677435E+02   0.322470E-08   0.909871E-06  -0.275213E-06
  1355   0.761240E+03   0.250063E+02   0.000000E+00  -0.678848E+02   0.321955E-08   0.903222E-06  -0.273102E-06
  1356   0.763197E+03   0.247973E+02   0.000000E+00  -0.680098E+02   0.321441E-08   0.896044E-06  -0.270961E-06
  1357   0.765157E+03   0.245872E+02   0.000000E+00  -0.681182E+02   0.320928E-08   0.888389E-06  -0.268792E-06
  1358   0.767123E+03   0.243758E+02   0.000000E+00  -0.682101E+02   0.320415E-08   0.880313E-06  -0.266595E-06
  1359   0.769086E+03   0.241634E+02   0.000000E+00  -0.682856E+02   0.319904E-08   0.871870E-06  -0.264373E-06
  1360   0.771046E+03   0.239500E+02   0.000000E+00  -0.683444E+02   0.319394E-08   0.863114E-06  -0.262126E-06
  1361   0.773004E+03   0.237357E+02   0.000000E+00  -0.683867E+02   0.318884E-08   0.854099E-06  -0.259856E-06
  1362   0.774968E+03   0.235205E+02   0.000000E+00  -0.684125E+02   0.318376E-08   0.844879E-06  -0.257564E-06
  1363   0.776921E+03   0.233045E+02   0.000000E+00  -0.684217E+02   0.317868E-08   0.835510E-06  -0.255251E-06
  1364   0.778872E+03   0.230878E+02   0.000000E+00  -0.684144E+02   0.317362E-08   0.826045E-06  -0.252918E-06
  1365   0.780821E+03   0.228706E+02   0.000000E+00  -0.683906E+02   0.316856E-08   0.816538E-06  -0.250567E-06
  1366   0.782752E+03   0.226528E+02   0.000000E+00  -0.683504E+02   0.316352E-08   0.807043E-06  -0.248200E-06
  1367   0.784682E+03   0.224345E+02   0.000000E+00  -0.682938E+02   0.315848E-08   0.797616E-06  -0.245816E-06
  1368   0.786603E+03   0.222158E+02   0.000000E+00  -0.682209E+02   0.315345E-08   0.788310E-06  -0.243418E-06
  1369   0.788506E+03   0.219970E+02   0.000000E+00  -0.681316E+02   0.314844E-08   0.779179E-06  -0.241006E-06
  1370   0.790408E+03   0.217779E+02   0.000000E+00  -0.680262E+02   0.314343E-08   0.770278E-06  -0.238583E-06
  1371   0.792285E+03   0.215586E+02   0.000000E+00  -0.679046E+02   0.313843E-08   0.761660E-06  -0.236149E-06
  1372   0.794154E+03   0.213395E+02   0.000000E+00  -0.677670E+02   0.313344E-08   0.753381E-06  -0.233705E-06
  1373   0.796005E+03   0.211203E+02   0.000000E+00  -0.676134E+02   0.312846E-08   0.745495E-06  -0.231254E-06
  1374   0.797841E+03   0.209012E+02   0.000000E+00  -0.674440E+02   0.312349E-08   0.738055E-06  -0.228795E-06
  1375   0.799652E+03   0.206824E+02   0.000000E+00  -0.672588E+02   0.311853E-08   0.731116E-06  -0.226331E-06
  1376   0.801447E+03   0.204640E+02   0.000000E+00  -0.670579E+02   0.311357E-08   0.724733E-06  -0.223862E-06
  1377   0.803226E+03   0.202458E+02   0.000000E+00  -0.668415E+02   0.310863E-08   0.718959E-06  -0.221391E-06
  1378   0.804981E+03   0.200282E+02   0.000000E+00  -0.666096E+02   0.310370E-08   0.713849E-06  -0.218917E-06
  1379   0.806713E+03   0.198111E+02   0.000000E+00  -0.663623E+02   0.309877E-08   0.709456E-06  -0.216443E-06
  1380   0.808414E+03   0.195946E+02   0.000000E+00  -0.660997E+02   0.309386E-08   0.705837E-06  -0.213969E-06
  1381   0.810098E+03   0.193787E+02   0.000000E+00  -0.658220E+02   0.308895E-08   0.703043E-06  -0.211498E-06
  1382   0.811752E+03   0.191637E+02   0.000000E+00  -0.655292E+02   0.308405E-08   0.701131E-06  -0.209029E-06
  1383   0.813375E+03   0.189494E+02   0.000000E+00  -0.652213E+02   0.307916E-08   0.700154E-06  -0.206565E-06
  1384   0.814968E+03   0.187361E+02   0.000000E+00  -0.648987E+02   0.307428E-08   0.700166E-06  -0.204107E-06
  1385   0.816537E+03   0.185238E+02   0.000000E+00  -0.645614E+02   0.306941E-08   0.701221E-06  -0.201656E-06
  1386   0.818076E+03   0.183125E+02   0.000000E+00  -0.642099E+02   0.306455E-08   0.703375E-06  -0.199213E-06
  1387   0.819576E+03   0.181025E+02   0.000000E+00  -0.638441E+02   0.305970E-08   0.706680E-06  -0.196779E-06
  1388   0.821047E+03   0.178937E+02   0.000000E+00  -0.634643E+02   0.305486E-08   0.711192E-06  -0.194357E-06
  1389   0.822479E+03   0.176863E+02   0.000000E+00  -0.630708E+02   0.305002E-08   0.716965E-06  -0.191946E-06
  1390   0.823881E+03   0.174803E+02   0.000000E+00  -0.626636E+02   0.304520E-08   0.724052E-06  -0.189549E-06
  1391   0.825246E+03   0.172758E+02   0.000000E+00  -0.622431E+02   0.304038E-08   0.732509E-06  -0.187166E-06
