#    L    TT             EE             BB             TE          
   383   0.298828E+01   0.156208E-01   0.117734E-01   0.441750E-02
   384   0.295306E+01   0.157076E-01   0.117913E-01   0.234380E-02
   385   0.291729E+01   0.157984E-01   0.118084E-01   0.339083E-03
   386   0.288101E+01   0.158931E-01   0.118247E-01  -0.159265E-02
   387   0.284429E+01   0.159914E-01   0.118401E-01  -0.344743E-02
   388   0.280718E+01   0.160930E-01   0.118544E-01  -0.522124E-02
   389   0.276972E+01   0.161977E-01   0.118675E-01  -0.691011E-02
   390   0.273198E+01   0.163053E-01   0.118795E-01  -0.851004E-02
   391   0.269400E+01   0.164154E-01   0.118901E-01  -0.100170E-01
   392   0.265583E+01   0.165280E-01   0.118992E-01  -0.114271E-01
   393   0.261753E+01   0.166426E-01   0.119068E-01  -0.127363E-01
   394   0.257916E+01   0.167591E-01   0.119128E-01  -0.139406E-01
   395   0.254076E+01   0.168773E-01   0.119170E-01  -0.150360E-01
   396   0.250238E+01   0.169968E-01   0.119193E-01  -0.160185E-01
   397   0.246408E+01   0.171175E-01   0.119198E-01  -0.168842E-01
   398   0.242592E+01   0.172391E-01   0.119181E-01  -0.176290E-01
   399   0.238794E+01   0.173613E-01   0.119143E-01  -0.182489E-01
   400   0.235020E+01   0.174839E-01   0.119083E-01  -0.187400E-01
   401   0.231274E+01   0.176067E-01   0.118999E-01  -0.190996E-01
   402   0.227558E+01   0.177295E-01   0.118893E-01  -0.193300E-01
   403   0.223875E+01   0.178521E-01   0.118764E-01  -0.194349E-01
   404   0.220224E+01   0.179744E-01   0.118613E-01  -0.194180E-01
   405   0.216609E+01   0.180961E-01   0.118440E-01  -0.192830E-01
   406   0.213030E+01   0.182173E-01   0.118247E-01  -0.190336E-01
   407   0.209489E+01   0.183376E-01   0.118033E-01  -0.186733E-01
   408   0.205987E+01   0.184569E-01   0.117799E-01  -0.182059E-01
   409   0.202526E+01   0.185750E-01   0.117546E-01  -0.176351E-01
   410   0.199107E+01   0.186918E-01   0.117275E-01  -0.169646E-01
   411   0.195732E+01   0.188072E-01   0.116984E-01  -0.161979E-01
   412   0.192402E+01   0.189209E-01   0.116677E-01  -0.153388E-01
   413   0.189119E+01   0.190328E-01   0.116351E-01  -0.143910E-01
   414   0.185884E+01   0.191427E-01   0.116009E-01  -0.133582E-01
   415   0.182699E+01   0.192505E-01   0.115651E-01  -0.122439E-01
   416   0.179564E+01   0.193560E-01   0.115277E-01  -0.110519E-01
   417   0.176483E+01   0.194590E-01   0.114888E-01  -0.978587E-02
   418   0.173455E+01   0.195594E-01   0.114485E-01  -0.844946E-02
   419   0.170483E+01   0.196570E-01   0.114067E-01  -0.704636E-02
   420   0.167568E+01   0.197516E-01   0.113635E-01  -0.558023E-02
   421   0.164712E+01   0.198431E-01   0.113191E-01  -0.405476E-02
   422   0.161915E+01   0.199313E-01   0.112734E-01  -0.247360E-02
   423   0.159180E+01   0.200161E-01   0.112265E-01  -0.840451E-03
   424   0.156508E+01   0.200973E-01   0.111784E-01   0.841030E-03
   425   0.153900E+01   0.201746E-01   0.111292E-01   0.256716E-02
   426   0.151358E+01   0.202481E-01   0.110790E-01   0.433428E-02
   427   0.148884E+01   0.203174E-01   0.110278E-01   0.613870E-02
   428   0.146478E+01   0.203825E-01   0.109756E-01   0.797675E-02
   429   0.144143E+01   0.204431E-01   0.109226E-01   0.984476E-02
   430   0.141879E+01   0.204992E-01   0.108687E-01   0.117391E-01
   431   0.139689E+01   0.205504E-01   0.108140E-01   0.136560E-01
   432   0.137574E+01   0.205968E-01   0.107586E-01   0.155918E-01
   433   0.135534E+01   0.206380E-01   0.107025E-01   0.175429E-01
   434   0.133573E+01   0.206740E-01   0.106458E-01   0.195056E-01
   435   0.131691E+01   0.207046E-01   0.105884E-01   0.214762E-01
   436   0.129889E+01   0.207296E-01   0.105306E-01   0.234511E-01
   437   0.128169E+01   0.207489E-01   0.104723E-01   0.254265E-01
   438   0.126533E+01   0.207623E-01   0.104136E-01   0.273988E-01
   439   0.124982E+01   0.207695E-01   0.103545E-01   0.293643E-01
   440   0.123518E+01   0.207706E-01   0.102950E-01   0.313194E-01
   441   0.122142E+01   0.207652E-01   0.102353E-01   0.332603E-01
   442   0.120855E+01   0.207533E-01   0.101754E-01   0.351835E-01
   443   0.119659E+01   0.207346E-01   0.101154E-01   0.370851E-01
   444   0.118556E+01   0.207091E-01   0.100552E-01   0.389616E-01
   445   0.117547E+01   0.206765E-01   0.999497E-02   0.408093E-01
   446   0.116633E+01   0.206367E-01   0.993474E-02   0.426245E-01
   447   0.115816E+01   0.205894E-01   0.987454E-02   0.444035E-01
   448   0.115097E+01   0.205347E-01   0.981445E-02   0.461427E-01
   449   0.114478E+01   0.204722E-01   0.975451E-02   0.478384E-01
   450   0.113961E+01   0.204019E-01   0.969477E-02   0.494868E-01
   451   0.113546E+01   0.203235E-01   0.963528E-02   0.510850E-01
   452   0.113230E+01   0.202375E-01   0.957607E-02   0.526325E-01
   453   0.113010E+01   0.201439E-01   0.951716E-02   0.541293E-01
   454   0.112882E+01   0.200430E-01   0.945857E-02   0.555756E-01
   455   0.112844E+01   0.199352E-01   0.940032E-02   0.569714E-01
   456   0.112891E+01   0.198207E-01   0.934245E-02   0.583169E-01
   457   0.113021E+01   0.196997E-01   0.928495E-02   0.596122E-01
   458   0.113229E+01   0.195726E-01   0.922787E-02   0.608573E-01
   459   0.113513E+01   0.194396E-01   0.917123E-02   0.620525E-01
   460   0.113869E+01   0.193009E-01   0.911503E-02   0.631977E-01
   461   0.114294E+01   0.191569E-01   0.905932E-02   0.642932E-01
   462   0.114784E+01   0.190077E-01   0.900410E-02   0.653390E-01
   463   0.115335E+01   0.188538E-01   0.894941E-02   0.663352E-01
   464   0.115945E+01   0.186952E-01   0.889525E-02   0.672819E-01
   465   0.116610E+01   0.185324E-01   0.884167E-02   0.681792E-01
   466   0.117327E+01   0.183655E-01   0.878867E-02   0.690274E-01
   467   0.118091E+01   0.181949E-01   0.873628E-02   0.698263E-01
   468   0.118901E+01   0.180207E-01   0.868453E-02   0.705763E-01
   469   0.119751E+01   0.178433E-01   0.863343E-02   0.712773E-01
   470   0.120640E+01   0.176630E-01   0.858301E-02   0.719294E-01
   471   0.121563E+01   0.174800E-01   0.853328E-02   0.725329E-01
   472   0.122517E+01   0.172945E-01   0.848428E-02   0.730877E-01
   473   0.123498E+01   0.171069E-01   0.843602E-02   0.735941E-01
   474   0.124504E+01   0.169173E-01   0.838853E-02   0.740520E-01
   475   0.125530E+01   0.167262E-01   0.834182E-02   0.744617E-01
   476   0.126574E+01   0.165337E-01   0.829593E-02   0.748232E-01
   477   0.127632E+01   0.163400E-01   0.825087E-02   0.751366E-01
   478   0.128700E+01   0.161456E-01   0.820666E-02   0.754021E-01
   479   0.129775E+01   0.159506E-01   0.816332E-02   0.756197E-01
   480   0.130854E+01   0.157553E-01   0.812089E-02   0.757895E-01
   481   0.131934E+01   0.155600E-01   0.807938E-02   0.759118E-01
   482   0.133010E+01   0.153649E-01   0.803881E-02   0.759864E-01
   483   0.134079E+01   0.151703E-01   0.799921E-02   0.760137E-01
   484   0.135139E+01   0.149765E-01   0.796059E-02   0.759936E-01
   485   0.136185E+01   0.147838E-01   0.792299E-02   0.759264E-01
   486   0.137214E+01   0.145923E-01   0.788641E-02   0.758120E-01
   487   0.138223E+01   0.144025E-01   0.785089E-02   0.756506E-01
   488   0.139208E+01   0.142144E-01   0.781645E-02   0.754424E-01
   489   0.140166E+01   0.140285E-01   0.778310E-02   0.751874E-01
   490   0.141094E+01   0.138450E-01   0.775088E-02   0.748857E-01
   491   0.141988E+01   0.136641E-01   0.771980E-02   0.745374E-01
   492   0.142844E+01   0.134861E-01   0.768988E-02   0.741427E-01
   493   0.143660E+01   0.133113E-01   0.766115E-02   0.737016E-01
   494   0.144431E+01   0.131400E-01   0.763363E-02   0.732143E-01
   495   0.145155E+01   0.129723E-01   0.760735E-02   0.726809E-01
   496   0.145828E+01   0.128087E-01   0.758231E-02   0.721014E-01
   497   0.146446E+01   0.126493E-01   0.755855E-02   0.714760E-01
   498   0.147007E+01   0.124944E-01   0.753610E-02   0.708048E-01
   499   0.147506E+01   0.123443E-01   0.751496E-02   0.700879E-01
   500   0.147940E+01   0.121992E-01   0.749516E-02   0.693254E-01
   501   0.148308E+01   0.120594E-01   0.747672E-02   0.685178E-01
   502   0.148608E+01   0.119249E-01   0.745960E-02   0.676667E-01
   503   0.148843E+01   0.117955E-01   0.744376E-02   0.667743E-01
   504   0.149014E+01   0.116714E-01   0.742915E-02   0.658426E-01
   505   0.149123E+01   0.115522E-01   0.741574E-02   0.648737E-01
   506   0.149170E+01   0.114382E-01   0.740347E-02   0.638698E-01
   507   0.149157E+01   0.113290E-01   0.739231E-02   0.628327E-01
   508   0.149085E+01   0.112248E-01   0.738221E-02   0.617647E-01
   509   0.148957E+01   0.111255E-01   0.737313E-02   0.606678E-01
   510   0.148773E+01   0.110309E-01   0.736502E-02   0.595441E-01
   511   0.148534E+01   0.109411E-01   0.735785E-02   0.583956E-01
   512   0.148242E+01   0.108559E-01   0.735157E-02   0.572245E-01
   513   0.147898E+01   0.107754E-01   0.734613E-02   0.560328E-01
   514   0.147505E+01   0.106994E-01   0.734150E-02   0.548225E-01
   515   0.147062E+01   0.106280E-01   0.733762E-02   0.535957E-01
   516   0.146571E+01   0.105609E-01   0.733446E-02   0.523546E-01
   517   0.146035E+01   0.104983E-01   0.733197E-02   0.511012E-01
   518   0.145453E+01   0.104400E-01   0.733012E-02   0.498376E-01
   519   0.144828E+01   0.103859E-01   0.732885E-02   0.485658E-01
   520   0.144161E+01   0.103361E-01   0.732812E-02   0.472879E-01
   521   0.143453E+01   0.102904E-01   0.732789E-02   0.460060E-01
   522   0.142705E+01   0.102488E-01   0.732812E-02   0.447222E-01
   523   0.141920E+01   0.102112E-01   0.732876E-02   0.434385E-01
   524   0.141098E+01   0.101777E-01   0.732977E-02   0.421570E-01
   525   0.140241E+01   0.101480E-01   0.733111E-02   0.408798E-01
   526   0.139350E+01   0.101222E-01   0.733273E-02   0.396089E-01
   527   0.138426E+01   0.101002E-01   0.733459E-02   0.383465E-01
   528   0.137471E+01   0.100820E-01   0.733665E-02   0.370946E-01
   529   0.136486E+01   0.100674E-01   0.733886E-02   0.358553E-01
   530   0.135473E+01   0.100565E-01   0.734118E-02   0.346306E-01
   531   0.134433E+01   0.100491E-01   0.734357E-02   0.334227E-01
   532   0.133367E+01   0.100452E-01   0.734598E-02   0.322336E-01
   533   0.132276E+01   0.100448E-01   0.734837E-02   0.310653E-01
   534   0.131163E+01   0.100478E-01   0.735070E-02   0.299200E-01
   535   0.130028E+01   0.100541E-01   0.735293E-02   0.287997E-01
   536   0.128873E+01   0.100638E-01   0.735500E-02   0.277065E-01
   537   0.127699E+01   0.100766E-01   0.735689E-02   0.266425E-01
   538   0.126507E+01   0.100926E-01   0.735853E-02   0.256097E-01
   539   0.125299E+01   0.101117E-01   0.735990E-02   0.246102E-01
   540   0.124077E+01   0.101338E-01   0.736095E-02   0.236462E-01
   541   0.122841E+01   0.101589E-01   0.736163E-02   0.227196E-01
   542   0.121593E+01   0.101870E-01   0.736190E-02   0.218325E-01
   543   0.120335E+01   0.102179E-01   0.736172E-02   0.209871E-01
   544   0.119067E+01   0.102517E-01   0.736104E-02   0.201853E-01
   545   0.117791E+01   0.102882E-01   0.735983E-02   0.194293E-01
   546   0.116509E+01   0.103273E-01   0.735803E-02   0.187212E-01
   547   0.115221E+01   0.103692E-01   0.735561E-02   0.180629E-01
   548   0.113930E+01   0.104136E-01   0.735252E-02   0.174567E-01
   549   0.112636E+01   0.104605E-01   0.734872E-02   0.169045E-01
   550   0.111341E+01   0.105099E-01   0.734416E-02   0.164084E-01
   551   0.110046E+01   0.105617E-01   0.733881E-02   0.159700E-01
   552   0.108753E+01   0.106157E-01   0.733268E-02   0.155883E-01
   553   0.107461E+01   0.106719E-01   0.732578E-02   0.152621E-01
   554   0.106172E+01   0.107300E-01   0.731812E-02   0.149900E-01
   555   0.104887E+01   0.107899E-01   0.730971E-02   0.147704E-01
   556   0.103605E+01   0.108515E-01   0.730057E-02   0.146021E-01
   557   0.102329E+01   0.109146E-01   0.729070E-02   0.144837E-01
   558   0.101059E+01   0.109791E-01   0.728013E-02   0.144137E-01
   559   0.997959E+00   0.110449E-01   0.726886E-02   0.143908E-01
   560   0.985401E+00   0.111117E-01   0.725692E-02   0.144136E-01
   561   0.972926E+00   0.111794E-01   0.724430E-02   0.144807E-01
   562   0.960543E+00   0.112479E-01   0.723102E-02   0.145907E-01
   563   0.948260E+00   0.113170E-01   0.721711E-02   0.147422E-01
   564   0.936085E+00   0.113867E-01   0.720256E-02   0.149338E-01
   565   0.924026E+00   0.114567E-01   0.718739E-02   0.151641E-01
   566   0.912090E+00   0.115268E-01   0.717162E-02   0.154318E-01
   567   0.900287E+00   0.115971E-01   0.715526E-02   0.157354E-01
   568   0.888624E+00   0.116672E-01   0.713831E-02   0.160736E-01
   569   0.877109E+00   0.117371E-01   0.712080E-02   0.164449E-01
   570   0.865751E+00   0.118065E-01   0.710274E-02   0.168480E-01
   571   0.854557E+00   0.118755E-01   0.708414E-02   0.172815E-01
   572   0.843535E+00   0.119437E-01   0.706501E-02   0.177439E-01
   573   0.832694E+00   0.120112E-01   0.704537E-02   0.182340E-01
   574   0.822042E+00   0.120776E-01   0.702522E-02   0.187502E-01
   575   0.811587E+00   0.121429E-01   0.700459E-02   0.192913E-01
   576   0.801336E+00   0.122069E-01   0.698347E-02   0.198558E-01
   577   0.791298E+00   0.122695E-01   0.696190E-02   0.204423E-01
   578   0.781481E+00   0.123305E-01   0.693988E-02   0.210494E-01
   579   0.771893E+00   0.123898E-01   0.691741E-02   0.216758E-01
   580   0.762543E+00   0.124472E-01   0.689453E-02   0.223201E-01
   581   0.753437E+00   0.125027E-01   0.687123E-02   0.229808E-01
   582   0.744585E+00   0.125559E-01   0.684753E-02   0.236566E-01
   583   0.735994E+00   0.126069E-01   0.682345E-02   0.243461E-01
   584   0.727673E+00   0.126553E-01   0.679900E-02   0.250478E-01
   585   0.719629E+00   0.127012E-01   0.677418E-02   0.257605E-01
   586   0.711871E+00   0.127443E-01   0.674902E-02   0.264826E-01
   587   0.704407E+00   0.127846E-01   0.672352E-02   0.272129E-01
   588   0.697244E+00   0.128218E-01   0.669770E-02   0.279499E-01
   589   0.690391E+00   0.128557E-01   0.667158E-02   0.286922E-01
   590   0.683856E+00   0.128864E-01   0.664515E-02   0.294385E-01
   591   0.677648E+00   0.129135E-01   0.661845E-02   0.301873E-01
   592   0.671773E+00   0.129371E-01   0.659148E-02   0.309373E-01
   593   0.666240E+00   0.129568E-01   0.656424E-02   0.316870E-01
   594   0.661058E+00   0.129726E-01   0.653677E-02   0.324352E-01
   595   0.656234E+00   0.129843E-01   0.650906E-02   0.331803E-01
   596   0.651777E+00   0.129918E-01   0.648114E-02   0.339210E-01
   597   0.647694E+00   0.129950E-01   0.645301E-02   0.346558E-01
   598   0.643993E+00   0.129936E-01   0.642468E-02   0.353836E-01
   599   0.640684E+00   0.129875E-01   0.639618E-02   0.361027E-01
   600   0.637773E+00   0.129766E-01   0.636751E-02   0.368118E-01
   601   0.635265E+00   0.129608E-01   0.633869E-02   0.375098E-01
   602   0.633151E+00   0.129402E-01   0.630973E-02   0.381960E-01
   603   0.631419E+00   0.129149E-01   0.628065E-02   0.388703E-01
   604   0.630055E+00   0.128850E-01   0.625146E-02   0.395321E-01
   605   0.629047E+00   0.128507E-01   0.622219E-02   0.401812E-01
   606   0.628382E+00   0.128121E-01   0.619285E-02   0.408173E-01
   607   0.628047E+00   0.127694E-01   0.616345E-02   0.414399E-01
   608   0.628030E+00   0.127226E-01   0.613402E-02   0.420488E-01
   609   0.628316E+00   0.126720E-01   0.610457E-02   0.426437E-01
   610   0.628895E+00   0.126175E-01   0.607511E-02   0.432241E-01
   611   0.629753E+00   0.125595E-01   0.604566E-02   0.437898E-01
   612   0.630877E+00   0.124980E-01   0.601625E-02   0.443404E-01
   613   0.632255E+00   0.124331E-01   0.598687E-02   0.448756E-01
   614   0.633873E+00   0.123650E-01   0.595757E-02   0.453950E-01
   615   0.635719E+00   0.122938E-01   0.592834E-02   0.458983E-01
   616   0.637781E+00   0.122196E-01   0.589920E-02   0.463851E-01
   617   0.640045E+00   0.121427E-01   0.587018E-02   0.468552E-01
   618   0.642498E+00   0.120630E-01   0.584129E-02   0.473081E-01
   619   0.645128E+00   0.119808E-01   0.581254E-02   0.477436E-01
   620   0.647922E+00   0.118962E-01   0.578396E-02   0.481613E-01
   621   0.650868E+00   0.118093E-01   0.575555E-02   0.485608E-01
   622   0.653952E+00   0.117203E-01   0.572734E-02   0.489419E-01
   623   0.657162E+00   0.116292E-01   0.569934E-02   0.493041E-01
   624   0.660484E+00   0.115363E-01   0.567157E-02   0.496472E-01
   625   0.663907E+00   0.114416E-01   0.564405E-02   0.499708E-01
   626   0.667417E+00   0.113453E-01   0.561678E-02   0.502746E-01
   627   0.671002E+00   0.112475E-01   0.558980E-02   0.505582E-01
   628   0.674648E+00   0.111484E-01   0.556311E-02   0.508213E-01
   629   0.678344E+00   0.110481E-01   0.553673E-02   0.510636E-01
   630   0.682076E+00   0.109466E-01   0.551069E-02   0.512846E-01
   631   0.685831E+00   0.108443E-01   0.548498E-02   0.514841E-01
   632   0.689597E+00   0.107411E-01   0.545964E-02   0.516618E-01
   633   0.693361E+00   0.106373E-01   0.543468E-02   0.518173E-01
   634   0.697110E+00   0.105329E-01   0.541011E-02   0.519502E-01
   635   0.700831E+00   0.104282E-01   0.538596E-02   0.520603E-01
   636   0.704512E+00   0.103231E-01   0.536223E-02   0.521471E-01
   637   0.708140E+00   0.102179E-01   0.533895E-02   0.522104E-01
   638   0.711702E+00   0.101127E-01   0.531612E-02   0.522498E-01
   639   0.715185E+00   0.100077E-01   0.529378E-02   0.522649E-01
   640   0.718576E+00   0.990289E-02   0.527193E-02   0.522555E-01
   641   0.721864E+00   0.979849E-02   0.525060E-02   0.522211E-01
   642   0.725034E+00   0.969463E-02   0.522979E-02   0.521615E-01
   643   0.728074E+00   0.959143E-02   0.520953E-02   0.520764E-01
   644   0.730972E+00   0.948903E-02   0.518982E-02   0.519653E-01
   645   0.733714E+00   0.938756E-02   0.517070E-02   0.518279E-01
   646   0.736288E+00   0.928717E-02   0.515217E-02   0.516639E-01
   647   0.738681E+00   0.918797E-02   0.513425E-02   0.514730E-01
   648   0.740880E+00   0.909011E-02   0.511696E-02   0.512548E-01
   649   0.742873E+00   0.899372E-02   0.510032E-02   0.510090E-01
   650   0.744646E+00   0.889894E-02   0.508434E-02   0.507352E-01
   651   0.746190E+00   0.880588E-02   0.506902E-02   0.504333E-01
   652   0.747506E+00   0.871456E-02   0.505437E-02   0.501043E-01
   653   0.748597E+00   0.862502E-02   0.504036E-02   0.497490E-01
   654   0.749467E+00   0.853725E-02   0.502697E-02   0.493687E-01
   655   0.750120E+00   0.845128E-02   0.501419E-02   0.489643E-01
   656   0.750559E+00   0.836712E-02   0.500200E-02   0.485370E-01
   657   0.750788E+00   0.828478E-02   0.499038E-02   0.480878E-01
   658   0.750812E+00   0.820428E-02   0.497931E-02   0.476178E-01
   659   0.750633E+00   0.812563E-02   0.496877E-02   0.471280E-01
   660   0.750255E+00   0.804885E-02   0.495875E-02   0.466195E-01
   661   0.749682E+00   0.797395E-02   0.494922E-02   0.460935E-01
   662   0.748918E+00   0.790094E-02   0.494018E-02   0.455508E-01
   663   0.747966E+00   0.782984E-02   0.493159E-02   0.449927E-01
   664   0.746830E+00   0.776067E-02   0.492345E-02   0.444202E-01
   665   0.745514E+00   0.769343E-02   0.491574E-02   0.438343E-01
   666   0.744022E+00   0.762814E-02   0.490843E-02   0.432361E-01
   667   0.742357E+00   0.756482E-02   0.490151E-02   0.426268E-01
   668   0.740523E+00   0.750348E-02   0.489496E-02   0.420073E-01
   669   0.738524E+00   0.744413E-02   0.488877E-02   0.413787E-01
   670   0.736363E+00   0.738679E-02   0.488291E-02   0.407421E-01
   671   0.734044E+00   0.733147E-02   0.487737E-02   0.400986E-01
   672   0.731571E+00   0.727819E-02   0.487213E-02   0.394492E-01
   673   0.728947E+00   0.722696E-02   0.486717E-02   0.387950E-01
   674   0.726177E+00   0.717779E-02   0.486247E-02   0.381370E-01
   675   0.723263E+00   0.713071E-02   0.485802E-02   0.374764E-01
   676   0.720210E+00   0.708571E-02   0.485380E-02   0.368142E-01
   677   0.717022E+00   0.704283E-02   0.484978E-02   0.361515E-01
   678   0.713701E+00   0.700206E-02   0.484595E-02   0.354893E-01
   679   0.710253E+00   0.696344E-02   0.484230E-02   0.348287E-01
   680   0.706680E+00   0.692696E-02   0.483881E-02   0.341708E-01
   681   0.702985E+00   0.689265E-02   0.483545E-02   0.335166E-01
   682   0.699174E+00   0.686051E-02   0.483221E-02   0.328673E-01
   683   0.695250E+00   0.683057E-02   0.482907E-02   0.322238E-01
   684   0.691215E+00   0.680283E-02   0.482601E-02   0.315873E-01
   685   0.687075E+00   0.677732E-02   0.482302E-02   0.309587E-01
   686   0.682833E+00   0.675404E-02   0.482007E-02   0.303393E-01
   687   0.678491E+00   0.673301E-02   0.481715E-02   0.297300E-01
   688   0.674055E+00   0.671425E-02   0.481425E-02   0.291319E-01
   689   0.669528E+00   0.669776E-02   0.481134E-02   0.285461E-01
   690   0.664914E+00   0.668357E-02   0.480840E-02   0.279737E-01
   691   0.660215E+00   0.667168E-02   0.480542E-02   0.274157E-01
   692   0.655437E+00   0.666211E-02   0.480237E-02   0.268732E-01
   693   0.650582E+00   0.665488E-02   0.479925E-02   0.263472E-01
   694   0.645655E+00   0.664999E-02   0.479603E-02   0.258389E-01
   695   0.640659E+00   0.664747E-02   0.479269E-02   0.253492E-01
   696   0.635598E+00   0.664733E-02   0.478923E-02   0.248793E-01
   697   0.630475E+00   0.664958E-02   0.478561E-02   0.244303E-01
   698   0.625294E+00   0.665423E-02   0.478182E-02   0.240031E-01
   699   0.620060E+00   0.666131E-02   0.477784E-02   0.235989E-01
   700   0.614775E+00   0.667082E-02   0.477366E-02   0.232188E-01
   701   0.609443E+00   0.668275E-02   0.476925E-02   0.228634E-01
   702   0.604069E+00   0.669704E-02   0.476463E-02   0.225328E-01
   703   0.598658E+00   0.671357E-02   0.475978E-02   0.222262E-01
   704   0.593214E+00   0.673225E-02   0.475471E-02   0.219434E-01
   705   0.587742E+00   0.675297E-02   0.474942E-02   0.216837E-01
   706   0.582246E+00   0.677563E-02   0.474391E-02   0.214468E-01
   707   0.576731E+00   0.680014E-02   0.473818E-02   0.212321E-01
   708   0.571201E+00   0.682639E-02   0.473223E-02   0.210392E-01
   709   0.565661E+00   0.685428E-02   0.472607E-02   0.208676E-01
   710   0.560116E+00   0.688370E-02   0.471969E-02   0.207168E-01
   711   0.554570E+00   0.691457E-02   0.471309E-02   0.205864E-01
   712   0.549027E+00   0.694677E-02   0.470628E-02   0.204759E-01
   713   0.543493E+00   0.698021E-02   0.469926E-02   0.203847E-01
   714   0.537972E+00   0.701478E-02   0.469202E-02   0.203125E-01
   715   0.532468E+00   0.705039E-02   0.468457E-02   0.202588E-01
   716   0.526987E+00   0.708693E-02   0.467690E-02   0.202230E-01
   717   0.521531E+00   0.712430E-02   0.466903E-02   0.202047E-01
   718   0.516108E+00   0.716240E-02   0.466095E-02   0.202035E-01
   719   0.510720E+00   0.720113E-02   0.465265E-02   0.202188E-01
   720   0.505372E+00   0.724039E-02   0.464415E-02   0.202502E-01
   721   0.500069E+00   0.728008E-02   0.463544E-02   0.202972E-01
   722   0.494816E+00   0.732010E-02   0.462653E-02   0.203593E-01
   723   0.489617E+00   0.736034E-02   0.461740E-02   0.204361E-01
   724   0.484476E+00   0.740070E-02   0.460807E-02   0.205270E-01
   725   0.479399E+00   0.744109E-02   0.459854E-02   0.206317E-01
   726   0.474390E+00   0.748140E-02   0.458881E-02   0.207496E-01
   727   0.469453E+00   0.752153E-02   0.457887E-02   0.208802E-01
   728   0.464593E+00   0.756138E-02   0.456873E-02   0.210231E-01
   729   0.459814E+00   0.760086E-02   0.455838E-02   0.211779E-01
   730   0.455122E+00   0.763985E-02   0.454784E-02   0.213439E-01
   731   0.450521E+00   0.767825E-02   0.453710E-02   0.215208E-01
   732   0.446015E+00   0.771597E-02   0.452615E-02   0.217081E-01
   733   0.441608E+00   0.775291E-02   0.451501E-02   0.219053E-01
   734   0.437307E+00   0.778897E-02   0.450367E-02   0.221120E-01
   735   0.433114E+00   0.782403E-02   0.449214E-02   0.223276E-01
   736   0.429035E+00   0.785801E-02   0.448041E-02   0.225516E-01
   737   0.425074E+00   0.789080E-02   0.446848E-02   0.227837E-01
   738   0.421236E+00   0.792229E-02   0.445636E-02   0.230233E-01
   739   0.417525E+00   0.795240E-02   0.444405E-02   0.232700E-01
   740   0.413946E+00   0.798102E-02   0.443154E-02   0.235232E-01
   741   0.410504E+00   0.800804E-02   0.441885E-02   0.237826E-01
   742   0.407203E+00   0.803336E-02   0.440596E-02   0.240476E-01
   743   0.404048E+00   0.805690E-02   0.439288E-02   0.243177E-01
   744   0.401042E+00   0.807853E-02   0.437961E-02   0.245926E-01
   745   0.398192E+00   0.809817E-02   0.436615E-02   0.248716E-01
   746   0.395501E+00   0.811571E-02   0.435251E-02   0.251544E-01
   747   0.392974E+00   0.813105E-02   0.433867E-02   0.254404E-01
   748   0.390616E+00   0.814409E-02   0.432466E-02   0.257292E-01
   749   0.388431E+00   0.815473E-02   0.431045E-02   0.260203E-01
   750   0.386424E+00   0.816286E-02   0.429606E-02   0.263133E-01
   751   0.384597E+00   0.816842E-02   0.428149E-02   0.266076E-01
   752   0.382947E+00   0.817143E-02   0.426674E-02   0.269029E-01
   753   0.381470E+00   0.817194E-02   0.425184E-02   0.271989E-01
   754   0.380159E+00   0.817002E-02   0.423677E-02   0.274952E-01
   755   0.379010E+00   0.816571E-02   0.422156E-02   0.277914E-01
   756   0.378017E+00   0.815907E-02   0.420622E-02   0.280871E-01
   757   0.377175E+00   0.815015E-02   0.419075E-02   0.283822E-01
   758   0.376480E+00   0.813901E-02   0.417517E-02   0.286760E-01
   759   0.375925E+00   0.812570E-02   0.415949E-02   0.289684E-01
   760   0.375506E+00   0.811029E-02   0.414371E-02   0.292590E-01
   761   0.375217E+00   0.809281E-02   0.412784E-02   0.295473E-01
   762   0.375054E+00   0.807333E-02   0.411190E-02   0.298331E-01
   763   0.375010E+00   0.805191E-02   0.409589E-02   0.301160E-01
   764   0.375082E+00   0.802859E-02   0.407983E-02   0.303956E-01
   765   0.375263E+00   0.800343E-02   0.406373E-02   0.306717E-01
   766   0.375549E+00   0.797648E-02   0.404759E-02   0.309437E-01
   767   0.375934E+00   0.794781E-02   0.403142E-02   0.312114E-01
   768   0.376413E+00   0.791746E-02   0.401524E-02   0.314744E-01
   769   0.376982E+00   0.788549E-02   0.399905E-02   0.317324E-01
   770   0.377634E+00   0.785196E-02   0.398287E-02   0.319850E-01
   771   0.378364E+00   0.781691E-02   0.396670E-02   0.322318E-01
   772   0.379168E+00   0.778041E-02   0.395056E-02   0.324725E-01
   773   0.380041E+00   0.774250E-02   0.393445E-02   0.327068E-01
   774   0.380976E+00   0.770325E-02   0.391838E-02   0.329342E-01
   775   0.381969E+00   0.766270E-02   0.390237E-02   0.331545E-01
   776   0.383015E+00   0.762092E-02   0.388643E-02   0.333672E-01
   777   0.384108E+00   0.757795E-02   0.387055E-02   0.335720E-01
   778   0.385244E+00   0.753385E-02   0.385476E-02   0.337686E-01
   779   0.386416E+00   0.748868E-02   0.383907E-02   0.339566E-01
   780   0.387621E+00   0.744249E-02   0.382348E-02   0.341357E-01
